"iso_code3","Year","frac_wali_ww_domestic_urban_treatment_path_untreated_no_sewerage"
"MYS",2013,0.384196829903005
"MYS",2014,0.384196829903005
"MYS",2015,0.384196829903005
"MYS",2016,0.384196829903005
"MYS",2017,0.384196829903005
"MYS",2018,0.384196829903005
"MYS",2019,0.384196829903005
"MYS",2020,0.384196829903005
"NAM",2011,-8.32667268468867e-17
"NAM",2012,-8.32667268468867e-17
"NAM",2013,-8.32667268468867e-17
"NAM",2014,-8.32667268468867e-17
"NAM",2015,-8.32667268468867e-17
"NAM",2016,-8.32667268468867e-17
"NAM",2017,-8.32667268468867e-17
"NAM",2018,-8.32667268468867e-17
"NAM",2019,-8.32667268468867e-17
"NAM",2020,-8.32667268468867e-17
"NER",2011,1
"NER",2012,1
"NER",2013,1
"NER",2014,1
"NER",2015,1
"NER",2016,1
"NER",2017,1
"NER",2018,1
"NER",2019,1
"NER",2020,1
"NGA",2011,0.565868002401279
"NGA",2012,0.565868002401279
"NGA",2013,0.565868002401279
"NGA",2014,0.565868002401279
"NGA",2015,0.565868002401279
"NGA",2016,0.565868002401279
"NGA",2017,0.565868002401279
"NGA",2018,0.565868002401279
"NGA",2019,0.565868002401279
"NGA",2020,0.565868002401279
"NIC",2011,0.410197368421053
"NIC",2012,0.410197368421053
"NIC",2013,0.410197368421053
"NIC",2014,0.410197368421053
"NIC",2015,0.410197368421053
"NIC",2016,0.410197368421053
"NIC",2017,0.410197368421053
"NIC",2018,0.410197368421053
"NIC",2019,0.410197368421053
"NIC",2020,0.410197368421053
"NLD",2011,0
"NLD",2012,0
"NLD",2013,0
"NLD",2014,0
"NLD",2015,0
"NLD",2016,0
"NLD",2017,0
"NLD",2018,0
"NLD",2019,0
"NLD",2020,0
"NOR",2011,0.0505376344086022
"NOR",2012,0.0505376344086022
"NOR",2013,0.0505376344086022
"NOR",2014,0.0505376344086022
"NOR",2015,0.0505376344086022
"NOR",2016,0.0505376344086022
"NOR",2017,0.0505376344086022
"NOR",2018,0.0505376344086022
"NOR",2019,0.0505376344086022
"NOR",2020,0.0505376344086022
"NPL",2011,0.875169179468955
"NPL",2012,0.875169179468955
"NPL",2013,0.875169179468955
"NPL",2014,0.875169179468955
"NPL",2015,0.875169179468955
"NPL",2016,0.875169179468955
"NPL",2017,0.875169179468955
"NPL",2018,0.875169179468955
"NPL",2019,0.875169179468955
"NPL",2020,0.875169179468955
"NZL",2011,0.115660427982428
"NZL",2012,0.115660427982428
"NZL",2013,0.115660427982428
"NZL",2014,0.115660427982428
"NZL",2015,0.115660427982428
"NZL",2016,0.115660427982428
"NZL",2017,0.115660427982428
"NZL",2018,0.115660427982428
"NZL",2019,0.115660427982428
"NZL",2020,0.115660427982428
"OMN",2011,0.161805555229591
"OMN",2012,0.161805555229591
"OMN",2013,0.161805555229591
"OMN",2014,0.161805555229591
"OMN",2015,0.161805555229591
"OMN",2016,0.161805555229591
"OMN",2017,0.161805555229591
"OMN",2018,0.161805555229591
"OMN",2019,0.161805555229591
"OMN",2020,0.161805555229591
"PAK",2011,0.99
"PAK",2012,0.99
"PAK",2013,0.99
"PAK",2014,0.99
"PAK",2015,0.99
"PAK",2016,0.99
"PAK",2017,0.99
"PAK",2018,0.99
"PAK",2019,0.99
"PAK",2020,0.99
"PAN",2011,0.384181051451405
"PAN",2012,0.384181051451405
"PAN",2013,0.384181051451405
"PAN",2014,0.384181051451405
"PAN",2015,0.384181051451405
"PAN",2016,0.384181051451405
"PAN",2017,0.384181051451405
"PAN",2018,0.384181051451405
"PAN",2019,0.384181051451405
"PAN",2020,0.384181051451405
"PER",2011,0.341708542713568
"PER",2012,0.341708542713568
"PER",2013,0.341708542713568
"PER",2014,0.341708542713568
"PER",2015,0.341708542713568
"PER",2016,0.341708542713568
"PER",2017,0.341708542713568
"PER",2018,0.341708542713568
"PER",2019,0.341708542713568
"PER",2020,0.341708542713568
"PHL",2011,0.271418990200554
"PHL",2012,0.271418990200554
"PHL",2013,0.271418990200554
"PHL",2014,0.271418990200554
"PHL",2015,0.271418990200554
"PHL",2016,0.271418990200554
"PHL",2017,0.271418990200554
"PHL",2018,0.271418990200554
"PHL",2019,0.271418990200554
"PHL",2020,0.271418990200554
"PNG",2011,0.973609438931681
"PNG",2012,0.973609438931681
"PNG",2013,0.973609438931681
"PNG",2014,0.973609438931681
"PNG",2015,0.973609438931681
"PNG",2016,0.973609438931681
"PNG",2017,0.973609438931681
"PNG",2018,0.973609438931681
"PNG",2019,0.973609438931681
"PNG",2020,0.973609438931681
"POL",2011,0.036439114391144
"POL",2012,0.036439114391144
"POL",2013,0.036439114391144
"POL",2014,0.036439114391144
"POL",2015,0.036439114391144
"POL",2016,0.036439114391144
"POL",2017,0.036439114391144
"POL",2018,0.036439114391144
"POL",2019,0.036439114391144
"POL",2020,0.036439114391144
"PRI",2011,0.126345768525314
"PRI",2012,0.126345768525314
"PRI",2013,0.126345768525314
"PRI",2014,0.126345768525314
"PRI",2015,0.126345768525314
"PRI",2016,0.126345768525314
"PRI",2017,0.126345768525314
"PRI",2018,0.126345768525314
"PRI",2019,0.126345768525314
"PRI",2020,0.126345768525314
"PRT",2011,0
"PRT",2012,0
"PRT",2013,0
"PRT",2014,0
"PRT",2015,0
"PRT",2016,0
"PRT",2017,0
"PRT",2018,0
"PRT",2019,0
"PRT",2020,0
"PRY",2011,0.0885501026743143
"PRY",2012,0.0885501026743143
"PRY",2013,0.0885501026743143
"PRY",2014,0.0885501026743143
"PRY",2015,0.0885501026743143
"PRY",2016,0.0885501026743143
"PRY",2017,0.0885501026743143
"PRY",2018,0.0885501026743143
"PRY",2019,0.0885501026743143
"PRY",2020,0.0885501026743143
"QAT",2011,0.279197080291971
"QAT",2012,0.279197080291971
"QAT",2013,0.279197080291971
"QAT",2014,0.279197080291971
"QAT",2015,0.279197080291971
"QAT",2016,0.279197080291971
"QAT",2017,0.279197080291971
"QAT",2018,0.279197080291971
"QAT",2019,0.279197080291971
"QAT",2020,0.279197080291971
"ROU",2011,0.0210653266331658
"ROU",2012,0.0210653266331658
"ROU",2013,0.0210653266331658
"ROU",2014,0.0210653266331658
"ROU",2015,0.0210653266331658
"ROU",2016,0.0210653266331658
"ROU",2017,0.0210653266331658
"ROU",2018,0.0210653266331658
"ROU",2019,0.0210653266331658
"ROU",2020,0.0210653266331658
"RUS",2011,0.225162337662338
"RUS",2012,0.225162337662338
"RUS",2013,0.225162337662338
"RUS",2014,0.225162337662338
"RUS",2015,0.225162337662338
"RUS",2016,0.225162337662338
"RUS",2017,0.225162337662338
"RUS",2018,0.225162337662338
"RUS",2019,0.225162337662338
"RUS",2020,0.225162337662338
"RWA",2011,1
"RWA",2012,1
"RWA",2013,1
"RWA",2014,1
"RWA",2015,1
"RWA",2016,1
"RWA",2017,1
"RWA",2018,1
"RWA",2019,1
"RWA",2020,1
"SAU",2011,0.0491591203104786
"SAU",2012,0.0491591203104786
"SAU",2013,0.0491591203104786
"SAU",2014,0.0491591203104786
"SAU",2015,0.0491591203104786
"SAU",2016,0.0491591203104786
"SAU",2017,0.0491591203104786
"SAU",2018,0.0491591203104786
"SAU",2019,0.0491591203104786
"SAU",2020,0.0491591203104786
"SDN",2011,1
"SDN",2012,1
"SDN",2013,1
"SDN",2014,1
"SDN",2015,1
"SDN",2016,1
"SDN",2017,1
"SDN",2018,1
"SDN",2019,1
"SDN",2020,1
"SEN",2011,0.176417634796458
"SEN",2012,0.176417634796458
"SEN",2013,0.176417634796458
"SEN",2014,0.176417634796458
"SEN",2015,0.176417634796458
"SEN",2016,0.176417634796458
"SEN",2017,0.176417634796458
"SEN",2018,0.176417634796458
"SEN",2019,0.176417634796458
"SEN",2020,0.176417634796458
"SGP",2011,0
"SGP",2012,0
"SGP",2013,0
"SGP",2014,0
"SGP",2015,0
"SGP",2016,0
"SGP",2017,0
"SGP",2018,0
"SGP",2019,0
"SGP",2020,0
"SLB",2011,0.221832963093411
"SLB",2012,0.221832963093411
"SLB",2013,0.221832963093411
"SLB",2014,0.221832963093411
"SLB",2015,0.221832963093411
"SLB",2016,0.221832963093411
"SLB",2017,0.221832963093411
"SLB",2018,0.221832963093411
"SLB",2019,0.221832963093411
"SLB",2020,0.221832963093411
"SLE",2011,0.665193361327384
"SLE",2012,0.665193361327384
"SLE",2013,0.665193361327384
"SLE",2014,0.665193361327384
"SLE",2015,0.665193361327384
"SLE",2016,0.665193361327384
"SLE",2017,0.665193361327384
"SLE",2018,0.665193361327384
"SLE",2019,0.665193361327384
"SLE",2020,0.665193361327384
"SLV",2011,0
"SLV",2012,0
"SLV",2013,0
"SLV",2014,0
"SLV",2015,0
"SLV",2016,0
"SLV",2017,0
"SLV",2018,0
"SLV",2019,0
"SLV",2020,0
"SOM",2011,0.838223129191817
"SOM",2012,0.838223129191817
"SOM",2013,0.838223129191817
"SOM",2014,0.838223129191817
"SOM",2015,0.838223129191817
"SOM",2016,0.838223129191817
"SOM",2017,0.838223129191817
"SOM",2018,0.838223129191817
"SOM",2019,0.838223129191817
"SOM",2020,0.838223129191817
"SRB",2011,0.0908685968819599
"SRB",2012,0.0908685968819599
"SRB",2013,0.0908685968819599
"SRB",2014,0.0908685968819599
"SRB",2015,0.0908685968819599
"SRB",2016,0.0908685968819599
"SRB",2017,0.0908685968819599
"SRB",2018,0.0908685968819599
"SRB",2019,0.0908685968819599
"SRB",2020,0.0908685968819599
"STP",2011,0.204796998147304
"STP",2012,0.204796998147304
"STP",2013,0.204796998147304
"STP",2014,0.204796998147304
"STP",2015,0.204796998147304
"STP",2016,0.204796998147304
"STP",2017,0.204796998147304
"STP",2018,0.204796998147304
"STP",2019,0.204796998147304
"STP",2020,0.204796998147304
"SUR",2011,0.209266305405156
"SUR",2012,0.209266305405156
"SUR",2013,0.209266305405156
"SUR",2014,0.209266305405156
"SUR",2015,0.209266305405156
"SUR",2016,0.209266305405156
"SUR",2017,0.209266305405156
"SUR",2018,0.209266305405156
"SUR",2019,0.209266305405156
"SUR",2020,0.209266305405156
"SVN",2011,-5.55111512312578e-17
"SVN",2012,-5.55111512312578e-17
"SVN",2013,-5.55111512312578e-17
"SVN",2014,-5.55111512312578e-17
"SVN",2015,-5.55111512312578e-17
"SVN",2016,-5.55111512312578e-17
"SVN",2017,-5.55111512312578e-17
"SVN",2018,-5.55111512312578e-17
"SVN",2019,-5.55111512312578e-17
"SVN",2020,-5.55111512312578e-17
"SWE",2011,0
"SWE",2012,0
"SWE",2013,0
"SWE",2014,0
"SWE",2015,0
"SWE",2016,0
"SWE",2017,0
"SWE",2018,0
"SWE",2019,0
"SWE",2020,0
"SWZ",2011,0
"SWZ",2012,0
"SWZ",2013,0
"SWZ",2014,0
"SWZ",2015,0
"SWZ",2016,0
"SWZ",2017,0
"SWZ",2018,0
"SWZ",2019,0
"SWZ",2020,0
"SYR",2011,0.598540145985401
"SYR",2012,0.598540145985401
"SYR",2013,0.598540145985401
"SYR",2014,0.598540145985401
"SYR",2015,0.598540145985401
"SYR",2016,0.598540145985401
"SYR",2017,0.598540145985401
"SYR",2018,0.598540145985401
"SYR",2019,0.598540145985401
"SYR",2020,0.598540145985401
"TCD",2011,1
"TCD",2012,1
"TCD",2013,1
"TCD",2014,1
"TCD",2015,1
"TCD",2016,1
"TCD",2017,1
"TCD",2018,1
"TCD",2019,1
"TCD",2020,1
"TGO",2011,0.681972373887792
"TGO",2012,0.681972373887792
"TGO",2013,0.681972373887792
"TGO",2014,0.681972373887792
"TGO",2015,0.681972373887792
"TGO",2016,0.681972373887792
"TGO",2017,0.681972373887792
"TGO",2018,0.681972373887792
"TGO",2019,0.681972373887792
"TGO",2020,0.681972373887792
"THA",2011,0.771428571428571
"THA",2012,0.771428571428571
"THA",2013,0.771428571428571
"THA",2014,0.771428571428571
"THA",2015,0.771428571428571
"THA",2016,0.771428571428571
"THA",2017,0.771428571428571
"THA",2018,0.771428571428571
"THA",2019,0.771428571428571
"THA",2020,0.771428571428571
"TJK",2011,0.841838565057827
"TJK",2012,0.841838565057827
"TJK",2013,0.841838565057827
"TJK",2014,0.841838565057827
"TJK",2015,0.841838565057827
"TJK",2016,0.841838565057827
"TJK",2017,0.841838565057827
"TJK",2018,0.841838565057827
"TJK",2019,0.841838565057827
"TJK",2020,0.841838565057827
"TKM",2011,0
"TKM",2012,0
"TKM",2013,0
"TKM",2014,0
"TKM",2015,0
"TKM",2016,0
"TKM",2017,0
"TKM",2018,0
"TKM",2019,0
"TKM",2020,0
"TLS",2011,0.285433534825887
"TLS",2012,0.285433534825887
"TLS",2013,0.285433534825887
"TLS",2014,0.285433534825887
"TLS",2015,0.285433534825887
"TLS",2016,0.285433534825887
"TLS",2017,0.285433534825887
"TLS",2018,0.285433534825887
"TLS",2019,0.285433534825887
"TLS",2020,0.285433534825887
"TON",2011,0.180851610635881
"TON",2012,0.180851610635881
"TON",2013,0.180851610635881
"TON",2014,0.180851610635881
"TON",2015,0.180851610635881
"TON",2016,0.180851610635881
"TON",2017,0.180851610635881
"TON",2018,0.180851610635881
"TON",2019,0.180851610635881
"TON",2020,0.180851610635881
"TTO",2011,0.068723385421072
"TTO",2012,0.068723385421072
"TTO",2013,0.068723385421072
"TTO",2014,0.068723385421072
"TTO",2015,0.068723385421072
"TTO",2016,0.068723385421072
"TTO",2017,0.068723385421072
"TTO",2018,0.068723385421072
"TTO",2019,0.068723385421072
"TTO",2020,0.068723385421072
"TUN",2011,0.133183909496284
"TUN",2012,0.133183909496284
"TUN",2013,0.133183909496284
"TUN",2014,0.133183909496284
"TUN",2015,0.133183909496284
"TUN",2016,0.133183909496284
"TUN",2017,0.133183909496284
"TUN",2018,0.133183909496284
"TUN",2019,0.133183909496284
"TUN",2020,0.133183909496284
"UGA",2011,1
"UGA",2012,1
"UGA",2013,1
"UGA",2014,1
"UGA",2015,1
"UGA",2016,1
"UGA",2017,1
"UGA",2018,1
"UGA",2019,1
"UGA",2020,1
"UKR",2011,0.243749356914163
"UKR",2012,0.243749356914163
"UKR",2013,0.243749356914163
"UKR",2014,0.243749356914163
"UKR",2015,0.243749356914163
"UKR",2016,0.243749356914163
"UKR",2017,0.243749356914163
"UKR",2018,0.243749356914163
"UKR",2019,0.243749356914163
"UKR",2020,0.243749356914163
"URY",2011,0
"URY",2012,0
"URY",2013,0
"URY",2014,0
"URY",2015,0
"URY",2016,0
"URY",2017,0
"URY",2018,0
"URY",2019,0
"URY",2020,0
"UZB",2011,0.244388495372156
"UZB",2012,0.244388495372156
"UZB",2013,0.244388495372156
"UZB",2014,0.244388495372156
"UZB",2015,0.244388495372156
"UZB",2016,0.244388495372156
"UZB",2017,0.244388495372156
"UZB",2018,0.244388495372156
"UZB",2019,0.244388495372156
"UZB",2020,0.244388495372156
"VUT",2011,0.192515952308607
"VUT",2012,0.192515952308607
"VUT",2013,0.192515952308607
"VUT",2014,0.192515952308607
"VUT",2015,0.192515952308607
"VUT",2016,0.192515952308607
"VUT",2017,0.192515952308607
"VUT",2018,0.192515952308607
"VUT",2019,0.192515952308607
"VUT",2020,0.192515952308607
"WSM",2011,0.185239119837474
"WSM",2012,0.185239119837474
"WSM",2013,0.185239119837474
"WSM",2014,0.185239119837474
"WSM",2015,0.185239119837474
"WSM",2016,0.185239119837474
"WSM",2017,0.185239119837474
"WSM",2018,0.185239119837474
"WSM",2019,0.185239119837474
"WSM",2020,0.185239119837474
"ZAF",2011,0.00894774516821761
"ZAF",2012,0.00894774516821761
"ZAF",2013,0.00894774516821761
"ZAF",2014,0.00894774516821761
"ZAF",2015,0.00894774516821761
"ZAF",2016,0.00894774516821761
"ZAF",2017,0.00894774516821761
"ZAF",2018,0.00894774516821761
"ZAF",2019,0.00894774516821761
"ZAF",2020,0.00894774516821761
"ZMB",2011,0.408305008623199
"ZMB",2012,0.408305008623199
"ZMB",2013,0.408305008623199
"ZMB",2014,0.408305008623199
"ZMB",2015,0.408305008623199
"ZMB",2016,0.408305008623199
"ZMB",2017,0.408305008623199
"ZMB",2018,0.408305008623199
"ZMB",2019,0.408305008623199
"ZMB",2020,0.408305008623199
"ZWE",2011,0.487048192771084
"ZWE",2012,0.487048192771084
"ZWE",2013,0.487048192771084
"ZWE",2014,0.487048192771084
"ZWE",2015,0.487048192771084
"ZWE",2016,0.487048192771084
"ZWE",2017,0.487048192771084
"ZWE",2018,0.487048192771084
"ZWE",2019,0.487048192771084
"ZWE",2020,0.487048192771084
