"Value","LOCATION","TIME","INDICATOR","SUBJECT","MEASURE","FREQUENCY"
51584.3815434038,"BEN",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
51448.620202694,"BEN",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
51300.1533304984,"BEN",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
51190.6503025648,"BEN",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
51067.7325775441,"BEN",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
50931.3560085088,"BEN",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
50781.6340159612,"BEN",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
50618.595052614,"BEN",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
51220.5747114336,"BEN",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53495.1372465896,"BFA",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53446.1752621386,"BFA",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53377.7258805213,"BFA",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53289.0747832279,"BFA",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53180.0926397353,"BFA",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53033.1266419853,"BFA",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
52865.7755690854,"BFA",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
52677.0051211423,"BFA",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
52465.6350318531,"BFA",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
52231.6484954846,"BFA",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
51675.2676037893,"BFA",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
34295.5741138472,"BGD",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
35446.8650873909,"BGD",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
36529.7306266964,"BGD",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
37548.8106430971,"BGD",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
38527.0849165274,"BGD",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
41646.2796196052,"BGD",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
44723.0078966885,"BGD",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
47764.0018546594,"BGD",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
50773.5941196387,"BGD",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53756.0836264743,"BGD",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57991.2107315406,"BGD",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3291,"BGR",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
2908,"BGR",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3246,"BGR",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3439,"BGR",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3650,"BGR",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3434,"BGR",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3931,"BGR",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3792,"BGR",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3901.6,"BGR",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4503,"BGR",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4658,"BGR",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
63510.3129112696,"BHR",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
63964.6959680168,"BHR",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
64430.281838709,"BHR",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
64885.4955760299,"BHR",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
65315.4050421898,"BHR",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
65437.6512511589,"BHR",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
65535.0490475745,"BHR",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
65619.9318850915,"BHR",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
65710.568527965,"BHR",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
65820.1400284299,"BHR",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
65720.4191284889,"BHR",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
1018,"BIH",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
1150,"BIH",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
1243,"BIH",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
1313,"BIH",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
1286,"BIH",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
1142,"BIH",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
1130.1,"BIH",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
1187.9,"BIH",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
1275,"BIH",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
1040,"BIH",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
63035.202134222,"BIH",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
49406,"BLR",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
48351,"BLR",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
43818,"BLR",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
44997,"BLR",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
40785,"BLR",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
41107,"BLR",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
48538,"BLR",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
52574,"BLR",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
48205,"BLR",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
42420,"BLR",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
87506.1347763582,"BLR",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56319.7869683525,"BLZ",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56332.4085068557,"BLZ",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56344.9566080786,"BLZ",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56357.4197645494,"BLZ",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56369.8289672762,"BLZ",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56359.0180241312,"BLZ",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56348.1438967975,"BLZ",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56337.1850690561,"BLZ",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56326.0637552208,"BLZ",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56314.782081465,"BLZ",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56351.8278745954,"BLZ",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
55223.4852466,"BOL",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
55452.1427258354,"BOL",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
55689.5690077894,"BOL",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
55932.6837029187,"BOL",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56175.2406511533,"BOL",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56279.0813217299,"BOL",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56382.8241578856,"BOL",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56484.7931130103,"BOL",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56584.4149882499,"BOL",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56681.5026626758,"BOL",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57398.6879385925,"BOL",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
348338.45509129,"BRA",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
371621.167064203,"BRA",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
394946.579097211,"BRA",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
418298.516309382,"BRA",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
441683.895691846,"BRA",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
434809.815280214,"BRA",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
427971.976517755,"BRA",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
421203.670708332,"BRA",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
414531.310391076,"BRA",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
407985.288751399,"BRA",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
419244.415632686,"BRA",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57494.9123560566,"BRB",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57542.8584699802,"BRB",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57590.7524906191,"BRB",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57638.5627886303,"BRB",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57686.2721913517,"BRB",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57680.2362158504,"BRB",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57674.1044343947,"BRB",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57667.8642844757,"BRB",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57661.5157029038,"BRB",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57655.0643103088,"BRB",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57689.5386881861,"BRB",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
61286.2506135034,"GNQ",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
61445.6121180572,"GNQ",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
61603.2784985683,"GNQ",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
61759.5348341965,"GNQ",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
61308.3630519343,"GNQ",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
60856.293824706,"GNQ",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
60403.4075650196,"GNQ",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
59949.8838211212,"GNQ",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
59495.8018127181,"GNQ",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
60037.0576612322,"GNQ",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
352,"GRC",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56557.0492794157,"BTN",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56616.5636379647,"BTN",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56675.6752103508,"BTN",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56734.5328258512,"BTN",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56793.2456873492,"BTN",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56839.9823037066,"BTN",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56886.5947888493,"BTN",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56933.1342419527,"BTN",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56979.6957795977,"BTN",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57026.3565430982,"BTN",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57024.6528989599,"BTN",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
61181.6327530233,"BWA",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
61630.0520186204,"BWA",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
62082.9901884138,"BWA",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
62531.6368243738,"BWA",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
62972.0930544747,"BWA",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
63091.6905870597,"BWA",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
63202.7586989165,"BWA",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
63308.2940464191,"BWA",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
63412.4438171696,"BWA",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
63518.4877757136,"BWA",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
64003.7720323627,"BWA",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53521.4094088493,"CAF",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53521.2522825475,"CAF",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53523.7866650996,"CAF",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53520.8112653529,"CAF",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53505.901861028,"CAF",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53478.3089704694,"CAF",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53437.42932105,"CAF",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53384.2548601688,"CAF",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53321.2813568479,"CAF",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53250.3720161334,"CAF",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
52853.214849398,"CAF",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
56933.483728235,"HND",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
57073.3087471391,"HND",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
