,Nation,iso_code3,Year,fuelefficiency_trns_rail_freight_hydrogen_km_per_litre
336,Antigua and Barbuda,ATG,2023,0.04692030456
337,Antigua and Barbuda,ATG,2024,0.04692030456
338,Antigua and Barbuda,ATG,2025,0.04692030456
339,Antigua and Barbuda,ATG,2026,0.04692030456
340,Antigua and Barbuda,ATG,2027,0.04692030456
341,Antigua and Barbuda,ATG,2028,0.04692030456
342,Antigua and Barbuda,ATG,2029,0.04692030456
343,Antigua and Barbuda,ATG,2030,0.04692030456
344,Antigua and Barbuda,ATG,2031,0.04692030456
345,Antigua and Barbuda,ATG,2032,0.04692030456
346,Antigua and Barbuda,ATG,2033,0.04692030456
347,Antigua and Barbuda,ATG,2034,0.04692030456
348,Antigua and Barbuda,ATG,2035,0.04692030456
349,Antigua and Barbuda,ATG,2036,0.04692030456
350,Antigua and Barbuda,ATG,2037,0.04692030456
351,Antigua and Barbuda,ATG,2038,0.04692030456
352,Antigua and Barbuda,ATG,2039,0.04692030456
353,Antigua and Barbuda,ATG,2040,0.04692030456
354,Antigua and Barbuda,ATG,2041,0.04692030456
355,Antigua and Barbuda,ATG,2042,0.04692030456
356,Antigua and Barbuda,ATG,2043,0.04692030456
357,Antigua and Barbuda,ATG,2044,0.04692030456
358,Antigua and Barbuda,ATG,2045,0.04692030456
359,Antigua and Barbuda,ATG,2046,0.04692030456
360,Antigua and Barbuda,ATG,2047,0.04692030456
361,Antigua and Barbuda,ATG,2048,0.04692030456
362,Antigua and Barbuda,ATG,2049,0.04692030456
363,Antigua and Barbuda,ATG,2050,0.04692030456
364,Australia,AUS,2023,0.04692030456
365,Australia,AUS,2024,0.04692030456
366,Australia,AUS,2025,0.04692030456
367,Australia,AUS,2026,0.04692030456
368,Australia,AUS,2027,0.04692030456
369,Australia,AUS,2028,0.04692030456
370,Australia,AUS,2029,0.04692030456
371,Australia,AUS,2030,0.04692030456
372,Australia,AUS,2031,0.04692030456
373,Australia,AUS,2032,0.04692030456
374,Australia,AUS,2033,0.04692030456
375,Australia,AUS,2034,0.04692030456
376,Australia,AUS,2035,0.04692030456
377,Australia,AUS,2036,0.04692030456
378,Australia,AUS,2037,0.04692030456
379,Australia,AUS,2038,0.04692030456
380,Australia,AUS,2039,0.04692030456
381,Australia,AUS,2040,0.04692030456
382,Australia,AUS,2041,0.04692030456
383,Australia,AUS,2042,0.04692030456
384,Australia,AUS,2043,0.04692030456
385,Australia,AUS,2044,0.04692030456
386,Australia,AUS,2045,0.04692030456
387,Australia,AUS,2046,0.04692030456
388,Australia,AUS,2047,0.04692030456
389,Australia,AUS,2048,0.04692030456
390,Australia,AUS,2049,0.04692030456
391,Australia,AUS,2050,0.04692030456
392,Austria,AUT,2023,0.04692030456
393,Austria,AUT,2024,0.04692030456
394,Austria,AUT,2025,0.04692030456
395,Austria,AUT,2026,0.04692030456
396,Austria,AUT,2027,0.04692030456
397,Austria,AUT,2028,0.04692030456
398,Austria,AUT,2029,0.04692030456
399,Austria,AUT,2030,0.04692030456
400,Austria,AUT,2031,0.04692030456
401,Austria,AUT,2032,0.04692030456
402,Austria,AUT,2033,0.04692030456
403,Austria,AUT,2034,0.04692030456
404,Austria,AUT,2035,0.04692030456
405,Austria,AUT,2036,0.04692030456
406,Austria,AUT,2037,0.04692030456
407,Austria,AUT,2038,0.04692030456
408,Austria,AUT,2039,0.04692030456
409,Austria,AUT,2040,0.04692030456
410,Austria,AUT,2041,0.04692030456
411,Austria,AUT,2042,0.04692030456
412,Austria,AUT,2043,0.04692030456
413,Austria,AUT,2044,0.04692030456
414,Austria,AUT,2045,0.04692030456
415,Austria,AUT,2046,0.04692030456
416,Austria,AUT,2047,0.04692030456
417,Austria,AUT,2048,0.04692030456
418,Austria,AUT,2049,0.04692030456
419,Austria,AUT,2050,0.04692030456
420,Azerbaijan,AZE,2023,0.04692030456
421,Azerbaijan,AZE,2024,0.04692030456
422,Azerbaijan,AZE,2025,0.04692030456
423,Azerbaijan,AZE,2026,0.04692030456
424,Azerbaijan,AZE,2027,0.04692030456
425,Azerbaijan,AZE,2028,0.04692030456
426,Azerbaijan,AZE,2029,0.04692030456
427,Azerbaijan,AZE,2030,0.04692030456
428,Azerbaijan,AZE,2031,0.04692030456
429,Azerbaijan,AZE,2032,0.04692030456
430,Azerbaijan,AZE,2033,0.04692030456
431,Azerbaijan,AZE,2034,0.04692030456
432,Azerbaijan,AZE,2035,0.04692030456
433,Azerbaijan,AZE,2036,0.04692030456
434,Azerbaijan,AZE,2037,0.04692030456
435,Azerbaijan,AZE,2038,0.04692030456
436,Azerbaijan,AZE,2039,0.04692030456
437,Azerbaijan,AZE,2040,0.04692030456
438,Azerbaijan,AZE,2041,0.04692030456
439,Azerbaijan,AZE,2042,0.04692030456
440,Azerbaijan,AZE,2043,0.04692030456
441,Azerbaijan,AZE,2044,0.04692030456
442,Azerbaijan,AZE,2045,0.04692030456
443,Azerbaijan,AZE,2046,0.04692030456
444,Azerbaijan,AZE,2047,0.04692030456
445,Azerbaijan,AZE,2048,0.04692030456
446,Azerbaijan,AZE,2049,0.04692030456
447,Azerbaijan,AZE,2050,0.04692030456
448,Burundi,BDI,2023,0.04692030456
449,Burundi,BDI,2024,0.04692030456
450,Burundi,BDI,2025,0.04692030456
451,Burundi,BDI,2026,0.04692030456
452,Burundi,BDI,2027,0.04692030456
453,Burundi,BDI,2028,0.04692030456
454,Burundi,BDI,2029,0.04692030456
455,Burundi,BDI,2030,0.04692030456
456,Burundi,BDI,2031,0.04692030456
457,Burundi,BDI,2032,0.04692030456
458,Burundi,BDI,2033,0.04692030456
459,Burundi,BDI,2034,0.04692030456
460,Burundi,BDI,2035,0.04692030456
461,Burundi,BDI,2036,0.04692030456
462,Burundi,BDI,2037,0.04692030456
463,Burundi,BDI,2038,0.04692030456
464,Burundi,BDI,2039,0.04692030456
465,Burundi,BDI,2040,0.04692030456
466,Burundi,BDI,2041,0.04692030456
467,Burundi,BDI,2042,0.04692030456
468,Burundi,BDI,2043,0.04692030456
469,Burundi,BDI,2044,0.04692030456
470,Burundi,BDI,2045,0.04692030456
471,Burundi,BDI,2046,0.04692030456
472,Burundi,BDI,2047,0.04692030456
473,Burundi,BDI,2048,0.04692030456
474,Burundi,BDI,2049,0.04692030456
475,Burundi,BDI,2050,0.04692030456
476,Belgium,BEL,2023,0.04692030456
477,Belgium,BEL,2024,0.04692030456
478,Belgium,BEL,2025,0.04692030456
479,Belgium,BEL,2026,0.04692030456
480,Belgium,BEL,2027,0.04692030456
481,Belgium,BEL,2028,0.04692030456
482,Belgium,BEL,2029,0.04692030456
483,Belgium,BEL,2030,0.04692030456
484,Belgium,BEL,2031,0.04692030456
485,Belgium,BEL,2032,0.04692030456
486,Belgium,BEL,2033,0.04692030456
487,Belgium,BEL,2034,0.04692030456
488,Belgium,BEL,2035,0.04692030456
489,Belgium,BEL,2036,0.04692030456
490,Belgium,BEL,2037,0.04692030456
491,Belgium,BEL,2038,0.04692030456
492,Belgium,BEL,2039,0.04692030456
493,Belgium,BEL,2040,0.04692030456
494,Belgium,BEL,2041,0.04692030456
495,Belgium,BEL,2042,0.04692030456
496,Belgium,BEL,2043,0.04692030456
497,Belgium,BEL,2044,0.04692030456
498,Belgium,BEL,2045,0.04692030456
499,Belgium,BEL,2046,0.04692030456
500,Belgium,BEL,2047,0.04692030456
501,Belgium,BEL,2048,0.04692030456
502,Belgium,BEL,2049,0.04692030456
503,Belgium,BEL,2050,0.04692030456
504,Benin,BEN,2023,0.04692030456
505,Benin,BEN,2024,0.04692030456
506,Benin,BEN,2025,0.04692030456
507,Benin,BEN,2026,0.04692030456
508,Benin,BEN,2027,0.04692030456
509,Benin,BEN,2028,0.04692030456
510,Benin,BEN,2029,0.04692030456
511,Benin,BEN,2030,0.04692030456
512,Benin,BEN,2031,0.04692030456
513,Benin,BEN,2032,0.04692030456
514,Benin,BEN,2033,0.04692030456
515,Benin,BEN,2034,0.04692030456
516,Benin,BEN,2035,0.04692030456
517,Benin,BEN,2036,0.04692030456
518,Benin,BEN,2037,0.04692030456
519,Benin,BEN,2038,0.04692030456
520,Benin,BEN,2039,0.04692030456
521,Benin,BEN,2040,0.04692030456
522,Benin,BEN,2041,0.04692030456
523,Benin,BEN,2042,0.04692030456
524,Benin,BEN,2043,0.04692030456
525,Benin,BEN,2044,0.04692030456
526,Benin,BEN,2045,0.04692030456
527,Benin,BEN,2046,0.04692030456
528,Benin,BEN,2047,0.04692030456
529,Benin,BEN,2048,0.04692030456
530,Benin,BEN,2049,0.04692030456
531,Benin,BEN,2050,0.04692030456
532,Burkina Faso,BFA,2023,0.04692030456
533,Burkina Faso,BFA,2024,0.04692030456
534,Burkina Faso,BFA,2025,0.04692030456
535,Burkina Faso,BFA,2026,0.04692030456
536,Burkina Faso,BFA,2027,0.04692030456
537,Burkina Faso,BFA,2028,0.04692030456
538,Burkina Faso,BFA,2029,0.04692030456
539,Burkina Faso,BFA,2030,0.04692030456
540,Burkina Faso,BFA,2031,0.04692030456
541,Burkina Faso,BFA,2032,0.04692030456
542,Burkina Faso,BFA,2033,0.04692030456
543,Burkina Faso,BFA,2034,0.04692030456
544,Burkina Faso,BFA,2035,0.04692030456
545,Burkina Faso,BFA,2036,0.04692030456
546,Burkina Faso,BFA,2037,0.04692030456
547,Burkina Faso,BFA,2038,0.04692030456
548,Burkina Faso,BFA,2039,0.04692030456
549,Burkina Faso,BFA,2040,0.04692030456
550,Burkina Faso,BFA,2041,0.04692030456
551,Burkina Faso,BFA,2042,0.04692030456
552,Burkina Faso,BFA,2043,0.04692030456
553,Burkina Faso,BFA,2044,0.04692030456
554,Burkina Faso,BFA,2045,0.04692030456
555,Burkina Faso,BFA,2046,0.04692030456
556,Burkina Faso,BFA,2047,0.04692030456
557,Burkina Faso,BFA,2048,0.04692030456
558,Burkina Faso,BFA,2049,0.04692030456
559,Burkina Faso,BFA,2050,0.04692030456
560,Bangladesh,BGD,2023,0.04692030456
561,Bangladesh,BGD,2024,0.04692030456
562,Bangladesh,BGD,2025,0.04692030456
563,Bangladesh,BGD,2026,0.04692030456
564,Bangladesh,BGD,2027,0.04692030456
565,Bangladesh,BGD,2028,0.04692030456
566,Bangladesh,BGD,2029,0.04692030456
567,Bangladesh,BGD,2030,0.04692030456
568,Bangladesh,BGD,2031,0.04692030456
569,Bangladesh,BGD,2032,0.04692030456
570,Bangladesh,BGD,2033,0.04692030456
571,Bangladesh,BGD,2034,0.04692030456
572,Bangladesh,BGD,2035,0.04692030456
573,Bangladesh,BGD,2036,0.04692030456
574,Bangladesh,BGD,2037,0.04692030456
575,Bangladesh,BGD,2038,0.04692030456
576,Bangladesh,BGD,2039,0.04692030456
577,Bangladesh,BGD,2040,0.04692030456
578,Bangladesh,BGD,2041,0.04692030456
579,Bangladesh,BGD,2042,0.04692030456
580,Bangladesh,BGD,2043,0.04692030456
581,Bangladesh,BGD,2044,0.04692030456
582,Bangladesh,BGD,2045,0.04692030456
583,Bangladesh,BGD,2046,0.04692030456
584,Bangladesh,BGD,2047,0.04692030456
585,Bangladesh,BGD,2048,0.04692030456
586,Bangladesh,BGD,2049,0.04692030456
587,Bangladesh,BGD,2050,0.04692030456
588,Bulgaria,BGR,2023,0.04692030456
589,Bulgaria,BGR,2024,0.04692030456
590,Bulgaria,BGR,2025,0.04692030456
591,Bulgaria,BGR,2026,0.04692030456
592,Bulgaria,BGR,2027,0.04692030456
593,Bulgaria,BGR,2028,0.04692030456
594,Bulgaria,BGR,2029,0.04692030456
595,Bulgaria,BGR,2030,0.04692030456
596,Bulgaria,BGR,2031,0.04692030456
597,Bulgaria,BGR,2032,0.04692030456
598,Bulgaria,BGR,2033,0.04692030456
599,Bulgaria,BGR,2034,0.04692030456
600,Bulgaria,BGR,2035,0.04692030456
601,Bulgaria,BGR,2036,0.04692030456
602,Bulgaria,BGR,2037,0.04692030456
603,Bulgaria,BGR,2038,0.04692030456
604,Bulgaria,BGR,2039,0.04692030456
605,Bulgaria,BGR,2040,0.04692030456
606,Bulgaria,BGR,2041,0.04692030456
607,Bulgaria,BGR,2042,0.04692030456
608,Bulgaria,BGR,2043,0.04692030456
609,Bulgaria,BGR,2044,0.04692030456
610,Bulgaria,BGR,2045,0.04692030456
611,Bulgaria,BGR,2046,0.04692030456
612,Bulgaria,BGR,2047,0.04692030456
613,Bulgaria,BGR,2048,0.04692030456
614,Bulgaria,BGR,2049,0.04692030456
615,Bulgaria,BGR,2050,0.04692030456
616,Bahrain,BHR,2023,0.04692030456
617,Bahrain,BHR,2024,0.04692030456
618,Bahrain,BHR,2025,0.04692030456
619,Bahrain,BHR,2026,0.04692030456
620,Bahrain,BHR,2027,0.04692030456
621,Bahrain,BHR,2028,0.04692030456
622,Bahrain,BHR,2029,0.04692030456
623,Bahrain,BHR,2030,0.04692030456
