iso_code3,Nation,Year,yf_agrc_pulses_tonne_ha
DOM,Dominican Republic,2046,27542.833333333332
DOM,Dominican Republic,2047,27542.833333333332
DOM,Dominican Republic,2048,27542.833333333332
DOM,Dominican Republic,2049,27542.833333333332
DOM,Dominican Republic,2050,27542.833333333332
DZA,Algeria,2020,21599.0
DZA,Algeria,2021,21599.0
DZA,Algeria,2022,21599.0
DZA,Algeria,2023,21599.0
DZA,Algeria,2024,21599.0
DZA,Algeria,2025,21599.0
DZA,Algeria,2026,21599.0
DZA,Algeria,2027,21599.0
DZA,Algeria,2028,21599.0
DZA,Algeria,2029,21599.0
DZA,Algeria,2030,21599.0
DZA,Algeria,2031,21599.0
DZA,Algeria,2032,21599.0
DZA,Algeria,2033,21599.0
DZA,Algeria,2034,21599.0
DZA,Algeria,2035,21599.0
DZA,Algeria,2036,21599.0
DZA,Algeria,2037,21599.0
DZA,Algeria,2038,21599.0
DZA,Algeria,2039,21599.0
DZA,Algeria,2040,21599.0
DZA,Algeria,2041,21599.0
DZA,Algeria,2042,21599.0
DZA,Algeria,2043,21599.0
DZA,Algeria,2044,21599.0
DZA,Algeria,2045,21599.0
DZA,Algeria,2046,21599.0
DZA,Algeria,2047,21599.0
DZA,Algeria,2048,21599.0
DZA,Algeria,2049,21599.0
DZA,Algeria,2050,21599.0
ECU,Ecuador,2020,11285.57142857143
ECU,Ecuador,2021,11285.57142857143
ECU,Ecuador,2022,11285.57142857143
ECU,Ecuador,2023,11285.57142857143
ECU,Ecuador,2024,11285.57142857143
ECU,Ecuador,2025,11285.57142857143
ECU,Ecuador,2026,11285.57142857143
ECU,Ecuador,2027,11285.57142857143
ECU,Ecuador,2028,11285.57142857143
ECU,Ecuador,2029,11285.57142857143
ECU,Ecuador,2030,11285.57142857143
ECU,Ecuador,2031,11285.57142857143
ECU,Ecuador,2032,11285.57142857143
ECU,Ecuador,2033,11285.57142857143
ECU,Ecuador,2034,11285.57142857143
ECU,Ecuador,2035,11285.57142857143
ECU,Ecuador,2036,11285.57142857143
ECU,Ecuador,2037,11285.57142857143
ECU,Ecuador,2038,11285.57142857143
ECU,Ecuador,2039,11285.57142857143
ECU,Ecuador,2040,11285.57142857143
ECU,Ecuador,2041,11285.57142857143
ECU,Ecuador,2042,11285.57142857143
ECU,Ecuador,2043,11285.57142857143
ECU,Ecuador,2044,11285.57142857143
ECU,Ecuador,2045,11285.57142857143
ECU,Ecuador,2046,11285.57142857143
ECU,Ecuador,2047,11285.57142857143
ECU,Ecuador,2048,11285.57142857143
ECU,Ecuador,2049,11285.57142857143
ECU,Ecuador,2050,11285.57142857143
EGY,Egypt,2020,41206.90909090909
EGY,Egypt,2021,41206.90909090909
EGY,Egypt,2022,41206.90909090909
EGY,Egypt,2023,41206.90909090909
EGY,Egypt,2024,41206.90909090909
EGY,Egypt,2025,41206.90909090909
EGY,Egypt,2026,41206.90909090909
EGY,Egypt,2027,41206.90909090909
EGY,Egypt,2028,41206.90909090909
EGY,Egypt,2029,41206.90909090909
EGY,Egypt,2030,41206.90909090909
EGY,Egypt,2031,41206.90909090909
EGY,Egypt,2032,41206.90909090909
EGY,Egypt,2033,41206.90909090909
EGY,Egypt,2034,41206.90909090909
EGY,Egypt,2035,41206.90909090909
EGY,Egypt,2036,41206.90909090909
EGY,Egypt,2037,41206.90909090909
EGY,Egypt,2038,41206.90909090909
EGY,Egypt,2039,41206.90909090909
EGY,Egypt,2040,41206.90909090909
EGY,Egypt,2041,41206.90909090909
EGY,Egypt,2042,41206.90909090909
EGY,Egypt,2043,41206.90909090909
EGY,Egypt,2044,41206.90909090909
EGY,Egypt,2045,41206.90909090909
EGY,Egypt,2046,41206.90909090909
EGY,Egypt,2047,41206.90909090909
EGY,Egypt,2048,41206.90909090909
EGY,Egypt,2049,41206.90909090909
EGY,Egypt,2050,41206.90909090909
ERI,Eritrea,2020,4767.0
ERI,Eritrea,2021,4767.0
ERI,Eritrea,2022,4767.0
ERI,Eritrea,2023,4767.0
ERI,Eritrea,2024,4767.0
ERI,Eritrea,2025,4767.0
ERI,Eritrea,2026,4767.0
ERI,Eritrea,2027,4767.0
ERI,Eritrea,2028,4767.0
ERI,Eritrea,2029,4767.0
ERI,Eritrea,2030,4767.0
ERI,Eritrea,2031,4767.0
ERI,Eritrea,2032,4767.0
ERI,Eritrea,2033,4767.0
ERI,Eritrea,2034,4767.0
ERI,Eritrea,2035,4767.0
ERI,Eritrea,2036,4767.0
ERI,Eritrea,2037,4767.0
ERI,Eritrea,2038,4767.0
ERI,Eritrea,2039,4767.0
ERI,Eritrea,2040,4767.0
ERI,Eritrea,2041,4767.0
ERI,Eritrea,2042,4767.0
ERI,Eritrea,2043,4767.0
ERI,Eritrea,2044,4767.0
ERI,Eritrea,2045,4767.0
ERI,Eritrea,2046,4767.0
ERI,Eritrea,2047,4767.0
ERI,Eritrea,2048,4767.0
ERI,Eritrea,2049,4767.0
ERI,Eritrea,2050,4767.0
ESP,Spain,2020,50629.5
ESP,Spain,2021,50629.5
ESP,Spain,2022,50629.5
ESP,Spain,2023,50629.5
ESP,Spain,2024,50629.5
ESP,Spain,2025,50629.5
ESP,Spain,2026,50629.5
ESP,Spain,2027,50629.5
ESP,Spain,2028,50629.5
ESP,Spain,2029,50629.5
ESP,Spain,2030,50629.5
ESP,Spain,2031,50629.5
ESP,Spain,2032,50629.5
ESP,Spain,2033,50629.5
ESP,Spain,2034,50629.5
ESP,Spain,2035,50629.5
ESP,Spain,2036,50629.5
ESP,Spain,2037,50629.5
ESP,Spain,2038,50629.5
ESP,Spain,2039,50629.5
ESP,Spain,2040,50629.5
ESP,Spain,2041,50629.5
ESP,Spain,2042,50629.5
ESP,Spain,2043,50629.5
ESP,Spain,2044,50629.5
ESP,Spain,2045,50629.5
ESP,Spain,2046,50629.5
ESP,Spain,2047,50629.5
ESP,Spain,2048,50629.5
ESP,Spain,2049,50629.5
ESP,Spain,2050,50629.5
EST,Estonia,2020,21205.0
EST,Estonia,2021,21205.0
EST,Estonia,2022,21205.0
EST,Estonia,2023,21205.0
EST,Estonia,2024,21205.0
EST,Estonia,2025,21205.0
EST,Estonia,2026,21205.0
EST,Estonia,2027,21205.0
EST,Estonia,2028,21205.0
EST,Estonia,2029,21205.0
EST,Estonia,2030,21205.0
EST,Estonia,2031,21205.0
EST,Estonia,2032,21205.0
EST,Estonia,2033,21205.0
EST,Estonia,2034,21205.0
EST,Estonia,2035,21205.0
EST,Estonia,2036,21205.0
EST,Estonia,2037,21205.0
EST,Estonia,2038,21205.0
EST,Estonia,2039,21205.0
EST,Estonia,2040,21205.0
EST,Estonia,2041,21205.0
EST,Estonia,2042,21205.0
EST,Estonia,2043,21205.0
EST,Estonia,2044,21205.0
EST,Estonia,2045,21205.0
EST,Estonia,2046,21205.0
EST,Estonia,2047,21205.0
EST,Estonia,2048,21205.0
EST,Estonia,2049,21205.0
EST,Estonia,2050,21205.0
ETH,Ethiopia,2020,25385.555555555555
ETH,Ethiopia,2021,25385.555555555555
ETH,Ethiopia,2022,25385.555555555555
ETH,Ethiopia,2023,25385.555555555555
ETH,Ethiopia,2024,25385.555555555555
ETH,Ethiopia,2025,25385.555555555555
ETH,Ethiopia,2026,25385.555555555555
ETH,Ethiopia,2027,25385.555555555555
ETH,Ethiopia,2028,25385.555555555555
ETH,Ethiopia,2029,25385.555555555555
ETH,Ethiopia,2030,25385.555555555555
ETH,Ethiopia,2031,25385.555555555555
ETH,Ethiopia,2032,25385.555555555555
ETH,Ethiopia,2033,25385.555555555555
ETH,Ethiopia,2034,25385.555555555555
ETH,Ethiopia,2035,25385.555555555555
ETH,Ethiopia,2036,25385.555555555555
ETH,Ethiopia,2037,25385.555555555555
ETH,Ethiopia,2038,25385.555555555555
ETH,Ethiopia,2039,25385.555555555555
ETH,Ethiopia,2040,25385.555555555555
ETH,Ethiopia,2041,25385.555555555555
ETH,Ethiopia,2042,25385.555555555555
ETH,Ethiopia,2043,25385.555555555555
ETH,Ethiopia,2044,25385.555555555555
ETH,Ethiopia,2045,25385.555555555555
ETH,Ethiopia,2046,25385.555555555555
ETH,Ethiopia,2047,25385.555555555555
ETH,Ethiopia,2048,25385.555555555555
ETH,Ethiopia,2049,25385.555555555555
ETH,Ethiopia,2050,25385.555555555555
FIN,Finland,2020,20371.75
FIN,Finland,2021,20371.75
FIN,Finland,2022,20371.75
FIN,Finland,2023,20371.75
FIN,Finland,2024,20371.75
FIN,Finland,2025,20371.75
FIN,Finland,2026,20371.75
FIN,Finland,2027,20371.75
FIN,Finland,2028,20371.75
FIN,Finland,2029,20371.75
FIN,Finland,2030,20371.75
FIN,Finland,2031,20371.75
FIN,Finland,2032,20371.75
FIN,Finland,2033,20371.75
FIN,Finland,2034,20371.75
FIN,Finland,2035,20371.75
FIN,Finland,2036,20371.75
FIN,Finland,2037,20371.75
FIN,Finland,2038,20371.75
FIN,Finland,2039,20371.75
FIN,Finland,2040,20371.75
FIN,Finland,2041,20371.75
FIN,Finland,2042,20371.75
FIN,Finland,2043,20371.75
FIN,Finland,2044,20371.75
FIN,Finland,2045,20371.75
FIN,Finland,2046,20371.75
FIN,Finland,2047,20371.75
FIN,Finland,2048,20371.75
FIN,Finland,2049,20371.75
FIN,Finland,2050,20371.75
FJI,Fiji,2020,29987.0
FJI,Fiji,2021,29987.0
FJI,Fiji,2022,29987.0
FJI,Fiji,2023,29987.0
FJI,Fiji,2024,29987.0
FJI,Fiji,2025,29987.0
FJI,Fiji,2026,29987.0
FJI,Fiji,2027,29987.0
FJI,Fiji,2028,29987.0
FJI,Fiji,2029,29987.0
FJI,Fiji,2030,29987.0
FJI,Fiji,2031,29987.0
FJI,Fiji,2032,29987.0
FJI,Fiji,2033,29987.0
FJI,Fiji,2034,29987.0
FJI,Fiji,2035,29987.0
FJI,Fiji,2036,29987.0
FJI,Fiji,2037,29987.0
FJI,Fiji,2038,29987.0
FJI,Fiji,2039,29987.0
FJI,Fiji,2040,29987.0
FJI,Fiji,2041,29987.0
FJI,Fiji,2042,29987.0
FJI,Fiji,2043,29987.0
FJI,Fiji,2044,29987.0
FJI,Fiji,2045,29987.0
FJI,Fiji,2046,29987.0
FJI,Fiji,2047,29987.0
FJI,Fiji,2048,29987.0
FJI,Fiji,2049,29987.0
FJI,Fiji,2050,29987.0
FRA,France,2020,49147.166666666664
FRA,France,2021,49147.166666666664
FRA,France,2022,49147.166666666664
FRA,France,2023,49147.166666666664
FRA,France,2024,49147.166666666664
FRA,France,2025,49147.166666666664
FRA,France,2026,49147.166666666664
FRA,France,2027,49147.166666666664
FRA,France,2028,49147.166666666664
FRA,France,2029,49147.166666666664
FRA,France,2030,49147.166666666664
FRA,France,2031,49147.166666666664
FRA,France,2032,49147.166666666664
FRA,France,2033,49147.166666666664
FRA,France,2034,49147.166666666664
FRA,France,2035,49147.166666666664
FRA,France,2036,49147.166666666664
FRA,France,2037,49147.166666666664
FRA,France,2038,49147.166666666664
FRA,France,2039,49147.166666666664
FRA,France,2040,49147.166666666664
FRA,France,2041,49147.166666666664
FRA,France,2042,49147.166666666664
FRA,France,2043,49147.166666666664
FRA,France,2044,49147.166666666664
FRA,France,2045,49147.166666666664
FRA,France,2046,49147.166666666664
FRA,France,2047,49147.166666666664
FRA,France,2048,49147.166666666664
FRA,France,2049,49147.166666666664
FRA,France,2050,49147.166666666664
FRO,Faroe Islands,2020,0.0
FRO,Faroe Islands,2021,0.0
FRO,Faroe Islands,2022,0.0
FRO,Faroe Islands,2023,0.0
FRO,Faroe Islands,2024,0.0
FRO,Faroe Islands,2025,0.0
FRO,Faroe Islands,2026,0.0
FRO,Faroe Islands,2027,0.0
FRO,Faroe Islands,2028,0.0
FRO,Faroe Islands,2029,0.0
FRO,Faroe Islands,2030,0.0
FRO,Faroe Islands,2031,0.0
FRO,Faroe Islands,2032,0.0
FRO,Faroe Islands,2033,0.0
FRO,Faroe Islands,2034,0.0
FRO,Faroe Islands,2035,0.0
FRO,Faroe Islands,2036,0.0
FRO,Faroe Islands,2037,0.0
FRO,Faroe Islands,2038,0.0
FRO,Faroe Islands,2039,0.0
FRO,Faroe Islands,2040,0.0
FRO,Faroe Islands,2041,0.0
FRO,Faroe Islands,2042,0.0
FRO,Faroe Islands,2043,0.0
FRO,Faroe Islands,2044,0.0
FRO,Faroe Islands,2045,0.0
FRO,Faroe Islands,2046,0.0
FRO,Faroe Islands,2047,0.0
FRO,Faroe Islands,2048,0.0
FRO,Faroe Islands,2049,0.0
FRO,Faroe Islands,2050,0.0
FSM,Micronesia (Federated States of),2020,0.0
FSM,Micronesia (Federated States of),2021,0.0
FSM,Micronesia (Federated States of),2022,0.0
FSM,Micronesia (Federated States of),2023,0.0
FSM,Micronesia (Federated States of),2024,0.0
FSM,Micronesia (Federated States of),2025,0.0
FSM,Micronesia (Federated States of),2026,0.0
FSM,Micronesia (Federated States of),2027,0.0
FSM,Micronesia (Federated States of),2028,0.0
FSM,Micronesia (Federated States of),2029,0.0
FSM,Micronesia (Federated States of),2030,0.0
FSM,Micronesia (Federated States of),2031,0.0
FSM,Micronesia (Federated States of),2032,0.0
FSM,Micronesia (Federated States of),2033,0.0
FSM,Micronesia (Federated States of),2034,0.0
FSM,Micronesia (Federated States of),2035,0.0
FSM,Micronesia (Federated States of),2036,0.0
FSM,Micronesia (Federated States of),2037,0.0
FSM,Micronesia (Federated States of),2038,0.0
FSM,Micronesia (Federated States of),2039,0.0
FSM,Micronesia (Federated States of),2040,0.0
FSM,Micronesia (Federated States of),2041,0.0
FSM,Micronesia (Federated States of),2042,0.0
FSM,Micronesia (Federated States of),2043,0.0
FSM,Micronesia (Federated States of),2044,0.0
FSM,Micronesia (Federated States of),2045,0.0
FSM,Micronesia (Federated States of),2046,0.0
FSM,Micronesia (Federated States of),2047,0.0
FSM,Micronesia (Federated States of),2048,0.0
FSM,Micronesia (Federated States of),2049,0.0
FSM,Micronesia (Federated States of),2050,0.0
GAB,Gabon,2020,13397.0
GAB,Gabon,2021,13397.0
GAB,Gabon,2022,13397.0
GAB,Gabon,2023,13397.0
GAB,Gabon,2024,13397.0
GAB,Gabon,2025,13397.0
GAB,Gabon,2026,13397.0
GAB,Gabon,2027,13397.0
GAB,Gabon,2028,13397.0
GAB,Gabon,2029,13397.0
GAB,Gabon,2030,13397.0
GAB,Gabon,2031,13397.0
GAB,Gabon,2032,13397.0
GAB,Gabon,2033,13397.0
GAB,Gabon,2034,13397.0
GAB,Gabon,2035,13397.0
GAB,Gabon,2036,13397.0
GAB,Gabon,2037,13397.0
GAB,Gabon,2038,13397.0
GAB,Gabon,2039,13397.0
GAB,Gabon,2040,13397.0
GAB,Gabon,2041,13397.0
GAB,Gabon,2042,13397.0
GAB,Gabon,2043,13397.0
GAB,Gabon,2044,13397.0
GAB,Gabon,2045,13397.0
GAB,Gabon,2046,13397.0
GAB,Gabon,2047,13397.0
GAB,Gabon,2048,13397.0
GAB,Gabon,2049,13397.0
GAB,Gabon,2050,13397.0
GBR,United Kingdom,2020,40454.4
GBR,United Kingdom,2021,40454.4
GBR,United Kingdom,2022,40454.4
GBR,United Kingdom,2023,40454.4
GBR,United Kingdom,2024,40454.4
GBR,United Kingdom,2025,40454.4
GBR,United Kingdom,2026,40454.4
GBR,United Kingdom,2027,40454.4
GBR,United Kingdom,2028,40454.4
GBR,United Kingdom,2029,40454.4
GBR,United Kingdom,2030,40454.4
GBR,United Kingdom,2031,40454.4
GBR,United Kingdom,2032,40454.4
GBR,United Kingdom,2033,40454.4
GBR,United Kingdom,2034,40454.4
GBR,United Kingdom,2035,40454.4
GBR,United Kingdom,2036,40454.4
GBR,United Kingdom,2037,40454.4
GBR,United Kingdom,2038,40454.4
GBR,United Kingdom,2039,40454.4
GBR,United Kingdom,2040,40454.4
GBR,United Kingdom,2041,40454.4
GBR,United Kingdom,2042,40454.4
GBR,United Kingdom,2043,40454.4
GBR,United Kingdom,2044,40454.4
GBR,United Kingdom,2045,40454.4
GBR,United Kingdom,2046,40454.4
GBR,United Kingdom,2047,40454.4
GBR,United Kingdom,2048,40454.4
GBR,United Kingdom,2049,40454.4
GBR,United Kingdom,2050,40454.4
GEO,Georgia,2020,11219.5
GEO,Georgia,2021,11219.5
GEO,Georgia,2022,11219.5
GEO,Georgia,2023,11219.5
GEO,Georgia,2024,11219.5
GEO,Georgia,2025,11219.5
GEO,Georgia,2026,11219.5
GEO,Georgia,2027,11219.5
GEO,Georgia,2028,11219.5
GEO,Georgia,2029,11219.5
GEO,Georgia,2030,11219.5
GEO,Georgia,2031,11219.5
GEO,Georgia,2032,11219.5
GEO,Georgia,2033,11219.5
GEO,Georgia,2034,11219.5
GEO,Georgia,2035,11219.5
GEO,Georgia,2036,11219.5
GEO,Georgia,2037,11219.5
GEO,Georgia,2038,11219.5
GEO,Georgia,2039,11219.5
GEO,Georgia,2040,11219.5
GEO,Georgia,2041,11219.5
GEO,Georgia,2042,11219.5
GEO,Georgia,2043,11219.5
GEO,Georgia,2044,11219.5
GEO,Georgia,2045,11219.5
GEO,Georgia,2046,11219.5
GEO,Georgia,2047,11219.5
GEO,Georgia,2048,11219.5
GEO,Georgia,2049,11219.5
GEO,Georgia,2050,11219.5
GHA,Ghana,2020,32904.0
GHA,Ghana,2021,32904.0
GHA,Ghana,2022,32904.0
GHA,Ghana,2023,32904.0
GHA,Ghana,2024,32904.0
GHA,Ghana,2025,32904.0
GHA,Ghana,2026,32904.0
GHA,Ghana,2027,32904.0
GHA,Ghana,2028,32904.0
GHA,Ghana,2029,32904.0
GHA,Ghana,2030,32904.0
GHA,Ghana,2031,32904.0
GHA,Ghana,2032,32904.0
GHA,Ghana,2033,32904.0
GHA,Ghana,2034,32904.0
GHA,Ghana,2035,32904.0
GHA,Ghana,2036,32904.0
GHA,Ghana,2037,32904.0
GHA,Ghana,2038,32904.0
GHA,Ghana,2039,32904.0
GHA,Ghana,2040,32904.0
GHA,Ghana,2041,32904.0
GHA,Ghana,2042,32904.0
GHA,Ghana,2043,32904.0
GHA,Ghana,2044,32904.0
GHA,Ghana,2045,32904.0
GHA,Ghana,2046,32904.0
GHA,Ghana,2047,32904.0
GHA,Ghana,2048,32904.0
GHA,Ghana,2049,32904.0
GHA,Ghana,2050,32904.0
GIN,Guinea,2020,9192.0
GIN,Guinea,2021,9192.0
GIN,Guinea,2022,9192.0
GIN,Guinea,2023,9192.0
GIN,Guinea,2024,9192.0
GIN,Guinea,2025,9192.0
GIN,Guinea,2026,9192.0
GIN,Guinea,2027,9192.0
GIN,Guinea,2028,9192.0
GIN,Guinea,2029,9192.0
GIN,Guinea,2030,9192.0
GIN,Guinea,2031,9192.0
GIN,Guinea,2032,9192.0
GIN,Guinea,2033,9192.0
GIN,Guinea,2034,9192.0
GIN,Guinea,2035,9192.0
GIN,Guinea,2036,9192.0
GIN,Guinea,2037,9192.0
GIN,Guinea,2038,9192.0
GIN,Guinea,2039,9192.0
GIN,Guinea,2040,9192.0
GIN,Guinea,2041,9192.0
GIN,Guinea,2042,9192.0
GIN,Guinea,2043,9192.0
GIN,Guinea,2044,9192.0
GIN,Guinea,2045,9192.0
GIN,Guinea,2046,9192.0
GIN,Guinea,2047,9192.0
GIN,Guinea,2048,9192.0
GIN,Guinea,2049,9192.0
GIN,Guinea,2050,9192.0
GMB,Gambia,2020,2040.0
GMB,Gambia,2021,2040.0
GMB,Gambia,2022,2040.0
GMB,Gambia,2023,2040.0
GMB,Gambia,2024,2040.0
GMB,Gambia,2025,2040.0
GMB,Gambia,2026,2040.0
GMB,Gambia,2027,2040.0
GMB,Gambia,2028,2040.0
GMB,Gambia,2029,2040.0
GMB,Gambia,2030,2040.0
GMB,Gambia,2031,2040.0
GMB,Gambia,2032,2040.0
GMB,Gambia,2033,2040.0
GMB,Gambia,2034,2040.0
GMB,Gambia,2035,2040.0
GMB,Gambia,2036,2040.0
GMB,Gambia,2037,2040.0
GMB,Gambia,2038,2040.0
GMB,Gambia,2039,2040.0
GMB,Gambia,2040,2040.0
GMB,Gambia,2041,2040.0
GMB,Gambia,2042,2040.0
GMB,Gambia,2043,2040.0
GMB,Gambia,2044,2040.0
GMB,Gambia,2045,2040.0
GMB,Gambia,2046,2040.0
GMB,Gambia,2047,2040.0
GMB,Gambia,2048,2040.0
GMB,Gambia,2049,2040.0
GMB,Gambia,2050,2040.0
GNB,Guinea-Bissau,2020,3444.0
GNB,Guinea-Bissau,2021,3444.0
GNB,Guinea-Bissau,2022,3444.0
GNB,Guinea-Bissau,2023,3444.0
GNB,Guinea-Bissau,2024,3444.0
GNB,Guinea-Bissau,2025,3444.0
GNB,Guinea-Bissau,2026,3444.0
GNB,Guinea-Bissau,2027,3444.0
GNB,Guinea-Bissau,2028,3444.0
GNB,Guinea-Bissau,2029,3444.0
GNB,Guinea-Bissau,2030,3444.0
GNB,Guinea-Bissau,2031,3444.0
GNB,Guinea-Bissau,2032,3444.0
GNB,Guinea-Bissau,2033,3444.0
GNB,Guinea-Bissau,2034,3444.0
GNB,Guinea-Bissau,2035,3444.0
GNB,Guinea-Bissau,2036,3444.0
GNB,Guinea-Bissau,2037,3444.0
GNB,Guinea-Bissau,2038,3444.0
GNB,Guinea-Bissau,2039,3444.0
GNB,Guinea-Bissau,2040,3444.0
GNB,Guinea-Bissau,2041,3444.0
GNB,Guinea-Bissau,2042,3444.0
GNB,Guinea-Bissau,2043,3444.0
GNB,Guinea-Bissau,2044,3444.0
GNB,Guinea-Bissau,2045,3444.0
GNB,Guinea-Bissau,2046,3444.0
GNB,Guinea-Bissau,2047,3444.0
GNB,Guinea-Bissau,2048,3444.0
GNB,Guinea-Bissau,2049,3444.0
GNB,Guinea-Bissau,2050,3444.0
GNQ,Equatorial Guinea,2020,0.0
GNQ,Equatorial Guinea,2021,0.0
GNQ,Equatorial Guinea,2022,0.0
GNQ,Equatorial Guinea,2023,0.0
GNQ,Equatorial Guinea,2024,0.0
GNQ,Equatorial Guinea,2025,0.0
GNQ,Equatorial Guinea,2026,0.0
GNQ,Equatorial Guinea,2027,0.0
GNQ,Equatorial Guinea,2028,0.0
GNQ,Equatorial Guinea,2029,0.0
GNQ,Equatorial Guinea,2030,0.0
GNQ,Equatorial Guinea,2031,0.0
GNQ,Equatorial Guinea,2032,0.0
GNQ,Equatorial Guinea,2033,0.0
GNQ,Equatorial Guinea,2034,0.0
GNQ,Equatorial Guinea,2035,0.0
GNQ,Equatorial Guinea,2036,0.0
GNQ,Equatorial Guinea,2037,0.0
GNQ,Equatorial Guinea,2038,0.0
GNQ,Equatorial Guinea,2039,0.0
GNQ,Equatorial Guinea,2040,0.0
GNQ,Equatorial Guinea,2041,0.0
GNQ,Equatorial Guinea,2042,0.0
GNQ,Equatorial Guinea,2043,0.0
GNQ,Equatorial Guinea,2044,0.0
GNQ,Equatorial Guinea,2045,0.0
GNQ,Equatorial Guinea,2046,0.0
GNQ,Equatorial Guinea,2047,0.0
GNQ,Equatorial Guinea,2048,0.0
GNQ,Equatorial Guinea,2049,0.0
GNQ,Equatorial Guinea,2050,0.0
GRC,Greece,2020,43769.0
GRC,Greece,2021,43769.0
GRC,Greece,2022,43769.0
GRC,Greece,2023,43769.0
GRC,Greece,2024,43769.0
GRC,Greece,2025,43769.0
GRC,Greece,2026,43769.0
GRC,Greece,2027,43769.0
GRC,Greece,2028,43769.0
GRC,Greece,2029,43769.0
GRC,Greece,2030,43769.0
GRC,Greece,2031,43769.0
GRC,Greece,2032,43769.0
GRC,Greece,2033,43769.0
GRC,Greece,2034,43769.0
GRC,Greece,2035,43769.0
GRC,Greece,2036,43769.0
GRC,Greece,2037,43769.0
GRC,Greece,2038,43769.0
GRC,Greece,2039,43769.0
GRC,Greece,2040,43769.0
GRC,Greece,2041,43769.0
GRC,Greece,2042,43769.0
GRC,Greece,2043,43769.0
GRC,Greece,2044,43769.0
GRC,Greece,2045,43769.0
GRC,Greece,2046,43769.0
GRC,Greece,2047,43769.0
GRC,Greece,2048,43769.0
GRC,Greece,2049,43769.0
GRC,Greece,2050,43769.0
GRD,Grenada,2020,13118.5
GRD,Grenada,2021,13118.5
GRD,Grenada,2022,13118.5
GRD,Grenada,2023,13118.5
GRD,Grenada,2024,13118.5
GRD,Grenada,2025,13118.5
GRD,Grenada,2026,13118.5
GRD,Grenada,2027,13118.5
GRD,Grenada,2028,13118.5
GRD,Grenada,2029,13118.5
GRD,Grenada,2030,13118.5
GRD,Grenada,2031,13118.5
GRD,Grenada,2032,13118.5
GRD,Grenada,2033,13118.5
GRD,Grenada,2034,13118.5
GRD,Grenada,2035,13118.5
GRD,Grenada,2036,13118.5
GRD,Grenada,2037,13118.5
GRD,Grenada,2038,13118.5
GRD,Grenada,2039,13118.5
GRD,Grenada,2040,13118.5
GRD,Grenada,2041,13118.5
GRD,Grenada,2042,13118.5
GRD,Grenada,2043,13118.5
GRD,Grenada,2044,13118.5
GRD,Grenada,2045,13118.5
GRD,Grenada,2046,13118.5
GRD,Grenada,2047,13118.5
GRD,Grenada,2048,13118.5
GRD,Grenada,2049,13118.5
GRD,Grenada,2050,13118.5
GTM,Guatemala,2020,53217.0
GTM,Guatemala,2021,53217.0
GTM,Guatemala,2022,53217.0
GTM,Guatemala,2023,53217.0
GTM,Guatemala,2024,53217.0
GTM,Guatemala,2025,53217.0
GTM,Guatemala,2026,53217.0
GTM,Guatemala,2027,53217.0
GTM,Guatemala,2028,53217.0
GTM,Guatemala,2029,53217.0
GTM,Guatemala,2030,53217.0
GTM,Guatemala,2031,53217.0
GTM,Guatemala,2032,53217.0
GTM,Guatemala,2033,53217.0
GTM,Guatemala,2034,53217.0
GTM,Guatemala,2035,53217.0
GTM,Guatemala,2036,53217.0
GTM,Guatemala,2037,53217.0
GTM,Guatemala,2038,53217.0
GTM,Guatemala,2039,53217.0
GTM,Guatemala,2040,53217.0
GTM,Guatemala,2041,53217.0
GTM,Guatemala,2042,53217.0
GTM,Guatemala,2043,53217.0
GTM,Guatemala,2044,53217.0
GTM,Guatemala,2045,53217.0
GTM,Guatemala,2046,53217.0
GTM,Guatemala,2047,53217.0
GTM,Guatemala,2048,53217.0
GTM,Guatemala,2049,53217.0
GTM,Guatemala,2050,53217.0
GUY,Guyana,2020,53969.25
GUY,Guyana,2021,53969.25
GUY,Guyana,2022,53969.25
GUY,Guyana,2023,53969.25
GUY,Guyana,2024,53969.25
GUY,Guyana,2025,53969.25
GUY,Guyana,2026,53969.25
GUY,Guyana,2027,53969.25
GUY,Guyana,2028,53969.25
GUY,Guyana,2029,53969.25
GUY,Guyana,2030,53969.25
GUY,Guyana,2031,53969.25
GUY,Guyana,2032,53969.25
GUY,Guyana,2033,53969.25
GUY,Guyana,2034,53969.25
GUY,Guyana,2035,53969.25
GUY,Guyana,2036,53969.25
GUY,Guyana,2037,53969.25
GUY,Guyana,2038,53969.25
GUY,Guyana,2039,53969.25
GUY,Guyana,2040,53969.25
GUY,Guyana,2041,53969.25
GUY,Guyana,2042,53969.25
GUY,Guyana,2043,53969.25
GUY,Guyana,2044,53969.25
GUY,Guyana,2045,53969.25
GUY,Guyana,2046,53969.25
GUY,Guyana,2047,53969.25
GUY,Guyana,2048,53969.25
GUY,Guyana,2049,53969.25
GUY,Guyana,2050,53969.25
HKG,"China, Hong Kong SAR",2020,85082.5
HKG,"China, Hong Kong SAR",2021,85082.5
HKG,"China, Hong Kong SAR",2022,85082.5
HKG,"China, Hong Kong SAR",2023,85082.5
HKG,"China, Hong Kong SAR",2024,85082.5
HKG,"China, Hong Kong SAR",2025,85082.5
HKG,"China, Hong Kong SAR",2026,85082.5
HKG,"China, Hong Kong SAR",2027,85082.5
HKG,"China, Hong Kong SAR",2028,85082.5
HKG,"China, Hong Kong SAR",2029,85082.5
HKG,"China, Hong Kong SAR",2030,85082.5
