Year,Nation,iso_code3,pij_lndu_other_to_croplands
2026,Dominican Republic,DOM,0.0
2027,Dominican Republic,DOM,0.0
2028,Dominican Republic,DOM,0.0
2029,Dominican Republic,DOM,0.0
2030,Dominican Republic,DOM,0.0
2031,Dominican Republic,DOM,0.0
2032,Dominican Republic,DOM,0.0
2033,Dominican Republic,DOM,0.0
2034,Dominican Republic,DOM,0.0
2035,Dominican Republic,DOM,0.0
2036,Dominican Republic,DOM,0.0
2037,Dominican Republic,DOM,0.0
2038,Dominican Republic,DOM,0.0
2039,Dominican Republic,DOM,0.0
2040,Dominican Republic,DOM,0.0
2041,Dominican Republic,DOM,0.0
2042,Dominican Republic,DOM,0.0
2043,Dominican Republic,DOM,0.0
2044,Dominican Republic,DOM,0.0
2045,Dominican Republic,DOM,0.0
2046,Dominican Republic,DOM,0.0
2047,Dominican Republic,DOM,0.0
2048,Dominican Republic,DOM,0.0
2049,Dominican Republic,DOM,0.0
2050,Dominican Republic,DOM,0.0
2021,Ecuador,ECU,0.0005529603461832
2022,Ecuador,ECU,0.0005526412401639
2023,Ecuador,ECU,0.0005523221341447
2024,Ecuador,ECU,0.0005520030281255
2025,Ecuador,ECU,0.0005516839221062
2026,Ecuador,ECU,0.000551364816087
2027,Ecuador,ECU,0.0005510457100677
2028,Ecuador,ECU,0.0005507266040485
2029,Ecuador,ECU,0.0005504074980293
2030,Ecuador,ECU,0.00055008839201
2031,Ecuador,ECU,0.0005497692859908
2032,Ecuador,ECU,0.0005494501799715
2033,Ecuador,ECU,0.0005491310739523
2034,Ecuador,ECU,0.0005488119679331
2035,Ecuador,ECU,0.0005484928619138
2036,Ecuador,ECU,0.0005481737558946
2037,Ecuador,ECU,0.0005478546498753
2038,Ecuador,ECU,0.0005475355438561
2039,Ecuador,ECU,0.0005472164378369
2040,Ecuador,ECU,0.0005468973318176
2041,Ecuador,ECU,0.0005465782257984
2042,Ecuador,ECU,0.0005462591197791
2043,Ecuador,ECU,0.0005459400137599
2044,Ecuador,ECU,0.0005456209077407
2045,Ecuador,ECU,0.0005453018017214
2046,Ecuador,ECU,0.0005449826957022
2047,Ecuador,ECU,0.0005446635896829
2048,Ecuador,ECU,0.0005443444836637
2049,Ecuador,ECU,0.0005440253776444
2050,Ecuador,ECU,0.0005437062716252
2021,El Salvador,SLV,0.0032718805884738
2022,El Salvador,SLV,0.0034648507355923
2023,El Salvador,SLV,0.0036578208827108
2024,El Salvador,SLV,0.0038507910298293
2025,El Salvador,SLV,0.0040437611769477
2026,El Salvador,SLV,0.0042367313240662
2027,El Salvador,SLV,0.0044297014711847
2028,El Salvador,SLV,0.0046226716183032
2029,El Salvador,SLV,0.0048156417654217
2030,El Salvador,SLV,0.0050086119125402
2031,El Salvador,SLV,0.0052015820596587
2032,El Salvador,SLV,0.0053945522067772
2033,El Salvador,SLV,0.0055875223538956
2034,El Salvador,SLV,0.0057804925010141
2035,El Salvador,SLV,0.0059734626481326
2036,El Salvador,SLV,0.0061664327952511
2037,El Salvador,SLV,0.0063594029423696
2038,El Salvador,SLV,0.0065523730894881
2039,El Salvador,SLV,0.0067453432366066
2040,El Salvador,SLV,0.006938313383725
2041,El Salvador,SLV,0.0071312835308435
2042,El Salvador,SLV,0.007324253677962
2043,El Salvador,SLV,0.0075172238250805
2044,El Salvador,SLV,0.007710193972199001
2045,El Salvador,SLV,0.0079031641193175
2046,El Salvador,SLV,0.008096134266436
2047,El Salvador,SLV,0.0082891044135545
2048,El Salvador,SLV,0.0084820745606729
2049,El Salvador,SLV,0.0086750447077914
2050,El Salvador,SLV,0.0088680148549099
2021,Equatorial Guinea,GNQ,0.0
2022,Equatorial Guinea,GNQ,0.0
2023,Equatorial Guinea,GNQ,0.0
2024,Equatorial Guinea,GNQ,0.0
2025,Equatorial Guinea,GNQ,0.0
2026,Equatorial Guinea,GNQ,0.0
2027,Equatorial Guinea,GNQ,0.0
2028,Equatorial Guinea,GNQ,0.0
2029,Equatorial Guinea,GNQ,0.0
2030,Equatorial Guinea,GNQ,0.0
2031,Equatorial Guinea,GNQ,0.0
2032,Equatorial Guinea,GNQ,0.0
2033,Equatorial Guinea,GNQ,0.0
2034,Equatorial Guinea,GNQ,0.0
2035,Equatorial Guinea,GNQ,0.0
2036,Equatorial Guinea,GNQ,0.0
2037,Equatorial Guinea,GNQ,0.0
2038,Equatorial Guinea,GNQ,0.0
2039,Equatorial Guinea,GNQ,0.0
2040,Equatorial Guinea,GNQ,0.0
2041,Equatorial Guinea,GNQ,0.0
2042,Equatorial Guinea,GNQ,0.0
2043,Equatorial Guinea,GNQ,0.0
2044,Equatorial Guinea,GNQ,0.0
2045,Equatorial Guinea,GNQ,0.0
2046,Equatorial Guinea,GNQ,0.0
2047,Equatorial Guinea,GNQ,0.0
2048,Equatorial Guinea,GNQ,0.0
2049,Equatorial Guinea,GNQ,0.0
2050,Equatorial Guinea,GNQ,0.0
2021,Estonia,EST,0.0154718818922218
2022,Estonia,EST,0.0154629532761378
2023,Estonia,EST,0.0154540246600537
2024,Estonia,EST,0.0154450960439696
2025,Estonia,EST,0.0154361674278855
2026,Estonia,EST,0.0154272388118014
2027,Estonia,EST,0.0154183101957174
2028,Estonia,EST,0.0154093815796333
2029,Estonia,EST,0.0154004529635492
2030,Estonia,EST,0.0153915243474651
2031,Estonia,EST,0.015382595731381002
2032,Estonia,EST,0.015373667115296998
2033,Estonia,EST,0.0153647384992129
2034,Estonia,EST,0.0153558098831288
2035,Estonia,EST,0.0153468812670447
2036,Estonia,EST,0.0153379526509606
2037,Estonia,EST,0.0153290240348766
2038,Estonia,EST,0.0153200954187925
2039,Estonia,EST,0.0153111668027084
2040,Estonia,EST,0.0153022381866243
2041,Estonia,EST,0.0152933095705403
2042,Estonia,EST,0.0152843809544562
2043,Estonia,EST,0.0152754523383721
2044,Estonia,EST,0.015266523722288
2045,Estonia,EST,0.0152575951062039
2046,Estonia,EST,0.0152486664901199
2047,Estonia,EST,0.0152397378740358
2048,Estonia,EST,0.0152308092579517
2049,Estonia,EST,0.0152218806418676
2050,Estonia,EST,0.0152129520257835
2021,Faroe Islands,FRO,1.8069310039341108e-07
2022,Faroe Islands,FRO,1.7607671032677398e-07
2023,Faroe Islands,FRO,1.714603202601369e-07
2024,Faroe Islands,FRO,1.668439301934998e-07
2025,Faroe Islands,FRO,1.6222754012686273e-07
2026,Faroe Islands,FRO,1.576111500602257e-07
2027,Faroe Islands,FRO,1.529947599935886e-07
2028,Faroe Islands,FRO,1.4837836992695153e-07
2029,Faroe Islands,FRO,1.437619798603145e-07
2030,Faroe Islands,FRO,1.391455897936774e-07
2031,Faroe Islands,FRO,1.3452919972704033e-07
2032,Faroe Islands,FRO,1.299128096604033e-07
2033,Faroe Islands,FRO,1.2529641959376618e-07
2034,Faroe Islands,FRO,1.2068002952712916e-07
2035,Faroe Islands,FRO,1.1606363946049211e-07
2036,Faroe Islands,FRO,1.11447249393855e-07
2037,Faroe Islands,FRO,1.0683085932721798e-07
2038,Faroe Islands,FRO,1.0221446926058087e-07
2039,Faroe Islands,FRO,9.75980791939438e-08
2040,Faroe Islands,FRO,9.298168912730672e-08
2041,Faroe Islands,FRO,8.836529906066967e-08
2042,Faroe Islands,FRO,8.374890899403259e-08
2043,Faroe Islands,FRO,7.913251892739551e-08
2044,Faroe Islands,FRO,7.451612886075847e-08
2045,Faroe Islands,FRO,6.989973879412137e-08
2046,Faroe Islands,FRO,6.528334872748433e-08
2047,Faroe Islands,FRO,6.066695866084727e-08
2048,Faroe Islands,FRO,5.605056859421018e-08
2049,Faroe Islands,FRO,5.1434178527573114e-08
2050,Faroe Islands,FRO,4.6817788460936035e-08
2021,Fiji,FJI,0.0
2022,Fiji,FJI,0.0
2023,Fiji,FJI,0.0
2024,Fiji,FJI,0.0
2025,Fiji,FJI,0.0
2026,Fiji,FJI,0.0
2027,Fiji,FJI,0.0
2028,Fiji,FJI,0.0
2029,Fiji,FJI,0.0
2030,Fiji,FJI,0.0
2031,Fiji,FJI,0.0
2032,Fiji,FJI,0.0
2033,Fiji,FJI,0.0
2034,Fiji,FJI,0.0
2035,Fiji,FJI,0.0
2036,Fiji,FJI,0.0
2037,Fiji,FJI,0.0
2038,Fiji,FJI,0.0
2039,Fiji,FJI,0.0
2040,Fiji,FJI,0.0
2041,Fiji,FJI,0.0
2042,Fiji,FJI,0.0
2043,Fiji,FJI,0.0
2044,Fiji,FJI,0.0
2045,Fiji,FJI,0.0
2046,Fiji,FJI,0.0
2047,Fiji,FJI,0.0
2048,Fiji,FJI,0.0
2049,Fiji,FJI,0.0
2050,Fiji,FJI,0.0
2021,France,FRA,0.00022544468057799998
2022,France,FRA,0.0002818058507225
2023,France,FRA,0.00033816702086699997
2024,France,FRA,0.0003945281910116
2025,France,FRA,0.0004508893611561
2026,France,FRA,0.0005072505313006
2027,France,FRA,0.0005636117014451
2028,France,FRA,0.0006199728715896
2029,France,FRA,0.0006763340417341
2030,France,FRA,0.0007326952118786
2031,France,FRA,0.0007890563820232
2032,France,FRA,0.0008454175521677
2033,France,FRA,0.0009017787223122
2034,France,FRA,0.0009581398924567
2035,France,FRA,0.0010145010626012
2036,France,FRA,0.0010708622327457
2037,France,FRA,0.0011272234028902
2038,France,FRA,0.0011835845730348
2039,France,FRA,0.0012399457431793
2040,France,FRA,0.0012963069133238
2041,France,FRA,0.0013526680834683
2042,France,FRA,0.0014090292536128
2043,France,FRA,0.0014653904237573
2044,France,FRA,0.0015217515939018
2045,France,FRA,0.0015781127640464
2046,France,FRA,0.0016344739341909
2047,France,FRA,0.0016908351043354
2048,France,FRA,0.0017471962744799
2049,France,FRA,0.0018035574446244
2050,France,FRA,0.0018599186147689
2021,French Polynesia,PYF,0.0027331613654064
2022,French Polynesia,PYF,0.0026671256499642
2023,French Polynesia,PYF,0.0026010899345221
2024,French Polynesia,PYF,0.0025350542190799
2025,French Polynesia,PYF,0.0024690185036378
2026,French Polynesia,PYF,0.0024029827881956
2027,French Polynesia,PYF,0.0023369470727534
2028,French Polynesia,PYF,0.0022709113573113
2029,French Polynesia,PYF,0.0022048756418691
2030,French Polynesia,PYF,0.0021388399264270002
2031,French Polynesia,PYF,0.0020728042109848
2032,French Polynesia,PYF,0.0020067684955426
2033,French Polynesia,PYF,0.0019407327801005
2034,French Polynesia,PYF,0.0018746970646583
2035,French Polynesia,PYF,0.0018086613492162
2036,French Polynesia,PYF,0.001742625633774
2037,French Polynesia,PYF,0.0016765899183318
2038,French Polynesia,PYF,0.0016105542028897
2039,French Polynesia,PYF,0.0015445184874475
2040,French Polynesia,PYF,0.0014784827720054
2041,French Polynesia,PYF,0.0014124470565632
2042,French Polynesia,PYF,0.001346411341121
2043,French Polynesia,PYF,0.0012803756256789
2044,French Polynesia,PYF,0.0012143399102367
2045,French Polynesia,PYF,0.0011483041947946
2046,French Polynesia,PYF,0.0010822684793524
2047,French Polynesia,PYF,0.0010162327639102
2048,French Polynesia,PYF,0.0009501970484681
2049,French Polynesia,PYF,0.0008841613330259
2050,French Polynesia,PYF,0.0008181256175838
2021,Gabon,GAB,0.0
2022,Gabon,GAB,0.0
2023,Gabon,GAB,0.0
2024,Gabon,GAB,0.0
2025,Gabon,GAB,0.0
2026,Gabon,GAB,0.0
2027,Gabon,GAB,0.0
2028,Gabon,GAB,0.0
2029,Gabon,GAB,0.0
2030,Gabon,GAB,0.0
2031,Gabon,GAB,0.0
2032,Gabon,GAB,0.0
2033,Gabon,GAB,0.0
2034,Gabon,GAB,0.0
2035,Gabon,GAB,0.0
2036,Gabon,GAB,0.0
2037,Gabon,GAB,0.0
2038,Gabon,GAB,0.0
2039,Gabon,GAB,0.0
2040,Gabon,GAB,0.0
2041,Gabon,GAB,0.0
2042,Gabon,GAB,0.0
2043,Gabon,GAB,0.0
2044,Gabon,GAB,0.0
2045,Gabon,GAB,0.0
2046,Gabon,GAB,0.0
2047,Gabon,GAB,0.0
2048,Gabon,GAB,0.0
2049,Gabon,GAB,0.0
2050,Gabon,GAB,0.0
2021,Gambia,GMB,0.0014273884262425
2022,Gambia,GMB,0.0017842355328031
2023,Gambia,GMB,0.0021410826393637
2024,Gambia,GMB,0.0024979297459244
2025,Gambia,GMB,0.0028547768524850004
2026,Gambia,GMB,0.0032116239590456
2027,Gambia,GMB,0.0035684710656063
2028,Gambia,GMB,0.0039253181721669
2029,Gambia,GMB,0.0042821652787275
2030,Gambia,GMB,0.0046390123852882
2031,Gambia,GMB,0.0049958594918488
2032,Gambia,GMB,0.0053527065984094
2033,Gambia,GMB,0.0057095537049701
2034,Gambia,GMB,0.0060664008115307
2035,Gambia,GMB,0.0064232479180913
2036,Gambia,GMB,0.006780095024651999
2037,Gambia,GMB,0.0071369421312126
2038,Gambia,GMB,0.0074937892377732
2039,Gambia,GMB,0.0078506363443339
2040,Gambia,GMB,0.0082074834508945
2041,Gambia,GMB,0.0085643305574551
2042,Gambia,GMB,0.0089211776640158
2043,Gambia,GMB,0.0092780247705764
2044,Gambia,GMB,0.009634871877136998
2045,Gambia,GMB,0.0099917189836976
2046,Gambia,GMB,0.0103485660902583
2047,Gambia,GMB,0.0107054131968189
2048,Gambia,GMB,0.0110622603033795
2049,Gambia,GMB,0.0114191074099402
2050,Gambia,GMB,0.0117759545165008
2021,Georgia,GEO,5.342177669944583e-05
2022,Georgia,GEO,6.677722087430729e-05
2023,Georgia,GEO,8.013266504916874e-05
2024,Georgia,GEO,9.34881092240302e-05
2025,Georgia,GEO,0.0001068435533988
2026,Georgia,GEO,0.0001201989975737
2027,Georgia,GEO,0.0001335544417486
2028,Georgia,GEO,0.0001469098859234
2029,Georgia,GEO,0.0001602653300983
2030,Georgia,GEO,0.0001736207742731
2031,Georgia,GEO,0.000186976218448
2032,Georgia,GEO,0.0002003316626229
2033,Georgia,GEO,0.0002136871067977
2034,Georgia,GEO,0.0002270425509726
2035,Georgia,GEO,0.0002403979951475
2036,Georgia,GEO,0.0002537534393223
2037,Georgia,GEO,0.0002671088834972
2038,Georgia,GEO,0.000280464327672
2039,Georgia,GEO,0.0002938197718469
2040,Georgia,GEO,0.0003071752160218
2041,Georgia,GEO,0.0003205306601966
2042,Georgia,GEO,0.0003338861043715
2043,Georgia,GEO,0.0003472415485463
2044,Georgia,GEO,0.0003605969927212
2045,Georgia,GEO,0.0003739524368961
2046,Georgia,GEO,0.0003873078810709
2047,Georgia,GEO,0.0004006633252458
2048,Georgia,GEO,0.0004140187694207
2049,Georgia,GEO,0.0004273742135955
2050,Georgia,GEO,0.0004407296577704
2021,Ghana,GHA,0.0001429062781783
2022,Ghana,GHA,0.0001786328477229
2023,Ghana,GHA,0.0002143594172675
2024,Ghana,GHA,0.000250085986812
2025,Ghana,GHA,0.0002858125563566
2026,Ghana,GHA,0.0003215391259012
2027,Ghana,GHA,0.0003572656954458
2028,Ghana,GHA,0.0003929922649904
2029,Ghana,GHA,0.00042871883453500005
2030,Ghana,GHA,0.0004644454040795
2031,Ghana,GHA,0.0005001719736241
2032,Ghana,GHA,0.0005358985431687
2033,Ghana,GHA,0.0005716251127133
2034,Ghana,GHA,0.0006073516822579
2035,Ghana,GHA,0.0006430782518025
2036,Ghana,GHA,0.0006788048213471
2037,Ghana,GHA,0.0007145313908916
2038,Ghana,GHA,0.0007502579604362
2039,Ghana,GHA,0.0007859845299808
2040,Ghana,GHA,0.0008217110995254
2041,Ghana,GHA,0.0008574376690700001
2042,Ghana,GHA,0.0008931642386146
2043,Ghana,GHA,0.0009288908081591
2044,Ghana,GHA,0.0009646173777037
2045,Ghana,GHA,0.0010003439472483
2046,Ghana,GHA,0.0010360705167929
2047,Ghana,GHA,0.0010717970863375
2048,Ghana,GHA,0.0011075236558821
2049,Ghana,GHA,0.0011432502254267
2050,Ghana,GHA,0.0011789767949712
2021,Grenada,GRD,8.659476740462679e-05
2022,Grenada,GRD,0.0001082434592554
2023,Grenada,GRD,0.0001298921511062
2024,Grenada,GRD,0.00015154084295700002
2025,Grenada,GRD,0.0001731895348078
2026,Grenada,GRD,0.0001948382266586
2027,Grenada,GRD,0.0002164869185094
2028,Grenada,GRD,0.0002381356103602
2029,Grenada,GRD,0.000259784302211
2030,Grenada,GRD,0.0002814329940618
2031,Grenada,GRD,0.0003030816859126
2032,Grenada,GRD,0.0003247303777634
2033,Grenada,GRD,0.0003463790696142
2034,Grenada,GRD,0.000368027761465
2035,Grenada,GRD,0.0003896764533158
2036,Grenada,GRD,0.0004113251451666
2037,Grenada,GRD,0.0004329738370174
2038,Grenada,GRD,0.0004546225288682
2039,Grenada,GRD,0.00047627122071900005
2040,Grenada,GRD,0.0004979199125698
2041,Grenada,GRD,0.0005195686044206
2042,Grenada,GRD,0.0005412172962715
2043,Grenada,GRD,0.0005628659881223
2044,Grenada,GRD,0.0005845146799731
2045,Grenada,GRD,0.0006061633718239
2046,Grenada,GRD,0.0006278120636747
2047,Grenada,GRD,0.0006494607555255
2048,Grenada,GRD,0.0006711094473763
2049,Grenada,GRD,0.0006927581392271
2050,Grenada,GRD,0.0007144068310779
2021,Guadeloupe,GLP,0.0008572419603407
2022,Guadeloupe,GLP,0.000856747257472
2023,Guadeloupe,GLP,0.0008562525546034
2024,Guadeloupe,GLP,0.0008557578517348
2025,Guadeloupe,GLP,0.0008552631488662
2026,Guadeloupe,GLP,0.0008547684459976
2027,Guadeloupe,GLP,0.0008542737431289
2028,Guadeloupe,GLP,0.0008537790402603
2029,Guadeloupe,GLP,0.0008532843373917
2030,Guadeloupe,GLP,0.0008527896345231
2031,Guadeloupe,GLP,0.0008522949316545
2032,Guadeloupe,GLP,0.0008518002287858
2033,Guadeloupe,GLP,0.0008513055259172
2034,Guadeloupe,GLP,0.0008508108230486
2035,Guadeloupe,GLP,0.00085031612018
2036,Guadeloupe,GLP,0.0008498214173114
2037,Guadeloupe,GLP,0.0008493267144427
2038,Guadeloupe,GLP,0.0008488320115741
2039,Guadeloupe,GLP,0.0008483373087055
2040,Guadeloupe,GLP,0.0008478426058369
2041,Guadeloupe,GLP,0.0008473479029682
2042,Guadeloupe,GLP,0.0008468532000996
2043,Guadeloupe,GLP,0.000846358497231
2044,Guadeloupe,GLP,0.0008458637943624
2045,Guadeloupe,GLP,0.0008453690914938
2046,Guadeloupe,GLP,0.0008448743886251
2047,Guadeloupe,GLP,0.0008443796857565
2048,Guadeloupe,GLP,0.0008438849828879
2049,Guadeloupe,GLP,0.0008433902800193
2050,Guadeloupe,GLP,0.0008428955771507
2021,Guam,GUM,1.3240260831649515e-18
2022,Guam,GUM,1.6550326039561896e-18
2023,Guam,GUM,1.986039124747428e-18
2024,Guam,GUM,2.3170456455386654e-18
2025,Guam,GUM,2.6480521663299037e-18
2026,Guam,GUM,2.979058687121141e-18
2027,Guam,GUM,3.3100652079123797e-18
2028,Guam,GUM,3.641071728703617e-18
2029,Guam,GUM,3.972078249494856e-18
2030,Guam,GUM,4.3030847702860936e-18
2031,Guam,GUM,4.6340912910773315e-18
2032,Guam,GUM,4.965097811868569e-18
2033,Guam,GUM,5.2961043326598075e-18
2034,Guam,GUM,5.627110853451045e-18
2035,Guam,GUM,5.9581173742422834e-18
2036,Guam,GUM,6.2891238950335206e-18
2037,Guam,GUM,6.6201304158247586e-18
2038,Guam,GUM,6.951136936615996e-18
2039,Guam,GUM,7.282143457407234e-18
2040,Guam,GUM,7.613149978198472e-18
2041,Guam,GUM,7.94415649898971e-18
2042,Guam,GUM,8.275163019780948e-18
2043,Guam,GUM,8.606169540572187e-18
2044,Guam,GUM,8.937176061363425e-18
2045,Guam,GUM,9.268182582154663e-18
2046,Guam,GUM,9.5991891029459e-18
2047,Guam,GUM,9.930195623737136e-18
2048,Guam,GUM,1.0261202144528375e-17
2049,Guam,GUM,1.0592208665319612e-17
2050,Guam,GUM,1.0923215186110851e-17
2021,Guatemala,GTM,0.0043834597885273
2022,Guatemala,GTM,0.0043809301525177
2023,Guatemala,GTM,0.004378400516507999
2024,Guatemala,GTM,0.0043758708804983
2025,Guatemala,GTM,0.0043733412444887
2026,Guatemala,GTM,0.004370811608479
2027,Guatemala,GTM,0.0043682819724694
2028,Guatemala,GTM,0.0043657523364597
2029,Guatemala,GTM,0.004363222700449999
2030,Guatemala,GTM,0.0043606930644404
2031,Guatemala,GTM,0.0043581634284307
2032,Guatemala,GTM,0.0043556337924211
2033,Guatemala,GTM,0.0043531041564114
2034,Guatemala,GTM,0.0043505745204017
2035,Guatemala,GTM,0.0043480448843921
2036,Guatemala,GTM,0.0043455152483824
2037,Guatemala,GTM,0.0043429856123728
2038,Guatemala,GTM,0.0043404559763631
2039,Guatemala,GTM,0.0043379263403534
2040,Guatemala,GTM,0.0043353967043438
2041,Guatemala,GTM,0.0043328670683341
2042,Guatemala,GTM,0.0043303374323245
2043,Guatemala,GTM,0.0043278077963148
2044,Guatemala,GTM,0.0043252781603052
2045,Guatemala,GTM,0.0043227485242955
2046,Guatemala,GTM,0.0043202188882858
2047,Guatemala,GTM,0.0043176892522762
2048,Guatemala,GTM,0.0043151596162665
2049,Guatemala,GTM,0.0043126299802569
2050,Guatemala,GTM,0.0043101003442472
2021,Guinea,GIN,0.0004102923008161
2022,Guinea,GIN,0.0005128653760201
2023,Guinea,GIN,0.0006154384512241
2024,Guinea,GIN,0.0007180115264282
2025,Guinea,GIN,0.0008205846016322
2026,Guinea,GIN,0.0009231576768362
2027,Guinea,GIN,0.0010257307520403
2028,Guinea,GIN,0.0011283038272443
2029,Guinea,GIN,0.0012308769024483
2030,Guinea,GIN,0.0013334499776524
2031,Guinea,GIN,0.0014360230528564
2032,Guinea,GIN,0.0015385961280604
2033,Guinea,GIN,0.0016411692032645
2034,Guinea,GIN,0.0017437422784685
2035,Guinea,GIN,0.0018463153536725
2036,Guinea,GIN,0.0019488884288766
2037,Guinea,GIN,0.0020514615040806
2038,Guinea,GIN,0.0021540345792846
2039,Guinea,GIN,0.0022566076544887
2040,Guinea,GIN,0.0023591807296927
2041,Guinea,GIN,0.0024617538048967
2042,Guinea,GIN,0.0025643268801008
2043,Guinea,GIN,0.0026668999553048
2044,Guinea,GIN,0.0027694730305088
2045,Guinea,GIN,0.0028720461057128
2046,Guinea,GIN,0.0029746191809169
2047,Guinea,GIN,0.0030771922561209
2048,Guinea,GIN,0.0031797653313249
2049,Guinea,GIN,0.0032823384065290007
2050,Guinea,GIN,0.003384911481733
2021,Guinea-Bissau,GNB,0.002461212121212
2022,Guinea-Bissau,GNB,0.002451515151515
2023,Guinea-Bissau,GNB,0.002441818181818
2024,Guinea-Bissau,GNB,0.0024321212121211
2025,Guinea-Bissau,GNB,0.0024224242424241
2026,Guinea-Bissau,GNB,0.0024127272727271
2027,Guinea-Bissau,GNB,0.0024030303030301
2028,Guinea-Bissau,GNB,0.0023933333333332
2029,Guinea-Bissau,GNB,0.0023836363636362
2030,Guinea-Bissau,GNB,0.0023739393939392
2031,Guinea-Bissau,GNB,0.0023642424242423
2032,Guinea-Bissau,GNB,0.0023545454545453
2033,Guinea-Bissau,GNB,0.0023448484848483
2034,Guinea-Bissau,GNB,0.0023351515151514
2035,Guinea-Bissau,GNB,0.0023254545454544
2036,Guinea-Bissau,GNB,0.0023157575757574
2037,Guinea-Bissau,GNB,0.0023060606060604
2038,Guinea-Bissau,GNB,0.0022963636363635
2039,Guinea-Bissau,GNB,0.0022866666666665
2040,Guinea-Bissau,GNB,0.0022769696969695
2041,Guinea-Bissau,GNB,0.0022672727272726
2042,Guinea-Bissau,GNB,0.0022575757575756
2043,Guinea-Bissau,GNB,0.0022478787878786
2044,Guinea-Bissau,GNB,0.0022381818181817
2045,Guinea-Bissau,GNB,0.0022284848484847
2046,Guinea-Bissau,GNB,0.0022187878787877
2047,Guinea-Bissau,GNB,0.0022090909090907
2048,Guinea-Bissau,GNB,0.0021993939393938
2049,Guinea-Bissau,GNB,0.0021896969696968
2050,Guinea-Bissau,GNB,0.0021799999999998
2021,Guyana,GUY,0.0
2022,Guyana,GUY,0.0
2023,Guyana,GUY,0.0
2024,Guyana,GUY,0.0
2025,Guyana,GUY,0.0
2026,Guyana,GUY,0.0
2027,Guyana,GUY,0.0
2028,Guyana,GUY,0.0
2029,Guyana,GUY,0.0
2030,Guyana,GUY,0.0
2031,Guyana,GUY,0.0
2032,Guyana,GUY,0.0
2033,Guyana,GUY,0.0
2034,Guyana,GUY,0.0
2035,Guyana,GUY,0.0
2036,Guyana,GUY,0.0
2037,Guyana,GUY,0.0
2038,Guyana,GUY,0.0
2039,Guyana,GUY,0.0
2040,Guyana,GUY,0.0
2041,Guyana,GUY,0.0
2042,Guyana,GUY,0.0
2043,Guyana,GUY,0.0
2044,Guyana,GUY,0.0
2045,Guyana,GUY,0.0
2046,Guyana,GUY,0.0
2047,Guyana,GUY,0.0
2048,Guyana,GUY,0.0
2049,Guyana,GUY,0.0
2050,Guyana,GUY,0.0
2021,Haiti,HTI,0.004697506315886
2022,Haiti,HTI,0.0052468828948575
2023,Haiti,HTI,0.005796259473829
2024,Haiti,HTI,0.0063456360528005
2025,Haiti,HTI,0.0068950126317721
2026,Haiti,HTI,0.0074443892107436
2027,Haiti,HTI,0.0079937657897151
2028,Haiti,HTI,0.0085431423686866
2029,Haiti,HTI,0.0090925189476582
2030,Haiti,HTI,0.0096418955266297
2031,Haiti,HTI,0.0101912721056012
2032,Haiti,HTI,0.0107406486845727
2033,Haiti,HTI,0.0112900252635443
2034,Haiti,HTI,0.0118394018425158
2035,Haiti,HTI,0.0123887784214873
2036,Haiti,HTI,0.0129381550004588
2037,Haiti,HTI,0.0134875315794304
2038,Haiti,HTI,0.0140369081584019
2039,Haiti,HTI,0.0145862847373734
2040,Haiti,HTI,0.0151356613163449
2041,Haiti,HTI,0.0156850378953165
2042,Haiti,HTI,0.016234414474288
2043,Haiti,HTI,0.0167837910532595
2044,Haiti,HTI,0.017333167632231004
2045,Haiti,HTI,0.0178825442112026
2046,Haiti,HTI,0.0184319207901741
2047,Haiti,HTI,0.0189812973691456
2048,Haiti,HTI,0.0195306739481171
2049,Haiti,HTI,0.0200800505270887
2050,Haiti,HTI,0.0206294271060602
2021,Honduras,HND,0.0066580526327754
2022,Honduras,HND,0.006642892628083
2023,Honduras,HND,0.0066277326233907
2024,Honduras,HND,0.0066125726186983
2025,Honduras,HND,0.0065974126140059
2026,Honduras,HND,0.0065822526093135
2027,Honduras,HND,0.0065670926046211
2028,Honduras,HND,0.0065519325999287
2029,Honduras,HND,0.0065367725952364
2030,Honduras,HND,0.006521612590544
2031,Honduras,HND,0.0065064525858516
2032,Honduras,HND,0.0064912925811592
2033,Honduras,HND,0.0064761325764668
2034,Honduras,HND,0.0064609725717745
2035,Honduras,HND,0.0064458125670821
2036,Honduras,HND,0.0064306525623897
2037,Honduras,HND,0.0064154925576973
2038,Honduras,HND,0.0064003325530049
2039,Honduras,HND,0.0063851725483125
2040,Honduras,HND,0.0063700125436202
2041,Honduras,HND,0.0063548525389278
2042,Honduras,HND,0.0063396925342354
2043,Honduras,HND,0.0063245325295430005
2044,Honduras,HND,0.0063093725248506
2045,Honduras,HND,0.0062942125201583
2046,Honduras,HND,0.0062790525154659
2047,Honduras,HND,0.0062638925107735
2048,Honduras,HND,0.0062487325060811
2049,Honduras,HND,0.0062335725013887
2050,Honduras,HND,0.0062184124966963
2021,Iceland,ISL,1.5279820612615783e-05
2022,Iceland,ISL,1.52710028325271e-05
2023,Iceland,ISL,1.5262185052438417e-05
2024,Iceland,ISL,1.5253367272349744e-05
2025,Iceland,ISL,1.524454949226106e-05
2026,Iceland,ISL,1.5235731712172382e-05
2027,Iceland,ISL,1.5226913932083704e-05
2028,Iceland,ISL,1.5218096151995022e-05
2029,Iceland,ISL,1.5209278371906338e-05
2030,Iceland,ISL,1.5200460591817663e-05
