Year,Nation,iso_code3,pij_lndu_forests_mangroves_to_croplands
2040,El Salvador,SLV,0.0058219145958213
2041,El Salvador,SLV,0.0059663456652049
2042,El Salvador,SLV,0.0061107767345884
2043,El Salvador,SLV,0.0062552078039719
2044,El Salvador,SLV,0.0063996388733555
2045,El Salvador,SLV,0.006544069942739
2046,El Salvador,SLV,0.0066885010121226
2047,El Salvador,SLV,0.0068329320815061
2048,El Salvador,SLV,0.0069773631508897
2049,El Salvador,SLV,0.0071217942202732
2050,El Salvador,SLV,0.0072662252896567
2021,Equatorial Guinea,GNQ,0.0024694696969696
2022,Equatorial Guinea,GNQ,0.0024618371212119998
2023,Equatorial Guinea,GNQ,0.0024542045454544
2024,Equatorial Guinea,GNQ,0.0024465719696968
2025,Equatorial Guinea,GNQ,0.0024389393939393
2026,Equatorial Guinea,GNQ,0.0024313068181817
2027,Equatorial Guinea,GNQ,0.0024236742424241
2028,Equatorial Guinea,GNQ,0.0024160416666665
2029,Equatorial Guinea,GNQ,0.0024084090909089998
2030,Equatorial Guinea,GNQ,0.0024007765151514
2031,Equatorial Guinea,GNQ,0.0023931439393938
2032,Equatorial Guinea,GNQ,0.0023855113636362
2033,Equatorial Guinea,GNQ,0.0023778787878787
2034,Equatorial Guinea,GNQ,0.0023702462121211
2035,Equatorial Guinea,GNQ,0.0023626136363635
2036,Equatorial Guinea,GNQ,0.0023549810606059
2037,Equatorial Guinea,GNQ,0.0023473484848484
2038,Equatorial Guinea,GNQ,0.0023397159090908
2039,Equatorial Guinea,GNQ,0.0023320833333332
2040,Equatorial Guinea,GNQ,0.0023244507575756
2041,Equatorial Guinea,GNQ,0.0023168181818181
2042,Equatorial Guinea,GNQ,0.0023091856060605
2043,Equatorial Guinea,GNQ,0.0023015530303029
2044,Equatorial Guinea,GNQ,0.0022939204545453
2045,Equatorial Guinea,GNQ,0.0022862878787878
2046,Equatorial Guinea,GNQ,0.0022786553030302
2047,Equatorial Guinea,GNQ,0.0022710227272726
2048,Equatorial Guinea,GNQ,0.002263390151515
2049,Equatorial Guinea,GNQ,0.0022557575757575
2050,Equatorial Guinea,GNQ,0.0022481249999999
2021,Estonia,EST,0.0009593240093239
2022,Estonia,EST,0.0009587703962703
2023,Estonia,EST,0.0009582167832167
2024,Estonia,EST,0.0009576631701631
2025,Estonia,EST,0.0009571095571094
2026,Estonia,EST,0.0009565559440558
2027,Estonia,EST,0.0009560023310022
2028,Estonia,EST,0.0009554487179486
2029,Estonia,EST,0.000954895104895
2030,Estonia,EST,0.0009543414918414
2031,Estonia,EST,0.0009537878787878
2032,Estonia,EST,0.0009532342657342
2033,Estonia,EST,0.0009526806526805
2034,Estonia,EST,0.0009521270396269
2035,Estonia,EST,0.0009515734265733
2036,Estonia,EST,0.0009510198135197
2037,Estonia,EST,0.0009504662004661
2038,Estonia,EST,0.0009499125874125
2039,Estonia,EST,0.0009493589743589
2040,Estonia,EST,0.0009488053613053
2041,Estonia,EST,0.0009482517482516
2042,Estonia,EST,0.0009476981351980001
2043,Estonia,EST,0.0009471445221444
2044,Estonia,EST,0.0009465909090908
2045,Estonia,EST,0.0009460372960372
2046,Estonia,EST,0.0009454836829836
2047,Estonia,EST,0.0009449300699299999
2048,Estonia,EST,0.0009443764568763
2049,Estonia,EST,0.0009438228438227
2050,Estonia,EST,0.0009432692307691
2021,Faroe Islands,FRO,0.0001398930481283
2022,Faroe Islands,FRO,0.0001748663101604
2023,Faroe Islands,FRO,0.0002098395721924
2024,Faroe Islands,FRO,0.0002448128342245
2025,Faroe Islands,FRO,0.0002797860962566
2026,Faroe Islands,FRO,0.0003147593582887
2027,Faroe Islands,FRO,0.0003497326203208
2028,Faroe Islands,FRO,0.0003847058823529
2029,Faroe Islands,FRO,0.0004196791443849
2030,Faroe Islands,FRO,0.00045465240641700004
2031,Faroe Islands,FRO,0.0004896256684491
2032,Faroe Islands,FRO,0.0005245989304812
2033,Faroe Islands,FRO,0.0005595721925133
2034,Faroe Islands,FRO,0.0005945454545454
2035,Faroe Islands,FRO,0.0006295187165774
2036,Faroe Islands,FRO,0.0006644919786095
2037,Faroe Islands,FRO,0.0006994652406416
2038,Faroe Islands,FRO,0.0007344385026737
2039,Faroe Islands,FRO,0.0007694117647058
2040,Faroe Islands,FRO,0.0008043850267379
2041,Faroe Islands,FRO,0.0008393582887699
2042,Faroe Islands,FRO,0.0008743315508019999
2043,Faroe Islands,FRO,0.0009093048128341
2044,Faroe Islands,FRO,0.0009442780748662
2045,Faroe Islands,FRO,0.0009792513368983
2046,Faroe Islands,FRO,0.0010142245989304
2047,Faroe Islands,FRO,0.0010491978609624
2048,Faroe Islands,FRO,0.0010841711229945
2049,Faroe Islands,FRO,0.0011191443850266
2050,Faroe Islands,FRO,0.0011541176470587
2021,Fiji,FJI,2.8939974596753352e-05
2022,Fiji,FJI,3.6174968245941685e-05
2023,Fiji,FJI,4.3409961895130025e-05
2024,Fiji,FJI,5.064495554431836e-05
2025,Fiji,FJI,5.7879949193506705e-05
2026,Fiji,FJI,6.511494284269503e-05
2027,Fiji,FJI,7.234993649188337e-05
2028,Fiji,FJI,7.958493014107171e-05
2029,Fiji,FJI,8.681992379026005e-05
2030,Fiji,FJI,9.40549174394484e-05
2031,Fiji,FJI,0.0001012899110886
2032,Fiji,FJI,0.0001085249047378
2033,Fiji,FJI,0.000115759898387
2034,Fiji,FJI,0.0001229948920362
2035,Fiji,FJI,0.0001302298856853
2036,Fiji,FJI,0.0001374648793345
2037,Fiji,FJI,0.0001446998729837
2038,Fiji,FJI,0.0001519348666329
2039,Fiji,FJI,0.0001591698602821
2040,Fiji,FJI,0.0001664048539313
2041,Fiji,FJI,0.0001736398475805
2042,Fiji,FJI,0.0001808748412297
2043,Fiji,FJI,0.0001881098348788
2044,Fiji,FJI,0.000195344828528
2045,Fiji,FJI,0.0002025798221772
2046,Fiji,FJI,0.0002098148158264
2047,Fiji,FJI,0.0002170498094756
2048,Fiji,FJI,0.0002242848031248
2049,Fiji,FJI,0.000231519796774
2050,Fiji,FJI,0.0002387547904232
2021,France,FRA,0.0001143356643356
2022,France,FRA,0.0001429195804195
2023,France,FRA,0.0001715034965034
2024,France,FRA,0.0002000874125873
2025,France,FRA,0.0002286713286713
2026,France,FRA,0.0002572552447552
2027,France,FRA,0.0002858391608391
2028,France,FRA,0.00031442307692299996
2029,France,FRA,0.0003430069930069
2030,France,FRA,0.0003715909090908
2031,France,FRA,0.0004001748251747
2032,France,FRA,0.0004287587412587
2033,France,FRA,0.0004573426573426
2034,France,FRA,0.0004859265734265
2035,France,FRA,0.0005145104895104
2036,France,FRA,0.0005430944055943
2037,France,FRA,0.0005716783216782
2038,France,FRA,0.0006002622377621
2039,France,FRA,0.0006288461538461
2040,France,FRA,0.0006574300699299999
2041,France,FRA,0.0006860139860139
2042,France,FRA,0.0007145979020978
2043,France,FRA,0.0007431818181817
2044,France,FRA,0.0007717657342656
2045,France,FRA,0.0008003496503495
2046,France,FRA,0.0008289335664335
2047,France,FRA,0.0008575174825174
2048,France,FRA,0.0008861013986013
2049,France,FRA,0.0009146853146852
2050,France,FRA,0.0009432692307691
2021,French Polynesia,PYF,0.0430575030981899
2022,French Polynesia,PYF,0.0420241583436879
2023,French Polynesia,PYF,0.040990813589186
2024,French Polynesia,PYF,0.039957468834684
2025,French Polynesia,PYF,0.0389241240801821
2026,French Polynesia,PYF,0.0378907793256801
2027,French Polynesia,PYF,0.0368574345711782
2028,French Polynesia,PYF,0.0358240898166763
2029,French Polynesia,PYF,0.0347907450621743
2030,French Polynesia,PYF,0.0337574003076724
2031,French Polynesia,PYF,0.0327240555531704
2032,French Polynesia,PYF,0.0316907107986685
2033,French Polynesia,PYF,0.0306573660441665
2034,French Polynesia,PYF,0.0296240212896646
2035,French Polynesia,PYF,0.0285906765351626
2036,French Polynesia,PYF,0.0275573317806607
2037,French Polynesia,PYF,0.0265239870261587
2038,French Polynesia,PYF,0.0254906422716568
2039,French Polynesia,PYF,0.0244572975171549
2040,French Polynesia,PYF,0.0234239527626529
2041,French Polynesia,PYF,0.022390608008151004
2042,French Polynesia,PYF,0.021357263253649
2043,French Polynesia,PYF,0.0203239184991471
2044,French Polynesia,PYF,0.0192905737446451
2045,French Polynesia,PYF,0.0182572289901432
2046,French Polynesia,PYF,0.0172238842356412
2047,French Polynesia,PYF,0.0161905394811393
2048,French Polynesia,PYF,0.0151571947266374
2049,French Polynesia,PYF,0.0141238499721354
2050,French Polynesia,PYF,0.0130905052176335
2021,Gabon,GAB,0.0
2022,Gabon,GAB,0.0
2023,Gabon,GAB,0.0
2024,Gabon,GAB,0.0
2025,Gabon,GAB,0.0
2026,Gabon,GAB,0.0
2027,Gabon,GAB,0.0
2028,Gabon,GAB,0.0
2029,Gabon,GAB,0.0
2030,Gabon,GAB,0.0
2031,Gabon,GAB,0.0
2032,Gabon,GAB,0.0
2033,Gabon,GAB,0.0
2034,Gabon,GAB,0.0
2035,Gabon,GAB,0.0
2036,Gabon,GAB,0.0
2037,Gabon,GAB,0.0
2038,Gabon,GAB,0.0
2039,Gabon,GAB,0.0
2040,Gabon,GAB,0.0
2041,Gabon,GAB,0.0
2042,Gabon,GAB,0.0
2043,Gabon,GAB,0.0
2044,Gabon,GAB,0.0
2045,Gabon,GAB,0.0
2046,Gabon,GAB,0.0
2047,Gabon,GAB,0.0
2048,Gabon,GAB,0.0
2049,Gabon,GAB,0.0
2050,Gabon,GAB,0.0
2021,Gambia,GMB,0.0030187580278252
2022,Gambia,GMB,0.0031509475347816
2023,Gambia,GMB,0.0032831370417379
2024,Gambia,GMB,0.0034153265486943
2025,Gambia,GMB,0.0035475160556506
2026,Gambia,GMB,0.0036797055626070006
2027,Gambia,GMB,0.0038118950695633
2028,Gambia,GMB,0.0039440845765197
2029,Gambia,GMB,0.004076274083476
2030,Gambia,GMB,0.0042084635904324
2031,Gambia,GMB,0.0043406530973887
2032,Gambia,GMB,0.0044728426043451
2033,Gambia,GMB,0.0046050321113014
2034,Gambia,GMB,0.0047372216182578
2035,Gambia,GMB,0.0048694111252141
2036,Gambia,GMB,0.0050016006321705
2037,Gambia,GMB,0.0051337901391268
2038,Gambia,GMB,0.0052659796460832
2039,Gambia,GMB,0.0053981691530395
2040,Gambia,GMB,0.0055303586599959
2041,Gambia,GMB,0.0056625481669522
2042,Gambia,GMB,0.0057947376739086
2043,Gambia,GMB,0.0059269271808649
2044,Gambia,GMB,0.0060591166878213
2045,Gambia,GMB,0.0061913061947776
2046,Gambia,GMB,0.006323495701734
2047,Gambia,GMB,0.0064556852086903
2048,Gambia,GMB,0.0065878747156467
2049,Gambia,GMB,0.006720064222603
2050,Gambia,GMB,0.0068522537295594
2021,Georgia,GEO,0.0
2022,Georgia,GEO,0.0
2023,Georgia,GEO,0.0
2024,Georgia,GEO,0.0
2025,Georgia,GEO,0.0
2026,Georgia,GEO,0.0
2027,Georgia,GEO,0.0
2028,Georgia,GEO,0.0
2029,Georgia,GEO,0.0
2030,Georgia,GEO,0.0
2031,Georgia,GEO,0.0
2032,Georgia,GEO,0.0
2033,Georgia,GEO,0.0
2034,Georgia,GEO,0.0
2035,Georgia,GEO,0.0
2036,Georgia,GEO,0.0
2037,Georgia,GEO,0.0
2038,Georgia,GEO,0.0
2039,Georgia,GEO,0.0
2040,Georgia,GEO,0.0
2041,Georgia,GEO,0.0
2042,Georgia,GEO,0.0
2043,Georgia,GEO,0.0
2044,Georgia,GEO,0.0
2045,Georgia,GEO,0.0
2046,Georgia,GEO,0.0
2047,Georgia,GEO,0.0
2048,Georgia,GEO,0.0
2049,Georgia,GEO,0.0
2050,Georgia,GEO,0.0
2021,Ghana,GHA,0.0002043006818181
2022,Ghana,GHA,0.0002553758522727
2023,Ghana,GHA,0.0003064510227272
2024,Ghana,GHA,0.0003575261931818
2025,Ghana,GHA,0.0004086013636363
2026,Ghana,GHA,0.0004596765340909
2027,Ghana,GHA,0.0005107517045454
2028,Ghana,GHA,0.000561826875
2029,Ghana,GHA,0.0006129020454545
2030,Ghana,GHA,0.000663977215909
2031,Ghana,GHA,0.0007150523863636
2032,Ghana,GHA,0.0007661275568181
2033,Ghana,GHA,0.0008172027272727
2034,Ghana,GHA,0.0008682778977272
2035,Ghana,GHA,0.0009193530681818
2036,Ghana,GHA,0.0009704282386363
2037,Ghana,GHA,0.0010215034090909
2038,Ghana,GHA,0.0010725785795454
2039,Ghana,GHA,0.00112365375
2040,Ghana,GHA,0.0011747289204545
2041,Ghana,GHA,0.001225804090909
2042,Ghana,GHA,0.0012768792613636
2043,Ghana,GHA,0.0013279544318181
2044,Ghana,GHA,0.0013790296022727
2045,Ghana,GHA,0.0014301047727272
2046,Ghana,GHA,0.0014811799431818
2047,Ghana,GHA,0.0015322551136363
2048,Ghana,GHA,0.0015833302840909
2049,Ghana,GHA,0.0016344054545454
2050,Ghana,GHA,0.001685480625
2021,Grenada,GRD,0.000112474491593
2022,Grenada,GRD,0.0001405931144913
2023,Grenada,GRD,0.0001687117373895
2024,Grenada,GRD,0.0001968303602878
2025,Grenada,GRD,0.0002249489831861
2026,Grenada,GRD,0.0002530676060843
2027,Grenada,GRD,0.0002811862289826
2028,Grenada,GRD,0.0003093048518809
2029,Grenada,GRD,0.0003374234747791
2030,Grenada,GRD,0.0003655420976774
2031,Grenada,GRD,0.0003936607205756
2032,Grenada,GRD,0.0004217793434739
2033,Grenada,GRD,0.0004498979663722
2034,Grenada,GRD,0.0004780165892704
2035,Grenada,GRD,0.0005061352121687
2036,Grenada,GRD,0.000534253835067
2037,Grenada,GRD,0.0005623724579652
2038,Grenada,GRD,0.0005904910808635
2039,Grenada,GRD,0.0006186097037618
2040,Grenada,GRD,0.00064672832666
2041,Grenada,GRD,0.0006748469495583
2042,Grenada,GRD,0.0007029655724565
2043,Grenada,GRD,0.0007310841953548
2044,Grenada,GRD,0.0007592028182531
2045,Grenada,GRD,0.0007873214411513
2046,Grenada,GRD,0.0008154400640496
2047,Grenada,GRD,0.0008435586869479
2048,Grenada,GRD,0.0008716773098461
2049,Grenada,GRD,0.0008997959327444
2050,Grenada,GRD,0.0009279145556427
2021,Guadeloupe,GLP,0.0
2022,Guadeloupe,GLP,0.0
2023,Guadeloupe,GLP,0.0
2024,Guadeloupe,GLP,0.0
2025,Guadeloupe,GLP,0.0
2026,Guadeloupe,GLP,0.0
2027,Guadeloupe,GLP,0.0
2028,Guadeloupe,GLP,0.0
2029,Guadeloupe,GLP,0.0
2030,Guadeloupe,GLP,0.0
2031,Guadeloupe,GLP,0.0
2032,Guadeloupe,GLP,0.0
2033,Guadeloupe,GLP,0.0
2034,Guadeloupe,GLP,0.0
2035,Guadeloupe,GLP,0.0
2036,Guadeloupe,GLP,0.0
2037,Guadeloupe,GLP,0.0
2038,Guadeloupe,GLP,0.0
2039,Guadeloupe,GLP,0.0
2040,Guadeloupe,GLP,0.0
2041,Guadeloupe,GLP,0.0
2042,Guadeloupe,GLP,0.0
2043,Guadeloupe,GLP,0.0
2044,Guadeloupe,GLP,0.0
2045,Guadeloupe,GLP,0.0
2046,Guadeloupe,GLP,0.0
2047,Guadeloupe,GLP,0.0
2048,Guadeloupe,GLP,0.0
2049,Guadeloupe,GLP,0.0
2050,Guadeloupe,GLP,0.0
2021,Guam,GUM,-1.1869140503620043e-18
2022,Guam,GUM,-1.0499616939583036e-18
2023,Guam,GUM,-9.13009337554603e-19
2024,Guam,GUM,-7.760569811509023e-19
2025,Guam,GUM,-6.3910462474720175e-19
2026,Guam,GUM,-5.02152268343501e-19
2027,Guam,GUM,-3.651999119398003e-19
2028,Guam,GUM,-2.282475555360997e-19
2029,Guam,GUM,-9.129519913239882e-20
2030,Guam,GUM,4.565715727130162e-20
2031,Guam,GUM,1.8260951367500245e-19
2032,Guam,GUM,3.195618700787029e-19
2033,Guam,GUM,4.565142264824038e-19
2034,Guam,GUM,5.934665828861045e-19
2035,Guam,GUM,7.304189392898051e-19
2036,Guam,GUM,8.673712956935061e-19
2037,Guam,GUM,1.0043236520972064e-18
2038,Guam,GUM,1.141276008500907e-18
2039,Guam,GUM,1.2782283649046075e-18
2040,Guam,GUM,1.4151807213083088e-18
2041,Guam,GUM,1.5521330777120092e-18
2042,Guam,GUM,1.6890854341157099e-18
2043,Guam,GUM,1.8260377905194103e-18
2044,Guam,GUM,1.9629901469231116e-18
2045,Guam,GUM,2.0999425033268117e-18
2046,Guam,GUM,2.2368948597305125e-18
2047,Guam,GUM,2.373847216134213e-18
2048,Guam,GUM,2.5107995725379142e-18
2049,Guam,GUM,2.6477519289416147e-18
2050,Guam,GUM,2.7847042853453147e-18
2021,Guatemala,GTM,0.0024942424242423
2022,Guatemala,GTM,0.0024928030303029
2023,Guatemala,GTM,0.0024913636363635
2024,Guatemala,GTM,0.0024899242424241
2025,Guatemala,GTM,0.0024884848484847
2026,Guatemala,GTM,0.0024870454545453
2027,Guatemala,GTM,0.0024856060606059
2028,Guatemala,GTM,0.0024841666666665
2029,Guatemala,GTM,0.0024827272727271
2030,Guatemala,GTM,0.0024812878787877
2031,Guatemala,GTM,0.0024798484848483
2032,Guatemala,GTM,0.0024784090909089
2033,Guatemala,GTM,0.0024769696969695
2034,Guatemala,GTM,0.0024755303030302
2035,Guatemala,GTM,0.0024740909090908
2036,Guatemala,GTM,0.0024726515151514
2037,Guatemala,GTM,0.002471212121212
2038,Guatemala,GTM,0.0024697727272726
2039,Guatemala,GTM,0.0024683333333332
2040,Guatemala,GTM,0.0024668939393938
2041,Guatemala,GTM,0.0024654545454544
2042,Guatemala,GTM,0.0024640151515149997
2043,Guatemala,GTM,0.0024625757575756
2044,Guatemala,GTM,0.0024611363636362
2045,Guatemala,GTM,0.0024596969696968
2046,Guatemala,GTM,0.0024582575757574
2047,Guatemala,GTM,0.002456818181818
2048,Guatemala,GTM,0.0024553787878786
2049,Guatemala,GTM,0.0024539393939392
2050,Guatemala,GTM,0.0024524999999999
2021,Guinea,GIN,0.0110753596968073
2022,Guinea,GIN,0.01088946078708
2023,Guinea,GIN,0.0107035618773527
2024,Guinea,GIN,0.0105176629676253
2025,Guinea,GIN,0.010331764057898
2026,Guinea,GIN,0.0101458651481707
2027,Guinea,GIN,0.0099599662384434
2028,Guinea,GIN,0.0097740673287161
2029,Guinea,GIN,0.0095881684189888
2030,Guinea,GIN,0.0094022695092614
2031,Guinea,GIN,0.0092163705995341
2032,Guinea,GIN,0.0090304716898068
2033,Guinea,GIN,0.0088445727800795
2034,Guinea,GIN,0.0086586738703522
2035,Guinea,GIN,0.0084727749606249
2036,Guinea,GIN,0.0082868760508975
2037,Guinea,GIN,0.0081009771411702
2038,Guinea,GIN,0.0079150782314429
2039,Guinea,GIN,0.0077291793217156
2040,Guinea,GIN,0.0075432804119883
2041,Guinea,GIN,0.007357381502261
2042,Guinea,GIN,0.0071714825925337
2043,Guinea,GIN,0.0069855836828063
2044,Guinea,GIN,0.006799684773079001
2045,Guinea,GIN,0.0066137858633517
2046,Guinea,GIN,0.0064278869536244
2047,Guinea,GIN,0.0062419880438971
2048,Guinea,GIN,0.0060560891341698
2049,Guinea,GIN,0.0058701902244424
2050,Guinea,GIN,0.0056842913147151
2021,Guinea-Bissau,GNB,0.002461212121212
2022,Guinea-Bissau,GNB,0.002451515151515
2023,Guinea-Bissau,GNB,0.002441818181818
2024,Guinea-Bissau,GNB,0.0024321212121211
2025,Guinea-Bissau,GNB,0.0024224242424241
2026,Guinea-Bissau,GNB,0.0024127272727271
2027,Guinea-Bissau,GNB,0.0024030303030301
2028,Guinea-Bissau,GNB,0.0023933333333332
2029,Guinea-Bissau,GNB,0.0023836363636362
2030,Guinea-Bissau,GNB,0.0023739393939392
2031,Guinea-Bissau,GNB,0.0023642424242423
2032,Guinea-Bissau,GNB,0.0023545454545453
2033,Guinea-Bissau,GNB,0.0023448484848483
2034,Guinea-Bissau,GNB,0.0023351515151514
2035,Guinea-Bissau,GNB,0.0023254545454544
2036,Guinea-Bissau,GNB,0.0023157575757574
2037,Guinea-Bissau,GNB,0.0023060606060604
2038,Guinea-Bissau,GNB,0.0022963636363635
2039,Guinea-Bissau,GNB,0.0022866666666665
2040,Guinea-Bissau,GNB,0.0022769696969695
2041,Guinea-Bissau,GNB,0.0022672727272726
2042,Guinea-Bissau,GNB,0.0022575757575756
2043,Guinea-Bissau,GNB,0.0022478787878786
2044,Guinea-Bissau,GNB,0.0022381818181817
2045,Guinea-Bissau,GNB,0.0022284848484847
2046,Guinea-Bissau,GNB,0.0022187878787877
2047,Guinea-Bissau,GNB,0.0022090909090907
2048,Guinea-Bissau,GNB,0.0021993939393938
2049,Guinea-Bissau,GNB,0.0021896969696968
2050,Guinea-Bissau,GNB,0.0021799999999998
2021,Guyana,GUY,0.0
2022,Guyana,GUY,0.0
2023,Guyana,GUY,0.0
2024,Guyana,GUY,0.0
2025,Guyana,GUY,0.0
2026,Guyana,GUY,0.0
2027,Guyana,GUY,0.0
2028,Guyana,GUY,0.0
2029,Guyana,GUY,0.0
2030,Guyana,GUY,0.0
2031,Guyana,GUY,0.0
2032,Guyana,GUY,0.0
2033,Guyana,GUY,0.0
2034,Guyana,GUY,0.0
2035,Guyana,GUY,0.0
2036,Guyana,GUY,0.0
2037,Guyana,GUY,0.0
2038,Guyana,GUY,0.0
2039,Guyana,GUY,0.0
2040,Guyana,GUY,0.0
2041,Guyana,GUY,0.0
2042,Guyana,GUY,0.0
2043,Guyana,GUY,0.0
2044,Guyana,GUY,0.0
2045,Guyana,GUY,0.0
2046,Guyana,GUY,0.0
2047,Guyana,GUY,0.0
2048,Guyana,GUY,0.0
2049,Guyana,GUY,0.0
2050,Guyana,GUY,0.0
2021,Haiti,HTI,0.0041442305017003
2022,Haiti,HTI,0.0045552881271254
2023,Haiti,HTI,0.0049663457525505
2024,Haiti,HTI,0.0053774033779756
2025,Haiti,HTI,0.0057884610034007
2026,Haiti,HTI,0.0061995186288259
2027,Haiti,HTI,0.0066105762542509995
2028,Haiti,HTI,0.0070216338796761
2029,Haiti,HTI,0.0074326915051012
2030,Haiti,HTI,0.0078437491305263
2031,Haiti,HTI,0.0082548067559514
2032,Haiti,HTI,0.0086658643813765
2033,Haiti,HTI,0.0090769220068016
2034,Haiti,HTI,0.0094879796322267
2035,Haiti,HTI,0.0098990372576519
2036,Haiti,HTI,0.010310094883077
2037,Haiti,HTI,0.0107211525085021
2038,Haiti,HTI,0.0111322101339272
2039,Haiti,HTI,0.0115432677593523
2040,Haiti,HTI,0.0119543253847774
2041,Haiti,HTI,0.0123653830102025
2042,Haiti,HTI,0.0127764406356276
2043,Haiti,HTI,0.0131874982610527
2044,Haiti,HTI,0.0135985558864779
2045,Haiti,HTI,0.014009613511903
2046,Haiti,HTI,0.0144206711373281
2047,Haiti,HTI,0.0148317287627532
2048,Haiti,HTI,0.0152427863881783
2049,Haiti,HTI,0.0156538440136034
2050,Haiti,HTI,0.0160649016390285
2021,Honduras,HND,0.0279758101805554
2022,Honduras,HND,0.0274546536888244
2023,Honduras,HND,0.0269334971970933
2024,Honduras,HND,0.0264123407053623
2025,Honduras,HND,0.0258911842136313
2026,Honduras,HND,0.0253700277219003
2027,Honduras,HND,0.0248488712301693
2028,Honduras,HND,0.0243277147384382
2029,Honduras,HND,0.0238065582467072
2030,Honduras,HND,0.0232854017549762
2031,Honduras,HND,0.0227642452632452
2032,Honduras,HND,0.0222430887715142
2033,Honduras,HND,0.0217219322797831
2034,Honduras,HND,0.0212007757880521
2035,Honduras,HND,0.0206796192963211
2036,Honduras,HND,0.0201584628045901
2037,Honduras,HND,0.0196373063128591
2038,Honduras,HND,0.019116149821128
2039,Honduras,HND,0.018594993329397
2040,Honduras,HND,0.018073836837666
2041,Honduras,HND,0.017552680345935
2042,Honduras,HND,0.017031523854204
2043,Honduras,HND,0.0165103673624729
2044,Honduras,HND,0.0159892108707419
2045,Honduras,HND,0.0154680543790109
2046,Honduras,HND,0.0149468978872799
2047,Honduras,HND,0.0144257413955489
2048,Honduras,HND,0.0139045849038178
2049,Honduras,HND,0.0133834284120868
2050,Honduras,HND,0.0128622719203558
2021,Iceland,ISL,0.0014030113636362
2022,Iceland,ISL,0.0014022017045453
2023,Iceland,ISL,0.0014013920454544
2024,Iceland,ISL,0.0014005823863635
2025,Iceland,ISL,0.0013997727272726
2026,Iceland,ISL,0.0013989630681817
2027,Iceland,ISL,0.0013981534090908
2028,Iceland,ISL,0.0013973437499999
2029,Iceland,ISL,0.0013965340909089
2030,Iceland,ISL,0.0013957244318179999
2031,Iceland,ISL,0.0013949147727271
2032,Iceland,ISL,0.0013941051136362
2033,Iceland,ISL,0.0013932954545453
2034,Iceland,ISL,0.0013924857954544
2035,Iceland,ISL,0.0013916761363635
2036,Iceland,ISL,0.0013908664772726
2037,Iceland,ISL,0.0013900568181817
2038,Iceland,ISL,0.0013892471590908
2039,Iceland,ISL,0.0013884374999999
2040,Iceland,ISL,0.0013876278409089
2041,Iceland,ISL,0.0013868181818179998
2042,Iceland,ISL,0.0013860085227271
2043,Iceland,ISL,0.0013851988636362
2044,Iceland,ISL,0.0013843892045453
2045,Iceland,ISL,0.0013835795454544
2046,Iceland,ISL,0.0013827698863635
2047,Iceland,ISL,0.0013819602272726
2048,Iceland,ISL,0.0013811505681817
2049,Iceland,ISL,0.0013803409090908
2050,Iceland,ISL,0.0013795312499999
2021,India,IND,0.0165639441092318
2022,India,IND,0.0163865465108816
2023,India,IND,0.0162091489125314
2024,India,IND,0.0160317513141812
2025,India,IND,0.015854353715831
2026,India,IND,0.0156769561174808
2027,India,IND,0.0154995585191306
2028,India,IND,0.0153221609207805
2029,India,IND,0.0151447633224303
2030,India,IND,0.0149673657240801
2031,India,IND,0.0147899681257299
2032,India,IND,0.0146125705273797
2033,India,IND,0.0144351729290295
2034,India,IND,0.0142577753306793
2035,India,IND,0.0140803777323291
2036,India,IND,0.0139029801339789
2037,India,IND,0.0137255825356287
2038,India,IND,0.0135481849372786
2039,India,IND,0.0133707873389284
2040,India,IND,0.0131933897405782
2041,India,IND,0.013015992142227999
2042,India,IND,0.0128385945438778
2043,India,IND,0.0126611969455276
2044,India,IND,0.0124837993471774
2045,India,IND,0.0123064017488272
2046,India,IND,0.012129004150476998
2047,India,IND,0.0119516065521268
2048,India,IND,0.0117742089537767
2049,India,IND,0.0115968113554265
2050,India,IND,0.0114194137570763
2021,Indonesia,IDN,0.0047830441458743
2022,Indonesia,IDN,0.0053563051823429
2023,Indonesia,IDN,0.0059295662188115
2024,Indonesia,IDN,0.0065028272552801
2025,Indonesia,IDN,0.0070760882917487
2026,Indonesia,IDN,0.0076493493282174
2027,Indonesia,IDN,0.008222610364686
2028,Indonesia,IDN,0.0087958714011546
2029,Indonesia,IDN,0.0093691324376232
2030,Indonesia,IDN,0.0099423934740918
2031,Indonesia,IDN,0.0105156545105604
2032,Indonesia,IDN,0.011088915547028998
2033,Indonesia,IDN,0.0116621765834976
2034,Indonesia,IDN,0.0122354376199663
2035,Indonesia,IDN,0.0128086986564349
2036,Indonesia,IDN,0.0133819596929035
2037,Indonesia,IDN,0.0139552207293721
2038,Indonesia,IDN,0.0145284817658407
2039,Indonesia,IDN,0.0151017428023093
2040,Indonesia,IDN,0.0156750038387779
2041,Indonesia,IDN,0.0162482648752465
2042,Indonesia,IDN,0.0168215259117152
2043,Indonesia,IDN,0.0173947869481838
2044,Indonesia,IDN,0.0179680479846524
2045,Indonesia,IDN,0.018541309021121003
2046,Indonesia,IDN,0.0191145700575896
2047,Indonesia,IDN,0.0196878310940582
2048,Indonesia,IDN,0.0202610921305268
2049,Indonesia,IDN,0.0208343531669954
2050,Indonesia,IDN,0.021407614203464
2021,Iran (Islamic Republic of),IRN,0.1013248981686298
