Year,iso_code3,nemomod_entc_residual_capacity_pp_oil_gw
2045,CYP,0.7753761580381471
2046,CYP,0.7753761580381471
2047,CYP,0.7753761580381471
2048,CYP,0.7753761580381471
2049,CYP,0.7753761580381471
2050,CYP,0.5944550544959127
1944,CZE,0.0
1945,CZE,0.0
1946,CZE,0.0
1947,CZE,0.0
1948,CZE,0.0
1949,CZE,0.0
1950,CZE,0.0
1951,CZE,0.0
1952,CZE,0.0
1953,CZE,0.0
1954,CZE,0.0
1955,CZE,0.0
1956,CZE,0.0
1957,CZE,0.0
1958,CZE,0.0
1959,CZE,0.0
1960,CZE,0.0
1961,CZE,0.0
1962,CZE,0.0
1963,CZE,0.0
1964,CZE,0.0
1965,CZE,0.0
1966,CZE,0.0
1967,CZE,0.0
1968,CZE,0.0
1969,CZE,0.0
1970,CZE,0.0
1971,CZE,0.0
1972,CZE,0.0
1973,CZE,0.0
1974,CZE,0.0
1975,CZE,0.0
1976,CZE,0.0
1977,CZE,0.0
1978,CZE,0.0
1979,CZE,0.0
1980,CZE,0.0
1981,CZE,0.0
1982,CZE,0.0
1983,CZE,0.0
1984,CZE,0.0
1985,CZE,0.0
1986,CZE,0.0
1987,CZE,0.0
1988,CZE,0.0
1989,CZE,0.0
1990,CZE,0.0
1991,CZE,0.0
1992,CZE,0.0
1993,CZE,0.0
1994,CZE,0.0
1995,CZE,0.0
1996,CZE,0.0
1997,CZE,0.0
1998,CZE,0.0
1999,CZE,0.0
2000,CZE,0.0
2001,CZE,0.0
2002,CZE,0.0
2003,CZE,0.0
2004,CZE,0.0
2005,CZE,0.0
2006,CZE,0.0
2007,CZE,0.0
2008,CZE,0.0
2009,CZE,0.0
2021,CZE,0.0
2022,CZE,0.0
2023,CZE,0.0
2024,CZE,0.0
2025,CZE,0.0
2026,CZE,0.0
2027,CZE,0.0
2028,CZE,0.0
2029,CZE,0.0
2030,CZE,0.0
2031,CZE,0.0
2032,CZE,0.0
2033,CZE,0.0
2034,CZE,0.0
2035,CZE,0.0
2036,CZE,0.0
2037,CZE,0.0
2038,CZE,0.0
2039,CZE,0.0
2040,CZE,0.0
2041,CZE,0.0
2042,CZE,0.0
2043,CZE,0.0
2044,CZE,0.0
2045,CZE,0.0
2046,CZE,0.0
2047,CZE,0.0
2048,CZE,0.0
2049,CZE,0.0
2050,CZE,0.0
2051,CZE,0.0
2052,CZE,0.0
2053,CZE,0.0
2054,CZE,0.0
2055,CZE,0.0
1920,DEU,0.0
1921,DEU,0.0
1922,DEU,0.0
1923,DEU,0.0
1924,DEU,0.0
1925,DEU,0.0
1926,DEU,0.0
1927,DEU,0.0
1928,DEU,0.0
1929,DEU,0.0
1930,DEU,0.0
1931,DEU,0.0
1932,DEU,0.0
1933,DEU,0.0
1934,DEU,0.0
1935,DEU,0.0
1936,DEU,0.0
1937,DEU,0.0
1938,DEU,0.0
1939,DEU,0.0
1940,DEU,0.0
1941,DEU,0.0
1942,DEU,0.0
1943,DEU,0.0
1944,DEU,0.0
1945,DEU,0.0
1946,DEU,0.0
1947,DEU,0.0
1948,DEU,0.0
1949,DEU,0.0
1950,DEU,0.0
1951,DEU,0.0
1952,DEU,0.0
1953,DEU,0.0
1954,DEU,0.0
1955,DEU,0.0
1956,DEU,0.0
1957,DEU,0.0
1958,DEU,0.0
1959,DEU,0.0
1960,DEU,0.0
1961,DEU,0.0
1962,DEU,0.1211917291488808
1963,DEU,0.1211917291488808
1964,DEU,0.1211917291488808
1965,DEU,0.1211917291488808
1966,DEU,0.1211917291488808
1967,DEU,0.1211917291488808
1968,DEU,0.1211917291488808
1969,DEU,0.1211917291488808
1970,DEU,0.1211917291488808
1971,DEU,0.2144161361864815
1972,DEU,0.559894821090531
1973,DEU,1.2855828523440105
1974,DEU,1.2855828523440105
1975,DEU,1.2855828523440105
1976,DEU,1.2855828523440105
1977,DEU,2.7991085195427035
1978,DEU,2.818301779815151
1979,DEU,2.818301779815151
1980,DEU,2.818301779815151
1981,DEU,3.066900198582086
1982,DEU,3.236532060799524
1983,DEU,3.236532060799524
1984,DEU,3.236532060799524
1985,DEU,3.236532060799524
1986,DEU,3.598462111651385
1987,DEU,3.598462111651385
1988,DEU,3.663170817712779
1989,DEU,3.663170817712779
1990,DEU,3.663170817712779
1991,DEU,3.663170817712779
1992,DEU,3.40775564834249
1993,DEU,3.421311647366233
1994,DEU,3.588845905801936
1995,DEU,3.7543733350607216
1996,DEU,3.603959700663782
1997,DEU,3.621181935326083
1998,DEU,3.4989645547207964
1999,DEU,3.4790910391813985
2000,DEU,4.06195428383774
2001,DEU,4.052822974583839
2002,DEU,4.1533703578191625
2003,DEU,3.963496894041072
2004,DEU,4.109092338585463
2005,DEU,4.1087091383577
2006,DEU,4.1977221948324654
2007,DEU,4.309527624424254
2008,DEU,4.544241669580496
2009,DEU,4.812512950935982
2021,DEU,3.3501875027004755
2022,DEU,3.0852331817096754
2023,DEU,3.0852331817096754
2024,DEU,3.0852331817096754
2025,DEU,3.0852331817096754
2026,DEU,2.5199211606301684
2027,DEU,2.5199211606301684
2028,DEU,2.418850223528074
2029,DEU,2.418850223528074
2030,DEU,2.418850223528074
2031,DEU,2.418850223528074
2032,DEU,2.418850223528074
2033,DEU,2.31035599726029
2034,DEU,1.9677426511514973
2035,DEU,1.719347975222623
2036,DEU,1.686799707342288
2037,DEU,1.4227019197167603
2038,DEU,1.4227019197167603
2039,DEU,1.4227019197167603
2040,DEU,0.4705223286560749
2041,DEU,0.4705223286560749
2042,DEU,0.4705223286560749
2043,DEU,0.4705223286560749
2044,DEU,0.2421134312502133
2045,DEU,0.2421134312502133
2046,DEU,0.2421134312502133
2047,DEU,0.2421134312502133
2048,DEU,0.0708067581958171
2049,DEU,0.0708067581958171
2050,DEU,0.0708067581958171
2051,DEU,0.0
2052,DEU,0.0
2053,DEU,0.0
2054,DEU,0.0
2055,DEU,0.0
1987,DJI,0.107332
1988,DJI,0.107332
1989,DJI,0.107332
1990,DJI,0.107332
1991,DJI,0.107332
1992,DJI,0.107332
1993,DJI,0.107332
1994,DJI,0.107332
1995,DJI,0.107332
1996,DJI,0.107332
1997,DJI,0.107332
1998,DJI,0.107332
1999,DJI,0.107332
2000,DJI,0.107332
2001,DJI,0.107332
2002,DJI,0.11
2003,DJI,0.112
2004,DJI,0.118
2005,DJI,0.118
2006,DJI,0.118
2007,DJI,0.118
2008,DJI,0.13
2009,DJI,0.13
2021,DJI,0.1304
2022,DJI,0.1304
2023,DJI,0.1304
2024,DJI,0.1304
2025,DJI,0.1304
2026,DJI,0.1304
1970,DNK,0.0
1971,DNK,0.0
1972,DNK,0.0
1973,DNK,0.0
1974,DNK,0.0
1975,DNK,0.0
1976,DNK,1.1129718801690869
1977,DNK,1.1129718801690869
1978,DNK,1.1129718801690869
1979,DNK,1.1129718801690869
1980,DNK,1.1129718801690869
1981,DNK,1.1129718801690869
1982,DNK,1.1129718801690869
1983,DNK,1.1129718801690869
1984,DNK,1.1129718801690869
1985,DNK,1.1129718801690869
1986,DNK,1.1129718801690869
1987,DNK,1.1129718801690869
1988,DNK,1.1129718801690869
1989,DNK,1.1129718801690869
1990,DNK,1.1129718801690869
1991,DNK,1.1465058674851056
1992,DNK,1.117722166162126
1993,DNK,1.1536804574503867
1994,DNK,1.151893710057181
1995,DNK,1.2028776111408674
1996,DNK,1.186750529661017
1997,DNK,1.1850360606814228
1998,DNK,1.2234294951504605
1999,DNK,1.2218983397665444
2000,DNK,1.2637846358311826
2001,DNK,1.281228886244572
2002,DNK,1.2629924481752264
2003,DNK,1.2500929893601518
2004,DNK,1.2558555199533938
2005,DNK,1.2606909408680456
2006,DNK,1.2549851441887565
2007,DNK,1.2530120481927711
2008,DNK,1.2557568
2009,DNK,1.2713298070050036
2021,DNK,0.0
2022,DNK,0.0
2023,DNK,0.0
2024,DNK,0.0
2025,DNK,0.0
2026,DNK,0.0
2027,DNK,0.0
2028,DNK,0.0
2029,DNK,0.0
2030,DNK,0.0
2031,DNK,0.0
2032,DNK,0.0
2033,DNK,0.0
2034,DNK,0.0
2035,DNK,0.0
2036,DNK,0.0
2037,DNK,0.0
2038,DNK,0.0
2039,DNK,0.0
2040,DNK,0.0
2041,DNK,0.0
2042,DNK,0.0
2043,DNK,0.0
2044,DNK,0.0
2045,DNK,0.0
1934,DOM,0.0
1935,DOM,0.0
1936,DOM,0.0
1937,DOM,0.0
1938,DOM,0.0
1939,DOM,0.0
1940,DOM,0.0
1941,DOM,0.0
1942,DOM,0.0
1943,DOM,0.0
1944,DOM,0.0
1945,DOM,0.0
1946,DOM,0.0
1947,DOM,0.0
1948,DOM,0.0
1949,DOM,0.0
1950,DOM,0.0
1951,DOM,0.0
1952,DOM,0.0
1953,DOM,0.0
1954,DOM,0.0
1955,DOM,0.0
1956,DOM,0.0
1957,DOM,0.0
1958,DOM,0.0
1959,DOM,0.0
1960,DOM,0.0
1961,DOM,0.0
1962,DOM,0.0
1963,DOM,0.0
1964,DOM,0.0
1965,DOM,0.0
1966,DOM,0.0
1967,DOM,0.0
1968,DOM,0.0
1969,DOM,0.0
1970,DOM,0.0
1971,DOM,0.0
1972,DOM,0.0
1973,DOM,0.0
1974,DOM,0.0
1975,DOM,0.0
1976,DOM,0.0
1977,DOM,0.0
1978,DOM,0.0
1979,DOM,0.0
1980,DOM,0.0
1981,DOM,0.0
1982,DOM,0.0
1983,DOM,0.0
1984,DOM,0.0
1985,DOM,0.0
1986,DOM,0.0
1987,DOM,0.0
1988,DOM,0.0
1989,DOM,0.2149923963012812
1990,DOM,0.2149923963012812
1991,DOM,0.2149923963012812
1992,DOM,0.1562468437531562
1993,DOM,0.1562468437531562
1994,DOM,0.1562468437531562
1995,DOM,0.2229431244574478
1996,DOM,0.2229431244574478
1997,DOM,0.3576889689097515
1998,DOM,0.8202094830901887
1999,DOM,0.8592670775230549
2000,DOM,0.8592670775230549
2001,DOM,1.3629315815269265
2002,DOM,1.3709772225040628
2003,DOM,1.4830798201188318
2004,DOM,1.4471426237542886
2005,DOM,1.47825243553255
2006,DOM,1.479861563727977
2007,DOM,0.948473795991367
2008,DOM,0.8949327371688492
2009,DOM,0.9068402858150116
2021,DOM,2.592376794079619
2022,DOM,2.592376794079619
2023,DOM,2.592376794079619
2024,DOM,2.592376794079619
2025,DOM,2.592376794079619
2026,DOM,2.592376794079619
2027,DOM,2.592376794079619
2028,DOM,2.592376794079619
2029,DOM,2.330676048834052
2030,DOM,2.330676048834052
2031,DOM,2.330676048834052
2032,DOM,2.330676048834052
2033,DOM,2.330676048834052
2034,DOM,2.330676048834052
2035,DOM,2.2013650923597714
2036,DOM,2.2013650923597714
2037,DOM,2.2013650923597714
2038,DOM,1.6320890006432378
2039,DOM,1.6320890006432378
2040,DOM,1.6320890006432378
2041,DOM,1.6320890006432378
2042,DOM,1.6320890006432378
2043,DOM,1.6320890006432378
2044,DOM,1.6320890006432378
2045,DOM,1.6320890006432378
2046,DOM,1.6320890006432378
2047,DOM,1.6320890006432378
2048,DOM,1.6320890006432378
2049,DOM,1.6320890006432378
2050,DOM,0.308191112930368
2051,DOM,0.308191112930368
2052,DOM,0.0
2053,DOM,0.0
2054,DOM,0.0
2055,DOM,0.0
1952,DZA,0.0
1953,DZA,0.0
1954,DZA,0.0
1955,DZA,0.0
1956,DZA,0.0
1957,DZA,0.0
1958,DZA,0.0
1959,DZA,0.0
1960,DZA,0.0
1961,DZA,0.0
1962,DZA,0.0
1963,DZA,0.0
1964,DZA,0.0
1965,DZA,0.0
1966,DZA,0.0
1967,DZA,0.0
1968,DZA,0.0
1969,DZA,0.0
1970,DZA,0.0
1971,DZA,0.0
1972,DZA,0.0
1973,DZA,0.0
1974,DZA,0.0
1975,DZA,0.0
1976,DZA,0.0
1977,DZA,0.0
1978,DZA,0.0
1979,DZA,0.0
1980,DZA,0.0
1981,DZA,0.0
1982,DZA,0.0
1983,DZA,0.0
1984,DZA,0.0
1985,DZA,0.0
1986,DZA,0.0
1987,DZA,0.0
1988,DZA,0.0
1989,DZA,0.0
1990,DZA,0.0
1991,DZA,0.0
1992,DZA,0.0
1993,DZA,0.0
1994,DZA,0.0
1995,DZA,0.0
1996,DZA,0.0
1997,DZA,0.0
1998,DZA,0.0
1999,DZA,0.0
2000,DZA,0.0
2001,DZA,0.0
2002,DZA,0.0
2003,DZA,0.0
2004,DZA,0.0
2005,DZA,0.0
2006,DZA,0.0
2007,DZA,0.0
2008,DZA,0.0
2009,DZA,0.0
2021,DZA,0.0
2022,DZA,0.0
2023,DZA,0.0
2024,DZA,0.0
2025,DZA,0.0
2026,DZA,0.0
2027,DZA,0.0
2028,DZA,0.0
2029,DZA,0.0
2030,DZA,0.0
2031,DZA,0.0
2032,DZA,0.0
2033,DZA,0.0
2034,DZA,0.0
2035,DZA,0.0
2036,DZA,0.0
2037,DZA,0.0
2038,DZA,0.0
2039,DZA,0.0
2040,DZA,0.0
2041,DZA,0.0
2042,DZA,0.0
2043,DZA,0.0
2044,DZA,0.0
2045,DZA,0.0
2046,DZA,0.0
2047,DZA,0.0
2048,DZA,0.0
2049,DZA,0.0
2050,DZA,0.0
2051,DZA,0.0
1978,ECU,0.0
1979,ECU,0.0
1980,ECU,0.0888399675060926
1981,ECU,0.0888399675060926
1982,ECU,0.0888399675060926
1983,ECU,0.0888399675060926
1984,ECU,0.0888399675060926
1985,ECU,0.4318264387927263
1986,ECU,0.4318264387927263
1987,ECU,0.4318264387927263
1988,ECU,0.4318264387927263
1989,ECU,0.4318264387927263
1990,ECU,0.4318264387927263
1991,ECU,0.5842817596700619
1992,ECU,0.6020030619258888
1993,ECU,0.6020030619258888
1994,ECU,0.8872984271523179
1995,ECU,0.908627716266556
1996,ECU,1.069179092508278
1997,ECU,1.1897865273178807
1998,ECU,1.244854873758278
1999,ECU,1.4096721078228476
2000,ECU,1.3569305929221855
2001,ECU,1.337887068401541
2002,ECU,1.3941122822320755
2003,ECU,3.3030000000000004
2004,ECU,3.331
2005,ECU,3.5671999999999997
2006,ECU,3.9982
2007,ECU,4.489418
2008,ECU,4.072857869038524
2009,ECU,4.223026692567936
2021,ECU,0.9395639222014736
2022,ECU,0.9395639222014736
2023,ECU,0.9395639222014736
2024,ECU,0.9395639222014736
2025,ECU,0.652411134242588
2026,ECU,0.652411134242588
2027,ECU,0.652411134242588
2028,ECU,0.652411134242588
2029,ECU,0.652411134242588
2030,ECU,0.652411134242588
2031,ECU,0.652411134242588
2032,ECU,0.652411134242588
2033,ECU,0.652411134242588
2034,ECU,0.3641747508574424
2035,ECU,0.3641747508574424
2036,ECU,0.3641747508574424
2037,ECU,0.3641747508574424
2038,ECU,0.3641747508574424
2039,ECU,0.3641747508574424
2040,ECU,0.3641747508574424
2041,ECU,0.2508306692706522
2042,ECU,0.2508306692706522
2043,ECU,0.2508306692706522
2044,ECU,0.2508306692706522
2045,ECU,0.2508306692706522
2046,ECU,0.2508306692706522
2047,ECU,0.2508306692706522
2048,ECU,0.2508306692706522
2049,ECU,0.2508306692706522
2050,ECU,0.2508306692706522
2051,ECU,0.2508306692706522
2052,ECU,0.2508306692706522
2053,ECU,0.2080503218419095
2054,ECU,0.0
2055,ECU,0.0
1967,EGY,0.0
1968,EGY,0.0
1969,EGY,0.0
1970,EGY,0.0
1971,EGY,0.0
1972,EGY,0.0
1973,EGY,0.0
1974,EGY,0.0
1975,EGY,0.0
1976,EGY,0.0
1977,EGY,0.0
1978,EGY,0.0
1979,EGY,0.0
1980,EGY,2.3072988392681486
1981,EGY,2.3072988392681486
1982,EGY,2.3072988392681486
1983,EGY,2.3072988392681486
1984,EGY,2.3072988392681486
1985,EGY,2.3072988392681486
1986,EGY,2.3072988392681486
1987,EGY,2.3072988392681486
1988,EGY,2.3072988392681486
1989,EGY,2.3072988392681486
1990,EGY,2.3072988392681486
1991,EGY,1.5047849942580072
1992,EGY,1.323915900131406
1993,EGY,1.6912562377956173
1994,EGY,1.720112822738121
1995,EGY,1.707884532529082
1996,EGY,1.7991167600172338
1997,EGY,1.3808228213372908
1998,EGY,1.325180526438388
1999,EGY,1.388151253979346
2000,EGY,1.3216864663405543
2001,EGY,1.2694725941267844
2002,EGY,1.031816522691325
2003,EGY,1.0
2004,EGY,1.0
2005,EGY,1.0
2006,EGY,1.0449822195538725
2007,EGY,1.0154061013398508
2008,EGY,1.038250193182794
2009,EGY,1.090795913110672
2021,EGY,0.0
2022,EGY,0.0
2023,EGY,0.0
2024,EGY,0.0
2025,EGY,0.0
2026,EGY,0.0
2027,EGY,0.0
2028,EGY,0.0
2029,EGY,0.0
2030,EGY,0.0
2031,EGY,0.0
2032,EGY,0.0
2033,EGY,0.0
2034,EGY,0.0
2035,EGY,0.0
2036,EGY,0.0
2037,EGY,0.0
2038,EGY,0.0
2039,EGY,0.0
2040,EGY,0.0
2041,EGY,0.0
2042,EGY,0.0
2043,EGY,0.0
2044,EGY,0.0
2045,EGY,0.0
2046,EGY,0.0
2047,EGY,0.0
2048,EGY,0.0
2049,EGY,0.0
2050,EGY,0.0
2051,EGY,0.0
2052,EGY,0.0
2053,EGY,0.0
2054,EGY,0.0
2055,EGY,0.0
1991,ERI,0.17
1992,ERI,0.17
1993,ERI,0.17
1994,ERI,0.17
1995,ERI,0.17
1996,ERI,0.172
1997,ERI,0.173
1998,ERI,0.165
1999,ERI,0.165
2000,ERI,0.165
2001,ERI,0.165
2002,ERI,0.165
2003,ERI,0.167
2004,ERI,0.167
2005,ERI,0.167
2006,ERI,0.167
2007,ERI,0.167
2008,ERI,0.14095
2009,ERI,0.14095
2021,ERI,0.13319
2022,ERI,0.13319
2023,ERI,0.13319
2024,ERI,0.13319
2025,ERI,0.13319
2026,ERI,0.13319
2027,ERI,0.13319
2028,ERI,0.13319
2029,ERI,0.13319
2030,ERI,0.13319
2031,ERI,0.10009
2032,ERI,0.10009
2033,ERI,0.10009
2034,ERI,0.10009
2035,ERI,0.10009
2036,ERI,0.10009
2037,ERI,0.10009
2038,ERI,0.10009
2039,ERI,0.10009
2040,ERI,0.10009
2041,ERI,0.10009
2042,ERI,0.10009
2043,ERI,0.10009
1923,ESP,0.0
1924,ESP,0.0
1925,ESP,0.0
1926,ESP,0.0
1927,ESP,0.0
1928,ESP,0.0
1929,ESP,0.0
1930,ESP,0.0
1931,ESP,0.0
1932,ESP,0.0
1933,ESP,0.0
1934,ESP,0.0
1935,ESP,0.0
1936,ESP,0.0
1937,ESP,0.0
1938,ESP,0.0
1939,ESP,0.0
1940,ESP,0.0
1941,ESP,0.0
1942,ESP,0.0
1943,ESP,0.0
1944,ESP,0.0
1945,ESP,0.0
1946,ESP,0.0
1947,ESP,0.0
1948,ESP,0.0
1949,ESP,0.0
1950,ESP,0.0
1951,ESP,0.0
1952,ESP,0.0
1953,ESP,0.0
1954,ESP,0.0
1955,ESP,0.0
1956,ESP,0.0
1957,ESP,0.0
1958,ESP,0.0
1959,ESP,0.0
1960,ESP,0.0
1961,ESP,0.0
1962,ESP,0.0
1963,ESP,0.0
1964,ESP,0.0
1965,ESP,0.0
1966,ESP,0.0
1967,ESP,0.0
1968,ESP,0.7097523355708654
1969,ESP,0.7097523355708654
1970,ESP,0.7097523355708654
1971,ESP,0.7097523355708654
1972,ESP,1.894724863961607
1973,ESP,1.894724863961607
1974,ESP,1.894724863961607
1975,ESP,1.894724863961607
1976,ESP,1.894724863961607
1977,ESP,1.894724863961607
1978,ESP,1.894724863961607
1979,ESP,2.0980811670768897
1980,ESP,2.0980811670768897
1981,ESP,2.0980811670768897
1982,ESP,2.0980811670768897
1983,ESP,2.0980811670768897
1984,ESP,2.0980811670768897
1985,ESP,2.0980811670768897
1986,ESP,2.0980811670768897
1987,ESP,2.0980811670768897
1988,ESP,2.1135898262855
1989,ESP,2.4233138670053203
1990,ESP,3.339223047218066
1991,ESP,3.5909201128014265
1992,ESP,3.5929032136375176
1993,ESP,3.598554523281471
1994,ESP,3.6781746619679487
1995,ESP,3.895211545327183
1996,ESP,3.967239307332152
1997,ESP,3.97216588120539
1998,ESP,4.072718392460625
1999,ESP,4.142444988311468
2000,ESP,5.159288402523552
2001,ESP,5.2808128848766485
2002,ESP,5.3530347759868455
2003,ESP,5.466954500981824
2004,ESP,5.5461218178708815
2005,ESP,5.6207114640212446
2006,ESP,5.375937705462998
2007,ESP,5.358806653297554
2008,ESP,5.509992962687117
2009,ESP,5.379612235363945
2021,ESP,4.86889698862116
2022,ESP,4.86889698862116
2023,ESP,4.86889698862116
2024,ESP,4.86889698862116
2025,ESP,4.86889698862116
2026,ESP,4.86889698862116
2027,ESP,4.86889698862116
2028,ESP,4.850328811960253
2029,ESP,4.479503028321731
2030,ESP,3.382905106168987
2031,ESP,3.0741735828121697
2032,ESP,3.0741735828121697
2033,ESP,3.0741735828121697
2034,ESP,3.009596184765761
2035,ESP,3.009596184765761
2036,ESP,3.009596184765761
2037,ESP,3.009596184765761
2038,ESP,3.009596184765761
2039,ESP,2.97986021462933
2040,ESP,2.0071661220860784
2041,ESP,1.988977533363725
2042,ESP,1.988977533363725
2043,ESP,1.9206517044241007
2044,ESP,1.9206517044241007
2045,ESP,1.806601345052892
2046,ESP,1.6319908933182985
2047,ESP,1.6319908933182985
2048,ESP,0.5356776621194694
2049,ESP,0.5356776621194694
2050,ESP,0.4899689478519897
2051,ESP,0.3525897464238487
2052,ESP,0.2925199551477631
2053,ESP,0.0
2054,ESP,0.0
2055,ESP,0.0
1985,EST,2.226637119113574
1986,EST,2.226637119113574
1987,EST,2.226637119113574
1988,EST,2.226637119113574
1989,EST,2.226637119113574
1990,EST,2.226637119113574
1991,EST,2.226637119113574
1992,EST,2.226637119113574
1993,EST,2.178914127423823
1994,EST,1.7340067039106146
1995,EST,1.7398078212290504
1996,EST,1.7440268156424583
1997,EST,1.743499441340782
1998,EST,1.7450815642458102
1999,EST,1.509345251396648
2000,EST,1.4766480446927377
2001,EST,1.2889027932960897
2002,EST,1.2667647058823532
2003,EST,1.2709714795008915
2004,EST,1.4150534759358289
2005,EST,1.3186113537117905
2006,EST,1.317580786026201
2007,EST,1.3190893617021278
2008,EST,1.352731914893617
2009,EST,1.261664994984955
2021,EST,2.378616484968616
2022,EST,2.378616484968616
2023,EST,2.378616484968616
2024,EST,2.378616484968616
2025,EST,1.7687810798055594
2026,EST,1.7687810798055594
2027,EST,1.7687810798055594
2028,EST,1.7687810798055594
2029,EST,1.7687810798055594
2030,EST,1.7687810798055594
2031,EST,1.7687810798055594
2032,EST,1.7687810798055594
2033,EST,1.7687810798055594
2034,EST,1.7687810798055594
2035,EST,1.7687810798055594
2036,EST,1.7687810798055594
2037,EST,1.7687810798055594
2038,EST,1.7687810798055594
2039,EST,1.7687810798055594
2040,EST,1.7687810798055594
2041,EST,1.7687810798055594
2042,EST,1.7687810798055594
2043,EST,1.7687810798055594
2044,EST,1.7687810798055594
2045,EST,1.7687810798055594
2046,EST,1.7687810798055594
2047,EST,1.7687810798055594
2048,EST,1.7687810798055594
2049,EST,1.7687810798055594
2050,EST,1.7687810798055594
2051,EST,1.7687810798055594
2052,EST,1.7687810798055594
2053,EST,1.7687810798055594
2054,EST,1.7687810798055594
2055,EST,1.7687810798055594
1960,ETH,0.0
1961,ETH,0.0
1962,ETH,0.0
1963,ETH,0.0
1964,ETH,0.0
1965,ETH,0.0
1966,ETH,0.0
1967,ETH,0.0
1968,ETH,0.0
1969,ETH,0.0
1970,ETH,0.0
1971,ETH,0.0
1972,ETH,0.0
1973,ETH,0.0
1974,ETH,0.0
1975,ETH,0.0
1976,ETH,0.0
1977,ETH,0.0
1978,ETH,0.0
1979,ETH,0.0
1980,ETH,0.0
1981,ETH,0.0
1982,ETH,0.0
1983,ETH,0.0
1984,ETH,0.0
1985,ETH,0.0
1986,ETH,0.0
1987,ETH,0.0
1988,ETH,0.0
1989,ETH,0.0
1990,ETH,0.0
1991,ETH,0.0
1992,ETH,0.0
1993,ETH,0.0
1994,ETH,0.0
1995,ETH,0.0
1996,ETH,0.0
1997,ETH,0.0
1998,ETH,0.0
1999,ETH,0.0
2000,ETH,0.0
2001,ETH,0.0
2002,ETH,0.0
2003,ETH,0.0
2004,ETH,0.0
2005,ETH,0.0
2006,ETH,0.0
2007,ETH,0.0
2008,ETH,0.0
2009,ETH,0.0
2021,ETH,0.0
2022,ETH,0.0
2023,ETH,0.0
2024,ETH,0.0
2025,ETH,0.0
2026,ETH,0.0
2027,ETH,0.0
2028,ETH,0.0
2029,ETH,0.0
2030,ETH,0.0
2031,ETH,0.0
2032,ETH,0.0
2033,ETH,0.0
2034,ETH,0.0
2035,ETH,0.0
2036,ETH,0.0
2037,ETH,0.0
2038,ETH,0.0
2039,ETH,0.0
2040,ETH,0.0
2041,ETH,0.0
2042,ETH,0.0
2043,ETH,0.0
2044,ETH,0.0
2045,ETH,0.0
2046,ETH,0.0
2047,ETH,0.0
2048,ETH,0.0
2049,ETH,0.0
2050,ETH,0.0
2051,ETH,0.0
2052,ETH,0.0
2053,ETH,0.0
2054,ETH,0.0
2055,ETH,0.0
1920,FIN,0.0
1921,FIN,0.0
1922,FIN,0.0
1923,FIN,0.0
1924,FIN,0.0
1925,FIN,0.0
1926,FIN,0.0
1927,FIN,0.0
1928,FIN,0.0
1929,FIN,0.0
1930,FIN,0.0
1931,FIN,0.0
1932,FIN,0.0
1933,FIN,0.0
1934,FIN,0.0
1935,FIN,0.0
1936,FIN,0.0
1937,FIN,0.0
1938,FIN,0.0
1939,FIN,0.0
1940,FIN,0.0
1941,FIN,0.0
1942,FIN,0.0
1943,FIN,0.0
1944,FIN,0.0
1945,FIN,0.0
1946,FIN,0.0
1947,FIN,0.0
1948,FIN,0.0
1949,FIN,0.0
1950,FIN,0.0
1951,FIN,0.0
1952,FIN,0.0
1953,FIN,0.0
1954,FIN,0.0
1955,FIN,0.0
1956,FIN,0.0
1957,FIN,0.0
1958,FIN,0.0
1959,FIN,0.0
1960,FIN,0.0
1961,FIN,0.0
1962,FIN,0.0
1963,FIN,0.0826828234111026
1964,FIN,0.0826828234111026
1965,FIN,0.0826828234111026
1966,FIN,0.0826828234111026
1967,FIN,0.0826828234111026
1968,FIN,0.0826828234111026
1969,FIN,0.0826828234111026
1970,FIN,0.0826828234111026
1971,FIN,0.0826828234111026
1972,FIN,0.0826828234111026
1973,FIN,0.0826828234111026
1974,FIN,0.0826828234111026
1975,FIN,0.0826828234111026
1976,FIN,0.0826828234111026
1977,FIN,0.1061647452598558
1978,FIN,0.1061647452598558
1979,FIN,0.1061647452598558
1980,FIN,0.1061647452598558
1981,FIN,0.1061647452598558
1982,FIN,0.1061647452598558
1983,FIN,0.6561708865905109
1984,FIN,0.6561708865905109
1985,FIN,0.6801489053797306
1986,FIN,0.6821332931415972
1987,FIN,0.692551328891396
1988,FIN,0.692551328891396
1989,FIN,0.692551328891396
1990,FIN,0.692551328891396
1991,FIN,0.6992563111240636
1992,FIN,0.6781162717686832
1993,FIN,0.8955452756675052
1994,FIN,0.903109255783602
1995,FIN,0.9254299128935052
1996,FIN,0.8989737867056802
1997,FIN,0.9529381991788236
1998,FIN,0.9788816087449076
1999,FIN,1.0112215306917935
2000,FIN,1.0029943773549783
2001,FIN,1.01778287793733
2002,FIN,0.980681209996196
2003,FIN,1.0980844932107043
2004,FIN,1.0950914532005798
2005,FIN,1.1489036492020723
2006,FIN,1.1630502734392372
2007,FIN,1.1802837000913966
2008,FIN,1.109171739144509
2009,FIN,1.1073808884607488
2021,FIN,2.122078243231979
2022,FIN,2.122078243231979
2023,FIN,1.2338285280306749
2024,FIN,1.2338285280306749
2025,FIN,1.1951044724972446
2026,FIN,1.1918997230737884
2027,FIN,1.1750747886006427
2028,FIN,1.1750747886006427
2029,FIN,1.1750747886006427
2030,FIN,1.1750747886006427
