iso_code3,Nation,Year,frac_trns_fuelmix_road_heavy_freight_biofuels
BRB,Barbados,2028,0.003308170908372966
BRB,Barbados,2029,0.003323208980993235
BRB,Barbados,2030,0.0033381149815757483
BRB,Barbados,2031,0.0033506799866771402
BRB,Barbados,2032,0.003363141241836264
BRB,Barbados,2033,0.0033755000267732854
BRB,Barbados,2034,0.0033877576002479875
BRB,Barbados,2035,0.0033999152004871983
BRB,Barbados,2036,0.003407831637296952
BRB,Barbados,2037,0.003415685239466984
BRB,Barbados,2038,0.003423476752140234
BRB,Barbados,2039,0.0034312069087241714
BRB,Barbados,2040,0.0034388764311206895
BRB,Barbados,2041,0.0034414974541518402
BRB,Barbados,2042,0.003444097169656739
BRB,Barbados,2043,0.0034466758364118492
BRB,Barbados,2044,0.003449233709020132
BRB,Barbados,2045,0.0034517710379948444
BRB,Barbados,2046,0.003452327396311911
BRB,Barbados,2047,0.003452879755469314
BRB,Barbados,2048,0.003453428158432178
BRB,Barbados,2049,0.003453972647552395
BRB,Barbados,2050,0.0034545132645793938
BRN,Brunei Darussalam,2021,0.0073963360139869825
BRN,Brunei Darussalam,2022,0.007354788110097782
BRN,Brunei Darussalam,2023,0.007314799974748799
BRN,Brunei Darussalam,2024,0.007276285392311789
BRN,Brunei Darussalam,2025,0.007239164386253166
BRN,Brunei Darussalam,2026,0.007138657720564499
BRN,Brunei Darussalam,2027,0.0070433116680873415
BRN,Brunei Darussalam,2028,0.006952738712415026
BRN,Brunei Darussalam,2029,0.006866589188447522
BRN,Brunei Darussalam,2030,0.006784546771067882
BRN,Brunei Darussalam,2031,0.006698355106695364
BRN,Brunei Darussalam,2032,0.00661624125676406
BRN,Brunei Darussalam,2033,0.006537922520442784
BRN,Brunei Darussalam,2034,0.006463141738236074
BRN,Brunei Darussalam,2035,0.006391664471199636
BRN,Brunei Darussalam,2036,0.0063180135175153265
BRN,Brunei Darussalam,2037,0.006247564383826568
BRN,Brunei Darussalam,2038,0.0061801127233414846
BRN,Brunei Darussalam,2039,0.0061154712161525454
BRN,Brunei Darussalam,2040,0.006053467832000765
BRN,Brunei Darussalam,2041,0.005989628239303327
BRN,Brunei Darussalam,2042,0.005928351290864115
BRN,Brunei Darussalam,2043,0.00586948571856263
BRN,Brunei Darussalam,2044,0.005812891929980818
BRN,Brunei Darussalam,2045,0.005758440903235436
BRN,Brunei Darussalam,2046,0.005700019756501988
BRN,Brunei Darussalam,2047,0.00564382596526961
BRN,Brunei Darussalam,2048,0.005589734532633429
BRN,Brunei Darussalam,2049,0.005537629642873064
BRN,Brunei Darussalam,2050,0.005487403833690298
BTN,Bhutan,2021,0.023563980488115123
BTN,Bhutan,2022,0.02332736718435259
BTN,Bhutan,2023,0.02310091178411698
BTN,Bhutan,2024,0.022883973908982613
BTN,Bhutan,2025,0.02267596590063113
BTN,Bhutan,2026,0.022170706323995915
BTN,Bhutan,2027,0.02169877480415432
BTN,Bhutan,2028,0.021256979036641897
BTN,Bhutan,2029,0.020842521799606124
BTN,Bhutan,2030,0.020452941668366028
BTN,Bhutan,2031,0.020019857336006208
BTN,Bhutan,2032,0.019614253071853112
BTN,Bhutan,2033,0.019233593805512227
BTN,Bhutan,2034,0.018875646981969134
BTN,Bhutan,2035,0.01853843874403971
BTN,Bhutan,2036,0.0181569220935455
BTN,Bhutan,2037,0.017799072298452668
BTN,Bhutan,2038,0.01746275339867513
BTN,Bhutan,2039,0.01714607895789943
BTN,Bhutan,2040,0.01684737666068758
BTN,Bhutan,2041,0.016518025518169742
BTN,Bhutan,2042,0.01620832329501836
BTN,Bhutan,2043,0.015916562556958554
BTN,Bhutan,2044,0.015641228128927123
BTN,Bhutan,2045,0.015380970775203676
BTN,Bhutan,2046,0.015105762626181725
BTN,Bhutan,2047,0.014845888453355539
BTN,Bhutan,2048,0.014600101430148029
BTN,Bhutan,2049,0.014367286337810332
BTN,Bhutan,2050,0.014146442647165322
BWA,Botswana,2021,0.06020518038970969
BWA,Botswana,2022,0.0593357872561958
BWA,Botswana,2023,0.058495562900673065
BWA,Botswana,2024,0.05768306359139297
BWA,Botswana,2025,0.05689693932835833
BWA,Botswana,2026,0.056141434473216865
BWA,Botswana,2027,0.0554095377204061
BWA,Botswana,2028,0.054700159529928974
BWA,Botswana,2029,0.05401227639065251
BWA,Botswana,2030,0.053344925893064415
BWA,Botswana,2031,0.05271457560949005
BWA,Botswana,2032,0.05210213872569799
BWA,Botswana,2033,0.05150686234073442
BWA,Botswana,2034,0.05092803516330568
BWA,Botswana,2035,0.05036498467646419
BWA,Botswana,2036,0.04976786288805642
BWA,Botswana,2037,0.04918776042636178
BWA,Botswana,2038,0.04862395988111145
BWA,Botswana,2039,0.048075783604362925
BWA,Botswana,2040,0.0475425909933752
BWA,Botswana,2041,0.04698850456467347
BWA,Botswana,2042,0.04645000734988467
BWA,Botswana,2043,0.04592645057219924
BWA,Botswana,2044,0.04541722096245353
BWA,Botswana,2045,0.044921738362745094
BWA,Botswana,2046,0.04440847858616392
BWA,Botswana,2047,0.04390945800627612
BWA,Botswana,2048,0.04342409218008033
BWA,Botswana,2049,0.04295182821723901
BWA,Botswana,2050,0.04249214267911958
CAF,Central African Republic,2021,0.0737275107965822
CAF,Central African Republic,2022,0.07345155721758141
CAF,Central African Republic,2023,0.07317993408109746
CAF,Central African Republic,2024,0.07291254024654376
CAF,Central African Republic,2025,0.07264927769861713
CAF,Central African Republic,2026,0.07228015753180958
CAF,Central African Republic,2027,0.0719178251947749
CAF,Central African Republic,2028,0.07156209515909161
CAF,Central African Republic,2029,0.07121278859657008
CAF,Central African Republic,2030,0.07086973307949086
CAF,Central African Republic,2031,0.07049388987558297
CAF,Central African Republic,2032,0.07012506526999251
CAF,Central African Republic,2033,0.06976306448060285
CAF,Central African Republic,2034,0.06940769986676418
CAF,Central African Republic,2035,0.06905879060497405
CAF,Central African Republic,2036,0.06862673674307224
CAF,Central African Republic,2037,0.06820348543239065
CAF,Central African Republic,2038,0.06778877037439805
CAF,Central African Republic,2039,0.06738233590489441
CAF,Central African Republic,2040,0.06698393646841976
CAF,Central African Republic,2041,0.06647809185052736
CAF,Central African Republic,2042,0.06598362991379804
CAF,Central African Republic,2043,0.06550017072766708
CAF,Central African Republic,2044,0.06502735108392133
CAF,Central African Republic,2045,0.06456482358668658
CAF,Central African Republic,2046,0.06396864020502104
CAF,Central African Republic,2047,0.06338753051068788
CAF,Central African Republic,2048,0.06282092996392144
CAF,Central African Republic,2049,0.06226830186821942
CAF,Central African Republic,2050,0.061729135674703735
CAN,Canada,2021,0.0
CAN,Canada,2022,0.0
CAN,Canada,2023,0.0
CAN,Canada,2024,0.0
CAN,Canada,2025,0.0
CAN,Canada,2026,0.0
CAN,Canada,2027,0.0
CAN,Canada,2028,0.0
CAN,Canada,2029,0.0
CAN,Canada,2030,0.0
CAN,Canada,2031,0.0
CAN,Canada,2032,0.0
CAN,Canada,2033,0.0
CAN,Canada,2034,0.0
CAN,Canada,2035,0.0
CAN,Canada,2036,0.0
CAN,Canada,2037,0.0
CAN,Canada,2038,0.0
CAN,Canada,2039,0.0
CAN,Canada,2040,0.0
CAN,Canada,2041,0.0
CAN,Canada,2042,0.0
CAN,Canada,2043,0.0
CAN,Canada,2044,0.0
CAN,Canada,2045,0.0
CAN,Canada,2046,0.0
CAN,Canada,2047,0.0
CAN,Canada,2048,0.0
CAN,Canada,2049,0.0
CAN,Canada,2050,0.0
CHE,Switzerland,2021,0.0
CHE,Switzerland,2022,0.0
CHE,Switzerland,2023,0.0
CHE,Switzerland,2024,0.0
CHE,Switzerland,2025,0.0
CHE,Switzerland,2026,0.0
CHE,Switzerland,2027,0.0
CHE,Switzerland,2028,0.0
CHE,Switzerland,2029,0.0
CHE,Switzerland,2030,0.0
CHE,Switzerland,2031,0.0
CHE,Switzerland,2032,0.0
CHE,Switzerland,2033,0.0
CHE,Switzerland,2034,0.0
CHE,Switzerland,2035,0.0
CHE,Switzerland,2036,0.0
CHE,Switzerland,2037,0.0
CHE,Switzerland,2038,0.0
CHE,Switzerland,2039,0.0
CHE,Switzerland,2040,0.0
CHE,Switzerland,2041,0.0
CHE,Switzerland,2042,0.0
CHE,Switzerland,2043,0.0
CHE,Switzerland,2044,0.0
CHE,Switzerland,2045,0.0
CHE,Switzerland,2046,0.0
CHE,Switzerland,2047,0.0
CHE,Switzerland,2048,0.0
CHE,Switzerland,2049,0.0
CHE,Switzerland,2050,0.0
CHL,Chile,2021,0.000940650812781093
CHL,Chile,2022,0.000940650812781093
CHL,Chile,2023,0.000940650812781093
CHL,Chile,2024,0.000940650812781093
CHL,Chile,2025,0.000940650812781093
CHL,Chile,2026,0.000940650812781093
CHL,Chile,2027,0.000940650812781093
CHL,Chile,2028,0.000940650812781093
CHL,Chile,2029,0.000940650812781093
CHL,Chile,2030,0.000940650812781093
CHL,Chile,2031,0.000940650812781093
CHL,Chile,2032,0.000940650812781093
CHL,Chile,2033,0.000940650812781093
CHL,Chile,2034,0.000940650812781093
CHL,Chile,2035,0.000940650812781093
CHL,Chile,2036,0.000940650812781093
CHL,Chile,2037,0.000940650812781093
CHL,Chile,2038,0.000940650812781093
CHL,Chile,2039,0.000940650812781093
CHL,Chile,2040,0.000940650812781093
CHL,Chile,2041,0.000940650812781093
CHL,Chile,2042,0.000940650812781093
CHL,Chile,2043,0.000940650812781093
CHL,Chile,2044,0.000940650812781093
CHL,Chile,2045,0.000940650812781093
CHL,Chile,2046,0.000940650812781093
CHL,Chile,2047,0.000940650812781093
CHL,Chile,2048,0.000940650812781093
CHL,Chile,2049,0.000940650812781093
CHL,Chile,2050,0.000940650812781093
CHN,China,2021,0.013954340205671285
CHN,China,2022,0.013640935404018617
CHN,China,2023,0.013350809574575089
CHN,China,2024,0.01308146193252064
CHN,China,2025,0.012830737511306523
CHN,China,2026,0.012607670714335493
CHN,China,2027,0.01239817850963406
CHN,China,2028,0.012201058376380448
CHN,China,2029,0.012015245755500874
CHN,China,2030,0.011839794816372548
CHN,China,2031,0.011716823061656603
CHN,China,2032,0.011599157210488802
CHN,China,2033,0.011486461111487012
CHN,China,2034,0.011378426421491568
CHN,China,2035,0.011274769788275909
CHN,China,2036,0.011187992613698804
CHN,China,2037,0.01110413170530373
CHN,China,2038,0.011023042484769489
CHN,China,2039,0.010944589775328684
CHN,China,2040,0.01086864704979469
CHN,China,2041,0.010802154595524877
CHN,China,2042,0.010737427005970199
CHN,China,2043,0.010674394935986955
CHN,China,2044,0.010612992626414595
CHN,China,2045,0.01055315767523574
CHN,China,2046,0.010513565281201575
CHN,China,2047,0.010474693712315084
CHN,China,2048,0.010436523460977008
CHN,China,2049,0.010399035717203842
CHN,China,2050,0.010362212337719638
CMR,Cameroon,2021,0.042596364175095845
CMR,Cameroon,2022,0.04266460771698787
CMR,Cameroon,2023,0.042730898447462674
CMR,Cameroon,2024,0.04279531900467289
CMR,Cameroon,2025,0.04285794742890624
CMR,Cameroon,2026,0.04255298461019312
CMR,Cameroon,2027,0.04226156472242134
CMR,Cameroon,2028,0.04198280523042617
CMR,Cameroon,2029,0.041715898650202775
CMR,Cameroon,2030,0.04146010473700811
CMR,Cameroon,2031,0.041072566997651404
CMR,Cameroon,2032,0.040703334689602154
CMR,Cameroon,2033,0.04035114074626832
CMR,Cameroon,2034,0.040014832402354684
CMR,Cameroon,2035,0.03969335858931401
CMR,Cameroon,2036,0.039203220852149154
CMR,Cameroon,2037,0.038738072667574654
CMR,Cameroon,2038,0.0382960504143903
CMR,Cameroon,2039,0.03787547128519051
CMR,Cameroon,2040,0.03747481187683604
CMR,Cameroon,2041,0.03690594469895758
CMR,Cameroon,2042,0.03636764456882053
CMR,Cameroon,2043,0.035857512248339135
CMR,Cameroon,2044,0.035373393188909794
CMR,Cameroon,2045,0.0349133471132431
CMR,Cameroon,2046,0.034292930889747754
CMR,Cameroon,2047,0.03370759681263609
CMR,Cameroon,2048,0.03315445105891717
CMR,Cameroon,2049,0.0326309095592975
CMR,Cameroon,2050,0.032134657633441574
COL,Colombia,2021,0.0
COL,Colombia,2022,0.0
COL,Colombia,2023,0.0
COL,Colombia,2024,0.0
COL,Colombia,2025,0.0
COL,Colombia,2026,0.0
COL,Colombia,2027,0.0
COL,Colombia,2028,0.0
COL,Colombia,2029,0.0
COL,Colombia,2030,0.0
COL,Colombia,2031,0.0
COL,Colombia,2032,0.0
COL,Colombia,2033,0.0
COL,Colombia,2034,0.0
COL,Colombia,2035,0.0
COL,Colombia,2036,0.0
COL,Colombia,2037,0.0
COL,Colombia,2038,0.0
COL,Colombia,2039,0.0
COL,Colombia,2040,0.0
COL,Colombia,2041,0.0
COL,Colombia,2042,0.0
COL,Colombia,2043,0.0
COL,Colombia,2044,0.0
COL,Colombia,2045,0.0
COL,Colombia,2046,0.0
COL,Colombia,2047,0.0
COL,Colombia,2048,0.0
COL,Colombia,2049,0.0
COL,Colombia,2050,0.0
COM,Comoros,2021,0.009034630919772907
COM,Comoros,2022,0.009114437981874212
COM,Comoros,2023,0.00919260947270277
COM,Comoros,2024,0.009269195161531891
COM,Comoros,2025,0.00934424281865252
COM,Comoros,2026,0.009388524726106542
COM,Comoros,2027,0.009431623974788866
COM,Comoros,2028,0.009473587319130486
COM,Comoros,2029,0.009514459081138972
COM,Comoros,2030,0.009554281306552587
COM,Comoros,2031,0.009580647873311579
COM,Comoros,2032,0.009606265579633991
COM,Comoros,2033,0.009631165882384753
COM,Comoros,2034,0.00965537850090858
COM,Comoros,2035,0.009678931535360879
COM,Comoros,2036,0.009681057824003934
COM,Comoros,2037,0.009683120379332116
COM,Comoros,2038,0.009685122024545004
COM,Comoros,2039,0.009687065418522487
COM,Comoros,2040,0.009688953067608247
COM,Comoros,2041,0.009662420207656387
COM,Comoros,2042,0.009636714634390378
COM,Comoros,2043,0.009611798249921243
COM,Comoros,2044,0.00958763526028598
COM,Comoros,2045,0.009564192003882283
COM,Comoros,2046,0.00950739438549216
COM,Comoros,2047,0.009452480025098896
COM,Comoros,2048,0.009399356784490354
COM,Comoros,2049,0.009347938439477363
COM,Comoros,2050,0.00929814421288752
CPV,Cabo Verde,2021,0.020063957976078992
CPV,Cabo Verde,2022,0.01998234193613772
CPV,Cabo Verde,2023,0.019903047241329627
CPV,Cabo Verde,2024,0.01982597624384295
CPV,Cabo Verde,2025,0.019751036696898434
CPV,Cabo Verde,2026,0.019673433096450123
CPV,Cabo Verde,2027,0.019597860516425605
CPV,Cabo Verde,2028,0.019524240253747598
CPV,Cabo Verde,2029,0.019452497619863028
CPV,Cabo Verde,2030,0.019382561687997645
CPV,Cabo Verde,2031,0.019281567244685764
CPV,Cabo Verde,2032,0.01918322692951916
CPV,Cabo Verde,2033,0.019087437473941805
CPV,Cabo Verde,2034,0.018994100898191875
CPV,Cabo Verde,2035,0.01890312417700657
CPV,Cabo Verde,2036,0.018771138666204105
CPV,Cabo Verde,2037,0.01864280558109641
CPV,Cabo Verde,2038,0.018517975380823858
CPV,Cabo Verde,2039,0.018396506578127324
CPV,Cabo Verde,2040,0.01827826520438735
CPV,Cabo Verde,2041,0.018125901791910357
CPV,Cabo Verde,2042,0.01797783693276117
CPV,Cabo Verde,2043,0.017833891247878923
CPV,Cabo Verde,2044,0.017693895201950794
CPV,Cabo Verde,2045,0.017557688437308736
CPV,Cabo Verde,2046,0.017394969917155598
CPV,Cabo Verde,2047,0.017236776661979064
CPV,Cabo Verde,2048,0.017082922486665434
CPV,Cabo Verde,2049,0.016933231281655973
CPV,Cabo Verde,2050,0.016787536340486277
CRI,Costa Rica,2021,0.023185867634692887
CRI,Costa Rica,2022,0.023264276382684874
CRI,Costa Rica,2023,0.02334041605015348
CRI,Costa Rica,2024,0.023414383730012533
CRI,Costa Rica,2025,0.023486271053659493
CRI,Costa Rica,2026,0.023274674715463434
CRI,Costa Rica,2027,0.02307372528547899
CRI,Costa Rica,2028,0.022882638902630613
CRI,Costa Rica,2029,0.022700706810009543
CRI,Costa Rica,2030,0.02252728657033758
CRI,Costa Rica,2031,0.022337243757993137
CRI,Costa Rica,2032,0.02215605274116397
CRI,Costa Rica,2033,0.021983109147939987
CRI,Costa Rica,2034,0.021817862401500163
CRI,Costa Rica,2035,0.021659809865032482
CRI,Costa Rica,2036,0.02146903062454516
CRI,Costa Rica,2037,0.021286813507949615
CRI,Costa Rica,2038,0.02111259476676942
CRI,Costa Rica,2039,0.02094585908085425
CRI,Costa Rica,2040,0.020786134467470494
CRI,Costa Rica,2041,0.020423906807848835
CRI,Costa Rica,2042,0.020078999580945386
CRI,Costa Rica,2043,0.019750199492626082
CRI,Costa Rica,2044,0.019436403984549475
CRI,Costa Rica,2045,0.019136608882603087
CRI,Costa Rica,2046,0.01876812277247566
CRI,Costa Rica,2047,0.018416492138379776
CRI,Costa Rica,2048,0.01808058632244633
CRI,Costa Rica,2049,0.017759373580483323
CRI,Costa Rica,2050,0.017451910496862875
CUB,Cuba,2021,0.023582391175857947
CUB,Cuba,2022,0.023238039365379444
CUB,Cuba,2023,0.02290241850737246
CUB,Cuba,2024,0.022575200702128696
CUB,Cuba,2025,0.022256074266402796
CUB,Cuba,2026,0.022132397266010094
CUB,Cuba,2027,0.02200942066796942
CUB,Cuba,2028,0.021887138539346918
CUB,Cuba,2029,0.02176554501402862
CUB,Cuba,2030,0.02164463429178235
CUB,Cuba,2031,0.021508828031893162
CUB,Cuba,2032,0.0213737027852395
CUB,Cuba,2033,0.0212392534421257
CUB,Cuba,2034,0.021105474943846538
CUB,Cuba,2035,0.02097236228205267
CUB,Cuba,2036,0.02079046805809084
CUB,Cuba,2037,0.02060997982107592
CUB,Cuba,2038,0.020430881331992962
CUB,Cuba,2039,0.020253156600946683
CUB,Cuba,2040,0.020076789882402597
CUB,Cuba,2041,0.019843172502197047
CUB,Cuba,2042,0.019612253648240357
CUB,Cuba,2043,0.01938398683280253
CUB,Cuba,2044,0.01915832662985408
CUB,Cuba,2045,0.018935228644928817
CUB,Cuba,2046,0.018699405041022805
CUB,Cuba,2047,0.018466164631526998
CUB,Cuba,2048,0.01823546520345802
CUB,Cuba,2049,0.018007265458607945
CUB,Cuba,2050,0.017781524988898297
CYP,Cyprus,2021,0.0
CYP,Cyprus,2022,0.0
CYP,Cyprus,2023,0.0
CYP,Cyprus,2024,0.0
CYP,Cyprus,2025,0.0
CYP,Cyprus,2026,0.0
CYP,Cyprus,2027,0.0
CYP,Cyprus,2028,0.0
CYP,Cyprus,2029,0.0
CYP,Cyprus,2030,0.0
CYP,Cyprus,2031,0.0
CYP,Cyprus,2032,0.0
CYP,Cyprus,2033,0.0
CYP,Cyprus,2034,0.0
CYP,Cyprus,2035,0.0
CYP,Cyprus,2036,0.0
CYP,Cyprus,2037,0.0
CYP,Cyprus,2038,0.0
CYP,Cyprus,2039,0.0
CYP,Cyprus,2040,0.0
CYP,Cyprus,2041,0.0
CYP,Cyprus,2042,0.0
CYP,Cyprus,2043,0.0
CYP,Cyprus,2044,0.0
CYP,Cyprus,2045,0.0
CYP,Cyprus,2046,0.0
CYP,Cyprus,2047,0.0
CYP,Cyprus,2048,0.0
CYP,Cyprus,2049,0.0
CYP,Cyprus,2050,0.0
DEU,Germany,2021,0.0
DEU,Germany,2022,0.0
DEU,Germany,2023,0.0
DEU,Germany,2024,0.0
DEU,Germany,2025,0.0
DEU,Germany,2026,0.0
DEU,Germany,2027,0.0
DEU,Germany,2028,0.0
DEU,Germany,2029,0.0
DEU,Germany,2030,0.0
DEU,Germany,2031,0.0
DEU,Germany,2032,0.0
DEU,Germany,2033,0.0
DEU,Germany,2034,0.0
DEU,Germany,2035,0.0
DEU,Germany,2036,0.0
DEU,Germany,2037,0.0
DEU,Germany,2038,0.0
DEU,Germany,2039,0.0
DEU,Germany,2040,0.0
DEU,Germany,2041,0.0
DEU,Germany,2042,0.0
DEU,Germany,2043,0.0
DEU,Germany,2044,0.0
DEU,Germany,2045,0.0
DEU,Germany,2046,0.0
DEU,Germany,2047,0.0
DEU,Germany,2048,0.0
DEU,Germany,2049,0.0
DEU,Germany,2050,0.0
DJI,Djibouti,2021,0.0396834186447715
DJI,Djibouti,2022,0.03926924787282264
DJI,Djibouti,2023,0.03887152972160607
DJI,Djibouti,2024,0.03848930293189336
DJI,Djibouti,2025,0.03812167969719355
DJI,Djibouti,2026,0.03746485186294604
DJI,Djibouti,2027,0.03684138467124048
DJI,Djibouti,2028,0.036248799460619596
DJI,Djibouti,2029,0.03568485718457668
DJI,Djibouti,2030,0.03514753014001234
DJI,Djibouti,2031,0.034426061298620435
DJI,Djibouti,2032,0.0337443525723748
DJI,Djibouti,2033,0.033099205332211605
DJI,Djibouti,2034,0.032487755087328034
DJI,Djibouti,2035,0.031907428964306574
DJI,Djibouti,2036,0.03117591804723217
DJI,Djibouti,2037,0.030486739015791683
DJI,Djibouti,2038,0.02983632063914869
DJI,Djibouti,2039,0.0292214824038961
DJI,Djibouti,2040,0.028639382502661383
DJI,Djibouti,2041,0.027943537081299864
DJI,Djibouti,2042,0.027288550830252938
DJI,Djibouti,2043,0.026670927595564126
DJI,Djibouti,2044,0.026087559031229633
DJI,Djibouti,2045,0.025535672278515675
DJI,Djibouti,2046,0.02489752245326014
DJI,Djibouti,2047,0.024296544346890887
DJI,Djibouti,2048,0.023729582039795492
DJI,Djibouti,2049,0.02319382703488245
DJI,Djibouti,2050,0.022686771730147975
DNK,Denmark,2021,0.003347570125822463
DNK,Denmark,2022,0.003347570125822463
DNK,Denmark,2023,0.003347570125822463
DNK,Denmark,2024,0.003347570125822463
DNK,Denmark,2025,0.003347570125822463
DNK,Denmark,2026,0.003347570125822463
DNK,Denmark,2027,0.003347570125822463
DNK,Denmark,2028,0.003347570125822463
DNK,Denmark,2029,0.003347570125822463
DNK,Denmark,2030,0.003347570125822463
DNK,Denmark,2031,0.003347570125822463
DNK,Denmark,2032,0.003347570125822463
DNK,Denmark,2033,0.003347570125822463
DNK,Denmark,2034,0.003347570125822463
DNK,Denmark,2035,0.003347570125822463
DNK,Denmark,2036,0.003347570125822463
DNK,Denmark,2037,0.003347570125822463
DNK,Denmark,2038,0.003347570125822463
DNK,Denmark,2039,0.003347570125822463
DNK,Denmark,2040,0.003347570125822463
DNK,Denmark,2041,0.003347570125822463
DNK,Denmark,2042,0.003347570125822463
DNK,Denmark,2043,0.003347570125822463
DNK,Denmark,2044,0.003347570125822463
DNK,Denmark,2045,0.003347570125822463
DNK,Denmark,2046,0.003347570125822463
DNK,Denmark,2047,0.003347570125822463
DNK,Denmark,2048,0.003347570125822463
DNK,Denmark,2049,0.003347570125822463
DNK,Denmark,2050,0.003347570125822463
DOM,Dominican Republic,2021,0.021499562809121988
DOM,Dominican Republic,2022,0.021237541964103688
DOM,Dominican Republic,2023,0.02099040347942979
DOM,Dominican Republic,2024,0.020756914428219798
DOM,Dominican Republic,2025,0.020535974412663003
DOM,Dominican Republic,2026,0.020370016956746013
DOM,Dominican Republic,2027,0.020211843570685614
DOM,Dominican Republic,2028,0.02006091914769475
DOM,Dominican Republic,2029,0.019916756529323832
DOM,Dominican Republic,2030,0.019778911252606567
DOM,Dominican Republic,2031,0.019619063635707007
DOM,Dominican Republic,2032,0.019466240593520204
DOM,Dominican Republic,2033,0.01931998903460286
DOM,Dominican Republic,2034,0.0191798940137674
DOM,Dominican Republic,2035,0.019045574800369017
DOM,Dominican Republic,2036,0.018869159254104505
DOM,Dominican Republic,2037,0.01870034909375607
DOM,Dominican Republic,2038,0.018538662887240032
DOM,Dominican Republic,2039,0.01838365899660683
DOM,Dominican Republic,2040,0.018234931549663217
DOM,Dominican Republic,2041,0.01783019283741779
DOM,Dominican Republic,2042,0.01744532805317814
DOM,Dominican Republic,2043,0.017078908467082342
DOM,Dominican Republic,2044,0.016729639092223008
DOM,Dominican Republic,2045,0.016396343392963714
DOM,Dominican Republic,2046,0.016058425981502162
DOM,Dominican Republic,2047,0.015735879596969902
DOM,Dominican Republic,2048,0.015427678777260773
DOM,Dominican Republic,2049,0.015132887292770647
DOM,Dominican Republic,2050,0.014850648647130335
DZA,Algeria,2021,0.04781686765631348
DZA,Algeria,2022,0.04800766519112985
DZA,Algeria,2023,0.04819696583805478
DZA,Algeria,2024,0.04838478714384127
DZA,Algeria,2025,0.04857114638206268
DZA,Algeria,2026,0.04799757586959976
DZA,Algeria,2027,0.0474453174567309
DZA,Algeria,2028,0.04691320497192672
DZA,Algeria,2029,0.046400155801533685
DZA,Algeria,2030,0.045905163537668464
DZA,Algeria,2031,0.04559966055567956
DZA,Algeria,2032,0.04530217378980034
DZA,Algeria,2033,0.045012391814740406
DZA,Algeria,2034,0.044730019130565575
DZA,Algeria,2035,0.04445477515757849
DZA,Algeria,2036,0.04426484815289153
DZA,Algeria,2037,0.04407889863985938
DZA,Algeria,2038,0.04389680296703751
DZA,Algeria,2039,0.04371844255581447
DZA,Algeria,2040,0.04354370364291038
DZA,Algeria,2041,0.043269746743969585
DZA,Algeria,2042,0.04300241061380275
DZA,Algeria,2043,0.042741458109866695
DZA,Algeria,2044,0.04248666328128528
DZA,Algeria,2045,0.04223781071632626
DZA,Algeria,2046,0.041830076023800615
DZA,Algeria,2047,0.041434313494912306
DZA,Algeria,2048,0.04105000345777971
DZA,Algeria,2049,0.040676655887865544
DZA,Algeria,2050,0.040313808323476016
ECU,Ecuador,2021,0.028054591263706595
ECU,Ecuador,2022,0.028071408711362548
ECU,Ecuador,2023,0.02808795012967873
ECU,Ecuador,2024,0.028104222259154855
ECU,Ecuador,2025,0.028120231622596893
ECU,Ecuador,2026,0.027609398045838215
ECU,Ecuador,2027,0.027124493053114176
ECU,Ecuador,2028,0.026663591403286304
ECU,Ecuador,2029,0.026224953854828054
ECU,Ecuador,2030,0.02580700523352195
ECU,Ecuador,2031,0.025343596950300185
ECU,Ecuador,2032,0.02490274786279782
ECU,Ecuador,2033,0.02448284980700291
ECU,Ecuador,2034,0.024082443924724445
ECU,Ecuador,2035,0.02370020372925832
ECU,Ecuador,2036,0.023248748378809244
ECU,Ecuador,2037,0.022819491339741097
ECU,Ecuador,2038,0.02241083464352837
ECU,Ecuador,2039,0.022021330102828116
ECU,Ecuador,2040,0.021649662164136857
ECU,Ecuador,2041,0.021220887336491266
ECU,Ecuador,2042,0.02081306129389558
ECU,Ecuador,2043,0.020424685394207054
ECU,Ecuador,2044,0.020054400613177738
ECU,Ecuador,2045,0.019700971655505165
ECU,Ecuador,2046,0.019303300046767825
ECU,Ecuador,2047,0.018924710183827576
ECU,Ecuador,2048,0.018563860827015444
ECU,Ecuador,2049,0.018219533558442833
ECU,Ecuador,2050,0.01789061903765572
ESP,Spain,2021,0.0
ESP,Spain,2022,0.0
ESP,Spain,2023,0.0
ESP,Spain,2024,0.0
ESP,Spain,2025,0.0
ESP,Spain,2026,0.0
ESP,Spain,2027,0.0
ESP,Spain,2028,0.0
ESP,Spain,2029,0.0
ESP,Spain,2030,0.0
ESP,Spain,2031,0.0
ESP,Spain,2032,0.0
ESP,Spain,2033,0.0
ESP,Spain,2034,0.0
ESP,Spain,2035,0.0
ESP,Spain,2036,0.0
ESP,Spain,2037,0.0
ESP,Spain,2038,0.0
ESP,Spain,2039,0.0
ESP,Spain,2040,0.0
ESP,Spain,2041,0.0
ESP,Spain,2042,0.0
ESP,Spain,2043,0.0
ESP,Spain,2044,0.0
ESP,Spain,2045,0.0
ESP,Spain,2046,0.0
ESP,Spain,2047,0.0
ESP,Spain,2048,0.0
ESP,Spain,2049,0.0
ESP,Spain,2050,0.0
EST,Estonia,2021,0.01069682151589242
EST,Estonia,2022,0.01069682151589242
EST,Estonia,2023,0.01069682151589242
EST,Estonia,2024,0.01069682151589242
EST,Estonia,2025,0.01069682151589242
EST,Estonia,2026,0.01069682151589242
EST,Estonia,2027,0.01069682151589242
