,Nation,iso_code3,Year,frac_scoe_heat_energy_commercial_municipal_electricity
72,Afghanistan,AFG,2030,0.4349458900910574
73,Afghanistan,AFG,2031,0.4349458900910574
74,Afghanistan,AFG,2032,0.4349458900910574
75,Afghanistan,AFG,2033,0.4349458900910574
76,Afghanistan,AFG,2034,0.4349458900910574
77,Afghanistan,AFG,2035,0.4349458900910574
78,Afghanistan,AFG,2036,0.4349458900910574
79,Afghanistan,AFG,2037,0.4349458900910574
80,Afghanistan,AFG,2038,0.4349458900910574
81,Afghanistan,AFG,2039,0.4349458900910574
82,Afghanistan,AFG,2040,0.4349458900910574
83,Afghanistan,AFG,2041,0.4349458900910574
84,Afghanistan,AFG,2042,0.4349458900910574
85,Afghanistan,AFG,2043,0.4349458900910574
86,Afghanistan,AFG,2044,0.4349458900910574
87,Afghanistan,AFG,2045,0.4349458900910574
88,Afghanistan,AFG,2046,0.4349458900910574
89,Afghanistan,AFG,2047,0.4349458900910574
90,Afghanistan,AFG,2048,0.4349458900910574
91,Afghanistan,AFG,2049,0.4349458900910574
92,Afghanistan,AFG,2050,0.4349458900910574
93,Africa Western and Central,AFW,2020,0.4349458900910574
94,Africa Western and Central,AFW,2021,0.4349458900910574
95,Africa Western and Central,AFW,2022,0.4349458900910574
96,Africa Western and Central,AFW,2023,0.4349458900910574
97,Africa Western and Central,AFW,2024,0.4349458900910574
98,Africa Western and Central,AFW,2025,0.4349458900910574
99,Africa Western and Central,AFW,2026,0.4349458900910574
100,Africa Western and Central,AFW,2027,0.4349458900910574
101,Africa Western and Central,AFW,2028,0.4349458900910574
102,Africa Western and Central,AFW,2029,0.4349458900910574
103,Africa Western and Central,AFW,2030,0.4349458900910574
104,Africa Western and Central,AFW,2031,0.4349458900910574
105,Africa Western and Central,AFW,2032,0.4349458900910574
106,Africa Western and Central,AFW,2033,0.4349458900910574
107,Africa Western and Central,AFW,2034,0.4349458900910574
108,Africa Western and Central,AFW,2035,0.4349458900910574
109,Africa Western and Central,AFW,2036,0.4349458900910574
110,Africa Western and Central,AFW,2037,0.4349458900910574
111,Africa Western and Central,AFW,2038,0.4349458900910574
112,Africa Western and Central,AFW,2039,0.4349458900910574
113,Africa Western and Central,AFW,2040,0.4349458900910574
114,Africa Western and Central,AFW,2041,0.4349458900910574
115,Africa Western and Central,AFW,2042,0.4349458900910574
116,Africa Western and Central,AFW,2043,0.4349458900910574
117,Africa Western and Central,AFW,2044,0.4349458900910574
118,Africa Western and Central,AFW,2045,0.4349458900910574
119,Africa Western and Central,AFW,2046,0.4349458900910574
120,Africa Western and Central,AFW,2047,0.4349458900910574
121,Africa Western and Central,AFW,2048,0.4349458900910574
122,Africa Western and Central,AFW,2049,0.4349458900910574
123,Africa Western and Central,AFW,2050,0.4349458900910574
124,Angola,AGO,2020,0.4349458900910574
125,Angola,AGO,2021,0.4349458900910574
126,Angola,AGO,2022,0.4349458900910574
127,Angola,AGO,2023,0.4349458900910574
128,Angola,AGO,2024,0.4349458900910574
129,Angola,AGO,2025,0.4349458900910574
130,Angola,AGO,2026,0.4349458900910574
131,Angola,AGO,2027,0.4349458900910574
132,Angola,AGO,2028,0.4349458900910574
133,Angola,AGO,2029,0.4349458900910574
134,Angola,AGO,2030,0.4349458900910574
135,Angola,AGO,2031,0.4349458900910574
136,Angola,AGO,2032,0.4349458900910574
137,Angola,AGO,2033,0.4349458900910574
138,Angola,AGO,2034,0.4349458900910574
139,Angola,AGO,2035,0.4349458900910574
140,Angola,AGO,2036,0.4349458900910574
141,Angola,AGO,2037,0.4349458900910574
142,Angola,AGO,2038,0.4349458900910574
143,Angola,AGO,2039,0.4349458900910574
144,Angola,AGO,2040,0.4349458900910574
145,Angola,AGO,2041,0.4349458900910574
146,Angola,AGO,2042,0.4349458900910574
147,Angola,AGO,2043,0.4349458900910574
148,Angola,AGO,2044,0.4349458900910574
149,Angola,AGO,2045,0.4349458900910574
150,Angola,AGO,2046,0.4349458900910574
151,Angola,AGO,2047,0.4349458900910574
152,Angola,AGO,2048,0.4349458900910574
153,Angola,AGO,2049,0.4349458900910574
154,Angola,AGO,2050,0.4349458900910574
155,Albania,ALB,2020,0.4349458900910574
156,Albania,ALB,2021,0.4349458900910574
157,Albania,ALB,2022,0.4349458900910574
158,Albania,ALB,2023,0.4349458900910574
159,Albania,ALB,2024,0.4349458900910574
160,Albania,ALB,2025,0.4349458900910574
161,Albania,ALB,2026,0.4349458900910574
162,Albania,ALB,2027,0.4349458900910574
163,Albania,ALB,2028,0.4349458900910574
164,Albania,ALB,2029,0.4349458900910574
165,Albania,ALB,2030,0.4349458900910574
166,Albania,ALB,2031,0.4349458900910574
167,Albania,ALB,2032,0.4349458900910574
168,Albania,ALB,2033,0.4349458900910574
169,Albania,ALB,2034,0.4349458900910574
170,Albania,ALB,2035,0.4349458900910574
171,Albania,ALB,2036,0.4349458900910574
172,Albania,ALB,2037,0.4349458900910574
173,Albania,ALB,2038,0.4349458900910574
174,Albania,ALB,2039,0.4349458900910574
175,Albania,ALB,2040,0.4349458900910574
176,Albania,ALB,2041,0.4349458900910574
177,Albania,ALB,2042,0.4349458900910574
178,Albania,ALB,2043,0.4349458900910574
179,Albania,ALB,2044,0.4349458900910574
180,Albania,ALB,2045,0.4349458900910574
181,Albania,ALB,2046,0.4349458900910574
182,Albania,ALB,2047,0.4349458900910574
183,Albania,ALB,2048,0.4349458900910574
184,Albania,ALB,2049,0.4349458900910574
185,Albania,ALB,2050,0.4349458900910574
186,Andorra,AND,2020,0.4349458900910574
187,Andorra,AND,2021,0.4349458900910574
188,Andorra,AND,2022,0.4349458900910574
189,Andorra,AND,2023,0.4349458900910574
190,Andorra,AND,2024,0.4349458900910574
191,Andorra,AND,2025,0.4349458900910574
192,Andorra,AND,2026,0.4349458900910574
193,Andorra,AND,2027,0.4349458900910574
194,Andorra,AND,2028,0.4349458900910574
195,Andorra,AND,2029,0.4349458900910574
196,Andorra,AND,2030,0.4349458900910574
197,Andorra,AND,2031,0.4349458900910574
198,Andorra,AND,2032,0.4349458900910574
199,Andorra,AND,2033,0.4349458900910574
200,Andorra,AND,2034,0.4349458900910574
201,Andorra,AND,2035,0.4349458900910574
202,Andorra,AND,2036,0.4349458900910574
203,Andorra,AND,2037,0.4349458900910574
204,Andorra,AND,2038,0.4349458900910574
205,Andorra,AND,2039,0.4349458900910574
206,Andorra,AND,2040,0.4349458900910574
207,Andorra,AND,2041,0.4349458900910574
208,Andorra,AND,2042,0.4349458900910574
209,Andorra,AND,2043,0.4349458900910574
210,Andorra,AND,2044,0.4349458900910574
211,Andorra,AND,2045,0.4349458900910574
212,Andorra,AND,2046,0.4349458900910574
213,Andorra,AND,2047,0.4349458900910574
214,Andorra,AND,2048,0.4349458900910574
215,Andorra,AND,2049,0.4349458900910574
216,Andorra,AND,2050,0.4349458900910574
217,Arab World,ARB,2020,0.4349458900910574
218,Arab World,ARB,2021,0.4349458900910574
219,Arab World,ARB,2022,0.4349458900910574
220,Arab World,ARB,2023,0.4349458900910574
221,Arab World,ARB,2024,0.4349458900910574
222,Arab World,ARB,2025,0.4349458900910574
223,Arab World,ARB,2026,0.4349458900910574
224,Arab World,ARB,2027,0.4349458900910574
225,Arab World,ARB,2028,0.4349458900910574
226,Arab World,ARB,2029,0.4349458900910574
227,Arab World,ARB,2030,0.4349458900910574
228,Arab World,ARB,2031,0.4349458900910574
229,Arab World,ARB,2032,0.4349458900910574
230,Arab World,ARB,2033,0.4349458900910574
231,Arab World,ARB,2034,0.4349458900910574
232,Arab World,ARB,2035,0.4349458900910574
233,Arab World,ARB,2036,0.4349458900910574
234,Arab World,ARB,2037,0.4349458900910574
235,Arab World,ARB,2038,0.4349458900910574
236,Arab World,ARB,2039,0.4349458900910574
237,Arab World,ARB,2040,0.4349458900910574
238,Arab World,ARB,2041,0.4349458900910574
239,Arab World,ARB,2042,0.4349458900910574
240,Arab World,ARB,2043,0.4349458900910574
241,Arab World,ARB,2044,0.4349458900910574
242,Arab World,ARB,2045,0.4349458900910574
243,Arab World,ARB,2046,0.4349458900910574
244,Arab World,ARB,2047,0.4349458900910574
245,Arab World,ARB,2048,0.4349458900910574
246,Arab World,ARB,2049,0.4349458900910574
247,Arab World,ARB,2050,0.4349458900910574
248,United Arab Emirates,ARE,2020,0.4349458900910574
249,United Arab Emirates,ARE,2021,0.4349458900910574
250,United Arab Emirates,ARE,2022,0.4349458900910574
251,United Arab Emirates,ARE,2023,0.4349458900910574
252,United Arab Emirates,ARE,2024,0.4349458900910574
253,United Arab Emirates,ARE,2025,0.4349458900910574
254,United Arab Emirates,ARE,2026,0.4349458900910574
255,United Arab Emirates,ARE,2027,0.4349458900910574
256,United Arab Emirates,ARE,2028,0.4349458900910574
257,United Arab Emirates,ARE,2029,0.4349458900910574
258,United Arab Emirates,ARE,2030,0.4349458900910574
259,United Arab Emirates,ARE,2031,0.4349458900910574
260,United Arab Emirates,ARE,2032,0.4349458900910574
261,United Arab Emirates,ARE,2033,0.4349458900910574
262,United Arab Emirates,ARE,2034,0.4349458900910574
263,United Arab Emirates,ARE,2035,0.4349458900910574
264,United Arab Emirates,ARE,2036,0.4349458900910574
265,United Arab Emirates,ARE,2037,0.4349458900910574
266,United Arab Emirates,ARE,2038,0.4349458900910574
267,United Arab Emirates,ARE,2039,0.4349458900910574
268,United Arab Emirates,ARE,2040,0.4349458900910574
269,United Arab Emirates,ARE,2041,0.4349458900910574
270,United Arab Emirates,ARE,2042,0.4349458900910574
271,United Arab Emirates,ARE,2043,0.4349458900910574
272,United Arab Emirates,ARE,2044,0.4349458900910574
273,United Arab Emirates,ARE,2045,0.4349458900910574
274,United Arab Emirates,ARE,2046,0.4349458900910574
275,United Arab Emirates,ARE,2047,0.4349458900910574
276,United Arab Emirates,ARE,2048,0.4349458900910574
277,United Arab Emirates,ARE,2049,0.4349458900910574
278,United Arab Emirates,ARE,2050,0.4349458900910574
279,Argentina,ARG,2020,0.4349458900910574
280,Argentina,ARG,2021,0.4349458900910574
281,Argentina,ARG,2022,0.4349458900910574
282,Argentina,ARG,2023,0.4349458900910574
283,Argentina,ARG,2024,0.4349458900910574
284,Argentina,ARG,2025,0.4349458900910574
285,Argentina,ARG,2026,0.4349458900910574
286,Argentina,ARG,2027,0.4349458900910574
287,Argentina,ARG,2028,0.4349458900910574
288,Argentina,ARG,2029,0.4349458900910574
289,Argentina,ARG,2030,0.4349458900910574
290,Argentina,ARG,2031,0.4349458900910574
291,Argentina,ARG,2032,0.4349458900910574
292,Argentina,ARG,2033,0.4349458900910574
293,Argentina,ARG,2034,0.4349458900910574
294,Argentina,ARG,2035,0.4349458900910574
295,Argentina,ARG,2036,0.4349458900910574
296,Argentina,ARG,2037,0.4349458900910574
297,Argentina,ARG,2038,0.4349458900910574
298,Argentina,ARG,2039,0.4349458900910574
299,Argentina,ARG,2040,0.4349458900910574
300,Argentina,ARG,2041,0.4349458900910574
301,Argentina,ARG,2042,0.4349458900910574
302,Argentina,ARG,2043,0.4349458900910574
303,Argentina,ARG,2044,0.4349458900910574
304,Argentina,ARG,2045,0.4349458900910574
305,Argentina,ARG,2046,0.4349458900910574
306,Argentina,ARG,2047,0.4349458900910574
307,Argentina,ARG,2048,0.4349458900910574
308,Argentina,ARG,2049,0.4349458900910574
309,Argentina,ARG,2050,0.4349458900910574
310,Armenia,ARM,2020,0.4349458900910574
311,Armenia,ARM,2021,0.4349458900910574
312,Armenia,ARM,2022,0.4349458900910574
313,Armenia,ARM,2023,0.4349458900910574
314,Armenia,ARM,2024,0.4349458900910574
315,Armenia,ARM,2025,0.4349458900910574
316,Armenia,ARM,2026,0.4349458900910574
317,Armenia,ARM,2027,0.4349458900910574
318,Armenia,ARM,2028,0.4349458900910574
319,Armenia,ARM,2029,0.4349458900910574
320,Armenia,ARM,2030,0.4349458900910574
321,Armenia,ARM,2031,0.4349458900910574
322,Armenia,ARM,2032,0.4349458900910574
323,Armenia,ARM,2033,0.4349458900910574
324,Armenia,ARM,2034,0.4349458900910574
325,Armenia,ARM,2035,0.4349458900910574
326,Armenia,ARM,2036,0.4349458900910574
327,Armenia,ARM,2037,0.4349458900910574
328,Armenia,ARM,2038,0.4349458900910574
329,Armenia,ARM,2039,0.4349458900910574
330,Armenia,ARM,2040,0.4349458900910574
331,Armenia,ARM,2041,0.4349458900910574
332,Armenia,ARM,2042,0.4349458900910574
333,Armenia,ARM,2043,0.4349458900910574
334,Armenia,ARM,2044,0.4349458900910574
335,Armenia,ARM,2045,0.4349458900910574
336,Armenia,ARM,2046,0.4349458900910574
337,Armenia,ARM,2047,0.4349458900910574
338,Armenia,ARM,2048,0.4349458900910574
339,Armenia,ARM,2049,0.4349458900910574
340,Armenia,ARM,2050,0.4349458900910574
341,American Samoa,ASM,2020,0.4349458900910574
342,American Samoa,ASM,2021,0.4349458900910574
343,American Samoa,ASM,2022,0.4349458900910574
344,American Samoa,ASM,2023,0.4349458900910574
345,American Samoa,ASM,2024,0.4349458900910574
346,American Samoa,ASM,2025,0.4349458900910574
347,American Samoa,ASM,2026,0.4349458900910574
348,American Samoa,ASM,2027,0.4349458900910574
349,American Samoa,ASM,2028,0.4349458900910574
350,American Samoa,ASM,2029,0.4349458900910574
351,American Samoa,ASM,2030,0.4349458900910574
352,American Samoa,ASM,2031,0.4349458900910574
353,American Samoa,ASM,2032,0.4349458900910574
354,American Samoa,ASM,2033,0.4349458900910574
355,American Samoa,ASM,2034,0.4349458900910574
356,American Samoa,ASM,2035,0.4349458900910574
357,American Samoa,ASM,2036,0.4349458900910574
358,American Samoa,ASM,2037,0.4349458900910574
359,American Samoa,ASM,2038,0.4349458900910574
360,American Samoa,ASM,2039,0.4349458900910574
361,American Samoa,ASM,2040,0.4349458900910574
362,American Samoa,ASM,2041,0.4349458900910574
363,American Samoa,ASM,2042,0.4349458900910574
364,American Samoa,ASM,2043,0.4349458900910574
365,American Samoa,ASM,2044,0.4349458900910574
366,American Samoa,ASM,2045,0.4349458900910574
367,American Samoa,ASM,2046,0.4349458900910574
368,American Samoa,ASM,2047,0.4349458900910574
369,American Samoa,ASM,2048,0.4349458900910574
370,American Samoa,ASM,2049,0.4349458900910574
371,American Samoa,ASM,2050,0.4349458900910574
372,Antigua and Barbuda,ATG,2020,0.4349458900910574
373,Antigua and Barbuda,ATG,2021,0.4349458900910574
374,Antigua and Barbuda,ATG,2022,0.4349458900910574
375,Antigua and Barbuda,ATG,2023,0.4349458900910574
376,Antigua and Barbuda,ATG,2024,0.4349458900910574
377,Antigua and Barbuda,ATG,2025,0.4349458900910574
378,Antigua and Barbuda,ATG,2026,0.4349458900910574
379,Antigua and Barbuda,ATG,2027,0.4349458900910574
380,Antigua and Barbuda,ATG,2028,0.4349458900910574
381,Antigua and Barbuda,ATG,2029,0.4349458900910574
382,Antigua and Barbuda,ATG,2030,0.4349458900910574
383,Antigua and Barbuda,ATG,2031,0.4349458900910574
384,Antigua and Barbuda,ATG,2032,0.4349458900910574
385,Antigua and Barbuda,ATG,2033,0.4349458900910574
386,Antigua and Barbuda,ATG,2034,0.4349458900910574
387,Antigua and Barbuda,ATG,2035,0.4349458900910574
388,Antigua and Barbuda,ATG,2036,0.4349458900910574
389,Antigua and Barbuda,ATG,2037,0.4349458900910574
390,Antigua and Barbuda,ATG,2038,0.4349458900910574
391,Antigua and Barbuda,ATG,2039,0.4349458900910574
392,Antigua and Barbuda,ATG,2040,0.4349458900910574
393,Antigua and Barbuda,ATG,2041,0.4349458900910574
394,Antigua and Barbuda,ATG,2042,0.4349458900910574
395,Antigua and Barbuda,ATG,2043,0.4349458900910574
396,Antigua and Barbuda,ATG,2044,0.4349458900910574
397,Antigua and Barbuda,ATG,2045,0.4349458900910574
398,Antigua and Barbuda,ATG,2046,0.4349458900910574
399,Antigua and Barbuda,ATG,2047,0.4349458900910574
400,Antigua and Barbuda,ATG,2048,0.4349458900910574
401,Antigua and Barbuda,ATG,2049,0.4349458900910574
402,Antigua and Barbuda,ATG,2050,0.4349458900910574
403,Australia,AUS,2020,0.6516533071361088
404,Australia,AUS,2021,0.6516533071361088
405,Australia,AUS,2022,0.6516533071361088
406,Australia,AUS,2023,0.6516533071361088
407,Australia,AUS,2024,0.6516533071361088
408,Australia,AUS,2025,0.6516533071361088
409,Australia,AUS,2026,0.6516533071361088
410,Australia,AUS,2027,0.6516533071361088
411,Australia,AUS,2028,0.6516533071361088
412,Australia,AUS,2029,0.6516533071361088
413,Australia,AUS,2030,0.6516533071361088
414,Australia,AUS,2031,0.6516533071361088
415,Australia,AUS,2032,0.6516533071361088
416,Australia,AUS,2033,0.6516533071361088
417,Australia,AUS,2034,0.6516533071361088
418,Australia,AUS,2035,0.6516533071361088
419,Australia,AUS,2036,0.6516533071361088
420,Australia,AUS,2037,0.6516533071361088
421,Australia,AUS,2038,0.6516533071361088
422,Australia,AUS,2039,0.6516533071361088
423,Australia,AUS,2040,0.6516533071361088
424,Australia,AUS,2041,0.6516533071361088
425,Australia,AUS,2042,0.6516533071361088
426,Australia,AUS,2043,0.6516533071361088
427,Australia,AUS,2044,0.6516533071361088
428,Australia,AUS,2045,0.6516533071361088
429,Australia,AUS,2046,0.6516533071361088
430,Australia,AUS,2047,0.6516533071361088
431,Australia,AUS,2048,0.6516533071361088
432,Australia,AUS,2049,0.6516533071361088
433,Australia,AUS,2050,0.6516533071361088
434,Austria,AUT,2020,0.3782136114423359
435,Austria,AUT,2021,0.3782136114423359
436,Austria,AUT,2022,0.3782136114423359
437,Austria,AUT,2023,0.3782136114423359
438,Austria,AUT,2024,0.3782136114423359
439,Austria,AUT,2025,0.3782136114423359
440,Austria,AUT,2026,0.3782136114423359
441,Austria,AUT,2027,0.3782136114423359
442,Austria,AUT,2028,0.3782136114423359
443,Austria,AUT,2029,0.3782136114423359
444,Austria,AUT,2030,0.3782136114423359
445,Austria,AUT,2031,0.3782136114423359
446,Austria,AUT,2032,0.3782136114423359
447,Austria,AUT,2033,0.3782136114423359
448,Austria,AUT,2034,0.3782136114423359
449,Austria,AUT,2035,0.3782136114423359
450,Austria,AUT,2036,0.3782136114423359
451,Austria,AUT,2037,0.3782136114423359
452,Austria,AUT,2038,0.3782136114423359
453,Austria,AUT,2039,0.3782136114423359
454,Austria,AUT,2040,0.3782136114423359
455,Austria,AUT,2041,0.3782136114423359
456,Austria,AUT,2042,0.3782136114423359
457,Austria,AUT,2043,0.3782136114423359
458,Austria,AUT,2044,0.3782136114423359
459,Austria,AUT,2045,0.3782136114423359
460,Austria,AUT,2046,0.3782136114423359
461,Austria,AUT,2047,0.3782136114423359
462,Austria,AUT,2048,0.3782136114423359
463,Austria,AUT,2049,0.3782136114423359
464,Austria,AUT,2050,0.3782136114423359
465,Azerbaijan,AZE,2020,0.4349458900910574
466,Azerbaijan,AZE,2021,0.4349458900910574
467,Azerbaijan,AZE,2022,0.4349458900910574
468,Azerbaijan,AZE,2023,0.4349458900910574
469,Azerbaijan,AZE,2024,0.4349458900910574
470,Azerbaijan,AZE,2025,0.4349458900910574
471,Azerbaijan,AZE,2026,0.4349458900910574
472,Azerbaijan,AZE,2027,0.4349458900910574
473,Azerbaijan,AZE,2028,0.4349458900910574
474,Azerbaijan,AZE,2029,0.4349458900910574
475,Azerbaijan,AZE,2030,0.4349458900910574
476,Azerbaijan,AZE,2031,0.4349458900910574
477,Azerbaijan,AZE,2032,0.4349458900910574
478,Azerbaijan,AZE,2033,0.4349458900910574
479,Azerbaijan,AZE,2034,0.4349458900910574
480,Azerbaijan,AZE,2035,0.4349458900910574
481,Azerbaijan,AZE,2036,0.4349458900910574
482,Azerbaijan,AZE,2037,0.4349458900910574
483,Azerbaijan,AZE,2038,0.4349458900910574
484,Azerbaijan,AZE,2039,0.4349458900910574
485,Azerbaijan,AZE,2040,0.4349458900910574
486,Azerbaijan,AZE,2041,0.4349458900910574
487,Azerbaijan,AZE,2042,0.4349458900910574
488,Azerbaijan,AZE,2043,0.4349458900910574
489,Azerbaijan,AZE,2044,0.4349458900910574
490,Azerbaijan,AZE,2045,0.4349458900910574
491,Azerbaijan,AZE,2046,0.4349458900910574
492,Azerbaijan,AZE,2047,0.4349458900910574
493,Azerbaijan,AZE,2048,0.4349458900910574
494,Azerbaijan,AZE,2049,0.4349458900910574
495,Azerbaijan,AZE,2050,0.4349458900910574
496,Burundi,BDI,2020,0.4349458900910574
497,Burundi,BDI,2021,0.4349458900910574
498,Burundi,BDI,2022,0.4349458900910574
499,Burundi,BDI,2023,0.4349458900910574
500,Burundi,BDI,2024,0.4349458900910574
501,Burundi,BDI,2025,0.4349458900910574
502,Burundi,BDI,2026,0.4349458900910574
503,Burundi,BDI,2027,0.4349458900910574
504,Burundi,BDI,2028,0.4349458900910574
505,Burundi,BDI,2029,0.4349458900910574
506,Burundi,BDI,2030,0.4349458900910574
507,Burundi,BDI,2031,0.4349458900910574
508,Burundi,BDI,2032,0.4349458900910574
509,Burundi,BDI,2033,0.4349458900910574
510,Burundi,BDI,2034,0.4349458900910574
511,Burundi,BDI,2035,0.4349458900910574
512,Burundi,BDI,2036,0.4349458900910574
513,Burundi,BDI,2037,0.4349458900910574
514,Burundi,BDI,2038,0.4349458900910574
515,Burundi,BDI,2039,0.4349458900910574
516,Burundi,BDI,2040,0.4349458900910574
517,Burundi,BDI,2041,0.4349458900910574
518,Burundi,BDI,2042,0.4349458900910574
519,Burundi,BDI,2043,0.4349458900910574
520,Burundi,BDI,2044,0.4349458900910574
521,Burundi,BDI,2045,0.4349458900910574
522,Burundi,BDI,2046,0.4349458900910574
523,Burundi,BDI,2047,0.4349458900910574
524,Burundi,BDI,2048,0.4349458900910574
525,Burundi,BDI,2049,0.4349458900910574
526,Burundi,BDI,2050,0.4349458900910574
527,Belgium,BEL,2020,0.2950248938938686
528,Belgium,BEL,2021,0.2950248938938686
529,Belgium,BEL,2022,0.2950248938938686
530,Belgium,BEL,2023,0.2950248938938686
531,Belgium,BEL,2024,0.2950248938938686
532,Belgium,BEL,2025,0.2950248938938686
533,Belgium,BEL,2026,0.2950248938938686
534,Belgium,BEL,2027,0.2950248938938686
535,Belgium,BEL,2028,0.2950248938938686
536,Belgium,BEL,2029,0.2950248938938686
537,Belgium,BEL,2030,0.2950248938938686
538,Belgium,BEL,2031,0.2950248938938686
539,Belgium,BEL,2032,0.2950248938938686
540,Belgium,BEL,2033,0.2950248938938686
541,Belgium,BEL,2034,0.2950248938938686
542,Belgium,BEL,2035,0.2950248938938686
543,Belgium,BEL,2036,0.2950248938938686
544,Belgium,BEL,2037,0.2950248938938686
545,Belgium,BEL,2038,0.2950248938938686
546,Belgium,BEL,2039,0.2950248938938686
547,Belgium,BEL,2040,0.2950248938938686
548,Belgium,BEL,2041,0.2950248938938686
549,Belgium,BEL,2042,0.2950248938938686
550,Belgium,BEL,2043,0.2950248938938686
551,Belgium,BEL,2044,0.2950248938938686
552,Belgium,BEL,2045,0.2950248938938686
553,Belgium,BEL,2046,0.2950248938938686
554,Belgium,BEL,2047,0.2950248938938686
555,Belgium,BEL,2048,0.2950248938938686
556,Belgium,BEL,2049,0.2950248938938686
557,Belgium,BEL,2050,0.2950248938938686
558,Benin,BEN,2020,0.4349458900910574
559,Benin,BEN,2021,0.4349458900910574
560,Benin,BEN,2022,0.4349458900910574
561,Benin,BEN,2023,0.4349458900910574
562,Benin,BEN,2024,0.4349458900910574
563,Benin,BEN,2025,0.4349458900910574
564,Benin,BEN,2026,0.4349458900910574
565,Benin,BEN,2027,0.4349458900910574
566,Benin,BEN,2028,0.4349458900910574
567,Benin,BEN,2029,0.4349458900910574
568,Benin,BEN,2030,0.4349458900910574
569,Benin,BEN,2031,0.4349458900910574
570,Benin,BEN,2032,0.4349458900910574
571,Benin,BEN,2033,0.4349458900910574
572,Benin,BEN,2034,0.4349458900910574
573,Benin,BEN,2035,0.4349458900910574
574,Benin,BEN,2036,0.4349458900910574
575,Benin,BEN,2037,0.4349458900910574
