,Nation,iso_code3,Year,fuelefficiency_trns_public_natural_gas_km_per_litre
92,Africa Western and Central,AFW,2031,1.00172921265
93,Africa Western and Central,AFW,2032,1.00172921265
94,Africa Western and Central,AFW,2033,1.00172921265
95,Africa Western and Central,AFW,2034,1.00172921265
96,Africa Western and Central,AFW,2035,1.00172921265
97,Africa Western and Central,AFW,2036,1.00172921265
98,Africa Western and Central,AFW,2037,1.00172921265
99,Africa Western and Central,AFW,2038,1.00172921265
100,Africa Western and Central,AFW,2039,1.00172921265
101,Africa Western and Central,AFW,2040,1.00172921265
102,Africa Western and Central,AFW,2041,1.00172921265
103,Africa Western and Central,AFW,2042,1.00172921265
104,Africa Western and Central,AFW,2043,1.00172921265
105,Africa Western and Central,AFW,2044,1.00172921265
106,Africa Western and Central,AFW,2045,1.00172921265
107,Africa Western and Central,AFW,2046,1.00172921265
108,Africa Western and Central,AFW,2047,1.00172921265
109,Africa Western and Central,AFW,2048,1.00172921265
110,Africa Western and Central,AFW,2049,1.00172921265
111,Africa Western and Central,AFW,2050,1.00172921265
112,Angola,AGO,2023,1.00172921265
113,Angola,AGO,2024,1.00172921265
114,Angola,AGO,2025,1.00172921265
115,Angola,AGO,2026,1.00172921265
116,Angola,AGO,2027,1.00172921265
117,Angola,AGO,2028,1.00172921265
118,Angola,AGO,2029,1.00172921265
119,Angola,AGO,2030,1.00172921265
120,Angola,AGO,2031,1.00172921265
121,Angola,AGO,2032,1.00172921265
122,Angola,AGO,2033,1.00172921265
123,Angola,AGO,2034,1.00172921265
124,Angola,AGO,2035,1.00172921265
125,Angola,AGO,2036,1.00172921265
126,Angola,AGO,2037,1.00172921265
127,Angola,AGO,2038,1.00172921265
128,Angola,AGO,2039,1.00172921265
129,Angola,AGO,2040,1.00172921265
130,Angola,AGO,2041,1.00172921265
131,Angola,AGO,2042,1.00172921265
132,Angola,AGO,2043,1.00172921265
133,Angola,AGO,2044,1.00172921265
134,Angola,AGO,2045,1.00172921265
135,Angola,AGO,2046,1.00172921265
136,Angola,AGO,2047,1.00172921265
137,Angola,AGO,2048,1.00172921265
138,Angola,AGO,2049,1.00172921265
139,Angola,AGO,2050,1.00172921265
140,Albania,ALB,2023,1.00172921265
141,Albania,ALB,2024,1.00172921265
142,Albania,ALB,2025,1.00172921265
143,Albania,ALB,2026,1.00172921265
144,Albania,ALB,2027,1.00172921265
145,Albania,ALB,2028,1.00172921265
146,Albania,ALB,2029,1.00172921265
147,Albania,ALB,2030,1.00172921265
148,Albania,ALB,2031,1.00172921265
149,Albania,ALB,2032,1.00172921265
150,Albania,ALB,2033,1.00172921265
151,Albania,ALB,2034,1.00172921265
152,Albania,ALB,2035,1.00172921265
153,Albania,ALB,2036,1.00172921265
154,Albania,ALB,2037,1.00172921265
155,Albania,ALB,2038,1.00172921265
156,Albania,ALB,2039,1.00172921265
157,Albania,ALB,2040,1.00172921265
158,Albania,ALB,2041,1.00172921265
159,Albania,ALB,2042,1.00172921265
160,Albania,ALB,2043,1.00172921265
161,Albania,ALB,2044,1.00172921265
162,Albania,ALB,2045,1.00172921265
163,Albania,ALB,2046,1.00172921265
164,Albania,ALB,2047,1.00172921265
165,Albania,ALB,2048,1.00172921265
166,Albania,ALB,2049,1.00172921265
167,Albania,ALB,2050,1.00172921265
168,Andorra,AND,2023,1.00172921265
169,Andorra,AND,2024,1.00172921265
170,Andorra,AND,2025,1.00172921265
171,Andorra,AND,2026,1.00172921265
172,Andorra,AND,2027,1.00172921265
173,Andorra,AND,2028,1.00172921265
174,Andorra,AND,2029,1.00172921265
175,Andorra,AND,2030,1.00172921265
176,Andorra,AND,2031,1.00172921265
177,Andorra,AND,2032,1.00172921265
178,Andorra,AND,2033,1.00172921265
179,Andorra,AND,2034,1.00172921265
180,Andorra,AND,2035,1.00172921265
181,Andorra,AND,2036,1.00172921265
182,Andorra,AND,2037,1.00172921265
183,Andorra,AND,2038,1.00172921265
184,Andorra,AND,2039,1.00172921265
185,Andorra,AND,2040,1.00172921265
186,Andorra,AND,2041,1.00172921265
187,Andorra,AND,2042,1.00172921265
188,Andorra,AND,2043,1.00172921265
189,Andorra,AND,2044,1.00172921265
190,Andorra,AND,2045,1.00172921265
191,Andorra,AND,2046,1.00172921265
192,Andorra,AND,2047,1.00172921265
193,Andorra,AND,2048,1.00172921265
194,Andorra,AND,2049,1.00172921265
195,Andorra,AND,2050,1.00172921265
196,Arab World,ARB,2023,1.00172921265
197,Arab World,ARB,2024,1.00172921265
198,Arab World,ARB,2025,1.00172921265
199,Arab World,ARB,2026,1.00172921265
200,Arab World,ARB,2027,1.00172921265
201,Arab World,ARB,2028,1.00172921265
202,Arab World,ARB,2029,1.00172921265
203,Arab World,ARB,2030,1.00172921265
204,Arab World,ARB,2031,1.00172921265
205,Arab World,ARB,2032,1.00172921265
206,Arab World,ARB,2033,1.00172921265
207,Arab World,ARB,2034,1.00172921265
208,Arab World,ARB,2035,1.00172921265
209,Arab World,ARB,2036,1.00172921265
210,Arab World,ARB,2037,1.00172921265
211,Arab World,ARB,2038,1.00172921265
212,Arab World,ARB,2039,1.00172921265
213,Arab World,ARB,2040,1.00172921265
214,Arab World,ARB,2041,1.00172921265
215,Arab World,ARB,2042,1.00172921265
216,Arab World,ARB,2043,1.00172921265
217,Arab World,ARB,2044,1.00172921265
218,Arab World,ARB,2045,1.00172921265
219,Arab World,ARB,2046,1.00172921265
220,Arab World,ARB,2047,1.00172921265
221,Arab World,ARB,2048,1.00172921265
222,Arab World,ARB,2049,1.00172921265
223,Arab World,ARB,2050,1.00172921265
224,United Arab Emirates,ARE,2023,1.00172921265
225,United Arab Emirates,ARE,2024,1.00172921265
226,United Arab Emirates,ARE,2025,1.00172921265
227,United Arab Emirates,ARE,2026,1.00172921265
228,United Arab Emirates,ARE,2027,1.00172921265
229,United Arab Emirates,ARE,2028,1.00172921265
230,United Arab Emirates,ARE,2029,1.00172921265
231,United Arab Emirates,ARE,2030,1.00172921265
232,United Arab Emirates,ARE,2031,1.00172921265
233,United Arab Emirates,ARE,2032,1.00172921265
234,United Arab Emirates,ARE,2033,1.00172921265
235,United Arab Emirates,ARE,2034,1.00172921265
236,United Arab Emirates,ARE,2035,1.00172921265
237,United Arab Emirates,ARE,2036,1.00172921265
238,United Arab Emirates,ARE,2037,1.00172921265
239,United Arab Emirates,ARE,2038,1.00172921265
240,United Arab Emirates,ARE,2039,1.00172921265
241,United Arab Emirates,ARE,2040,1.00172921265
242,United Arab Emirates,ARE,2041,1.00172921265
243,United Arab Emirates,ARE,2042,1.00172921265
244,United Arab Emirates,ARE,2043,1.00172921265
245,United Arab Emirates,ARE,2044,1.00172921265
246,United Arab Emirates,ARE,2045,1.00172921265
247,United Arab Emirates,ARE,2046,1.00172921265
248,United Arab Emirates,ARE,2047,1.00172921265
249,United Arab Emirates,ARE,2048,1.00172921265
250,United Arab Emirates,ARE,2049,1.00172921265
251,United Arab Emirates,ARE,2050,1.00172921265
252,Argentina,ARG,2023,1.00172921265
253,Argentina,ARG,2024,1.00172921265
254,Argentina,ARG,2025,1.00172921265
255,Argentina,ARG,2026,1.00172921265
256,Argentina,ARG,2027,1.00172921265
257,Argentina,ARG,2028,1.00172921265
258,Argentina,ARG,2029,1.00172921265
259,Argentina,ARG,2030,1.00172921265
260,Argentina,ARG,2031,1.00172921265
261,Argentina,ARG,2032,1.00172921265
262,Argentina,ARG,2033,1.00172921265
263,Argentina,ARG,2034,1.00172921265
264,Argentina,ARG,2035,1.00172921265
265,Argentina,ARG,2036,1.00172921265
266,Argentina,ARG,2037,1.00172921265
267,Argentina,ARG,2038,1.00172921265
268,Argentina,ARG,2039,1.00172921265
269,Argentina,ARG,2040,1.00172921265
270,Argentina,ARG,2041,1.00172921265
271,Argentina,ARG,2042,1.00172921265
272,Argentina,ARG,2043,1.00172921265
273,Argentina,ARG,2044,1.00172921265
274,Argentina,ARG,2045,1.00172921265
275,Argentina,ARG,2046,1.00172921265
276,Argentina,ARG,2047,1.00172921265
277,Argentina,ARG,2048,1.00172921265
278,Argentina,ARG,2049,1.00172921265
279,Argentina,ARG,2050,1.00172921265
280,Armenia,ARM,2023,1.00172921265
281,Armenia,ARM,2024,1.00172921265
282,Armenia,ARM,2025,1.00172921265
283,Armenia,ARM,2026,1.00172921265
284,Armenia,ARM,2027,1.00172921265
285,Armenia,ARM,2028,1.00172921265
286,Armenia,ARM,2029,1.00172921265
287,Armenia,ARM,2030,1.00172921265
288,Armenia,ARM,2031,1.00172921265
289,Armenia,ARM,2032,1.00172921265
290,Armenia,ARM,2033,1.00172921265
291,Armenia,ARM,2034,1.00172921265
292,Armenia,ARM,2035,1.00172921265
293,Armenia,ARM,2036,1.00172921265
294,Armenia,ARM,2037,1.00172921265
295,Armenia,ARM,2038,1.00172921265
296,Armenia,ARM,2039,1.00172921265
297,Armenia,ARM,2040,1.00172921265
298,Armenia,ARM,2041,1.00172921265
299,Armenia,ARM,2042,1.00172921265
300,Armenia,ARM,2043,1.00172921265
301,Armenia,ARM,2044,1.00172921265
302,Armenia,ARM,2045,1.00172921265
303,Armenia,ARM,2046,1.00172921265
304,Armenia,ARM,2047,1.00172921265
305,Armenia,ARM,2048,1.00172921265
306,Armenia,ARM,2049,1.00172921265
307,Armenia,ARM,2050,1.00172921265
308,American Samoa,ASM,2023,1.00172921265
309,American Samoa,ASM,2024,1.00172921265
310,American Samoa,ASM,2025,1.00172921265
311,American Samoa,ASM,2026,1.00172921265
312,American Samoa,ASM,2027,1.00172921265
313,American Samoa,ASM,2028,1.00172921265
314,American Samoa,ASM,2029,1.00172921265
315,American Samoa,ASM,2030,1.00172921265
316,American Samoa,ASM,2031,1.00172921265
317,American Samoa,ASM,2032,1.00172921265
318,American Samoa,ASM,2033,1.00172921265
319,American Samoa,ASM,2034,1.00172921265
320,American Samoa,ASM,2035,1.00172921265
321,American Samoa,ASM,2036,1.00172921265
322,American Samoa,ASM,2037,1.00172921265
323,American Samoa,ASM,2038,1.00172921265
324,American Samoa,ASM,2039,1.00172921265
325,American Samoa,ASM,2040,1.00172921265
326,American Samoa,ASM,2041,1.00172921265
327,American Samoa,ASM,2042,1.00172921265
328,American Samoa,ASM,2043,1.00172921265
329,American Samoa,ASM,2044,1.00172921265
330,American Samoa,ASM,2045,1.00172921265
331,American Samoa,ASM,2046,1.00172921265
332,American Samoa,ASM,2047,1.00172921265
333,American Samoa,ASM,2048,1.00172921265
334,American Samoa,ASM,2049,1.00172921265
335,American Samoa,ASM,2050,1.00172921265
336,Antigua and Barbuda,ATG,2023,1.00172921265
337,Antigua and Barbuda,ATG,2024,1.00172921265
338,Antigua and Barbuda,ATG,2025,1.00172921265
339,Antigua and Barbuda,ATG,2026,1.00172921265
340,Antigua and Barbuda,ATG,2027,1.00172921265
341,Antigua and Barbuda,ATG,2028,1.00172921265
342,Antigua and Barbuda,ATG,2029,1.00172921265
343,Antigua and Barbuda,ATG,2030,1.00172921265
344,Antigua and Barbuda,ATG,2031,1.00172921265
345,Antigua and Barbuda,ATG,2032,1.00172921265
346,Antigua and Barbuda,ATG,2033,1.00172921265
347,Antigua and Barbuda,ATG,2034,1.00172921265
348,Antigua and Barbuda,ATG,2035,1.00172921265
349,Antigua and Barbuda,ATG,2036,1.00172921265
350,Antigua and Barbuda,ATG,2037,1.00172921265
351,Antigua and Barbuda,ATG,2038,1.00172921265
352,Antigua and Barbuda,ATG,2039,1.00172921265
353,Antigua and Barbuda,ATG,2040,1.00172921265
354,Antigua and Barbuda,ATG,2041,1.00172921265
355,Antigua and Barbuda,ATG,2042,1.00172921265
356,Antigua and Barbuda,ATG,2043,1.00172921265
357,Antigua and Barbuda,ATG,2044,1.00172921265
358,Antigua and Barbuda,ATG,2045,1.00172921265
359,Antigua and Barbuda,ATG,2046,1.00172921265
360,Antigua and Barbuda,ATG,2047,1.00172921265
361,Antigua and Barbuda,ATG,2048,1.00172921265
362,Antigua and Barbuda,ATG,2049,1.00172921265
363,Antigua and Barbuda,ATG,2050,1.00172921265
364,Australia,AUS,2023,1.00172921265
365,Australia,AUS,2024,1.00172921265
366,Australia,AUS,2025,1.00172921265
367,Australia,AUS,2026,1.00172921265
368,Australia,AUS,2027,1.00172921265
369,Australia,AUS,2028,1.00172921265
370,Australia,AUS,2029,1.00172921265
371,Australia,AUS,2030,1.00172921265
372,Australia,AUS,2031,1.00172921265
373,Australia,AUS,2032,1.00172921265
374,Australia,AUS,2033,1.00172921265
375,Australia,AUS,2034,1.00172921265
376,Australia,AUS,2035,1.00172921265
377,Australia,AUS,2036,1.00172921265
378,Australia,AUS,2037,1.00172921265
379,Australia,AUS,2038,1.00172921265
380,Australia,AUS,2039,1.00172921265
381,Australia,AUS,2040,1.00172921265
382,Australia,AUS,2041,1.00172921265
383,Australia,AUS,2042,1.00172921265
384,Australia,AUS,2043,1.00172921265
385,Australia,AUS,2044,1.00172921265
386,Australia,AUS,2045,1.00172921265
387,Australia,AUS,2046,1.00172921265
388,Australia,AUS,2047,1.00172921265
389,Australia,AUS,2048,1.00172921265
390,Australia,AUS,2049,1.00172921265
391,Australia,AUS,2050,1.00172921265
392,Austria,AUT,2023,1.00172921265
393,Austria,AUT,2024,1.00172921265
394,Austria,AUT,2025,1.00172921265
395,Austria,AUT,2026,1.00172921265
396,Austria,AUT,2027,1.00172921265
397,Austria,AUT,2028,1.00172921265
398,Austria,AUT,2029,1.00172921265
399,Austria,AUT,2030,1.00172921265
400,Austria,AUT,2031,1.00172921265
401,Austria,AUT,2032,1.00172921265
402,Austria,AUT,2033,1.00172921265
403,Austria,AUT,2034,1.00172921265
404,Austria,AUT,2035,1.00172921265
405,Austria,AUT,2036,1.00172921265
406,Austria,AUT,2037,1.00172921265
407,Austria,AUT,2038,1.00172921265
408,Austria,AUT,2039,1.00172921265
409,Austria,AUT,2040,1.00172921265
410,Austria,AUT,2041,1.00172921265
411,Austria,AUT,2042,1.00172921265
412,Austria,AUT,2043,1.00172921265
413,Austria,AUT,2044,1.00172921265
414,Austria,AUT,2045,1.00172921265
415,Austria,AUT,2046,1.00172921265
416,Austria,AUT,2047,1.00172921265
417,Austria,AUT,2048,1.00172921265
418,Austria,AUT,2049,1.00172921265
419,Austria,AUT,2050,1.00172921265
420,Azerbaijan,AZE,2023,1.00172921265
421,Azerbaijan,AZE,2024,1.00172921265
422,Azerbaijan,AZE,2025,1.00172921265
423,Azerbaijan,AZE,2026,1.00172921265
424,Azerbaijan,AZE,2027,1.00172921265
425,Azerbaijan,AZE,2028,1.00172921265
426,Azerbaijan,AZE,2029,1.00172921265
427,Azerbaijan,AZE,2030,1.00172921265
428,Azerbaijan,AZE,2031,1.00172921265
429,Azerbaijan,AZE,2032,1.00172921265
430,Azerbaijan,AZE,2033,1.00172921265
431,Azerbaijan,AZE,2034,1.00172921265
432,Azerbaijan,AZE,2035,1.00172921265
433,Azerbaijan,AZE,2036,1.00172921265
434,Azerbaijan,AZE,2037,1.00172921265
435,Azerbaijan,AZE,2038,1.00172921265
436,Azerbaijan,AZE,2039,1.00172921265
437,Azerbaijan,AZE,2040,1.00172921265
438,Azerbaijan,AZE,2041,1.00172921265
439,Azerbaijan,AZE,2042,1.00172921265
440,Azerbaijan,AZE,2043,1.00172921265
441,Azerbaijan,AZE,2044,1.00172921265
442,Azerbaijan,AZE,2045,1.00172921265
443,Azerbaijan,AZE,2046,1.00172921265
444,Azerbaijan,AZE,2047,1.00172921265
445,Azerbaijan,AZE,2048,1.00172921265
446,Azerbaijan,AZE,2049,1.00172921265
447,Azerbaijan,AZE,2050,1.00172921265
448,Burundi,BDI,2023,1.00172921265
449,Burundi,BDI,2024,1.00172921265
450,Burundi,BDI,2025,1.00172921265
451,Burundi,BDI,2026,1.00172921265
452,Burundi,BDI,2027,1.00172921265
453,Burundi,BDI,2028,1.00172921265
454,Burundi,BDI,2029,1.00172921265
455,Burundi,BDI,2030,1.00172921265
456,Burundi,BDI,2031,1.00172921265
457,Burundi,BDI,2032,1.00172921265
458,Burundi,BDI,2033,1.00172921265
459,Burundi,BDI,2034,1.00172921265
460,Burundi,BDI,2035,1.00172921265
461,Burundi,BDI,2036,1.00172921265
462,Burundi,BDI,2037,1.00172921265
463,Burundi,BDI,2038,1.00172921265
464,Burundi,BDI,2039,1.00172921265
465,Burundi,BDI,2040,1.00172921265
466,Burundi,BDI,2041,1.00172921265
467,Burundi,BDI,2042,1.00172921265
468,Burundi,BDI,2043,1.00172921265
469,Burundi,BDI,2044,1.00172921265
470,Burundi,BDI,2045,1.00172921265
471,Burundi,BDI,2046,1.00172921265
472,Burundi,BDI,2047,1.00172921265
473,Burundi,BDI,2048,1.00172921265
474,Burundi,BDI,2049,1.00172921265
475,Burundi,BDI,2050,1.00172921265
476,Belgium,BEL,2023,1.00172921265
477,Belgium,BEL,2024,1.00172921265
478,Belgium,BEL,2025,1.00172921265
479,Belgium,BEL,2026,1.00172921265
480,Belgium,BEL,2027,1.00172921265
481,Belgium,BEL,2028,1.00172921265
482,Belgium,BEL,2029,1.00172921265
483,Belgium,BEL,2030,1.00172921265
484,Belgium,BEL,2031,1.00172921265
485,Belgium,BEL,2032,1.00172921265
486,Belgium,BEL,2033,1.00172921265
487,Belgium,BEL,2034,1.00172921265
488,Belgium,BEL,2035,1.00172921265
489,Belgium,BEL,2036,1.00172921265
490,Belgium,BEL,2037,1.00172921265
491,Belgium,BEL,2038,1.00172921265
492,Belgium,BEL,2039,1.00172921265
493,Belgium,BEL,2040,1.00172921265
494,Belgium,BEL,2041,1.00172921265
495,Belgium,BEL,2042,1.00172921265
496,Belgium,BEL,2043,1.00172921265
497,Belgium,BEL,2044,1.00172921265
498,Belgium,BEL,2045,1.00172921265
499,Belgium,BEL,2046,1.00172921265
500,Belgium,BEL,2047,1.00172921265
501,Belgium,BEL,2048,1.00172921265
502,Belgium,BEL,2049,1.00172921265
503,Belgium,BEL,2050,1.00172921265
504,Benin,BEN,2023,1.00172921265
505,Benin,BEN,2024,1.00172921265
506,Benin,BEN,2025,1.00172921265
507,Benin,BEN,2026,1.00172921265
508,Benin,BEN,2027,1.00172921265
509,Benin,BEN,2028,1.00172921265
510,Benin,BEN,2029,1.00172921265
511,Benin,BEN,2030,1.00172921265
512,Benin,BEN,2031,1.00172921265
513,Benin,BEN,2032,1.00172921265
514,Benin,BEN,2033,1.00172921265
515,Benin,BEN,2034,1.00172921265
516,Benin,BEN,2035,1.00172921265
517,Benin,BEN,2036,1.00172921265
518,Benin,BEN,2037,1.00172921265
519,Benin,BEN,2038,1.00172921265
520,Benin,BEN,2039,1.00172921265
521,Benin,BEN,2040,1.00172921265
522,Benin,BEN,2041,1.00172921265
523,Benin,BEN,2042,1.00172921265
524,Benin,BEN,2043,1.00172921265
525,Benin,BEN,2044,1.00172921265
526,Benin,BEN,2045,1.00172921265
527,Benin,BEN,2046,1.00172921265
528,Benin,BEN,2047,1.00172921265
529,Benin,BEN,2048,1.00172921265
530,Benin,BEN,2049,1.00172921265
531,Benin,BEN,2050,1.00172921265
532,Burkina Faso,BFA,2023,1.00172921265
533,Burkina Faso,BFA,2024,1.00172921265
534,Burkina Faso,BFA,2025,1.00172921265
535,Burkina Faso,BFA,2026,1.00172921265
536,Burkina Faso,BFA,2027,1.00172921265
537,Burkina Faso,BFA,2028,1.00172921265
538,Burkina Faso,BFA,2029,1.00172921265
539,Burkina Faso,BFA,2030,1.00172921265
540,Burkina Faso,BFA,2031,1.00172921265
541,Burkina Faso,BFA,2032,1.00172921265
542,Burkina Faso,BFA,2033,1.00172921265
543,Burkina Faso,BFA,2034,1.00172921265
544,Burkina Faso,BFA,2035,1.00172921265
545,Burkina Faso,BFA,2036,1.00172921265
546,Burkina Faso,BFA,2037,1.00172921265
547,Burkina Faso,BFA,2038,1.00172921265
548,Burkina Faso,BFA,2039,1.00172921265
549,Burkina Faso,BFA,2040,1.00172921265
550,Burkina Faso,BFA,2041,1.00172921265
551,Burkina Faso,BFA,2042,1.00172921265
552,Burkina Faso,BFA,2043,1.00172921265
553,Burkina Faso,BFA,2044,1.00172921265
554,Burkina Faso,BFA,2045,1.00172921265
555,Burkina Faso,BFA,2046,1.00172921265
556,Burkina Faso,BFA,2047,1.00172921265
557,Burkina Faso,BFA,2048,1.00172921265
558,Burkina Faso,BFA,2049,1.00172921265
559,Burkina Faso,BFA,2050,1.00172921265
560,Bangladesh,BGD,2023,1.00172921265
561,Bangladesh,BGD,2024,1.00172921265
562,Bangladesh,BGD,2025,1.00172921265
563,Bangladesh,BGD,2026,1.00172921265
564,Bangladesh,BGD,2027,1.00172921265
565,Bangladesh,BGD,2028,1.00172921265
566,Bangladesh,BGD,2029,1.00172921265
567,Bangladesh,BGD,2030,1.00172921265
568,Bangladesh,BGD,2031,1.00172921265
569,Bangladesh,BGD,2032,1.00172921265
570,Bangladesh,BGD,2033,1.00172921265
571,Bangladesh,BGD,2034,1.00172921265
572,Bangladesh,BGD,2035,1.00172921265
573,Bangladesh,BGD,2036,1.00172921265
574,Bangladesh,BGD,2037,1.00172921265
575,Bangladesh,BGD,2038,1.00172921265
576,Bangladesh,BGD,2039,1.00172921265
577,Bangladesh,BGD,2040,1.00172921265
578,Bangladesh,BGD,2041,1.00172921265
579,Bangladesh,BGD,2042,1.00172921265
580,Bangladesh,BGD,2043,1.00172921265
581,Bangladesh,BGD,2044,1.00172921265
582,Bangladesh,BGD,2045,1.00172921265
583,Bangladesh,BGD,2046,1.00172921265
584,Bangladesh,BGD,2047,1.00172921265
585,Bangladesh,BGD,2048,1.00172921265
586,Bangladesh,BGD,2049,1.00172921265
587,Bangladesh,BGD,2050,1.00172921265
588,Bulgaria,BGR,2023,1.00172921265
589,Bulgaria,BGR,2024,1.00172921265
590,Bulgaria,BGR,2025,1.00172921265
591,Bulgaria,BGR,2026,1.00172921265
592,Bulgaria,BGR,2027,1.00172921265
593,Bulgaria,BGR,2028,1.00172921265
594,Bulgaria,BGR,2029,1.00172921265
595,Bulgaria,BGR,2030,1.00172921265
596,Bulgaria,BGR,2031,1.00172921265
597,Bulgaria,BGR,2032,1.00172921265
598,Bulgaria,BGR,2033,1.00172921265
599,Bulgaria,BGR,2034,1.00172921265
600,Bulgaria,BGR,2035,1.00172921265
601,Bulgaria,BGR,2036,1.00172921265
602,Bulgaria,BGR,2037,1.00172921265
603,Bulgaria,BGR,2038,1.00172921265
604,Bulgaria,BGR,2039,1.00172921265
605,Bulgaria,BGR,2040,1.00172921265
606,Bulgaria,BGR,2041,1.00172921265
607,Bulgaria,BGR,2042,1.00172921265
608,Bulgaria,BGR,2043,1.00172921265
609,Bulgaria,BGR,2044,1.00172921265
610,Bulgaria,BGR,2045,1.00172921265
611,Bulgaria,BGR,2046,1.00172921265
612,Bulgaria,BGR,2047,1.00172921265
613,Bulgaria,BGR,2048,1.00172921265
614,Bulgaria,BGR,2049,1.00172921265
615,Bulgaria,BGR,2050,1.00172921265
616,Bahrain,BHR,2023,1.00172921265
617,Bahrain,BHR,2024,1.00172921265
618,Bahrain,BHR,2025,1.00172921265
619,Bahrain,BHR,2026,1.00172921265
620,Bahrain,BHR,2027,1.00172921265
621,Bahrain,BHR,2028,1.00172921265
622,Bahrain,BHR,2029,1.00172921265
623,Bahrain,BHR,2030,1.00172921265
624,Bahrain,BHR,2031,1.00172921265
