,Nation,iso_code3,Year,frac_scoe_heat_energy_other_se_electricity
187,Andorra,AND,2021,0.1421165763464428
188,Andorra,AND,2022,0.1421165763464428
189,Andorra,AND,2023,0.1421165763464428
190,Andorra,AND,2024,0.1421165763464428
191,Andorra,AND,2025,0.1421165763464428
192,Andorra,AND,2026,0.1421165763464428
193,Andorra,AND,2027,0.1421165763464428
194,Andorra,AND,2028,0.1421165763464428
195,Andorra,AND,2029,0.1421165763464428
196,Andorra,AND,2030,0.1421165763464428
197,Andorra,AND,2031,0.1421165763464428
198,Andorra,AND,2032,0.1421165763464428
199,Andorra,AND,2033,0.1421165763464428
200,Andorra,AND,2034,0.1421165763464428
201,Andorra,AND,2035,0.1421165763464428
202,Andorra,AND,2036,0.1421165763464428
203,Andorra,AND,2037,0.1421165763464428
204,Andorra,AND,2038,0.1421165763464428
205,Andorra,AND,2039,0.1421165763464428
206,Andorra,AND,2040,0.1421165763464428
207,Andorra,AND,2041,0.1421165763464428
208,Andorra,AND,2042,0.1421165763464428
209,Andorra,AND,2043,0.1421165763464428
210,Andorra,AND,2044,0.1421165763464428
211,Andorra,AND,2045,0.1421165763464428
212,Andorra,AND,2046,0.1421165763464428
213,Andorra,AND,2047,0.1421165763464428
214,Andorra,AND,2048,0.1421165763464428
215,Andorra,AND,2049,0.1421165763464428
216,Andorra,AND,2050,0.1421165763464428
217,Arab World,ARB,2020,0.1421165763464428
218,Arab World,ARB,2021,0.1421165763464428
219,Arab World,ARB,2022,0.1421165763464428
220,Arab World,ARB,2023,0.1421165763464428
221,Arab World,ARB,2024,0.1421165763464428
222,Arab World,ARB,2025,0.1421165763464428
223,Arab World,ARB,2026,0.1421165763464428
224,Arab World,ARB,2027,0.1421165763464428
225,Arab World,ARB,2028,0.1421165763464428
226,Arab World,ARB,2029,0.1421165763464428
227,Arab World,ARB,2030,0.1421165763464428
228,Arab World,ARB,2031,0.1421165763464428
229,Arab World,ARB,2032,0.1421165763464428
230,Arab World,ARB,2033,0.1421165763464428
231,Arab World,ARB,2034,0.1421165763464428
232,Arab World,ARB,2035,0.1421165763464428
233,Arab World,ARB,2036,0.1421165763464428
234,Arab World,ARB,2037,0.1421165763464428
235,Arab World,ARB,2038,0.1421165763464428
236,Arab World,ARB,2039,0.1421165763464428
237,Arab World,ARB,2040,0.1421165763464428
238,Arab World,ARB,2041,0.1421165763464428
239,Arab World,ARB,2042,0.1421165763464428
240,Arab World,ARB,2043,0.1421165763464428
241,Arab World,ARB,2044,0.1421165763464428
242,Arab World,ARB,2045,0.1421165763464428
243,Arab World,ARB,2046,0.1421165763464428
244,Arab World,ARB,2047,0.1421165763464428
245,Arab World,ARB,2048,0.1421165763464428
246,Arab World,ARB,2049,0.1421165763464428
247,Arab World,ARB,2050,0.1421165763464428
248,United Arab Emirates,ARE,2020,0.1421165763464428
249,United Arab Emirates,ARE,2021,0.1421165763464428
250,United Arab Emirates,ARE,2022,0.1421165763464428
251,United Arab Emirates,ARE,2023,0.1421165763464428
252,United Arab Emirates,ARE,2024,0.1421165763464428
253,United Arab Emirates,ARE,2025,0.1421165763464428
254,United Arab Emirates,ARE,2026,0.1421165763464428
255,United Arab Emirates,ARE,2027,0.1421165763464428
256,United Arab Emirates,ARE,2028,0.1421165763464428
257,United Arab Emirates,ARE,2029,0.1421165763464428
258,United Arab Emirates,ARE,2030,0.1421165763464428
259,United Arab Emirates,ARE,2031,0.1421165763464428
260,United Arab Emirates,ARE,2032,0.1421165763464428
261,United Arab Emirates,ARE,2033,0.1421165763464428
262,United Arab Emirates,ARE,2034,0.1421165763464428
263,United Arab Emirates,ARE,2035,0.1421165763464428
264,United Arab Emirates,ARE,2036,0.1421165763464428
265,United Arab Emirates,ARE,2037,0.1421165763464428
266,United Arab Emirates,ARE,2038,0.1421165763464428
267,United Arab Emirates,ARE,2039,0.1421165763464428
268,United Arab Emirates,ARE,2040,0.1421165763464428
269,United Arab Emirates,ARE,2041,0.1421165763464428
270,United Arab Emirates,ARE,2042,0.1421165763464428
271,United Arab Emirates,ARE,2043,0.1421165763464428
272,United Arab Emirates,ARE,2044,0.1421165763464428
273,United Arab Emirates,ARE,2045,0.1421165763464428
274,United Arab Emirates,ARE,2046,0.1421165763464428
275,United Arab Emirates,ARE,2047,0.1421165763464428
276,United Arab Emirates,ARE,2048,0.1421165763464428
277,United Arab Emirates,ARE,2049,0.1421165763464428
278,United Arab Emirates,ARE,2050,0.1421165763464428
279,Argentina,ARG,2020,0.1421165763464428
280,Argentina,ARG,2021,0.1421165763464428
281,Argentina,ARG,2022,0.1421165763464428
282,Argentina,ARG,2023,0.1421165763464428
283,Argentina,ARG,2024,0.1421165763464428
284,Argentina,ARG,2025,0.1421165763464428
285,Argentina,ARG,2026,0.1421165763464428
286,Argentina,ARG,2027,0.1421165763464428
287,Argentina,ARG,2028,0.1421165763464428
288,Argentina,ARG,2029,0.1421165763464428
289,Argentina,ARG,2030,0.1421165763464428
290,Argentina,ARG,2031,0.1421165763464428
291,Argentina,ARG,2032,0.1421165763464428
292,Argentina,ARG,2033,0.1421165763464428
293,Argentina,ARG,2034,0.1421165763464428
294,Argentina,ARG,2035,0.1421165763464428
295,Argentina,ARG,2036,0.1421165763464428
296,Argentina,ARG,2037,0.1421165763464428
297,Argentina,ARG,2038,0.1421165763464428
298,Argentina,ARG,2039,0.1421165763464428
299,Argentina,ARG,2040,0.1421165763464428
300,Argentina,ARG,2041,0.1421165763464428
301,Argentina,ARG,2042,0.1421165763464428
302,Argentina,ARG,2043,0.1421165763464428
303,Argentina,ARG,2044,0.1421165763464428
304,Argentina,ARG,2045,0.1421165763464428
305,Argentina,ARG,2046,0.1421165763464428
306,Argentina,ARG,2047,0.1421165763464428
307,Argentina,ARG,2048,0.1421165763464428
308,Argentina,ARG,2049,0.1421165763464428
309,Argentina,ARG,2050,0.1421165763464428
310,Armenia,ARM,2020,0.1421165763464428
311,Armenia,ARM,2021,0.1421165763464428
312,Armenia,ARM,2022,0.1421165763464428
313,Armenia,ARM,2023,0.1421165763464428
314,Armenia,ARM,2024,0.1421165763464428
315,Armenia,ARM,2025,0.1421165763464428
316,Armenia,ARM,2026,0.1421165763464428
317,Armenia,ARM,2027,0.1421165763464428
318,Armenia,ARM,2028,0.1421165763464428
319,Armenia,ARM,2029,0.1421165763464428
320,Armenia,ARM,2030,0.1421165763464428
321,Armenia,ARM,2031,0.1421165763464428
322,Armenia,ARM,2032,0.1421165763464428
323,Armenia,ARM,2033,0.1421165763464428
324,Armenia,ARM,2034,0.1421165763464428
325,Armenia,ARM,2035,0.1421165763464428
326,Armenia,ARM,2036,0.1421165763464428
327,Armenia,ARM,2037,0.1421165763464428
328,Armenia,ARM,2038,0.1421165763464428
329,Armenia,ARM,2039,0.1421165763464428
330,Armenia,ARM,2040,0.1421165763464428
331,Armenia,ARM,2041,0.1421165763464428
332,Armenia,ARM,2042,0.1421165763464428
333,Armenia,ARM,2043,0.1421165763464428
334,Armenia,ARM,2044,0.1421165763464428
335,Armenia,ARM,2045,0.1421165763464428
336,Armenia,ARM,2046,0.1421165763464428
337,Armenia,ARM,2047,0.1421165763464428
338,Armenia,ARM,2048,0.1421165763464428
339,Armenia,ARM,2049,0.1421165763464428
340,Armenia,ARM,2050,0.1421165763464428
341,American Samoa,ASM,2020,0.1421165763464428
342,American Samoa,ASM,2021,0.1421165763464428
343,American Samoa,ASM,2022,0.1421165763464428
344,American Samoa,ASM,2023,0.1421165763464428
345,American Samoa,ASM,2024,0.1421165763464428
346,American Samoa,ASM,2025,0.1421165763464428
347,American Samoa,ASM,2026,0.1421165763464428
348,American Samoa,ASM,2027,0.1421165763464428
349,American Samoa,ASM,2028,0.1421165763464428
350,American Samoa,ASM,2029,0.1421165763464428
351,American Samoa,ASM,2030,0.1421165763464428
352,American Samoa,ASM,2031,0.1421165763464428
353,American Samoa,ASM,2032,0.1421165763464428
354,American Samoa,ASM,2033,0.1421165763464428
355,American Samoa,ASM,2034,0.1421165763464428
356,American Samoa,ASM,2035,0.1421165763464428
357,American Samoa,ASM,2036,0.1421165763464428
358,American Samoa,ASM,2037,0.1421165763464428
359,American Samoa,ASM,2038,0.1421165763464428
360,American Samoa,ASM,2039,0.1421165763464428
361,American Samoa,ASM,2040,0.1421165763464428
362,American Samoa,ASM,2041,0.1421165763464428
363,American Samoa,ASM,2042,0.1421165763464428
364,American Samoa,ASM,2043,0.1421165763464428
365,American Samoa,ASM,2044,0.1421165763464428
366,American Samoa,ASM,2045,0.1421165763464428
367,American Samoa,ASM,2046,0.1421165763464428
368,American Samoa,ASM,2047,0.1421165763464428
369,American Samoa,ASM,2048,0.1421165763464428
370,American Samoa,ASM,2049,0.1421165763464428
371,American Samoa,ASM,2050,0.1421165763464428
372,Antigua and Barbuda,ATG,2020,0.1421165763464428
373,Antigua and Barbuda,ATG,2021,0.1421165763464428
374,Antigua and Barbuda,ATG,2022,0.1421165763464428
375,Antigua and Barbuda,ATG,2023,0.1421165763464428
376,Antigua and Barbuda,ATG,2024,0.1421165763464428
377,Antigua and Barbuda,ATG,2025,0.1421165763464428
378,Antigua and Barbuda,ATG,2026,0.1421165763464428
379,Antigua and Barbuda,ATG,2027,0.1421165763464428
380,Antigua and Barbuda,ATG,2028,0.1421165763464428
381,Antigua and Barbuda,ATG,2029,0.1421165763464428
382,Antigua and Barbuda,ATG,2030,0.1421165763464428
383,Antigua and Barbuda,ATG,2031,0.1421165763464428
384,Antigua and Barbuda,ATG,2032,0.1421165763464428
385,Antigua and Barbuda,ATG,2033,0.1421165763464428
386,Antigua and Barbuda,ATG,2034,0.1421165763464428
387,Antigua and Barbuda,ATG,2035,0.1421165763464428
388,Antigua and Barbuda,ATG,2036,0.1421165763464428
389,Antigua and Barbuda,ATG,2037,0.1421165763464428
390,Antigua and Barbuda,ATG,2038,0.1421165763464428
391,Antigua and Barbuda,ATG,2039,0.1421165763464428
392,Antigua and Barbuda,ATG,2040,0.1421165763464428
393,Antigua and Barbuda,ATG,2041,0.1421165763464428
394,Antigua and Barbuda,ATG,2042,0.1421165763464428
395,Antigua and Barbuda,ATG,2043,0.1421165763464428
396,Antigua and Barbuda,ATG,2044,0.1421165763464428
397,Antigua and Barbuda,ATG,2045,0.1421165763464428
398,Antigua and Barbuda,ATG,2046,0.1421165763464428
399,Antigua and Barbuda,ATG,2047,0.1421165763464428
400,Antigua and Barbuda,ATG,2048,0.1421165763464428
401,Antigua and Barbuda,ATG,2049,0.1421165763464428
402,Antigua and Barbuda,ATG,2050,0.1421165763464428
403,Australia,AUS,2020,0.0245496892260416
404,Australia,AUS,2021,0.0245496892260416
405,Australia,AUS,2022,0.0245496892260416
406,Australia,AUS,2023,0.0245496892260416
407,Australia,AUS,2024,0.0245496892260416
408,Australia,AUS,2025,0.0245496892260416
409,Australia,AUS,2026,0.0245496892260416
410,Australia,AUS,2027,0.0245496892260416
411,Australia,AUS,2028,0.0245496892260416
412,Australia,AUS,2029,0.0245496892260416
413,Australia,AUS,2030,0.0245496892260416
414,Australia,AUS,2031,0.0245496892260416
415,Australia,AUS,2032,0.0245496892260416
416,Australia,AUS,2033,0.0245496892260416
417,Australia,AUS,2034,0.0245496892260416
418,Australia,AUS,2035,0.0245496892260416
419,Australia,AUS,2036,0.0245496892260416
420,Australia,AUS,2037,0.0245496892260416
421,Australia,AUS,2038,0.0245496892260416
422,Australia,AUS,2039,0.0245496892260416
423,Australia,AUS,2040,0.0245496892260416
424,Australia,AUS,2041,0.0245496892260416
425,Australia,AUS,2042,0.0245496892260416
426,Australia,AUS,2043,0.0245496892260416
427,Australia,AUS,2044,0.0245496892260416
428,Australia,AUS,2045,0.0245496892260416
429,Australia,AUS,2046,0.0245496892260416
430,Australia,AUS,2047,0.0245496892260416
431,Australia,AUS,2048,0.0245496892260416
432,Australia,AUS,2049,0.0245496892260416
433,Australia,AUS,2050,0.0245496892260416
434,Austria,AUT,2020,0.104156243475634
435,Austria,AUT,2021,0.104156243475634
436,Austria,AUT,2022,0.104156243475634
437,Austria,AUT,2023,0.104156243475634
438,Austria,AUT,2024,0.104156243475634
439,Austria,AUT,2025,0.104156243475634
440,Austria,AUT,2026,0.104156243475634
441,Austria,AUT,2027,0.104156243475634
442,Austria,AUT,2028,0.104156243475634
443,Austria,AUT,2029,0.104156243475634
444,Austria,AUT,2030,0.104156243475634
445,Austria,AUT,2031,0.104156243475634
446,Austria,AUT,2032,0.104156243475634
447,Austria,AUT,2033,0.104156243475634
448,Austria,AUT,2034,0.104156243475634
449,Austria,AUT,2035,0.104156243475634
450,Austria,AUT,2036,0.104156243475634
451,Austria,AUT,2037,0.104156243475634
452,Austria,AUT,2038,0.104156243475634
453,Austria,AUT,2039,0.104156243475634
454,Austria,AUT,2040,0.104156243475634
455,Austria,AUT,2041,0.104156243475634
456,Austria,AUT,2042,0.104156243475634
457,Austria,AUT,2043,0.104156243475634
458,Austria,AUT,2044,0.104156243475634
459,Austria,AUT,2045,0.104156243475634
460,Austria,AUT,2046,0.104156243475634
461,Austria,AUT,2047,0.104156243475634
462,Austria,AUT,2048,0.104156243475634
463,Austria,AUT,2049,0.104156243475634
464,Austria,AUT,2050,0.104156243475634
465,Azerbaijan,AZE,2020,0.1421165763464428
466,Azerbaijan,AZE,2021,0.1421165763464428
467,Azerbaijan,AZE,2022,0.1421165763464428
468,Azerbaijan,AZE,2023,0.1421165763464428
469,Azerbaijan,AZE,2024,0.1421165763464428
470,Azerbaijan,AZE,2025,0.1421165763464428
471,Azerbaijan,AZE,2026,0.1421165763464428
472,Azerbaijan,AZE,2027,0.1421165763464428
473,Azerbaijan,AZE,2028,0.1421165763464428
474,Azerbaijan,AZE,2029,0.1421165763464428
475,Azerbaijan,AZE,2030,0.1421165763464428
476,Azerbaijan,AZE,2031,0.1421165763464428
477,Azerbaijan,AZE,2032,0.1421165763464428
478,Azerbaijan,AZE,2033,0.1421165763464428
479,Azerbaijan,AZE,2034,0.1421165763464428
480,Azerbaijan,AZE,2035,0.1421165763464428
481,Azerbaijan,AZE,2036,0.1421165763464428
482,Azerbaijan,AZE,2037,0.1421165763464428
483,Azerbaijan,AZE,2038,0.1421165763464428
484,Azerbaijan,AZE,2039,0.1421165763464428
485,Azerbaijan,AZE,2040,0.1421165763464428
486,Azerbaijan,AZE,2041,0.1421165763464428
487,Azerbaijan,AZE,2042,0.1421165763464428
488,Azerbaijan,AZE,2043,0.1421165763464428
489,Azerbaijan,AZE,2044,0.1421165763464428
490,Azerbaijan,AZE,2045,0.1421165763464428
491,Azerbaijan,AZE,2046,0.1421165763464428
492,Azerbaijan,AZE,2047,0.1421165763464428
493,Azerbaijan,AZE,2048,0.1421165763464428
494,Azerbaijan,AZE,2049,0.1421165763464428
495,Azerbaijan,AZE,2050,0.1421165763464428
496,Burundi,BDI,2020,0.1421165763464428
497,Burundi,BDI,2021,0.1421165763464428
498,Burundi,BDI,2022,0.1421165763464428
499,Burundi,BDI,2023,0.1421165763464428
500,Burundi,BDI,2024,0.1421165763464428
501,Burundi,BDI,2025,0.1421165763464428
502,Burundi,BDI,2026,0.1421165763464428
503,Burundi,BDI,2027,0.1421165763464428
504,Burundi,BDI,2028,0.1421165763464428
505,Burundi,BDI,2029,0.1421165763464428
506,Burundi,BDI,2030,0.1421165763464428
507,Burundi,BDI,2031,0.1421165763464428
508,Burundi,BDI,2032,0.1421165763464428
509,Burundi,BDI,2033,0.1421165763464428
510,Burundi,BDI,2034,0.1421165763464428
511,Burundi,BDI,2035,0.1421165763464428
512,Burundi,BDI,2036,0.1421165763464428
513,Burundi,BDI,2037,0.1421165763464428
514,Burundi,BDI,2038,0.1421165763464428
515,Burundi,BDI,2039,0.1421165763464428
516,Burundi,BDI,2040,0.1421165763464428
517,Burundi,BDI,2041,0.1421165763464428
518,Burundi,BDI,2042,0.1421165763464428
519,Burundi,BDI,2043,0.1421165763464428
520,Burundi,BDI,2044,0.1421165763464428
521,Burundi,BDI,2045,0.1421165763464428
522,Burundi,BDI,2046,0.1421165763464428
523,Burundi,BDI,2047,0.1421165763464428
524,Burundi,BDI,2048,0.1421165763464428
525,Burundi,BDI,2049,0.1421165763464428
526,Burundi,BDI,2050,0.1421165763464428
527,Belgium,BEL,2020,0.023715311826012
528,Belgium,BEL,2021,0.023715311826012
529,Belgium,BEL,2022,0.023715311826012
530,Belgium,BEL,2023,0.023715311826012
531,Belgium,BEL,2024,0.023715311826012
532,Belgium,BEL,2025,0.023715311826012
533,Belgium,BEL,2026,0.023715311826012
534,Belgium,BEL,2027,0.023715311826012
535,Belgium,BEL,2028,0.023715311826012
536,Belgium,BEL,2029,0.023715311826012
537,Belgium,BEL,2030,0.023715311826012
538,Belgium,BEL,2031,0.023715311826012
539,Belgium,BEL,2032,0.023715311826012
540,Belgium,BEL,2033,0.023715311826012
541,Belgium,BEL,2034,0.023715311826012
542,Belgium,BEL,2035,0.023715311826012
543,Belgium,BEL,2036,0.023715311826012
544,Belgium,BEL,2037,0.023715311826012
545,Belgium,BEL,2038,0.023715311826012
546,Belgium,BEL,2039,0.023715311826012
547,Belgium,BEL,2040,0.023715311826012
548,Belgium,BEL,2041,0.023715311826012
549,Belgium,BEL,2042,0.023715311826012
550,Belgium,BEL,2043,0.023715311826012
551,Belgium,BEL,2044,0.023715311826012
552,Belgium,BEL,2045,0.023715311826012
553,Belgium,BEL,2046,0.023715311826012
554,Belgium,BEL,2047,0.023715311826012
555,Belgium,BEL,2048,0.023715311826012
556,Belgium,BEL,2049,0.023715311826012
557,Belgium,BEL,2050,0.023715311826012
558,Benin,BEN,2020,0.1421165763464428
559,Benin,BEN,2021,0.1421165763464428
560,Benin,BEN,2022,0.1421165763464428
561,Benin,BEN,2023,0.1421165763464428
562,Benin,BEN,2024,0.1421165763464428
563,Benin,BEN,2025,0.1421165763464428
564,Benin,BEN,2026,0.1421165763464428
565,Benin,BEN,2027,0.1421165763464428
566,Benin,BEN,2028,0.1421165763464428
567,Benin,BEN,2029,0.1421165763464428
568,Benin,BEN,2030,0.1421165763464428
569,Benin,BEN,2031,0.1421165763464428
570,Benin,BEN,2032,0.1421165763464428
571,Benin,BEN,2033,0.1421165763464428
572,Benin,BEN,2034,0.1421165763464428
573,Benin,BEN,2035,0.1421165763464428
574,Benin,BEN,2036,0.1421165763464428
575,Benin,BEN,2037,0.1421165763464428
576,Benin,BEN,2038,0.1421165763464428
577,Benin,BEN,2039,0.1421165763464428
578,Benin,BEN,2040,0.1421165763464428
