Year,iso_code3,frac_agrc_fibers_cl2_dry
2035,CHE,0.2241524037161922
2036,CHE,0.2241524037161922
2037,CHE,0.2241524037161922
2038,CHE,0.2241524037161922
2039,CHE,0.2241524037161922
2040,CHE,0.2241524037161922
2041,CHE,0.2241524037161922
2042,CHE,0.2241524037161922
2043,CHE,0.2241524037161922
2044,CHE,0.2241524037161922
2045,CHE,0.2241524037161922
2046,CHE,0.2241524037161922
2047,CHE,0.2241524037161922
2048,CHE,0.2241524037161922
2049,CHE,0.2241524037161922
2050,CHE,0.2241524037161922
2021,CHL,0.7249449939003137
2022,CHL,0.7249449939003137
2023,CHL,0.7249449939003137
2024,CHL,0.7249449939003137
2025,CHL,0.7249449939003137
2026,CHL,0.7249449939003137
2027,CHL,0.7249449939003137
2028,CHL,0.7249449939003137
2029,CHL,0.7249449939003137
2030,CHL,0.7249449939003137
2031,CHL,0.7249449939003137
2032,CHL,0.7249449939003137
2033,CHL,0.7249449939003137
2034,CHL,0.7249449939003137
2035,CHL,0.7249449939003137
2036,CHL,0.7249449939003137
2037,CHL,0.7249449939003137
2038,CHL,0.7249449939003137
2039,CHL,0.7249449939003137
2040,CHL,0.7249449939003137
2041,CHL,0.7249449939003137
2042,CHL,0.7249449939003137
2043,CHL,0.7249449939003137
2044,CHL,0.7249449939003137
2045,CHL,0.7249449939003137
2046,CHL,0.7249449939003137
2047,CHL,0.7249449939003137
2048,CHL,0.7249449939003137
2049,CHL,0.7249449939003137
2050,CHL,0.7249449939003137
2021,CHN,0.8515803843878696
2022,CHN,0.8515803843878696
2023,CHN,0.8515803843878696
2024,CHN,0.8515803843878696
2025,CHN,0.8515803843878696
2026,CHN,0.8515803843878696
2027,CHN,0.8515803843878696
2028,CHN,0.8515803843878696
2029,CHN,0.8515803843878696
2030,CHN,0.8515803843878696
2031,CHN,0.8515803843878696
2032,CHN,0.8515803843878696
2033,CHN,0.8515803843878696
2034,CHN,0.8515803843878696
2035,CHN,0.8515803843878696
2036,CHN,0.8515803843878696
2037,CHN,0.8515803843878696
2038,CHN,0.8515803843878696
2039,CHN,0.8515803843878696
2040,CHN,0.8515803843878696
2041,CHN,0.8515803843878696
2042,CHN,0.8515803843878696
2043,CHN,0.8515803843878696
2044,CHN,0.8515803843878696
2045,CHN,0.8515803843878696
2046,CHN,0.8515803843878696
2047,CHN,0.8515803843878696
2048,CHN,0.8515803843878696
2049,CHN,0.8515803843878696
2050,CHN,0.8515803843878696
2021,CIV,0.0
2022,CIV,0.0
2023,CIV,0.0
2024,CIV,0.0
2025,CIV,0.0
2026,CIV,0.0
2027,CIV,0.0
2028,CIV,0.0
2029,CIV,0.0
2030,CIV,0.0
2031,CIV,0.0
2032,CIV,0.0
2033,CIV,0.0
2034,CIV,0.0
2035,CIV,0.0
2036,CIV,0.0
2037,CIV,0.0
2038,CIV,0.0
2039,CIV,0.0
2040,CIV,0.0
2041,CIV,0.0
2042,CIV,0.0
2043,CIV,0.0
2044,CIV,0.0
2045,CIV,0.0
2046,CIV,0.0
2047,CIV,0.0
2048,CIV,0.0
2049,CIV,0.0
2050,CIV,0.0
2021,CMR,0.0299591815777988
2022,CMR,0.0299591815777988
2023,CMR,0.0299591815777988
2024,CMR,0.0299591815777988
2025,CMR,0.0299591815777988
2026,CMR,0.0299591815777988
2027,CMR,0.0299591815777988
2028,CMR,0.0299591815777988
2029,CMR,0.0299591815777988
2030,CMR,0.0299591815777988
2031,CMR,0.0299591815777988
2032,CMR,0.0299591815777988
2033,CMR,0.0299591815777988
2034,CMR,0.0299591815777988
2035,CMR,0.0299591815777988
2036,CMR,0.0299591815777988
2037,CMR,0.0299591815777988
2038,CMR,0.0299591815777988
2039,CMR,0.0299591815777988
2040,CMR,0.0299591815777988
2041,CMR,0.0299591815777988
2042,CMR,0.0299591815777988
2043,CMR,0.0299591815777988
2044,CMR,0.0299591815777988
2045,CMR,0.0299591815777988
2046,CMR,0.0299591815777988
2047,CMR,0.0299591815777988
2048,CMR,0.0299591815777988
2049,CMR,0.0299591815777988
2050,CMR,0.0299591815777988
2021,COD,0.0473117389571882
2022,COD,0.0473117389571882
2023,COD,0.0473117389571882
2024,COD,0.0473117389571882
2025,COD,0.0473117389571882
2026,COD,0.0473117389571882
2027,COD,0.0473117389571882
2028,COD,0.0473117389571882
2029,COD,0.0473117389571882
2030,COD,0.0473117389571882
2031,COD,0.0473117389571882
2032,COD,0.0473117389571882
2033,COD,0.0473117389571882
2034,COD,0.0473117389571882
2035,COD,0.0473117389571882
2036,COD,0.0473117389571882
2037,COD,0.0473117389571882
2038,COD,0.0473117389571882
2039,COD,0.0473117389571882
2040,COD,0.0473117389571882
2041,COD,0.0473117389571882
2042,COD,0.0473117389571882
2043,COD,0.0473117389571882
2044,COD,0.0473117389571882
2045,COD,0.0473117389571882
2046,COD,0.0473117389571882
2047,COD,0.0473117389571882
2048,COD,0.0473117389571882
2049,COD,0.0473117389571882
2050,COD,0.0473117389571882
2021,COG,0.0
2022,COG,0.0
2023,COG,0.0
2024,COG,0.0
2025,COG,0.0
2026,COG,0.0
2027,COG,0.0
2028,COG,0.0
2029,COG,0.0
2030,COG,0.0
2031,COG,0.0
2032,COG,0.0
2033,COG,0.0
2034,COG,0.0
2035,COG,0.0
2036,COG,0.0
2037,COG,0.0
2038,COG,0.0
2039,COG,0.0
2040,COG,0.0
2041,COG,0.0
2042,COG,0.0
2043,COG,0.0
2044,COG,0.0
2045,COG,0.0
2046,COG,0.0
2047,COG,0.0
2048,COG,0.0
2049,COG,0.0
2050,COG,0.0
2021,COL,0.0379740464609664
2022,COL,0.0379740464609664
2023,COL,0.0379740464609664
2024,COL,0.0379740464609664
2025,COL,0.0379740464609664
2026,COL,0.0379740464609664
2027,COL,0.0379740464609664
2028,COL,0.0379740464609664
2029,COL,0.0379740464609664
2030,COL,0.0379740464609664
2031,COL,0.0379740464609664
2032,COL,0.0379740464609664
2033,COL,0.0379740464609664
2034,COL,0.0379740464609664
2035,COL,0.0379740464609664
2036,COL,0.0379740464609664
2037,COL,0.0379740464609664
2038,COL,0.0379740464609664
2039,COL,0.0379740464609664
2040,COL,0.0379740464609664
2041,COL,0.0379740464609664
2042,COL,0.0379740464609664
2043,COL,0.0379740464609664
2044,COL,0.0379740464609664
2045,COL,0.0379740464609664
2046,COL,0.0379740464609664
2047,COL,0.0379740464609664
2048,COL,0.0379740464609664
2049,COL,0.0379740464609664
2050,COL,0.0379740464609664
2021,COM,0.0091789903110657
2022,COM,0.0091789903110657
2023,COM,0.0091789903110657
2024,COM,0.0091789903110657
2025,COM,0.0091789903110657
2026,COM,0.0091789903110657
2027,COM,0.0091789903110657
2028,COM,0.0091789903110657
2029,COM,0.0091789903110657
2030,COM,0.0091789903110657
2031,COM,0.0091789903110657
2032,COM,0.0091789903110657
2033,COM,0.0091789903110657
2034,COM,0.0091789903110657
2035,COM,0.0091789903110657
2036,COM,0.0091789903110657
2037,COM,0.0091789903110657
2038,COM,0.0091789903110657
2039,COM,0.0091789903110657
2040,COM,0.0091789903110657
2041,COM,0.0091789903110657
2042,COM,0.0091789903110657
2043,COM,0.0091789903110657
2044,COM,0.0091789903110657
2045,COM,0.0091789903110657
2046,COM,0.0091789903110657
2047,COM,0.0091789903110657
2048,COM,0.0091789903110657
2049,COM,0.0091789903110657
2050,COM,0.0091789903110657
2021,CPV,1.0
2022,CPV,1.0
2023,CPV,1.0
2024,CPV,1.0
2025,CPV,1.0
2026,CPV,1.0
2027,CPV,1.0
2028,CPV,1.0
2029,CPV,1.0
2030,CPV,1.0
2031,CPV,1.0
2032,CPV,1.0
2033,CPV,1.0
2034,CPV,1.0
2035,CPV,1.0
2036,CPV,1.0
2037,CPV,1.0
2038,CPV,1.0
2039,CPV,1.0
2040,CPV,1.0
2041,CPV,1.0
2042,CPV,1.0
2043,CPV,1.0
2044,CPV,1.0
2045,CPV,1.0
2046,CPV,1.0
2047,CPV,1.0
2048,CPV,1.0
2049,CPV,1.0
2050,CPV,1.0
2021,CRI,0.0174430128840436
2022,CRI,0.0174430128840436
2023,CRI,0.0174430128840436
2024,CRI,0.0174430128840436
2025,CRI,0.0174430128840436
2026,CRI,0.0174430128840436
2027,CRI,0.0174430128840436
2028,CRI,0.0174430128840436
2029,CRI,0.0174430128840436
2030,CRI,0.0174430128840436
2031,CRI,0.0174430128840436
2032,CRI,0.0174430128840436
2033,CRI,0.0174430128840436
2034,CRI,0.0174430128840436
2035,CRI,0.0174430128840436
2036,CRI,0.0174430128840436
2037,CRI,0.0174430128840436
2038,CRI,0.0174430128840436
2039,CRI,0.0174430128840436
2040,CRI,0.0174430128840436
2041,CRI,0.0174430128840436
2042,CRI,0.0174430128840436
2043,CRI,0.0174430128840436
2044,CRI,0.0174430128840436
2045,CRI,0.0174430128840436
2046,CRI,0.0174430128840436
2047,CRI,0.0174430128840436
2048,CRI,0.0174430128840436
2049,CRI,0.0174430128840436
2050,CRI,0.0174430128840436
2021,CUB,0.0003489005996729
2022,CUB,0.0003489005996729
2023,CUB,0.0003489005996729
2024,CUB,0.0003489005996729
2025,CUB,0.0003489005996729
2026,CUB,0.0003489005996729
2027,CUB,0.0003489005996729
2028,CUB,0.0003489005996729
2029,CUB,0.0003489005996729
2030,CUB,0.0003489005996729
2031,CUB,0.0003489005996729
2032,CUB,0.0003489005996729
2033,CUB,0.0003489005996729
2034,CUB,0.0003489005996729
2035,CUB,0.0003489005996729
2036,CUB,0.0003489005996729
2037,CUB,0.0003489005996729
2038,CUB,0.0003489005996729
2039,CUB,0.0003489005996729
2040,CUB,0.0003489005996729
2041,CUB,0.0003489005996729
2042,CUB,0.0003489005996729
2043,CUB,0.0003489005996729
2044,CUB,0.0003489005996729
2045,CUB,0.0003489005996729
2046,CUB,0.0003489005996729
2047,CUB,0.0003489005996729
2048,CUB,0.0003489005996729
2049,CUB,0.0003489005996729
2050,CUB,0.0003489005996729
2021,CUW,0.929475587703436
2022,CUW,0.929475587703436
2023,CUW,0.929475587703436
2024,CUW,0.929475587703436
2025,CUW,0.929475587703436
2026,CUW,0.929475587703436
2027,CUW,0.929475587703436
2028,CUW,0.929475587703436
2029,CUW,0.929475587703436
2030,CUW,0.929475587703436
2031,CUW,0.929475587703436
2032,CUW,0.929475587703436
2033,CUW,0.929475587703436
2034,CUW,0.929475587703436
2035,CUW,0.929475587703436
2036,CUW,0.929475587703436
2037,CUW,0.929475587703436
2038,CUW,0.929475587703436
2039,CUW,0.929475587703436
2040,CUW,0.929475587703436
2041,CUW,0.929475587703436
2042,CUW,0.929475587703436
2043,CUW,0.929475587703436
2044,CUW,0.929475587703436
2045,CUW,0.929475587703436
2046,CUW,0.929475587703436
2047,CUW,0.929475587703436
2048,CUW,0.929475587703436
2049,CUW,0.929475587703436
2050,CUW,0.929475587703436
2021,CYM,0.0
2022,CYM,0.0
2023,CYM,0.0
2024,CYM,0.0
2025,CYM,0.0
2026,CYM,0.0
2027,CYM,0.0
2028,CYM,0.0
2029,CYM,0.0
2030,CYM,0.0
2031,CYM,0.0
2032,CYM,0.0
2033,CYM,0.0
2034,CYM,0.0
2035,CYM,0.0
2036,CYM,0.0
2037,CYM,0.0
2038,CYM,0.0
2039,CYM,0.0
2040,CYM,0.0
2041,CYM,0.0
2042,CYM,0.0
2043,CYM,0.0
2044,CYM,0.0
2045,CYM,0.0
2046,CYM,0.0
2047,CYM,0.0
2048,CYM,0.0
2049,CYM,0.0
2050,CYM,0.0
2021,CYP,1.0
2022,CYP,1.0
2023,CYP,1.0
2024,CYP,1.0
2025,CYP,1.0
2026,CYP,1.0
2027,CYP,1.0
2028,CYP,1.0
2029,CYP,1.0
2030,CYP,1.0
2031,CYP,1.0
2032,CYP,1.0
2033,CYP,1.0
2034,CYP,1.0
2035,CYP,1.0
2036,CYP,1.0
2037,CYP,1.0
2038,CYP,1.0
2039,CYP,1.0
2040,CYP,1.0
2041,CYP,1.0
2042,CYP,1.0
2043,CYP,1.0
2044,CYP,1.0
2045,CYP,1.0
2046,CYP,1.0
2047,CYP,1.0
2048,CYP,1.0
2049,CYP,1.0
2050,CYP,1.0
2021,CZE,2.8281742720986468e-05
2022,CZE,2.8281742720986468e-05
2023,CZE,2.8281742720986468e-05
2024,CZE,2.8281742720986468e-05
2025,CZE,2.8281742720986468e-05
2026,CZE,2.8281742720986468e-05
2027,CZE,2.8281742720986468e-05
2028,CZE,2.8281742720986468e-05
2029,CZE,2.8281742720986468e-05
2030,CZE,2.8281742720986468e-05
2031,CZE,2.8281742720986468e-05
2032,CZE,2.8281742720986468e-05
2033,CZE,2.8281742720986468e-05
2034,CZE,2.8281742720986468e-05
2035,CZE,2.8281742720986468e-05
2036,CZE,2.8281742720986468e-05
2037,CZE,2.8281742720986468e-05
2038,CZE,2.8281742720986468e-05
2039,CZE,2.8281742720986468e-05
2040,CZE,2.8281742720986468e-05
2041,CZE,2.8281742720986468e-05
2042,CZE,2.8281742720986468e-05
2043,CZE,2.8281742720986468e-05
2044,CZE,2.8281742720986468e-05
2045,CZE,2.8281742720986468e-05
2046,CZE,2.8281742720986468e-05
2047,CZE,2.8281742720986468e-05
2048,CZE,2.8281742720986468e-05
2049,CZE,2.8281742720986468e-05
2050,CZE,2.8281742720986468e-05
2021,DEU,0.0002948750712614
2022,DEU,0.0002948750712614
2023,DEU,0.0002948750712614
2024,DEU,0.0002948750712614
2025,DEU,0.0002948750712614
2026,DEU,0.0002948750712614
2027,DEU,0.0002948750712614
2028,DEU,0.0002948750712614
2029,DEU,0.0002948750712614
2030,DEU,0.0002948750712614
2031,DEU,0.0002948750712614
2032,DEU,0.0002948750712614
2033,DEU,0.0002948750712614
2034,DEU,0.0002948750712614
2035,DEU,0.0002948750712614
2036,DEU,0.0002948750712614
2037,DEU,0.0002948750712614
2038,DEU,0.0002948750712614
2039,DEU,0.0002948750712614
2040,DEU,0.0002948750712614
2041,DEU,0.0002948750712614
2042,DEU,0.0002948750712614
2043,DEU,0.0002948750712614
2044,DEU,0.0002948750712614
2045,DEU,0.0002948750712614
2046,DEU,0.0002948750712614
2047,DEU,0.0002948750712614
2048,DEU,0.0002948750712614
2049,DEU,0.0002948750712614
2050,DEU,0.0002948750712614
2021,DJI,1.0
2022,DJI,1.0
2023,DJI,1.0
2024,DJI,1.0
2025,DJI,1.0
2026,DJI,1.0
2027,DJI,1.0
2028,DJI,1.0
2029,DJI,1.0
2030,DJI,1.0
2031,DJI,1.0
2032,DJI,1.0
2033,DJI,1.0
2034,DJI,1.0
2035,DJI,1.0
2036,DJI,1.0
2037,DJI,1.0
2038,DJI,1.0
2039,DJI,1.0
2040,DJI,1.0
2041,DJI,1.0
2042,DJI,1.0
2043,DJI,1.0
2044,DJI,1.0
2045,DJI,1.0
2046,DJI,1.0
2047,DJI,1.0
2048,DJI,1.0
2049,DJI,1.0
2050,DJI,1.0
2021,DMA,0.0
2022,DMA,0.0
2023,DMA,0.0
2024,DMA,0.0
2025,DMA,0.0
2026,DMA,0.0
2027,DMA,0.0
2028,DMA,0.0
2029,DMA,0.0
2030,DMA,0.0
2031,DMA,0.0
2032,DMA,0.0
2033,DMA,0.0
2034,DMA,0.0
2035,DMA,0.0
2036,DMA,0.0
2037,DMA,0.0
2038,DMA,0.0
2039,DMA,0.0
2040,DMA,0.0
2041,DMA,0.0
2042,DMA,0.0
2043,DMA,0.0
2044,DMA,0.0
2045,DMA,0.0
2046,DMA,0.0
2047,DMA,0.0
2048,DMA,0.0
2049,DMA,0.0
2050,DMA,0.0
2021,DNK,0.0
2022,DNK,0.0
2023,DNK,0.0
2024,DNK,0.0
2025,DNK,0.0
2026,DNK,0.0
2027,DNK,0.0
2028,DNK,0.0
2029,DNK,0.0
2030,DNK,0.0
2031,DNK,0.0
2032,DNK,0.0
2033,DNK,0.0
2034,DNK,0.0
2035,DNK,0.0
2036,DNK,0.0
2037,DNK,0.0
2038,DNK,0.0
2039,DNK,0.0
2040,DNK,0.0
2041,DNK,0.0
2042,DNK,0.0
2043,DNK,0.0
2044,DNK,0.0
2045,DNK,0.0
2046,DNK,0.0
2047,DNK,0.0
2048,DNK,0.0
2049,DNK,0.0
2050,DNK,0.0
2021,DOM,0.055042798036818
2022,DOM,0.055042798036818
2023,DOM,0.055042798036818
2024,DOM,0.055042798036818
2025,DOM,0.055042798036818
2026,DOM,0.055042798036818
2027,DOM,0.055042798036818
2028,DOM,0.055042798036818
2029,DOM,0.055042798036818
2030,DOM,0.055042798036818
2031,DOM,0.055042798036818
2032,DOM,0.055042798036818
2033,DOM,0.055042798036818
2034,DOM,0.055042798036818
2035,DOM,0.055042798036818
2036,DOM,0.055042798036818
2037,DOM,0.055042798036818
2038,DOM,0.055042798036818
2039,DOM,0.055042798036818
2040,DOM,0.055042798036818
2041,DOM,0.055042798036818
2042,DOM,0.055042798036818
2043,DOM,0.055042798036818
2044,DOM,0.055042798036818
2045,DOM,0.055042798036818
2046,DOM,0.055042798036818
2047,DOM,0.055042798036818
2048,DOM,0.055042798036818
2049,DOM,0.055042798036818
2050,DOM,0.055042798036818
2021,DZA,0.9994602619933344
2022,DZA,0.9994602619933344
2023,DZA,0.9994602619933344
2024,DZA,0.9994602619933344
2025,DZA,0.9994602619933344
2026,DZA,0.9994602619933344
2027,DZA,0.9994602619933344
2028,DZA,0.9994602619933344
2029,DZA,0.9994602619933344
2030,DZA,0.9994602619933344
2031,DZA,0.9994602619933344
2032,DZA,0.9994602619933344
2033,DZA,0.9994602619933344
2034,DZA,0.9994602619933344
2035,DZA,0.9994602619933344
2036,DZA,0.9994602619933344
2037,DZA,0.9994602619933344
2038,DZA,0.9994602619933344
2039,DZA,0.9994602619933344
2040,DZA,0.9994602619933344
2041,DZA,0.9994602619933344
2042,DZA,0.9994602619933344
2043,DZA,0.9994602619933344
2044,DZA,0.9994602619933344
2045,DZA,0.9994602619933344
2046,DZA,0.9994602619933344
2047,DZA,0.9994602619933344
2048,DZA,0.9994602619933344
2049,DZA,0.9994602619933344
2050,DZA,0.9994602619933344
2021,ECU,0.199045820094814
2022,ECU,0.199045820094814
2023,ECU,0.199045820094814
2024,ECU,0.199045820094814
2025,ECU,0.199045820094814
2026,ECU,0.199045820094814
2027,ECU,0.199045820094814
2028,ECU,0.199045820094814
2029,ECU,0.199045820094814
2030,ECU,0.199045820094814
2031,ECU,0.199045820094814
2032,ECU,0.199045820094814
2033,ECU,0.199045820094814
2034,ECU,0.199045820094814
2035,ECU,0.199045820094814
2036,ECU,0.199045820094814
2037,ECU,0.199045820094814
2038,ECU,0.199045820094814
2039,ECU,0.199045820094814
2040,ECU,0.199045820094814
2041,ECU,0.199045820094814
2042,ECU,0.199045820094814
2043,ECU,0.199045820094814
2044,ECU,0.199045820094814
2045,ECU,0.199045820094814
2046,ECU,0.199045820094814
2047,ECU,0.199045820094814
2048,ECU,0.199045820094814
2049,ECU,0.199045820094814
2050,ECU,0.199045820094814
2021,EGY,1.0
2022,EGY,1.0
2023,EGY,1.0
2024,EGY,1.0
2025,EGY,1.0
2026,EGY,1.0
2027,EGY,1.0
2028,EGY,1.0
2029,EGY,1.0
2030,EGY,1.0
2031,EGY,1.0
2032,EGY,1.0
2033,EGY,1.0
2034,EGY,1.0
2035,EGY,1.0
2036,EGY,1.0
2037,EGY,1.0
2038,EGY,1.0
2039,EGY,1.0
2040,EGY,1.0
2041,EGY,1.0
2042,EGY,1.0
2043,EGY,1.0
2044,EGY,1.0
2045,EGY,1.0
2046,EGY,1.0
2047,EGY,1.0
2048,EGY,1.0
2049,EGY,1.0
2050,EGY,1.0
2021,ERI,0.8732591843613077
2022,ERI,0.8732591843613077
2023,ERI,0.8732591843613077
2024,ERI,0.8732591843613077
2025,ERI,0.8732591843613077
2026,ERI,0.8732591843613077
2027,ERI,0.8732591843613077
2028,ERI,0.8732591843613077
2029,ERI,0.8732591843613077
2030,ERI,0.8732591843613077
2031,ERI,0.8732591843613077
2032,ERI,0.8732591843613077
2033,ERI,0.8732591843613077
2034,ERI,0.8732591843613077
2035,ERI,0.8732591843613077
2036,ERI,0.8732591843613077
2037,ERI,0.8732591843613077
2038,ERI,0.8732591843613077
2039,ERI,0.8732591843613077
2040,ERI,0.8732591843613077
2041,ERI,0.8732591843613077
2042,ERI,0.8732591843613077
2043,ERI,0.8732591843613077
2044,ERI,0.8732591843613077
2045,ERI,0.8732591843613077
2046,ERI,0.8732591843613077
2047,ERI,0.8732591843613077
2048,ERI,0.8732591843613077
2049,ERI,0.8732591843613077
2050,ERI,0.8732591843613077
2021,ESP,0.7079332335995776
2022,ESP,0.7079332335995776
2023,ESP,0.7079332335995776
2024,ESP,0.7079332335995776
2025,ESP,0.7079332335995776
2026,ESP,0.7079332335995776
2027,ESP,0.7079332335995776
2028,ESP,0.7079332335995776
2029,ESP,0.7079332335995776
2030,ESP,0.7079332335995776
2031,ESP,0.7079332335995776
2032,ESP,0.7079332335995776
2033,ESP,0.7079332335995776
2034,ESP,0.7079332335995776
2035,ESP,0.7079332335995776
2036,ESP,0.7079332335995776
2037,ESP,0.7079332335995776
2038,ESP,0.7079332335995776
2039,ESP,0.7079332335995776
2040,ESP,0.7079332335995776
2041,ESP,0.7079332335995776
2042,ESP,0.7079332335995776
2043,ESP,0.7079332335995776
2044,ESP,0.7079332335995776
2045,ESP,0.7079332335995776
2046,ESP,0.7079332335995776
2047,ESP,0.7079332335995776
2048,ESP,0.7079332335995776
2049,ESP,0.7079332335995776
2050,ESP,0.7079332335995776
2021,EST,0.0
2022,EST,0.0
2023,EST,0.0
2024,EST,0.0
2025,EST,0.0
2026,EST,0.0
2027,EST,0.0
2028,EST,0.0
2029,EST,0.0
2030,EST,0.0
2031,EST,0.0
2032,EST,0.0
2033,EST,0.0
2034,EST,0.0
2035,EST,0.0
2036,EST,0.0
2037,EST,0.0
2038,EST,0.0
2039,EST,0.0
2040,EST,0.0
2041,EST,0.0
2042,EST,0.0
2043,EST,0.0
2044,EST,0.0
2045,EST,0.0
2046,EST,0.0
2047,EST,0.0
2048,EST,0.0
2049,EST,0.0
2050,EST,0.0
2021,ETH,0.5893978777751522
2022,ETH,0.5893978777751522
2023,ETH,0.5893978777751522
2024,ETH,0.5893978777751522
2025,ETH,0.5893978777751522
2026,ETH,0.5893978777751522
2027,ETH,0.5893978777751522
2028,ETH,0.5893978777751522
2029,ETH,0.5893978777751522
2030,ETH,0.5893978777751522
2031,ETH,0.5893978777751522
2032,ETH,0.5893978777751522
2033,ETH,0.5893978777751522
2034,ETH,0.5893978777751522
2035,ETH,0.5893978777751522
2036,ETH,0.5893978777751522
2037,ETH,0.5893978777751522
2038,ETH,0.5893978777751522
2039,ETH,0.5893978777751522
2040,ETH,0.5893978777751522
2041,ETH,0.5893978777751522
2042,ETH,0.5893978777751522
2043,ETH,0.5893978777751522
2044,ETH,0.5893978777751522
2045,ETH,0.5893978777751522
2046,ETH,0.5893978777751522
2047,ETH,0.5893978777751522
2048,ETH,0.5893978777751522
2049,ETH,0.5893978777751522
2050,ETH,0.5893978777751522
2021,FIN,0.0023949801216649
2022,FIN,0.0023949801216649
2023,FIN,0.0023949801216649
2024,FIN,0.0023949801216649
2025,FIN,0.0023949801216649
2026,FIN,0.0023949801216649
2027,FIN,0.0023949801216649
2028,FIN,0.0023949801216649
2029,FIN,0.0023949801216649
2030,FIN,0.0023949801216649
2031,FIN,0.0023949801216649
2032,FIN,0.0023949801216649
2033,FIN,0.0023949801216649
2034,FIN,0.0023949801216649
2035,FIN,0.0023949801216649
2036,FIN,0.0023949801216649
2037,FIN,0.0023949801216649
2038,FIN,0.0023949801216649
2039,FIN,0.0023949801216649
2040,FIN,0.0023949801216649
2041,FIN,0.0023949801216649
2042,FIN,0.0023949801216649
2043,FIN,0.0023949801216649
2044,FIN,0.0023949801216649
2045,FIN,0.0023949801216649
2046,FIN,0.0023949801216649
2047,FIN,0.0023949801216649
2048,FIN,0.0023949801216649
2049,FIN,0.0023949801216649
2050,FIN,0.0023949801216649
2021,FJI,0.0116578014184397
2022,FJI,0.0116578014184397
2023,FJI,0.0116578014184397
2024,FJI,0.0116578014184397
2025,FJI,0.0116578014184397
2026,FJI,0.0116578014184397
2027,FJI,0.0116578014184397
2028,FJI,0.0116578014184397
2029,FJI,0.0116578014184397
2030,FJI,0.0116578014184397
2031,FJI,0.0116578014184397
2032,FJI,0.0116578014184397
2033,FJI,0.0116578014184397
2034,FJI,0.0116578014184397
2035,FJI,0.0116578014184397
2036,FJI,0.0116578014184397
2037,FJI,0.0116578014184397
2038,FJI,0.0116578014184397
2039,FJI,0.0116578014184397
2040,FJI,0.0116578014184397
2041,FJI,0.0116578014184397
2042,FJI,0.0116578014184397
2043,FJI,0.0116578014184397
2044,FJI,0.0116578014184397
2045,FJI,0.0116578014184397
2046,FJI,0.0116578014184397
2047,FJI,0.0116578014184397
2048,FJI,0.0116578014184397
2049,FJI,0.0116578014184397
2050,FJI,0.0116578014184397
2021,FRO,0.2083758937691522
2022,FRO,0.2083758937691522
2023,FRO,0.2083758937691522
2024,FRO,0.2083758937691522
2025,FRO,0.2083758937691522
2026,FRO,0.2083758937691522
2027,FRO,0.2083758937691522
2028,FRO,0.2083758937691522
2029,FRO,0.2083758937691522
2030,FRO,0.2083758937691522
2031,FRO,0.2083758937691522
2032,FRO,0.2083758937691522
2033,FRO,0.2083758937691522
2034,FRO,0.2083758937691522
2035,FRO,0.2083758937691522
2036,FRO,0.2083758937691522
2037,FRO,0.2083758937691522
2038,FRO,0.2083758937691522
2039,FRO,0.2083758937691522
2040,FRO,0.2083758937691522
2041,FRO,0.2083758937691522
2042,FRO,0.2083758937691522
2043,FRO,0.2083758937691522
2044,FRO,0.2083758937691522
2045,FRO,0.2083758937691522
2046,FRO,0.2083758937691522
2047,FRO,0.2083758937691522
2048,FRO,0.2083758937691522
2049,FRO,0.2083758937691522
2050,FRO,0.2083758937691522
2021,FSM,0.0
2022,FSM,0.0
2023,FSM,0.0
2024,FSM,0.0
2025,FSM,0.0
2026,FSM,0.0
2027,FSM,0.0
2028,FSM,0.0
2029,FSM,0.0
2030,FSM,0.0
2031,FSM,0.0
2032,FSM,0.0
2033,FSM,0.0
2034,FSM,0.0
2035,FSM,0.0
2036,FSM,0.0
2037,FSM,0.0
2038,FSM,0.0
2039,FSM,0.0
2040,FSM,0.0
2041,FSM,0.0
2042,FSM,0.0
2043,FSM,0.0
2044,FSM,0.0
2045,FSM,0.0
2046,FSM,0.0
2047,FSM,0.0
2048,FSM,0.0
2049,FSM,0.0
2050,FSM,0.0
2021,GAB,0.0
2022,GAB,0.0
2023,GAB,0.0
2024,GAB,0.0
2025,GAB,0.0
2026,GAB,0.0
2027,GAB,0.0
2028,GAB,0.0
2029,GAB,0.0
2030,GAB,0.0
2031,GAB,0.0
2032,GAB,0.0
2033,GAB,0.0
2034,GAB,0.0
2035,GAB,0.0
2036,GAB,0.0
2037,GAB,0.0
2038,GAB,0.0
2039,GAB,0.0
2040,GAB,0.0
2041,GAB,0.0
2042,GAB,0.0
2043,GAB,0.0
2044,GAB,0.0
2045,GAB,0.0
2046,GAB,0.0
2047,GAB,0.0
2048,GAB,0.0
2049,GAB,0.0
2050,GAB,0.0
2021,GBR,0.0003751062110127
2022,GBR,0.0003751062110127
2023,GBR,0.0003751062110127
2024,GBR,0.0003751062110127
2025,GBR,0.0003751062110127
2026,GBR,0.0003751062110127
2027,GBR,0.0003751062110127
2028,GBR,0.0003751062110127
2029,GBR,0.0003751062110127
2030,GBR,0.0003751062110127
2031,GBR,0.0003751062110127
2032,GBR,0.0003751062110127
2033,GBR,0.0003751062110127
2034,GBR,0.0003751062110127
2035,GBR,0.0003751062110127
2036,GBR,0.0003751062110127
2037,GBR,0.0003751062110127
2038,GBR,0.0003751062110127
2039,GBR,0.0003751062110127
