,Nation,iso_code3,Year,fuelefficiency_trns_rail_freight_natural_gas_km_per_litre
64,Afghanistan,AFG,2031,3.76647834275
65,Afghanistan,AFG,2032,3.76647834275
66,Afghanistan,AFG,2033,3.76647834275
67,Afghanistan,AFG,2034,3.76647834275
68,Afghanistan,AFG,2035,3.76647834275
69,Afghanistan,AFG,2036,3.76647834275
70,Afghanistan,AFG,2037,3.76647834275
71,Afghanistan,AFG,2038,3.76647834275
72,Afghanistan,AFG,2039,3.76647834275
73,Afghanistan,AFG,2040,3.76647834275
74,Afghanistan,AFG,2041,3.76647834275
75,Afghanistan,AFG,2042,3.76647834275
76,Afghanistan,AFG,2043,3.76647834275
77,Afghanistan,AFG,2044,3.76647834275
78,Afghanistan,AFG,2045,3.76647834275
79,Afghanistan,AFG,2046,3.76647834275
80,Afghanistan,AFG,2047,3.76647834275
81,Afghanistan,AFG,2048,3.76647834275
82,Afghanistan,AFG,2049,3.76647834275
83,Afghanistan,AFG,2050,3.76647834275
84,Africa Western and Central,AFW,2023,3.76647834275
85,Africa Western and Central,AFW,2024,3.76647834275
86,Africa Western and Central,AFW,2025,3.76647834275
87,Africa Western and Central,AFW,2026,3.76647834275
88,Africa Western and Central,AFW,2027,3.76647834275
89,Africa Western and Central,AFW,2028,3.76647834275
90,Africa Western and Central,AFW,2029,3.76647834275
91,Africa Western and Central,AFW,2030,3.76647834275
92,Africa Western and Central,AFW,2031,3.76647834275
93,Africa Western and Central,AFW,2032,3.76647834275
94,Africa Western and Central,AFW,2033,3.76647834275
95,Africa Western and Central,AFW,2034,3.76647834275
96,Africa Western and Central,AFW,2035,3.76647834275
97,Africa Western and Central,AFW,2036,3.76647834275
98,Africa Western and Central,AFW,2037,3.76647834275
99,Africa Western and Central,AFW,2038,3.76647834275
100,Africa Western and Central,AFW,2039,3.76647834275
101,Africa Western and Central,AFW,2040,3.76647834275
102,Africa Western and Central,AFW,2041,3.76647834275
103,Africa Western and Central,AFW,2042,3.76647834275
104,Africa Western and Central,AFW,2043,3.76647834275
105,Africa Western and Central,AFW,2044,3.76647834275
106,Africa Western and Central,AFW,2045,3.76647834275
107,Africa Western and Central,AFW,2046,3.76647834275
108,Africa Western and Central,AFW,2047,3.76647834275
109,Africa Western and Central,AFW,2048,3.76647834275
110,Africa Western and Central,AFW,2049,3.76647834275
111,Africa Western and Central,AFW,2050,3.76647834275
112,Angola,AGO,2023,3.76647834275
113,Angola,AGO,2024,3.76647834275
114,Angola,AGO,2025,3.76647834275
115,Angola,AGO,2026,3.76647834275
116,Angola,AGO,2027,3.76647834275
117,Angola,AGO,2028,3.76647834275
118,Angola,AGO,2029,3.76647834275
119,Angola,AGO,2030,3.76647834275
120,Angola,AGO,2031,3.76647834275
121,Angola,AGO,2032,3.76647834275
122,Angola,AGO,2033,3.76647834275
123,Angola,AGO,2034,3.76647834275
124,Angola,AGO,2035,3.76647834275
125,Angola,AGO,2036,3.76647834275
126,Angola,AGO,2037,3.76647834275
127,Angola,AGO,2038,3.76647834275
128,Angola,AGO,2039,3.76647834275
129,Angola,AGO,2040,3.76647834275
130,Angola,AGO,2041,3.76647834275
131,Angola,AGO,2042,3.76647834275
132,Angola,AGO,2043,3.76647834275
133,Angola,AGO,2044,3.76647834275
134,Angola,AGO,2045,3.76647834275
135,Angola,AGO,2046,3.76647834275
136,Angola,AGO,2047,3.76647834275
137,Angola,AGO,2048,3.76647834275
138,Angola,AGO,2049,3.76647834275
139,Angola,AGO,2050,3.76647834275
140,Albania,ALB,2023,3.76647834275
141,Albania,ALB,2024,3.76647834275
142,Albania,ALB,2025,3.76647834275
143,Albania,ALB,2026,3.76647834275
144,Albania,ALB,2027,3.76647834275
145,Albania,ALB,2028,3.76647834275
146,Albania,ALB,2029,3.76647834275
147,Albania,ALB,2030,3.76647834275
148,Albania,ALB,2031,3.76647834275
149,Albania,ALB,2032,3.76647834275
150,Albania,ALB,2033,3.76647834275
151,Albania,ALB,2034,3.76647834275
152,Albania,ALB,2035,3.76647834275
153,Albania,ALB,2036,3.76647834275
154,Albania,ALB,2037,3.76647834275
155,Albania,ALB,2038,3.76647834275
156,Albania,ALB,2039,3.76647834275
157,Albania,ALB,2040,3.76647834275
158,Albania,ALB,2041,3.76647834275
159,Albania,ALB,2042,3.76647834275
160,Albania,ALB,2043,3.76647834275
161,Albania,ALB,2044,3.76647834275
162,Albania,ALB,2045,3.76647834275
163,Albania,ALB,2046,3.76647834275
164,Albania,ALB,2047,3.76647834275
165,Albania,ALB,2048,3.76647834275
166,Albania,ALB,2049,3.76647834275
167,Albania,ALB,2050,3.76647834275
168,Andorra,AND,2023,3.76647834275
169,Andorra,AND,2024,3.76647834275
170,Andorra,AND,2025,3.76647834275
171,Andorra,AND,2026,3.76647834275
172,Andorra,AND,2027,3.76647834275
173,Andorra,AND,2028,3.76647834275
174,Andorra,AND,2029,3.76647834275
175,Andorra,AND,2030,3.76647834275
176,Andorra,AND,2031,3.76647834275
177,Andorra,AND,2032,3.76647834275
178,Andorra,AND,2033,3.76647834275
179,Andorra,AND,2034,3.76647834275
180,Andorra,AND,2035,3.76647834275
181,Andorra,AND,2036,3.76647834275
182,Andorra,AND,2037,3.76647834275
183,Andorra,AND,2038,3.76647834275
184,Andorra,AND,2039,3.76647834275
185,Andorra,AND,2040,3.76647834275
186,Andorra,AND,2041,3.76647834275
187,Andorra,AND,2042,3.76647834275
188,Andorra,AND,2043,3.76647834275
189,Andorra,AND,2044,3.76647834275
190,Andorra,AND,2045,3.76647834275
191,Andorra,AND,2046,3.76647834275
192,Andorra,AND,2047,3.76647834275
193,Andorra,AND,2048,3.76647834275
194,Andorra,AND,2049,3.76647834275
195,Andorra,AND,2050,3.76647834275
196,Arab World,ARB,2023,3.76647834275
197,Arab World,ARB,2024,3.76647834275
198,Arab World,ARB,2025,3.76647834275
199,Arab World,ARB,2026,3.76647834275
200,Arab World,ARB,2027,3.76647834275
201,Arab World,ARB,2028,3.76647834275
202,Arab World,ARB,2029,3.76647834275
203,Arab World,ARB,2030,3.76647834275
204,Arab World,ARB,2031,3.76647834275
205,Arab World,ARB,2032,3.76647834275
206,Arab World,ARB,2033,3.76647834275
207,Arab World,ARB,2034,3.76647834275
208,Arab World,ARB,2035,3.76647834275
209,Arab World,ARB,2036,3.76647834275
210,Arab World,ARB,2037,3.76647834275
211,Arab World,ARB,2038,3.76647834275
212,Arab World,ARB,2039,3.76647834275
213,Arab World,ARB,2040,3.76647834275
214,Arab World,ARB,2041,3.76647834275
215,Arab World,ARB,2042,3.76647834275
216,Arab World,ARB,2043,3.76647834275
217,Arab World,ARB,2044,3.76647834275
218,Arab World,ARB,2045,3.76647834275
219,Arab World,ARB,2046,3.76647834275
220,Arab World,ARB,2047,3.76647834275
221,Arab World,ARB,2048,3.76647834275
222,Arab World,ARB,2049,3.76647834275
223,Arab World,ARB,2050,3.76647834275
224,United Arab Emirates,ARE,2023,3.76647834275
225,United Arab Emirates,ARE,2024,3.76647834275
226,United Arab Emirates,ARE,2025,3.76647834275
227,United Arab Emirates,ARE,2026,3.76647834275
228,United Arab Emirates,ARE,2027,3.76647834275
229,United Arab Emirates,ARE,2028,3.76647834275
230,United Arab Emirates,ARE,2029,3.76647834275
231,United Arab Emirates,ARE,2030,3.76647834275
232,United Arab Emirates,ARE,2031,3.76647834275
233,United Arab Emirates,ARE,2032,3.76647834275
234,United Arab Emirates,ARE,2033,3.76647834275
235,United Arab Emirates,ARE,2034,3.76647834275
236,United Arab Emirates,ARE,2035,3.76647834275
237,United Arab Emirates,ARE,2036,3.76647834275
238,United Arab Emirates,ARE,2037,3.76647834275
239,United Arab Emirates,ARE,2038,3.76647834275
240,United Arab Emirates,ARE,2039,3.76647834275
241,United Arab Emirates,ARE,2040,3.76647834275
242,United Arab Emirates,ARE,2041,3.76647834275
243,United Arab Emirates,ARE,2042,3.76647834275
244,United Arab Emirates,ARE,2043,3.76647834275
245,United Arab Emirates,ARE,2044,3.76647834275
246,United Arab Emirates,ARE,2045,3.76647834275
247,United Arab Emirates,ARE,2046,3.76647834275
248,United Arab Emirates,ARE,2047,3.76647834275
249,United Arab Emirates,ARE,2048,3.76647834275
250,United Arab Emirates,ARE,2049,3.76647834275
251,United Arab Emirates,ARE,2050,3.76647834275
252,Argentina,ARG,2023,3.76647834275
253,Argentina,ARG,2024,3.76647834275
254,Argentina,ARG,2025,3.76647834275
255,Argentina,ARG,2026,3.76647834275
256,Argentina,ARG,2027,3.76647834275
257,Argentina,ARG,2028,3.76647834275
258,Argentina,ARG,2029,3.76647834275
259,Argentina,ARG,2030,3.76647834275
260,Argentina,ARG,2031,3.76647834275
261,Argentina,ARG,2032,3.76647834275
262,Argentina,ARG,2033,3.76647834275
263,Argentina,ARG,2034,3.76647834275
264,Argentina,ARG,2035,3.76647834275
265,Argentina,ARG,2036,3.76647834275
266,Argentina,ARG,2037,3.76647834275
267,Argentina,ARG,2038,3.76647834275
268,Argentina,ARG,2039,3.76647834275
269,Argentina,ARG,2040,3.76647834275
270,Argentina,ARG,2041,3.76647834275
271,Argentina,ARG,2042,3.76647834275
272,Argentina,ARG,2043,3.76647834275
273,Argentina,ARG,2044,3.76647834275
274,Argentina,ARG,2045,3.76647834275
275,Argentina,ARG,2046,3.76647834275
276,Argentina,ARG,2047,3.76647834275
277,Argentina,ARG,2048,3.76647834275
278,Argentina,ARG,2049,3.76647834275
279,Argentina,ARG,2050,3.76647834275
280,Armenia,ARM,2023,3.76647834275
281,Armenia,ARM,2024,3.76647834275
282,Armenia,ARM,2025,3.76647834275
283,Armenia,ARM,2026,3.76647834275
284,Armenia,ARM,2027,3.76647834275
285,Armenia,ARM,2028,3.76647834275
286,Armenia,ARM,2029,3.76647834275
287,Armenia,ARM,2030,3.76647834275
288,Armenia,ARM,2031,3.76647834275
289,Armenia,ARM,2032,3.76647834275
290,Armenia,ARM,2033,3.76647834275
291,Armenia,ARM,2034,3.76647834275
292,Armenia,ARM,2035,3.76647834275
293,Armenia,ARM,2036,3.76647834275
294,Armenia,ARM,2037,3.76647834275
295,Armenia,ARM,2038,3.76647834275
296,Armenia,ARM,2039,3.76647834275
297,Armenia,ARM,2040,3.76647834275
298,Armenia,ARM,2041,3.76647834275
299,Armenia,ARM,2042,3.76647834275
300,Armenia,ARM,2043,3.76647834275
301,Armenia,ARM,2044,3.76647834275
302,Armenia,ARM,2045,3.76647834275
303,Armenia,ARM,2046,3.76647834275
304,Armenia,ARM,2047,3.76647834275
305,Armenia,ARM,2048,3.76647834275
306,Armenia,ARM,2049,3.76647834275
307,Armenia,ARM,2050,3.76647834275
308,American Samoa,ASM,2023,3.76647834275
309,American Samoa,ASM,2024,3.76647834275
310,American Samoa,ASM,2025,3.76647834275
311,American Samoa,ASM,2026,3.76647834275
312,American Samoa,ASM,2027,3.76647834275
313,American Samoa,ASM,2028,3.76647834275
314,American Samoa,ASM,2029,3.76647834275
315,American Samoa,ASM,2030,3.76647834275
316,American Samoa,ASM,2031,3.76647834275
317,American Samoa,ASM,2032,3.76647834275
318,American Samoa,ASM,2033,3.76647834275
319,American Samoa,ASM,2034,3.76647834275
320,American Samoa,ASM,2035,3.76647834275
321,American Samoa,ASM,2036,3.76647834275
322,American Samoa,ASM,2037,3.76647834275
323,American Samoa,ASM,2038,3.76647834275
324,American Samoa,ASM,2039,3.76647834275
325,American Samoa,ASM,2040,3.76647834275
326,American Samoa,ASM,2041,3.76647834275
327,American Samoa,ASM,2042,3.76647834275
328,American Samoa,ASM,2043,3.76647834275
329,American Samoa,ASM,2044,3.76647834275
330,American Samoa,ASM,2045,3.76647834275
331,American Samoa,ASM,2046,3.76647834275
332,American Samoa,ASM,2047,3.76647834275
333,American Samoa,ASM,2048,3.76647834275
334,American Samoa,ASM,2049,3.76647834275
335,American Samoa,ASM,2050,3.76647834275
336,Antigua and Barbuda,ATG,2023,3.76647834275
337,Antigua and Barbuda,ATG,2024,3.76647834275
338,Antigua and Barbuda,ATG,2025,3.76647834275
339,Antigua and Barbuda,ATG,2026,3.76647834275
340,Antigua and Barbuda,ATG,2027,3.76647834275
341,Antigua and Barbuda,ATG,2028,3.76647834275
342,Antigua and Barbuda,ATG,2029,3.76647834275
343,Antigua and Barbuda,ATG,2030,3.76647834275
344,Antigua and Barbuda,ATG,2031,3.76647834275
345,Antigua and Barbuda,ATG,2032,3.76647834275
346,Antigua and Barbuda,ATG,2033,3.76647834275
347,Antigua and Barbuda,ATG,2034,3.76647834275
348,Antigua and Barbuda,ATG,2035,3.76647834275
349,Antigua and Barbuda,ATG,2036,3.76647834275
350,Antigua and Barbuda,ATG,2037,3.76647834275
351,Antigua and Barbuda,ATG,2038,3.76647834275
352,Antigua and Barbuda,ATG,2039,3.76647834275
353,Antigua and Barbuda,ATG,2040,3.76647834275
354,Antigua and Barbuda,ATG,2041,3.76647834275
355,Antigua and Barbuda,ATG,2042,3.76647834275
356,Antigua and Barbuda,ATG,2043,3.76647834275
357,Antigua and Barbuda,ATG,2044,3.76647834275
358,Antigua and Barbuda,ATG,2045,3.76647834275
359,Antigua and Barbuda,ATG,2046,3.76647834275
360,Antigua and Barbuda,ATG,2047,3.76647834275
361,Antigua and Barbuda,ATG,2048,3.76647834275
362,Antigua and Barbuda,ATG,2049,3.76647834275
363,Antigua and Barbuda,ATG,2050,3.76647834275
364,Australia,AUS,2023,3.76647834275
365,Australia,AUS,2024,3.76647834275
366,Australia,AUS,2025,3.76647834275
367,Australia,AUS,2026,3.76647834275
368,Australia,AUS,2027,3.76647834275
369,Australia,AUS,2028,3.76647834275
370,Australia,AUS,2029,3.76647834275
371,Australia,AUS,2030,3.76647834275
372,Australia,AUS,2031,3.76647834275
373,Australia,AUS,2032,3.76647834275
374,Australia,AUS,2033,3.76647834275
375,Australia,AUS,2034,3.76647834275
376,Australia,AUS,2035,3.76647834275
377,Australia,AUS,2036,3.76647834275
378,Australia,AUS,2037,3.76647834275
379,Australia,AUS,2038,3.76647834275
380,Australia,AUS,2039,3.76647834275
381,Australia,AUS,2040,3.76647834275
382,Australia,AUS,2041,3.76647834275
383,Australia,AUS,2042,3.76647834275
384,Australia,AUS,2043,3.76647834275
385,Australia,AUS,2044,3.76647834275
386,Australia,AUS,2045,3.76647834275
387,Australia,AUS,2046,3.76647834275
388,Australia,AUS,2047,3.76647834275
389,Australia,AUS,2048,3.76647834275
390,Australia,AUS,2049,3.76647834275
391,Australia,AUS,2050,3.76647834275
392,Austria,AUT,2023,3.76647834275
393,Austria,AUT,2024,3.76647834275
394,Austria,AUT,2025,3.76647834275
395,Austria,AUT,2026,3.76647834275
396,Austria,AUT,2027,3.76647834275
397,Austria,AUT,2028,3.76647834275
398,Austria,AUT,2029,3.76647834275
399,Austria,AUT,2030,3.76647834275
400,Austria,AUT,2031,3.76647834275
401,Austria,AUT,2032,3.76647834275
402,Austria,AUT,2033,3.76647834275
403,Austria,AUT,2034,3.76647834275
404,Austria,AUT,2035,3.76647834275
405,Austria,AUT,2036,3.76647834275
406,Austria,AUT,2037,3.76647834275
407,Austria,AUT,2038,3.76647834275
408,Austria,AUT,2039,3.76647834275
409,Austria,AUT,2040,3.76647834275
410,Austria,AUT,2041,3.76647834275
411,Austria,AUT,2042,3.76647834275
412,Austria,AUT,2043,3.76647834275
413,Austria,AUT,2044,3.76647834275
414,Austria,AUT,2045,3.76647834275
415,Austria,AUT,2046,3.76647834275
416,Austria,AUT,2047,3.76647834275
417,Austria,AUT,2048,3.76647834275
418,Austria,AUT,2049,3.76647834275
419,Austria,AUT,2050,3.76647834275
420,Azerbaijan,AZE,2023,3.76647834275
421,Azerbaijan,AZE,2024,3.76647834275
422,Azerbaijan,AZE,2025,3.76647834275
423,Azerbaijan,AZE,2026,3.76647834275
424,Azerbaijan,AZE,2027,3.76647834275
425,Azerbaijan,AZE,2028,3.76647834275
426,Azerbaijan,AZE,2029,3.76647834275
427,Azerbaijan,AZE,2030,3.76647834275
428,Azerbaijan,AZE,2031,3.76647834275
429,Azerbaijan,AZE,2032,3.76647834275
430,Azerbaijan,AZE,2033,3.76647834275
431,Azerbaijan,AZE,2034,3.76647834275
432,Azerbaijan,AZE,2035,3.76647834275
433,Azerbaijan,AZE,2036,3.76647834275
434,Azerbaijan,AZE,2037,3.76647834275
435,Azerbaijan,AZE,2038,3.76647834275
436,Azerbaijan,AZE,2039,3.76647834275
437,Azerbaijan,AZE,2040,3.76647834275
438,Azerbaijan,AZE,2041,3.76647834275
439,Azerbaijan,AZE,2042,3.76647834275
440,Azerbaijan,AZE,2043,3.76647834275
441,Azerbaijan,AZE,2044,3.76647834275
442,Azerbaijan,AZE,2045,3.76647834275
443,Azerbaijan,AZE,2046,3.76647834275
444,Azerbaijan,AZE,2047,3.76647834275
445,Azerbaijan,AZE,2048,3.76647834275
446,Azerbaijan,AZE,2049,3.76647834275
447,Azerbaijan,AZE,2050,3.76647834275
448,Burundi,BDI,2023,3.76647834275
449,Burundi,BDI,2024,3.76647834275
450,Burundi,BDI,2025,3.76647834275
451,Burundi,BDI,2026,3.76647834275
452,Burundi,BDI,2027,3.76647834275
453,Burundi,BDI,2028,3.76647834275
454,Burundi,BDI,2029,3.76647834275
455,Burundi,BDI,2030,3.76647834275
456,Burundi,BDI,2031,3.76647834275
457,Burundi,BDI,2032,3.76647834275
458,Burundi,BDI,2033,3.76647834275
459,Burundi,BDI,2034,3.76647834275
460,Burundi,BDI,2035,3.76647834275
461,Burundi,BDI,2036,3.76647834275
462,Burundi,BDI,2037,3.76647834275
463,Burundi,BDI,2038,3.76647834275
464,Burundi,BDI,2039,3.76647834275
465,Burundi,BDI,2040,3.76647834275
466,Burundi,BDI,2041,3.76647834275
467,Burundi,BDI,2042,3.76647834275
468,Burundi,BDI,2043,3.76647834275
469,Burundi,BDI,2044,3.76647834275
470,Burundi,BDI,2045,3.76647834275
471,Burundi,BDI,2046,3.76647834275
472,Burundi,BDI,2047,3.76647834275
473,Burundi,BDI,2048,3.76647834275
474,Burundi,BDI,2049,3.76647834275
475,Burundi,BDI,2050,3.76647834275
476,Belgium,BEL,2023,3.76647834275
477,Belgium,BEL,2024,3.76647834275
478,Belgium,BEL,2025,3.76647834275
479,Belgium,BEL,2026,3.76647834275
480,Belgium,BEL,2027,3.76647834275
481,Belgium,BEL,2028,3.76647834275
482,Belgium,BEL,2029,3.76647834275
483,Belgium,BEL,2030,3.76647834275
484,Belgium,BEL,2031,3.76647834275
485,Belgium,BEL,2032,3.76647834275
486,Belgium,BEL,2033,3.76647834275
487,Belgium,BEL,2034,3.76647834275
488,Belgium,BEL,2035,3.76647834275
489,Belgium,BEL,2036,3.76647834275
490,Belgium,BEL,2037,3.76647834275
491,Belgium,BEL,2038,3.76647834275
492,Belgium,BEL,2039,3.76647834275
493,Belgium,BEL,2040,3.76647834275
494,Belgium,BEL,2041,3.76647834275
495,Belgium,BEL,2042,3.76647834275
496,Belgium,BEL,2043,3.76647834275
497,Belgium,BEL,2044,3.76647834275
498,Belgium,BEL,2045,3.76647834275
499,Belgium,BEL,2046,3.76647834275
500,Belgium,BEL,2047,3.76647834275
501,Belgium,BEL,2048,3.76647834275
502,Belgium,BEL,2049,3.76647834275
503,Belgium,BEL,2050,3.76647834275
504,Benin,BEN,2023,3.76647834275
505,Benin,BEN,2024,3.76647834275
506,Benin,BEN,2025,3.76647834275
507,Benin,BEN,2026,3.76647834275
508,Benin,BEN,2027,3.76647834275
509,Benin,BEN,2028,3.76647834275
510,Benin,BEN,2029,3.76647834275
511,Benin,BEN,2030,3.76647834275
512,Benin,BEN,2031,3.76647834275
513,Benin,BEN,2032,3.76647834275
514,Benin,BEN,2033,3.76647834275
515,Benin,BEN,2034,3.76647834275
516,Benin,BEN,2035,3.76647834275
517,Benin,BEN,2036,3.76647834275
518,Benin,BEN,2037,3.76647834275
519,Benin,BEN,2038,3.76647834275
520,Benin,BEN,2039,3.76647834275
521,Benin,BEN,2040,3.76647834275
522,Benin,BEN,2041,3.76647834275
523,Benin,BEN,2042,3.76647834275
524,Benin,BEN,2043,3.76647834275
525,Benin,BEN,2044,3.76647834275
526,Benin,BEN,2045,3.76647834275
527,Benin,BEN,2046,3.76647834275
528,Benin,BEN,2047,3.76647834275
529,Benin,BEN,2048,3.76647834275
530,Benin,BEN,2049,3.76647834275
531,Benin,BEN,2050,3.76647834275
532,Burkina Faso,BFA,2023,3.76647834275
533,Burkina Faso,BFA,2024,3.76647834275
534,Burkina Faso,BFA,2025,3.76647834275
535,Burkina Faso,BFA,2026,3.76647834275
536,Burkina Faso,BFA,2027,3.76647834275
537,Burkina Faso,BFA,2028,3.76647834275
538,Burkina Faso,BFA,2029,3.76647834275
539,Burkina Faso,BFA,2030,3.76647834275
540,Burkina Faso,BFA,2031,3.76647834275
541,Burkina Faso,BFA,2032,3.76647834275
542,Burkina Faso,BFA,2033,3.76647834275
543,Burkina Faso,BFA,2034,3.76647834275
544,Burkina Faso,BFA,2035,3.76647834275
545,Burkina Faso,BFA,2036,3.76647834275
546,Burkina Faso,BFA,2037,3.76647834275
547,Burkina Faso,BFA,2038,3.76647834275
548,Burkina Faso,BFA,2039,3.76647834275
549,Burkina Faso,BFA,2040,3.76647834275
550,Burkina Faso,BFA,2041,3.76647834275
551,Burkina Faso,BFA,2042,3.76647834275
552,Burkina Faso,BFA,2043,3.76647834275
553,Burkina Faso,BFA,2044,3.76647834275
554,Burkina Faso,BFA,2045,3.76647834275
555,Burkina Faso,BFA,2046,3.76647834275
556,Burkina Faso,BFA,2047,3.76647834275
557,Burkina Faso,BFA,2048,3.76647834275
558,Burkina Faso,BFA,2049,3.76647834275
559,Burkina Faso,BFA,2050,3.76647834275
560,Bangladesh,BGD,2023,3.76647834275
561,Bangladesh,BGD,2024,3.76647834275
562,Bangladesh,BGD,2025,3.76647834275
563,Bangladesh,BGD,2026,3.76647834275
564,Bangladesh,BGD,2027,3.76647834275
565,Bangladesh,BGD,2028,3.76647834275
566,Bangladesh,BGD,2029,3.76647834275
567,Bangladesh,BGD,2030,3.76647834275
568,Bangladesh,BGD,2031,3.76647834275
569,Bangladesh,BGD,2032,3.76647834275
570,Bangladesh,BGD,2033,3.76647834275
571,Bangladesh,BGD,2034,3.76647834275
572,Bangladesh,BGD,2035,3.76647834275
573,Bangladesh,BGD,2036,3.76647834275
574,Bangladesh,BGD,2037,3.76647834275
575,Bangladesh,BGD,2038,3.76647834275
576,Bangladesh,BGD,2039,3.76647834275
577,Bangladesh,BGD,2040,3.76647834275
578,Bangladesh,BGD,2041,3.76647834275
579,Bangladesh,BGD,2042,3.76647834275
580,Bangladesh,BGD,2043,3.76647834275
581,Bangladesh,BGD,2044,3.76647834275
582,Bangladesh,BGD,2045,3.76647834275
583,Bangladesh,BGD,2046,3.76647834275
584,Bangladesh,BGD,2047,3.76647834275
585,Bangladesh,BGD,2048,3.76647834275
586,Bangladesh,BGD,2049,3.76647834275
587,Bangladesh,BGD,2050,3.76647834275
588,Bulgaria,BGR,2023,3.76647834275
589,Bulgaria,BGR,2024,3.76647834275
590,Bulgaria,BGR,2025,3.76647834275
591,Bulgaria,BGR,2026,3.76647834275
592,Bulgaria,BGR,2027,3.76647834275
593,Bulgaria,BGR,2028,3.76647834275
594,Bulgaria,BGR,2029,3.76647834275
595,Bulgaria,BGR,2030,3.76647834275
596,Bulgaria,BGR,2031,3.76647834275
597,Bulgaria,BGR,2032,3.76647834275
598,Bulgaria,BGR,2033,3.76647834275
599,Bulgaria,BGR,2034,3.76647834275
600,Bulgaria,BGR,2035,3.76647834275
601,Bulgaria,BGR,2036,3.76647834275
602,Bulgaria,BGR,2037,3.76647834275
603,Bulgaria,BGR,2038,3.76647834275
604,Bulgaria,BGR,2039,3.76647834275
605,Bulgaria,BGR,2040,3.76647834275
606,Bulgaria,BGR,2041,3.76647834275
607,Bulgaria,BGR,2042,3.76647834275
608,Bulgaria,BGR,2043,3.76647834275
609,Bulgaria,BGR,2044,3.76647834275
610,Bulgaria,BGR,2045,3.76647834275
611,Bulgaria,BGR,2046,3.76647834275
612,Bulgaria,BGR,2047,3.76647834275
613,Bulgaria,BGR,2048,3.76647834275
614,Bulgaria,BGR,2049,3.76647834275
615,Bulgaria,BGR,2050,3.76647834275
616,Bahrain,BHR,2023,3.76647834275
617,Bahrain,BHR,2024,3.76647834275
618,Bahrain,BHR,2025,3.76647834275
619,Bahrain,BHR,2026,3.76647834275
620,Bahrain,BHR,2027,3.76647834275
621,Bahrain,BHR,2028,3.76647834275
622,Bahrain,BHR,2029,3.76647834275
623,Bahrain,BHR,2030,3.76647834275
