Year,Nation,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_hydrocarbon_gas_liquids
2023,united kingdom,GBR,0.297614480540718
2024,united kingdom,GBR,0.297614480540718
2025,united kingdom,GBR,0.297614480540718
2026,united kingdom,GBR,0.297614480540718
2027,united kingdom,GBR,0.297614480540718
2028,united kingdom,GBR,0.297614480540718
2029,united kingdom,GBR,0.297614480540718
2030,united kingdom,GBR,0.297614480540718
2031,united kingdom,GBR,0.297614480540718
2032,united kingdom,GBR,0.297614480540718
2033,united kingdom,GBR,0.297614480540718
2034,united kingdom,GBR,0.297614480540718
2035,united kingdom,GBR,0.297614480540718
2036,united kingdom,GBR,0.297614480540718
2037,united kingdom,GBR,0.297614480540718
2038,united kingdom,GBR,0.297614480540718
2039,united kingdom,GBR,0.297614480540718
2040,united kingdom,GBR,0.297614480540718
2041,united kingdom,GBR,0.297614480540718
2042,united kingdom,GBR,0.297614480540718
2043,united kingdom,GBR,0.297614480540718
2044,united kingdom,GBR,0.297614480540718
2045,united kingdom,GBR,0.297614480540718
2046,united kingdom,GBR,0.297614480540718
2047,united kingdom,GBR,0.297614480540718
2048,united kingdom,GBR,0.297614480540718
2049,united kingdom,GBR,0.297614480540718
2050,united kingdom,GBR,0.297614480540718
2017,united states,USA,0.07595950070065889
2018,united states,USA,0.07595950070065889
2019,united states,USA,0.07595950070065889
2020,united states,USA,0.07595950070065889
2021,united states,USA,0.07595950070065889
2022,united states,USA,0.07595950070065889
2023,united states,USA,0.07595950070065889
2024,united states,USA,0.07595950070065889
2025,united states,USA,0.07595950070065889
2026,united states,USA,0.07595950070065889
2027,united states,USA,0.07595950070065889
2028,united states,USA,0.07595950070065889
2029,united states,USA,0.07595950070065889
2030,united states,USA,0.07595950070065889
2031,united states,USA,0.07595950070065889
2032,united states,USA,0.07595950070065889
2033,united states,USA,0.07595950070065889
2034,united states,USA,0.07595950070065889
2035,united states,USA,0.07595950070065889
2036,united states,USA,0.07595950070065889
2037,united states,USA,0.07595950070065889
2038,united states,USA,0.07595950070065889
2039,united states,USA,0.07595950070065889
2040,united states,USA,0.07595950070065889
2041,united states,USA,0.07595950070065889
2042,united states,USA,0.07595950070065889
2043,united states,USA,0.07595950070065889
2044,united states,USA,0.07595950070065889
2045,united states,USA,0.07595950070065889
2046,united states,USA,0.07595950070065889
2047,united states,USA,0.07595950070065889
2048,united states,USA,0.07595950070065889
2049,united states,USA,0.07595950070065889
2050,united states,USA,0.07595950070065889
2017,uruguay,URY,0.20044689376604682
2018,uruguay,URY,0.20044689376604682
2019,uruguay,URY,0.20044689376604682
2020,uruguay,URY,0.20044689376604682
2021,uruguay,URY,0.20044689376604682
2022,uruguay,URY,0.20044689376604682
2023,uruguay,URY,0.20044689376604682
2024,uruguay,URY,0.20044689376604682
2025,uruguay,URY,0.20044689376604682
2026,uruguay,URY,0.20044689376604682
2027,uruguay,URY,0.20044689376604682
2028,uruguay,URY,0.20044689376604682
2029,uruguay,URY,0.20044689376604682
2030,uruguay,URY,0.20044689376604682
2031,uruguay,URY,0.20044689376604682
2032,uruguay,URY,0.20044689376604682
2033,uruguay,URY,0.20044689376604682
2034,uruguay,URY,0.20044689376604682
2035,uruguay,URY,0.20044689376604682
2036,uruguay,URY,0.20044689376604682
2037,uruguay,URY,0.20044689376604682
2038,uruguay,URY,0.20044689376604682
2039,uruguay,URY,0.20044689376604682
2040,uruguay,URY,0.20044689376604682
2041,uruguay,URY,0.20044689376604682
2042,uruguay,URY,0.20044689376604682
2043,uruguay,URY,0.20044689376604682
2044,uruguay,URY,0.20044689376604682
2045,uruguay,URY,0.20044689376604682
2046,uruguay,URY,0.20044689376604682
2047,uruguay,URY,0.20044689376604682
2048,uruguay,URY,0.20044689376604682
2049,uruguay,URY,0.20044689376604682
2050,uruguay,URY,0.20044689376604682
2017,uzbekistan,UZB,0.0
2018,uzbekistan,UZB,0.0
2019,uzbekistan,UZB,0.0
2020,uzbekistan,UZB,0.0
2021,uzbekistan,UZB,0.0
2022,uzbekistan,UZB,0.0
2023,uzbekistan,UZB,0.0
2024,uzbekistan,UZB,0.0
2025,uzbekistan,UZB,0.0
2026,uzbekistan,UZB,0.0
2027,uzbekistan,UZB,0.0
2028,uzbekistan,UZB,0.0
2029,uzbekistan,UZB,0.0
2030,uzbekistan,UZB,0.0
2031,uzbekistan,UZB,0.0
2032,uzbekistan,UZB,0.0
2033,uzbekistan,UZB,0.0
2034,uzbekistan,UZB,0.0
2035,uzbekistan,UZB,0.0
2036,uzbekistan,UZB,0.0
2037,uzbekistan,UZB,0.0
2038,uzbekistan,UZB,0.0
2039,uzbekistan,UZB,0.0
2040,uzbekistan,UZB,0.0
2041,uzbekistan,UZB,0.0
2042,uzbekistan,UZB,0.0
2043,uzbekistan,UZB,0.0
2044,uzbekistan,UZB,0.0
2045,uzbekistan,UZB,0.0
2046,uzbekistan,UZB,0.0
2047,uzbekistan,UZB,0.0
2048,uzbekistan,UZB,0.0
2049,uzbekistan,UZB,0.0
2050,uzbekistan,UZB,0.0
2017,venezuela,VEN,0.5206014440359685
2018,venezuela,VEN,0.5206014440359685
2019,venezuela,VEN,0.5206014440359685
2020,venezuela,VEN,0.5206014440359685
2021,venezuela,VEN,0.5206014440359685
2022,venezuela,VEN,0.5206014440359685
2023,venezuela,VEN,0.5206014440359685
2024,venezuela,VEN,0.5206014440359685
2025,venezuela,VEN,0.5206014440359685
2026,venezuela,VEN,0.5206014440359685
2027,venezuela,VEN,0.5206014440359685
2028,venezuela,VEN,0.5206014440359685
2029,venezuela,VEN,0.5206014440359685
2030,venezuela,VEN,0.5206014440359685
2031,venezuela,VEN,0.5206014440359685
2032,venezuela,VEN,0.5206014440359685
2033,venezuela,VEN,0.5206014440359685
2034,venezuela,VEN,0.5206014440359685
2035,venezuela,VEN,0.5206014440359685
2036,venezuela,VEN,0.5206014440359685
2037,venezuela,VEN,0.5206014440359685
2038,venezuela,VEN,0.5206014440359685
2039,venezuela,VEN,0.5206014440359685
2040,venezuela,VEN,0.5206014440359685
2041,venezuela,VEN,0.5206014440359685
2042,venezuela,VEN,0.5206014440359685
2043,venezuela,VEN,0.5206014440359685
2044,venezuela,VEN,0.5206014440359685
2045,venezuela,VEN,0.5206014440359685
2046,venezuela,VEN,0.5206014440359685
2047,venezuela,VEN,0.5206014440359685
2048,venezuela,VEN,0.5206014440359685
2049,venezuela,VEN,0.5206014440359685
2050,venezuela,VEN,0.5206014440359685
2017,zambia,ZMB,0.33240926993356884
2018,zambia,ZMB,0.33240926993356884
2019,zambia,ZMB,0.33240926993356884
2020,zambia,ZMB,0.33240926993356884
2021,zambia,ZMB,0.33240926993356884
2022,zambia,ZMB,0.33240926993356884
2023,zambia,ZMB,0.33240926993356884
2024,zambia,ZMB,0.33240926993356884
2025,zambia,ZMB,0.33240926993356884
2026,zambia,ZMB,0.33240926993356884
2027,zambia,ZMB,0.33240926993356884
2028,zambia,ZMB,0.33240926993356884
2029,zambia,ZMB,0.33240926993356884
2030,zambia,ZMB,0.33240926993356884
2031,zambia,ZMB,0.33240926993356884
2032,zambia,ZMB,0.33240926993356884
2033,zambia,ZMB,0.33240926993356884
2034,zambia,ZMB,0.33240926993356884
2035,zambia,ZMB,0.33240926993356884
2036,zambia,ZMB,0.33240926993356884
2037,zambia,ZMB,0.33240926993356884
2038,zambia,ZMB,0.33240926993356884
2039,zambia,ZMB,0.33240926993356884
2040,zambia,ZMB,0.33240926993356884
2041,zambia,ZMB,0.33240926993356884
2042,zambia,ZMB,0.33240926993356884
2043,zambia,ZMB,0.33240926993356884
2044,zambia,ZMB,0.33240926993356884
2045,zambia,ZMB,0.33240926993356884
2046,zambia,ZMB,0.33240926993356884
2047,zambia,ZMB,0.33240926993356884
2048,zambia,ZMB,0.33240926993356884
2049,zambia,ZMB,0.33240926993356884
2050,zambia,ZMB,0.33240926993356884
2017,zimbabwe,ZWE,0.5152395192362988
2018,zimbabwe,ZWE,0.5152395192362988
2019,zimbabwe,ZWE,0.5152395192362988
2020,zimbabwe,ZWE,0.5152395192362988
2021,zimbabwe,ZWE,0.5152395192362988
2022,zimbabwe,ZWE,0.5152395192362988
2023,zimbabwe,ZWE,0.5152395192362988
2024,zimbabwe,ZWE,0.5152395192362988
2025,zimbabwe,ZWE,0.5152395192362988
2026,zimbabwe,ZWE,0.5152395192362988
2027,zimbabwe,ZWE,0.5152395192362988
2028,zimbabwe,ZWE,0.5152395192362988
2029,zimbabwe,ZWE,0.5152395192362988
2030,zimbabwe,ZWE,0.5152395192362988
2031,zimbabwe,ZWE,0.5152395192362988
2032,zimbabwe,ZWE,0.5152395192362988
2033,zimbabwe,ZWE,0.5152395192362988
2034,zimbabwe,ZWE,0.5152395192362988
2035,zimbabwe,ZWE,0.5152395192362988
2036,zimbabwe,ZWE,0.5152395192362988
2037,zimbabwe,ZWE,0.5152395192362988
2038,zimbabwe,ZWE,0.5152395192362988
2039,zimbabwe,ZWE,0.5152395192362988
2040,zimbabwe,ZWE,0.5152395192362988
2041,zimbabwe,ZWE,0.5152395192362988
2042,zimbabwe,ZWE,0.5152395192362988
2043,zimbabwe,ZWE,0.5152395192362988
2044,zimbabwe,ZWE,0.5152395192362988
2045,zimbabwe,ZWE,0.5152395192362988
2046,zimbabwe,ZWE,0.5152395192362988
2047,zimbabwe,ZWE,0.5152395192362988
2048,zimbabwe,ZWE,0.5152395192362988
2049,zimbabwe,ZWE,0.5152395192362988
2050,zimbabwe,ZWE,0.5152395192362988
