Year,iso_code3,pij_lndu_croplands_to_forests_mangroves
2026,COM,0.4901890095952119
2027,COM,0.4901890095952119
2028,COM,0.4901890095952119
2029,COM,0.4901890095952119
2030,COM,0.4901890095952119
2031,COM,0.4901890095952119
2032,COM,0.4901890095952119
2033,COM,0.4901890095952119
2034,COM,0.4901890095952119
2035,COM,0.4901890095952119
2036,COM,0.4901890095952119
2037,COM,0.4901890095952119
2038,COM,0.4901890095952119
2039,COM,0.4901890095952119
2040,COM,0.4901890095952119
2041,COM,0.4901890095952119
2042,COM,0.4901890095952119
2043,COM,0.4901890095952119
2044,COM,0.4901890095952119
2045,COM,0.4901890095952119
2046,COM,0.4901890095952119
2047,COM,0.4901890095952119
2048,COM,0.4901890095952119
2049,COM,0.4901890095952119
2050,COM,0.4901890095952119
2019,CPV,0.0
2020,CPV,0.1960602814399374
2021,CPV,0.1960602814399374
2022,CPV,0.1960602814399374
2023,CPV,0.1960602814399374
2024,CPV,0.1960602814399374
2025,CPV,0.1960602814399374
2026,CPV,0.1960602814399374
2027,CPV,0.1960602814399374
2028,CPV,0.1960602814399374
2029,CPV,0.1960602814399374
2030,CPV,0.1960602814399374
2031,CPV,0.1960602814399374
2032,CPV,0.1960602814399374
2033,CPV,0.1960602814399374
2034,CPV,0.1960602814399374
2035,CPV,0.1960602814399374
2036,CPV,0.1960602814399374
2037,CPV,0.1960602814399374
2038,CPV,0.1960602814399374
2039,CPV,0.1960602814399374
2040,CPV,0.1960602814399374
2041,CPV,0.1960602814399374
2042,CPV,0.1960602814399374
2043,CPV,0.1960602814399374
2044,CPV,0.1960602814399374
2045,CPV,0.1960602814399374
2046,CPV,0.1960602814399374
2047,CPV,0.1960602814399374
2048,CPV,0.1960602814399374
2049,CPV,0.1960602814399374
2050,CPV,0.1960602814399374
2019,CRI,0.0024380984552978
2020,CRI,0.0012458895591301
2021,CRI,0.0012458895591301
2022,CRI,0.0012458895591301
2023,CRI,0.0012458895591301
2024,CRI,0.0012458895591301
2025,CRI,0.0012458895591301
2026,CRI,0.0012458895591301
2027,CRI,0.0012458895591301
2028,CRI,0.0012458895591301
2029,CRI,0.0012458895591301
2030,CRI,0.0012458895591301
2031,CRI,0.0012458895591301
2032,CRI,0.0012458895591301
2033,CRI,0.0012458895591301
2034,CRI,0.0012458895591301
2035,CRI,0.0012458895591301
2036,CRI,0.0012458895591301
2037,CRI,0.0012458895591301
2038,CRI,0.0012458895591301
2039,CRI,0.0012458895591301
2040,CRI,0.0012458895591301
2041,CRI,0.0012458895591301
2042,CRI,0.0012458895591301
2043,CRI,0.0012458895591301
2044,CRI,0.0012458895591301
2045,CRI,0.0012458895591301
2046,CRI,0.0012458895591301
2047,CRI,0.0012458895591301
2048,CRI,0.0012458895591301
2049,CRI,0.0012458895591301
2050,CRI,0.0012458895591301
2019,CUB,0.0
2020,CUB,5.5937709190387846e-06
2021,CUB,5.5937709190387846e-06
2022,CUB,5.5937709190387846e-06
2023,CUB,5.5937709190387846e-06
2024,CUB,5.5937709190387846e-06
2025,CUB,5.5937709190387846e-06
2026,CUB,5.5937709190387846e-06
2027,CUB,5.5937709190387846e-06
2028,CUB,5.5937709190387846e-06
2029,CUB,5.5937709190387846e-06
2030,CUB,5.5937709190387846e-06
2031,CUB,5.5937709190387846e-06
2032,CUB,5.5937709190387846e-06
2033,CUB,5.5937709190387846e-06
2034,CUB,5.5937709190387846e-06
2035,CUB,5.5937709190387846e-06
2036,CUB,5.5937709190387846e-06
2037,CUB,5.5937709190387846e-06
2038,CUB,5.5937709190387846e-06
2039,CUB,5.5937709190387846e-06
2040,CUB,5.5937709190387846e-06
2041,CUB,5.5937709190387846e-06
2042,CUB,5.5937709190387846e-06
2043,CUB,5.5937709190387846e-06
2044,CUB,5.5937709190387846e-06
2045,CUB,5.5937709190387846e-06
2046,CUB,5.5937709190387846e-06
2047,CUB,5.5937709190387846e-06
2048,CUB,5.5937709190387846e-06
2049,CUB,5.5937709190387846e-06
2050,CUB,5.5937709190387846e-06
2019,CYM,0.4901884183101805
2020,CYM,0.4901883783035853
2021,CYM,0.4901883783035853
2022,CYM,0.4901883783035853
2023,CYM,0.4901883783035853
2024,CYM,0.4901883783035853
2025,CYM,0.4901883783035853
2026,CYM,0.4901883783035853
2027,CYM,0.4901883783035853
2028,CYM,0.4901883783035853
2029,CYM,0.4901883783035853
2030,CYM,0.4901883783035853
2031,CYM,0.4901883783035853
2032,CYM,0.4901883783035853
2033,CYM,0.4901883783035853
2034,CYM,0.4901883783035853
2035,CYM,0.4901883783035853
2036,CYM,0.4901883783035853
2037,CYM,0.4901883783035853
2038,CYM,0.4901883783035853
2039,CYM,0.4901883783035853
2040,CYM,0.4901883783035853
2041,CYM,0.4901883783035853
2042,CYM,0.4901883783035853
2043,CYM,0.4901883783035853
2044,CYM,0.4901883783035853
2045,CYM,0.4901883783035853
2046,CYM,0.4901883783035853
2047,CYM,0.4901883783035853
2048,CYM,0.4901883783035853
2049,CYM,0.4901883783035853
2050,CYM,0.4901883783035853
2019,CYP,0.0
2020,CYP,0.098022774820246
2021,CYP,0.098022774820246
2022,CYP,0.098022774820246
2023,CYP,0.098022774820246
2024,CYP,0.098022774820246
2025,CYP,0.098022774820246
2026,CYP,0.098022774820246
2027,CYP,0.098022774820246
2028,CYP,0.098022774820246
2029,CYP,0.098022774820246
2030,CYP,0.098022774820246
2031,CYP,0.098022774820246
2032,CYP,0.098022774820246
2033,CYP,0.098022774820246
2034,CYP,0.098022774820246
2035,CYP,0.098022774820246
2036,CYP,0.098022774820246
2037,CYP,0.098022774820246
2038,CYP,0.098022774820246
2039,CYP,0.098022774820246
2040,CYP,0.098022774820246
2041,CYP,0.098022774820246
2042,CYP,0.098022774820246
2043,CYP,0.098022774820246
2044,CYP,0.098022774820246
2045,CYP,0.098022774820246
2046,CYP,0.098022774820246
2047,CYP,0.098022774820246
2048,CYP,0.098022774820246
2049,CYP,0.098022774820246
2050,CYP,0.098022774820246
2019,CZE,0.0
2020,CZE,0.0
2021,CZE,0.0
2022,CZE,0.0
2023,CZE,0.0
2024,CZE,0.0
2025,CZE,0.0
2026,CZE,0.0
2027,CZE,0.0
2028,CZE,0.0
2029,CZE,0.0
2030,CZE,0.0
2031,CZE,0.0
2032,CZE,0.0
2033,CZE,0.0
2034,CZE,0.0
2035,CZE,0.0
2036,CZE,0.0
2037,CZE,0.0
2038,CZE,0.0
2039,CZE,0.0
2040,CZE,0.0
2041,CZE,0.0
2042,CZE,0.0
2043,CZE,0.0
2044,CZE,0.0
2045,CZE,0.0
2046,CZE,0.0
2047,CZE,0.0
2048,CZE,0.0
2049,CZE,0.0
2050,CZE,0.0
2019,DEU,0.0
2020,DEU,0.0
2021,DEU,0.0
2022,DEU,0.0
2023,DEU,0.0
2024,DEU,0.0
2025,DEU,0.0
2026,DEU,0.0
2027,DEU,0.0
2028,DEU,0.0
2029,DEU,0.0
2030,DEU,0.0
2031,DEU,0.0
2032,DEU,0.0
2033,DEU,0.0
2034,DEU,0.0
2035,DEU,0.0
2036,DEU,0.0
2037,DEU,0.0
2038,DEU,0.0
2039,DEU,0.0
2040,DEU,0.0
2041,DEU,0.0
2042,DEU,0.0
2043,DEU,0.0
2044,DEU,0.0
2045,DEU,0.0
2046,DEU,0.0
2047,DEU,0.0
2048,DEU,0.0
2049,DEU,0.0
2050,DEU,0.0
2019,DNK,0.0
2020,DNK,0.0
2021,DNK,0.0
2022,DNK,0.0
2023,DNK,0.0
2024,DNK,0.0
2025,DNK,0.0
2026,DNK,0.0
2027,DNK,0.0
2028,DNK,0.0
2029,DNK,0.0
2030,DNK,0.0
2031,DNK,0.0
2032,DNK,0.0
2033,DNK,0.0
2034,DNK,0.0
2035,DNK,0.0
2036,DNK,0.0
2037,DNK,0.0
2038,DNK,0.0
2039,DNK,0.0
2040,DNK,0.0
2041,DNK,0.0
2042,DNK,0.0
2043,DNK,0.0
2044,DNK,0.0
2045,DNK,0.0
2046,DNK,0.0
2047,DNK,0.0
2048,DNK,0.0
2049,DNK,0.0
2050,DNK,0.0
2019,DOM,6.6019671915264485e-06
2020,DOM,0.0008084933426173
2021,DOM,0.0008084933426173
2022,DOM,0.0008084933426173
2023,DOM,0.0008084933426173
2024,DOM,0.0008084933426173
2025,DOM,0.0008084933426173
2026,DOM,0.0008084933426173
2027,DOM,0.0008084933426173
2028,DOM,0.0008084933426173
2029,DOM,0.0008084933426173
2030,DOM,0.0008084933426173
2031,DOM,0.0008084933426173
2032,DOM,0.0008084933426173
2033,DOM,0.0008084933426173
2034,DOM,0.0008084933426173
2035,DOM,0.0008084933426173
2036,DOM,0.0008084933426173
2037,DOM,0.0008084933426173
2038,DOM,0.0008084933426173
2039,DOM,0.0008084933426173
2040,DOM,0.0008084933426173
2041,DOM,0.0008084933426173
2042,DOM,0.0008084933426173
2043,DOM,0.0008084933426173
2044,DOM,0.0008084933426173
2045,DOM,0.0008084933426173
2046,DOM,0.0008084933426173
2047,DOM,0.0008084933426173
2048,DOM,0.0008084933426173
2049,DOM,0.0008084933426173
2050,DOM,0.0008084933426173
2019,DZA,0.0
2020,DZA,0.0
2021,DZA,0.0
2022,DZA,0.0
2023,DZA,0.0
2024,DZA,0.0
2025,DZA,0.0
2026,DZA,0.0
2027,DZA,0.0
2028,DZA,0.0
2029,DZA,0.0
2030,DZA,0.0
2031,DZA,0.0
2032,DZA,0.0
2033,DZA,0.0
2034,DZA,0.0
2035,DZA,0.0
2036,DZA,0.0
2037,DZA,0.0
2038,DZA,0.0
2039,DZA,0.0
2040,DZA,0.0
2041,DZA,0.0
2042,DZA,0.0
2043,DZA,0.0
2044,DZA,0.0
2045,DZA,0.0
2046,DZA,0.0
2047,DZA,0.0
2048,DZA,0.0
2049,DZA,0.0
2050,DZA,0.0
2019,ECU,0.0002293824687589
2020,ECU,0.0001613855864526
2021,ECU,0.0001613855864526
2022,ECU,0.0001613855864526
2023,ECU,0.0001613855864526
2024,ECU,0.0001613855864526
2025,ECU,0.0001613855864526
2026,ECU,0.0001613855864526
2027,ECU,0.0001613855864526
2028,ECU,0.0001613855864526
2029,ECU,0.0001613855864526
2030,ECU,0.0001613855864526
2031,ECU,0.0001613855864526
2032,ECU,0.0001613855864526
2033,ECU,0.0001613855864526
2034,ECU,0.0001613855864526
2035,ECU,0.0001613855864526
2036,ECU,0.0001613855864526
2037,ECU,0.0001613855864526
2038,ECU,0.0001613855864526
2039,ECU,0.0001613855864526
2040,ECU,0.0001613855864526
2041,ECU,0.0001613855864526
2042,ECU,0.0001613855864526
2043,ECU,0.0001613855864526
2044,ECU,0.0001613855864526
2045,ECU,0.0001613855864526
2046,ECU,0.0001613855864526
2047,ECU,0.0001613855864526
2048,ECU,0.0001613855864526
2049,ECU,0.0001613855864526
2050,ECU,0.0001613855864526
2019,EGY,0.0
2020,EGY,5.271434674889696e-05
2021,EGY,5.271434674889696e-05
2022,EGY,5.271434674889696e-05
2023,EGY,5.271434674889696e-05
2024,EGY,5.271434674889696e-05
2025,EGY,5.271434674889696e-05
2026,EGY,5.271434674889696e-05
2027,EGY,5.271434674889696e-05
2028,EGY,5.271434674889696e-05
2029,EGY,5.271434674889696e-05
2030,EGY,5.271434674889696e-05
2031,EGY,5.271434674889696e-05
2032,EGY,5.271434674889696e-05
2033,EGY,5.271434674889696e-05
2034,EGY,5.271434674889696e-05
2035,EGY,5.271434674889696e-05
2036,EGY,5.271434674889696e-05
2037,EGY,5.271434674889696e-05
2038,EGY,5.271434674889696e-05
2039,EGY,5.271434674889696e-05
2040,EGY,5.271434674889696e-05
2041,EGY,5.271434674889696e-05
2042,EGY,5.271434674889696e-05
2043,EGY,5.271434674889696e-05
2044,EGY,5.271434674889696e-05
2045,EGY,5.271434674889696e-05
2046,EGY,5.271434674889696e-05
2047,EGY,5.271434674889696e-05
2048,EGY,5.271434674889696e-05
2049,EGY,5.271434674889696e-05
2050,EGY,5.271434674889696e-05
2019,ERI,0.0
2020,ERI,0.0
2021,ERI,0.0
2022,ERI,0.0
2023,ERI,0.0
2024,ERI,0.0
2025,ERI,0.0
2026,ERI,0.0
2027,ERI,0.0
2028,ERI,0.0
2029,ERI,0.0
2030,ERI,0.0
2031,ERI,0.0
2032,ERI,0.0
2033,ERI,0.0
2034,ERI,0.0
2035,ERI,0.0
2036,ERI,0.0
2037,ERI,0.0
2038,ERI,0.0
2039,ERI,0.0
2040,ERI,0.0
2041,ERI,0.0
2042,ERI,0.0
2043,ERI,0.0
2044,ERI,0.0
2045,ERI,0.0
2046,ERI,0.0
2047,ERI,0.0
2048,ERI,0.0
2049,ERI,0.0
2050,ERI,0.0
2019,ESP,0.0
2020,ESP,0.0
2021,ESP,0.0
2022,ESP,0.0
2023,ESP,0.0
2024,ESP,0.0
2025,ESP,0.0
2026,ESP,0.0
2027,ESP,0.0
2028,ESP,0.0
2029,ESP,0.0
2030,ESP,0.0
2031,ESP,0.0
2032,ESP,0.0
2033,ESP,0.0
2034,ESP,0.0
2035,ESP,0.0
2036,ESP,0.0
2037,ESP,0.0
2038,ESP,0.0
2039,ESP,0.0
2040,ESP,0.0
2041,ESP,0.0
2042,ESP,0.0
2043,ESP,0.0
2044,ESP,0.0
2045,ESP,0.0
2046,ESP,0.0
2047,ESP,0.0
2048,ESP,0.0
2049,ESP,0.0
2050,ESP,0.0
2019,EST,0.0
2020,EST,0.0
2021,EST,0.0
2022,EST,0.0
2023,EST,0.0
2024,EST,0.0
2025,EST,0.0
2026,EST,0.0
2027,EST,0.0
2028,EST,0.0
2029,EST,0.0
2030,EST,0.0
2031,EST,0.0
2032,EST,0.0
2033,EST,0.0
2034,EST,0.0
2035,EST,0.0
2036,EST,0.0
2037,EST,0.0
2038,EST,0.0
2039,EST,0.0
2040,EST,0.0
2041,EST,0.0
2042,EST,0.0
2043,EST,0.0
2044,EST,0.0
2045,EST,0.0
2046,EST,0.0
2047,EST,0.0
2048,EST,0.0
2049,EST,0.0
2050,EST,0.0
2019,ETH,0.0
2020,ETH,0.0
2021,ETH,0.0
2022,ETH,0.0
2023,ETH,0.0
2024,ETH,0.0
2025,ETH,0.0
2026,ETH,0.0
2027,ETH,0.0
2028,ETH,0.0
2029,ETH,0.0
2030,ETH,0.0
2031,ETH,0.0
2032,ETH,0.0
2033,ETH,0.0
2034,ETH,0.0
2035,ETH,0.0
2036,ETH,0.0
2037,ETH,0.0
2038,ETH,0.0
2039,ETH,0.0
2040,ETH,0.0
2041,ETH,0.0
2042,ETH,0.0
2043,ETH,0.0
2044,ETH,0.0
2045,ETH,0.0
2046,ETH,0.0
2047,ETH,0.0
2048,ETH,0.0
2049,ETH,0.0
2050,ETH,0.0
2019,FIN,0.0
2020,FIN,0.0
2021,FIN,0.0
2022,FIN,0.0
2023,FIN,0.0
2024,FIN,0.0
2025,FIN,0.0
2026,FIN,0.0
2027,FIN,0.0
2028,FIN,0.0
2029,FIN,0.0
2030,FIN,0.0
2031,FIN,0.0
2032,FIN,0.0
2033,FIN,0.0
2034,FIN,0.0
2035,FIN,0.0
2036,FIN,0.0
2037,FIN,0.0
2038,FIN,0.0
2039,FIN,0.0
2040,FIN,0.0
2041,FIN,0.0
2042,FIN,0.0
2043,FIN,0.0
2044,FIN,0.0
2045,FIN,0.0
2046,FIN,0.0
2047,FIN,0.0
2048,FIN,0.0
2049,FIN,0.0
2050,FIN,0.0
2019,FJI,0.0
2020,FJI,0.2940839950947648
2021,FJI,0.2940839950947648
2022,FJI,0.2940839950947648
2023,FJI,0.2940839950947648
2024,FJI,0.2940839950947648
2025,FJI,0.2940839950947648
2026,FJI,0.2940839950947648
2027,FJI,0.2940839950947648
2028,FJI,0.2940839950947648
2029,FJI,0.2940839950947648
2030,FJI,0.2940839950947648
2031,FJI,0.2940839950947648
2032,FJI,0.2940839950947648
2033,FJI,0.2940839950947648
2034,FJI,0.2940839950947648
2035,FJI,0.2940839950947648
2036,FJI,0.2940839950947648
2037,FJI,0.2940839950947648
2038,FJI,0.2940839950947648
2039,FJI,0.2940839950947648
2040,FJI,0.2940839950947648
2041,FJI,0.2940839950947648
2042,FJI,0.2940839950947648
2043,FJI,0.2940839950947648
2044,FJI,0.2940839950947648
2045,FJI,0.2940839950947648
2046,FJI,0.2940839950947648
2047,FJI,0.2940839950947648
2048,FJI,0.2940839950947648
2049,FJI,0.2940839950947648
2050,FJI,0.2940839950947648
2019,FRA,0.0
2020,FRA,0.0
2021,FRA,0.0
2022,FRA,0.0
2023,FRA,0.0
2024,FRA,0.0
2025,FRA,0.0
2026,FRA,0.0
2027,FRA,0.0
2028,FRA,0.0
2029,FRA,0.0
2030,FRA,0.0
2031,FRA,0.0
2032,FRA,0.0
2033,FRA,0.0
2034,FRA,0.0
2035,FRA,0.0
2036,FRA,0.0
2037,FRA,0.0
2038,FRA,0.0
2039,FRA,0.0
2040,FRA,0.0
2041,FRA,0.0
2042,FRA,0.0
2043,FRA,0.0
2044,FRA,0.0
2045,FRA,0.0
2046,FRA,0.0
2047,FRA,0.0
2048,FRA,0.0
2049,FRA,0.0
2050,FRA,0.0
2019,GAB,6.634625294640805e-05
2020,GAB,0.2992939446789318
2021,GAB,0.2992939446789318
2022,GAB,0.2992939446789318
2023,GAB,0.2992939446789318
2024,GAB,0.2992939446789318
2025,GAB,0.2992939446789318
2026,GAB,0.2992939446789318
2027,GAB,0.2992939446789318
2028,GAB,0.2992939446789318
2029,GAB,0.2992939446789318
2030,GAB,0.2992939446789318
2031,GAB,0.2992939446789318
2032,GAB,0.2992939446789318
2033,GAB,0.2992939446789318
2034,GAB,0.2992939446789318
2035,GAB,0.2992939446789318
2036,GAB,0.2992939446789318
2037,GAB,0.2992939446789318
2038,GAB,0.2992939446789318
2039,GAB,0.2992939446789318
2040,GAB,0.2992939446789318
2041,GAB,0.2992939446789318
2042,GAB,0.2992939446789318
2043,GAB,0.2992939446789318
2044,GAB,0.2992939446789318
2045,GAB,0.2992939446789318
2046,GAB,0.2992939446789318
2047,GAB,0.2992939446789318
2048,GAB,0.2992939446789318
2049,GAB,0.2992939446789318
2050,GAB,0.2992939446789318
2019,GBR,0.0
2020,GBR,0.0
2021,GBR,0.0
2022,GBR,0.0
2023,GBR,0.0
2024,GBR,0.0
2025,GBR,0.0
2026,GBR,0.0
2027,GBR,0.0
2028,GBR,0.0
2029,GBR,0.0
2030,GBR,0.0
2031,GBR,0.0
2032,GBR,0.0
2033,GBR,0.0
2034,GBR,0.0
2035,GBR,0.0
2036,GBR,0.0
2037,GBR,0.0
2038,GBR,0.0
2039,GBR,0.0
2040,GBR,0.0
2041,GBR,0.0
2042,GBR,0.0
2043,GBR,0.0
2044,GBR,0.0
2045,GBR,0.0
2046,GBR,0.0
2047,GBR,0.0
2048,GBR,0.0
2049,GBR,0.0
2050,GBR,0.0
2019,GEO,0.0
2020,GEO,0.0
2021,GEO,0.0
2022,GEO,0.0
2023,GEO,0.0
2024,GEO,0.0
2025,GEO,0.0
2026,GEO,0.0
2027,GEO,0.0
2028,GEO,0.0
2029,GEO,0.0
2030,GEO,0.0
2031,GEO,0.0
2032,GEO,0.0
2033,GEO,0.0
2034,GEO,0.0
2035,GEO,0.0
2036,GEO,0.0
2037,GEO,0.0
2038,GEO,0.0
2039,GEO,0.0
2040,GEO,0.0
2041,GEO,0.0
2042,GEO,0.0
2043,GEO,0.0
2044,GEO,0.0
2045,GEO,0.0
2046,GEO,0.0
2047,GEO,0.0
2048,GEO,0.0
2049,GEO,0.0
2050,GEO,0.0
2019,GHA,3.0063335518618297e-05
2020,GHA,7.513951714888426e-05
2021,GHA,7.513951714888426e-05
2022,GHA,7.513951714888426e-05
2023,GHA,7.513951714888426e-05
2024,GHA,7.513951714888426e-05
2025,GHA,7.513951714888426e-05
2026,GHA,7.513951714888426e-05
2027,GHA,7.513951714888426e-05
2028,GHA,7.513951714888426e-05
2029,GHA,7.513951714888426e-05
2030,GHA,7.513951714888426e-05
2031,GHA,7.513951714888426e-05
2032,GHA,7.513951714888426e-05
2033,GHA,7.513951714888426e-05
2034,GHA,7.513951714888426e-05
2035,GHA,7.513951714888426e-05
2036,GHA,7.513951714888426e-05
2037,GHA,7.513951714888426e-05
2038,GHA,7.513951714888426e-05
2039,GHA,7.513951714888426e-05
2040,GHA,7.513951714888426e-05
2041,GHA,7.513951714888426e-05
2042,GHA,7.513951714888426e-05
2043,GHA,7.513951714888426e-05
2044,GHA,7.513951714888426e-05
2045,GHA,7.513951714888426e-05
2046,GHA,7.513951714888426e-05
2047,GHA,7.513951714888426e-05
2048,GHA,7.513951714888426e-05
2049,GHA,7.513951714888426e-05
2050,GHA,7.513951714888426e-05
2019,GIN,0.0
2020,GIN,0.000546711325711
2021,GIN,0.000546711325711
2022,GIN,0.000546711325711
2023,GIN,0.000546711325711
2024,GIN,0.000546711325711
2025,GIN,0.000546711325711
2026,GIN,0.000546711325711
2027,GIN,0.000546711325711
2028,GIN,0.000546711325711
2029,GIN,0.000546711325711
2030,GIN,0.000546711325711
2031,GIN,0.000546711325711
2032,GIN,0.000546711325711
2033,GIN,0.000546711325711
2034,GIN,0.000546711325711
2035,GIN,0.000546711325711
2036,GIN,0.000546711325711
2037,GIN,0.000546711325711
2038,GIN,0.000546711325711
2039,GIN,0.000546711325711
2040,GIN,0.000546711325711
2041,GIN,0.000546711325711
2042,GIN,0.000546711325711
2043,GIN,0.000546711325711
2044,GIN,0.000546711325711
2045,GIN,0.000546711325711
2046,GIN,0.000546711325711
2047,GIN,0.000546711325711
2048,GIN,0.000546711325711
2049,GIN,0.000546711325711
2050,GIN,0.000546711325711
2019,GMB,0.0
2020,GMB,7.405840984136244e-05
2021,GMB,7.405840984136244e-05
2022,GMB,7.405840984136244e-05
2023,GMB,7.405840984136244e-05
2024,GMB,7.405840984136244e-05
2025,GMB,7.405840984136244e-05
2026,GMB,7.405840984136244e-05
2027,GMB,7.405840984136244e-05
2028,GMB,7.405840984136244e-05
2029,GMB,7.405840984136244e-05
2030,GMB,7.405840984136244e-05
2031,GMB,7.405840984136244e-05
2032,GMB,7.405840984136244e-05
2033,GMB,7.405840984136244e-05
2034,GMB,7.405840984136244e-05
2035,GMB,7.405840984136244e-05
2036,GMB,7.405840984136244e-05
2037,GMB,7.405840984136244e-05
2038,GMB,7.405840984136244e-05
2039,GMB,7.405840984136244e-05
2040,GMB,7.405840984136244e-05
2041,GMB,7.405840984136244e-05
2042,GMB,7.405840984136244e-05
2043,GMB,7.405840984136244e-05
2044,GMB,7.405840984136244e-05
2045,GMB,7.405840984136244e-05
2046,GMB,7.405840984136244e-05
2047,GMB,7.405840984136244e-05
2048,GMB,7.405840984136244e-05
2049,GMB,7.405840984136244e-05
2050,GMB,7.405840984136244e-05
2019,GNB,0.0075480539137108
2020,GNB,0.0075764591597351
2021,GNB,0.0075764591597351
2022,GNB,0.0075764591597351
2023,GNB,0.0075764591597351
2024,GNB,0.0075764591597351
2025,GNB,0.0075764591597351
2026,GNB,0.0075764591597351
2027,GNB,0.0075764591597351
2028,GNB,0.0075764591597351
2029,GNB,0.0075764591597351
2030,GNB,0.0075764591597351
2031,GNB,0.0075764591597351
2032,GNB,0.0075764591597351
2033,GNB,0.0075764591597351
2034,GNB,0.0075764591597351
2035,GNB,0.0075764591597351
2036,GNB,0.0075764591597351
2037,GNB,0.0075764591597351
2038,GNB,0.0075764591597351
2039,GNB,0.0075764591597351
2040,GNB,0.0075764591597351
2041,GNB,0.0075764591597351
2042,GNB,0.0075764591597351
2043,GNB,0.0075764591597351
2044,GNB,0.0075764591597351
2045,GNB,0.0075764591597351
2046,GNB,0.0075764591597351
2047,GNB,0.0075764591597351
2048,GNB,0.0075764591597351
2049,GNB,0.0075764591597351
2050,GNB,0.0075764591597351
2019,GNQ,0.4901924972357078
2020,GNQ,0.4901925066906422
2021,GNQ,0.4901925066906422
2022,GNQ,0.4901925066906422
2023,GNQ,0.4901925066906422
2024,GNQ,0.4901925066906422
2025,GNQ,0.4901925066906422
2026,GNQ,0.4901925066906422
2027,GNQ,0.4901925066906422
2028,GNQ,0.4901925066906422
2029,GNQ,0.4901925066906422
2030,GNQ,0.4901925066906422
2031,GNQ,0.4901925066906422
2032,GNQ,0.4901925066906422
2033,GNQ,0.4901925066906422
2034,GNQ,0.4901925066906422
2035,GNQ,0.4901925066906422
2036,GNQ,0.4901925066906422
2037,GNQ,0.4901925066906422
2038,GNQ,0.4901925066906422
2039,GNQ,0.4901925066906422
2040,GNQ,0.4901925066906422
2041,GNQ,0.4901925066906422
2042,GNQ,0.4901925066906422
2043,GNQ,0.4901925066906422
2044,GNQ,0.4901925066906422
2045,GNQ,0.4901925066906422
2046,GNQ,0.4901925066906422
2047,GNQ,0.4901925066906422
2048,GNQ,0.4901925066906422
2049,GNQ,0.4901925066906422
2050,GNQ,0.4901925066906422
2019,GRC,0.0
2020,GRC,0.0
2021,GRC,0.0
2022,GRC,0.0
2023,GRC,0.0
2024,GRC,0.0
2025,GRC,0.0
2026,GRC,0.0
2027,GRC,0.0
2028,GRC,0.0
2029,GRC,0.0
2030,GRC,0.0
2031,GRC,0.0
2032,GRC,0.0
2033,GRC,0.0
2034,GRC,0.0
2035,GRC,0.0
2036,GRC,0.0
2037,GRC,0.0
2038,GRC,0.0
2039,GRC,0.0
2040,GRC,0.0
2041,GRC,0.0
2042,GRC,0.0
2043,GRC,0.0
2044,GRC,0.0
2045,GRC,0.0
2046,GRC,0.0
2047,GRC,0.0
2048,GRC,0.0
2049,GRC,0.0
2050,GRC,0.0
2019,GRL,0.4901881754874698
2020,GRL,0.4901883733234726
2021,GRL,0.4901883733234726
2022,GRL,0.4901883733234726
2023,GRL,0.4901883733234726
2024,GRL,0.4901883733234726
2025,GRL,0.4901883733234726
2026,GRL,0.4901883733234726
2027,GRL,0.4901883733234726
2028,GRL,0.4901883733234726
2029,GRL,0.4901883733234726
2030,GRL,0.4901883733234726
2031,GRL,0.4901883733234726
2032,GRL,0.4901883733234726
2033,GRL,0.4901883733234726
2034,GRL,0.4901883733234726
2035,GRL,0.4901883733234726
2036,GRL,0.4901883733234726
2037,GRL,0.4901883733234726
2038,GRL,0.4901883733234726
2039,GRL,0.4901883733234726
2040,GRL,0.4901883733234726
2041,GRL,0.4901883733234726
2042,GRL,0.4901883733234726
2043,GRL,0.4901883733234726
2044,GRL,0.4901883733234726
2045,GRL,0.4901883733234726
2046,GRL,0.4901883733234726
2047,GRL,0.4901883733234726
2048,GRL,0.4901883733234726
2049,GRL,0.4901883733234726
2050,GRL,0.4901883733234726
2019,GTM,5.589603604261461e-06
2020,GTM,2.680507081800888e-05
2021,GTM,2.680507081800888e-05
2022,GTM,2.680507081800888e-05
2023,GTM,2.680507081800888e-05
2024,GTM,2.680507081800888e-05
2025,GTM,2.680507081800888e-05
2026,GTM,2.680507081800888e-05
2027,GTM,2.680507081800888e-05
2028,GTM,2.680507081800888e-05
2029,GTM,2.680507081800888e-05
2030,GTM,2.680507081800888e-05
2031,GTM,2.680507081800888e-05
2032,GTM,2.680507081800888e-05
2033,GTM,2.680507081800888e-05
2034,GTM,2.680507081800888e-05
2035,GTM,2.680507081800888e-05
2036,GTM,2.680507081800888e-05
2037,GTM,2.680507081800888e-05
2038,GTM,2.680507081800888e-05
2039,GTM,2.680507081800888e-05
2040,GTM,2.680507081800888e-05
2041,GTM,2.680507081800888e-05
2042,GTM,2.680507081800888e-05
2043,GTM,2.680507081800888e-05
2044,GTM,2.680507081800888e-05
2045,GTM,2.680507081800888e-05
2046,GTM,2.680507081800888e-05
2047,GTM,2.680507081800888e-05
2048,GTM,2.680507081800888e-05
2049,GTM,2.680507081800888e-05
2050,GTM,2.680507081800888e-05
2019,GUY,0.0007221849824918
2020,GUY,0.294264412231967
2021,GUY,0.294264412231967
2022,GUY,0.294264412231967
