iso_code3,Nation,Year,frac_trns_fuelmix_public_natural_gas
ARE,United Arab Emirates,2046,0.0033346811115106353
ARE,United Arab Emirates,2047,0.0033211340729911282
ARE,United Arab Emirates,2048,0.003307985960674913
ARE,United Arab Emirates,2049,0.003295219409185649
ARE,United Arab Emirates,2050,0.0032828180466249377
ARG,Argentina,2021,0.12360232296090838
ARG,Argentina,2022,0.12360232296090838
ARG,Argentina,2023,0.12360232296090838
ARG,Argentina,2024,0.12360232296090838
ARG,Argentina,2025,0.12360232296090838
ARG,Argentina,2026,0.12360232296090838
ARG,Argentina,2027,0.12360232296090838
ARG,Argentina,2028,0.12360232296090838
ARG,Argentina,2029,0.12360232296090838
ARG,Argentina,2030,0.12360232296090838
ARG,Argentina,2031,0.12360232296090838
ARG,Argentina,2032,0.12360232296090838
ARG,Argentina,2033,0.12360232296090838
ARG,Argentina,2034,0.12360232296090838
ARG,Argentina,2035,0.12360232296090838
ARG,Argentina,2036,0.12360232296090838
ARG,Argentina,2037,0.12360232296090838
ARG,Argentina,2038,0.12360232296090838
ARG,Argentina,2039,0.12360232296090838
ARG,Argentina,2040,0.12360232296090838
ARG,Argentina,2041,0.12360232296090838
ARG,Argentina,2042,0.12360232296090838
ARG,Argentina,2043,0.12360232296090838
ARG,Argentina,2044,0.12360232296090838
ARG,Argentina,2045,0.12360232296090838
ARG,Argentina,2046,0.12360232296090838
ARG,Argentina,2047,0.12360232296090838
ARG,Argentina,2048,0.12360232296090838
ARG,Argentina,2049,0.12360232296090838
ARG,Argentina,2050,0.12360232296090838
ARM,Armenia,2021,0.48735495388277295
ARM,Armenia,2022,0.48735495388277295
ARM,Armenia,2023,0.48735495388277295
ARM,Armenia,2024,0.48735495388277295
ARM,Armenia,2025,0.48735495388277295
ARM,Armenia,2026,0.48735495388277295
ARM,Armenia,2027,0.48735495388277295
ARM,Armenia,2028,0.48735495388277295
ARM,Armenia,2029,0.48735495388277295
ARM,Armenia,2030,0.48735495388277295
ARM,Armenia,2031,0.48735495388277295
ARM,Armenia,2032,0.48735495388277295
ARM,Armenia,2033,0.48735495388277295
ARM,Armenia,2034,0.48735495388277295
ARM,Armenia,2035,0.48735495388277295
ARM,Armenia,2036,0.48735495388277295
ARM,Armenia,2037,0.48735495388277295
ARM,Armenia,2038,0.48735495388277295
ARM,Armenia,2039,0.48735495388277295
ARM,Armenia,2040,0.48735495388277295
ARM,Armenia,2041,0.48735495388277295
ARM,Armenia,2042,0.48735495388277295
ARM,Armenia,2043,0.48735495388277295
ARM,Armenia,2044,0.48735495388277295
ARM,Armenia,2045,0.48735495388277295
ARM,Armenia,2046,0.48735495388277295
ARM,Armenia,2047,0.48735495388277295
ARM,Armenia,2048,0.48735495388277295
ARM,Armenia,2049,0.48735495388277295
ARM,Armenia,2050,0.48735495388277295
AUS,Australia,2021,0.0023123169415754587
AUS,Australia,2022,0.0023123169415754587
AUS,Australia,2023,0.0023123169415754587
AUS,Australia,2024,0.0023123169415754587
AUS,Australia,2025,0.0023123169415754587
AUS,Australia,2026,0.0023123169415754587
AUS,Australia,2027,0.0023123169415754587
AUS,Australia,2028,0.0023123169415754587
AUS,Australia,2029,0.0023123169415754587
AUS,Australia,2030,0.0023123169415754587
AUS,Australia,2031,0.0023123169415754587
AUS,Australia,2032,0.0023123169415754587
AUS,Australia,2033,0.0023123169415754587
AUS,Australia,2034,0.0023123169415754587
AUS,Australia,2035,0.0023123169415754587
AUS,Australia,2036,0.0023123169415754587
AUS,Australia,2037,0.0023123169415754587
AUS,Australia,2038,0.0023123169415754587
AUS,Australia,2039,0.0023123169415754587
AUS,Australia,2040,0.0023123169415754587
AUS,Australia,2041,0.0023123169415754587
AUS,Australia,2042,0.0023123169415754587
AUS,Australia,2043,0.0023123169415754587
AUS,Australia,2044,0.0023123169415754587
AUS,Australia,2045,0.0023123169415754587
AUS,Australia,2046,0.0023123169415754587
AUS,Australia,2047,0.0023123169415754587
AUS,Australia,2048,0.0023123169415754587
AUS,Australia,2049,0.0023123169415754587
AUS,Australia,2050,0.0023123169415754587
AUT,Austria,2021,0.0021000925464512
AUT,Austria,2022,0.0021000925464512
AUT,Austria,2023,0.0021000925464512
AUT,Austria,2024,0.0021000925464512
AUT,Austria,2025,0.0021000925464512
AUT,Austria,2026,0.0021000925464512
AUT,Austria,2027,0.0021000925464512
AUT,Austria,2028,0.0021000925464512
AUT,Austria,2029,0.0021000925464512
AUT,Austria,2030,0.0021000925464512
AUT,Austria,2031,0.0021000925464512
AUT,Austria,2032,0.0021000925464512
AUT,Austria,2033,0.0021000925464512
AUT,Austria,2034,0.0021000925464512
AUT,Austria,2035,0.0021000925464512
AUT,Austria,2036,0.0021000925464512
AUT,Austria,2037,0.0021000925464512
AUT,Austria,2038,0.0021000925464512
AUT,Austria,2039,0.0021000925464512
AUT,Austria,2040,0.0021000925464512
AUT,Austria,2041,0.0021000925464512
AUT,Austria,2042,0.0021000925464512
AUT,Austria,2043,0.0021000925464512
AUT,Austria,2044,0.0021000925464512
AUT,Austria,2045,0.0021000925464512
AUT,Austria,2046,0.0021000925464512
AUT,Austria,2047,0.0021000925464512
AUT,Austria,2048,0.0021000925464512
AUT,Austria,2049,0.0021000925464512
AUT,Austria,2050,0.0021000925464512
AZE,Azerbaijan,2021,0.00019413706076490004
AZE,Azerbaijan,2022,0.00019413706076490004
AZE,Azerbaijan,2023,0.00019413706076490004
AZE,Azerbaijan,2024,0.00019413706076490004
AZE,Azerbaijan,2025,0.00019413706076490004
AZE,Azerbaijan,2026,0.00019413706076490004
AZE,Azerbaijan,2027,0.00019413706076490004
AZE,Azerbaijan,2028,0.00019413706076490004
AZE,Azerbaijan,2029,0.00019413706076490004
AZE,Azerbaijan,2030,0.00019413706076490004
AZE,Azerbaijan,2031,0.00019413706076490004
AZE,Azerbaijan,2032,0.00019413706076490004
AZE,Azerbaijan,2033,0.00019413706076490004
AZE,Azerbaijan,2034,0.00019413706076490004
AZE,Azerbaijan,2035,0.00019413706076490004
AZE,Azerbaijan,2036,0.00019413706076490004
AZE,Azerbaijan,2037,0.00019413706076490004
AZE,Azerbaijan,2038,0.00019413706076490004
AZE,Azerbaijan,2039,0.00019413706076490004
AZE,Azerbaijan,2040,0.00019413706076490004
AZE,Azerbaijan,2041,0.00019413706076490004
AZE,Azerbaijan,2042,0.00019413706076490004
AZE,Azerbaijan,2043,0.00019413706076490004
AZE,Azerbaijan,2044,0.00019413706076490004
AZE,Azerbaijan,2045,0.00019413706076490004
AZE,Azerbaijan,2046,0.00019413706076490004
AZE,Azerbaijan,2047,0.00019413706076490004
AZE,Azerbaijan,2048,0.00019413706076490004
AZE,Azerbaijan,2049,0.00019413706076490004
AZE,Azerbaijan,2050,0.00019413706076490004
BDI,Burundi,2021,0.003340651446406389
BDI,Burundi,2022,0.0034072013956596508
BDI,Burundi,2023,0.0034716410947925906
BDI,Burundi,2024,0.003534069349012113
BDI,Burundi,2025,0.0035945788900298074
BDI,Burundi,2026,0.0036550146657682173
BDI,Burundi,2027,0.003713500863098201
BDI,Burundi,2028,0.003770130320832811
BDI,Burundi,2029,0.0038249900752517644
BDI,Burundi,2030,0.0038781618064584887
BDI,Burundi,2031,0.003935943922850136
BDI,Burundi,2032,0.003991972879759731
BDI,Burundi,2033,0.004046327273415194
BDI,Burundi,2034,0.004099081071134355
BDI,Burundi,2035,0.004150303947153693
BDI,Burundi,2036,0.004202461643828887
BDI,Burundi,2037,0.004253035268965351
BDI,Burundi,2038,0.004302095907416324
BDI,Burundi,2039,0.004349710453495823
BDI,Burundi,2040,0.004395941915290654
BDI,Burundi,2041,0.0044402721356274774
BDI,Burundi,2042,0.0044832455561512035
BDI,Burundi,2043,0.004524923528633713
BDI,Burundi,2044,0.004565363760832678
BDI,Burundi,2045,0.004604620583080441
BDI,Burundi,2046,0.004638963068583466
BDI,Burundi,2047,0.0046722416716995134
BDI,Burundi,2048,0.00470450507476584
BDI,Burundi,2049,0.004735799034528267
BDI,Burundi,2050,0.004766166598657257
BEL,Belgium,2021,0.00702441660193847
BEL,Belgium,2022,0.00702441660193847
BEL,Belgium,2023,0.00702441660193847
BEL,Belgium,2024,0.00702441660193847
BEL,Belgium,2025,0.00702441660193847
BEL,Belgium,2026,0.00702441660193847
BEL,Belgium,2027,0.00702441660193847
BEL,Belgium,2028,0.00702441660193847
BEL,Belgium,2029,0.00702441660193847
BEL,Belgium,2030,0.00702441660193847
BEL,Belgium,2031,0.00702441660193847
BEL,Belgium,2032,0.00702441660193847
BEL,Belgium,2033,0.00702441660193847
BEL,Belgium,2034,0.00702441660193847
BEL,Belgium,2035,0.00702441660193847
BEL,Belgium,2036,0.00702441660193847
BEL,Belgium,2037,0.00702441660193847
BEL,Belgium,2038,0.00702441660193847
BEL,Belgium,2039,0.00702441660193847
BEL,Belgium,2040,0.00702441660193847
BEL,Belgium,2041,0.00702441660193847
BEL,Belgium,2042,0.00702441660193847
BEL,Belgium,2043,0.00702441660193847
BEL,Belgium,2044,0.00702441660193847
BEL,Belgium,2045,0.00702441660193847
BEL,Belgium,2046,0.00702441660193847
BEL,Belgium,2047,0.00702441660193847
BEL,Belgium,2048,0.00702441660193847
BEL,Belgium,2049,0.00702441660193847
BEL,Belgium,2050,0.00702441660193847
BEN,Benin,2021,0.014183763292666523
BEN,Benin,2022,0.014237028478273479
BEN,Benin,2023,0.014287788736952958
BEN,Benin,2024,0.014336216709831798
BEN,Benin,2025,0.014382469529608113
BEN,Benin,2026,0.014438199792322116
BEN,Benin,2027,0.014491471567310848
BEN,Benin,2028,0.014542444024542392
BEN,Benin,2029,0.014591262884051272
BEN,Benin,2030,0.014638061807204615
BEN,Benin,2031,0.014659067076947179
BEN,Benin,2032,0.014679129345257464
BEN,Benin,2033,0.014698310720055932
BEN,Benin,2034,0.014716667972363661
BEN,Benin,2035,0.01473425309749261
BEN,Benin,2036,0.014696941596505751
BEN,Benin,2037,0.014661457444976392
BEN,Benin,2038,0.014627669608606694
BEN,Benin,2039,0.014595459288790476
BEN,Benin,2040,0.014564718527015552
BEN,Benin,2041,0.014464075528812514
BEN,Benin,2042,0.014368856572596324
BEN,Benin,2043,0.014278634680097957
BEN,Benin,2044,0.014193026542562165
BEN,Benin,2045,0.014111687077024272
BEN,Benin,2046,0.013950142488300333
BEN,Benin,2047,0.013798103883594556
BEN,Benin,2048,0.013654756184313119
BEN,Benin,2049,0.013519374906403842
BEN,Benin,2050,0.013391313913870785
BFA,Burkina Faso,2021,0.009354029706292871
BFA,Burkina Faso,2022,0.009455129046632328
BFA,Burkina Faso,2023,0.009552262544428692
BFA,Burkina Faso,2024,0.009645659064088364
BFA,Burkina Faso,2025,0.009735530192358795
BFA,Burkina Faso,2026,0.009804985535838272
BFA,Burkina Faso,2027,0.009871224485093153
BFA,Burkina Faso,2028,0.00993446540509071
BFA,Burkina Faso,2029,0.009994907331473044
BFA,Burkina Faso,2030,0.010052732063004307
BFA,Burkina Faso,2031,0.010112997456142468
BFA,Burkina Faso,2032,0.010170508797224382
BFA,Burkina Faso,2033,0.010225450654024101
BFA,Burkina Faso,2034,0.010277991462492999
BFA,Burkina Faso,2035,0.010328285251539036
BFA,Burkina Faso,2036,0.010363351013715466
BFA,Burkina Faso,2037,0.010396759126080615
BFA,Burkina Faso,2038,0.010428624416654073
BFA,Burkina Faso,2039,0.010459051347062993
BFA,Burkina Faso,2040,0.010488135156538974
BFA,Burkina Faso,2041,0.010488088251856252
BFA,Burkina Faso,2042,0.010488043683061506
BFA,Burkina Faso,2043,0.010488001279900608
BFA,Burkina Faso,2044,0.01048796088827281
BFA,Burkina Faso,2045,0.010487922368358911
BFA,Burkina Faso,2046,0.01044796489025046
BFA,Burkina Faso,2047,0.01041014350648981
BFA,Burkina Faso,2048,0.010374291385609453
BFA,Burkina Faso,2049,0.010340258628311233
BFA,Burkina Faso,2050,0.010307910172508945
BGD,Bangladesh,2021,0.008311185388170887
BGD,Bangladesh,2022,0.008393698008763247
BGD,Bangladesh,2023,0.008473176801310772
BGD,Bangladesh,2024,0.008549786067198459
BGD,Bangladesh,2025,0.00862367845420868
BGD,Bangladesh,2026,0.00869053101170243
BGD,Bangladesh,2027,0.008755005999060284
BGD,Bangladesh,2028,0.008817228035510985
BGD,Bangladesh,2029,0.008877313180687305
BGD,Bangladesh,2030,0.008935369657125282
BGD,Bangladesh,2031,0.008979963485197464
BGD,Bangladesh,2032,0.009023011782602182
BGD,Bangladesh,2033,0.009064593528105454
BGD,Bangladesh,2034,0.009104782409367927
BGD,Bangladesh,2035,0.009143647258736528
BGD,Bangladesh,2036,0.009152424724234368
BGD,Bangladesh,2037,0.00916087778652634
BGD,Bangladesh,2038,0.00916902410355856
BGD,Bangladesh,2039,0.009176880074569814
BGD,Bangladesh,2040,0.009184460950283165
BGD,Bangladesh,2041,0.009161662300422202
BGD,Bangladesh,2042,0.00913974117638191
BGD,Bangladesh,2043,0.009118647870504912
BGD,Bangladesh,2044,0.009098336359829956
BGD,Bangladesh,2045,0.009078763970882501
BGD,Bangladesh,2046,0.0090288365823553
BGD,Bangladesh,2047,0.00898088927775202
BGD,Bangladesh,2048,0.008934806554415328
BGD,Bangladesh,2049,0.008890481721712508
BGD,Bangladesh,2050,0.008847816076395563
BGR,Bulgaria,2021,0.03129605548331166
BGR,Bulgaria,2022,0.03129605548331166
BGR,Bulgaria,2023,0.03129605548331166
BGR,Bulgaria,2024,0.03129605548331166
BGR,Bulgaria,2025,0.03129605548331166
BGR,Bulgaria,2026,0.03129605548331166
BGR,Bulgaria,2027,0.03129605548331166
BGR,Bulgaria,2028,0.03129605548331166
BGR,Bulgaria,2029,0.03129605548331166
BGR,Bulgaria,2030,0.03129605548331166
BGR,Bulgaria,2031,0.03129605548331166
BGR,Bulgaria,2032,0.03129605548331166
BGR,Bulgaria,2033,0.03129605548331166
BGR,Bulgaria,2034,0.03129605548331166
BGR,Bulgaria,2035,0.03129605548331166
BGR,Bulgaria,2036,0.03129605548331166
BGR,Bulgaria,2037,0.03129605548331166
BGR,Bulgaria,2038,0.03129605548331166
BGR,Bulgaria,2039,0.03129605548331166
BGR,Bulgaria,2040,0.03129605548331166
BGR,Bulgaria,2041,0.03129605548331166
BGR,Bulgaria,2042,0.03129605548331166
BGR,Bulgaria,2043,0.03129605548331166
BGR,Bulgaria,2044,0.03129605548331166
BGR,Bulgaria,2045,0.03129605548331166
BGR,Bulgaria,2046,0.03129605548331166
BGR,Bulgaria,2047,0.03129605548331166
BGR,Bulgaria,2048,0.03129605548331166
BGR,Bulgaria,2049,0.03129605548331166
BGR,Bulgaria,2050,0.03129605548331166
BHR,Bahrain,2021,0.0063885858239684755
BHR,Bahrain,2022,0.006417388075913823
BHR,Bahrain,2023,0.006445029129943352
BHR,Bahrain,2024,0.0064715778211373
BHR,Bahrain,2025,0.006497097649332329
BHR,Bahrain,2026,0.00638574985940533
BHR,Bahrain,2027,0.006282733143355821
BHR,Bahrain,2028,0.006187146218269005
BHR,Bahrain,2029,0.006098213281274205
BHR,Bahrain,2030,0.006015262906783589
BHR,Bahrain,2031,0.0059151785257639785
BHR,Bahrain,2032,0.005822056634777876
BHR,Bahrain,2033,0.00573519512440942
BHR,Bahrain,2034,0.005653983217754607
BHR,Bahrain,2035,0.005577887087164673
BHR,Bahrain,2036,0.0054978145202848406
BHR,Bahrain,2037,0.005422724696141854
BHR,Bahrain,2038,0.005352166551128983
BHR,Bahrain,2039,0.005285741870401538
BHR,Bahrain,2040,0.005223097768123438
BHR,Bahrain,2041,0.0051619384742755394
BHR,Bahrain,2042,0.005104069574497733
BHR,Bahrain,2043,0.005049232487922993
BHR,Bahrain,2044,0.004997195036696643
BHR,Bahrain,2045,0.0049477481599309306
BHR,Bahrain,2046,0.004895735214102658
BHR,Bahrain,2047,0.004846186967873555
BHR,Bahrain,2048,0.004798932286572245
BHR,Bahrain,2049,0.004753815520614893
BHR,Bahrain,2050,0.004710694792792518
BIH,Bosnia and Herzegovina,2021,0.002326073165574117
BIH,Bosnia and Herzegovina,2022,0.002326073165574117
BIH,Bosnia and Herzegovina,2023,0.002326073165574117
BIH,Bosnia and Herzegovina,2024,0.002326073165574117
BIH,Bosnia and Herzegovina,2025,0.002326073165574117
BIH,Bosnia and Herzegovina,2026,0.002326073165574117
BIH,Bosnia and Herzegovina,2027,0.002326073165574117
BIH,Bosnia and Herzegovina,2028,0.002326073165574117
BIH,Bosnia and Herzegovina,2029,0.002326073165574117
BIH,Bosnia and Herzegovina,2030,0.002326073165574117
BIH,Bosnia and Herzegovina,2031,0.002326073165574117
BIH,Bosnia and Herzegovina,2032,0.002326073165574117
BIH,Bosnia and Herzegovina,2033,0.002326073165574117
BIH,Bosnia and Herzegovina,2034,0.002326073165574117
BIH,Bosnia and Herzegovina,2035,0.002326073165574117
BIH,Bosnia and Herzegovina,2036,0.002326073165574117
BIH,Bosnia and Herzegovina,2037,0.002326073165574117
BIH,Bosnia and Herzegovina,2038,0.002326073165574117
BIH,Bosnia and Herzegovina,2039,0.002326073165574117
BIH,Bosnia and Herzegovina,2040,0.002326073165574117
BIH,Bosnia and Herzegovina,2041,0.002326073165574117
BIH,Bosnia and Herzegovina,2042,0.002326073165574117
BIH,Bosnia and Herzegovina,2043,0.002326073165574117
BIH,Bosnia and Herzegovina,2044,0.002326073165574117
BIH,Bosnia and Herzegovina,2045,0.002326073165574117
BIH,Bosnia and Herzegovina,2046,0.002326073165574117
BIH,Bosnia and Herzegovina,2047,0.002326073165574117
BIH,Bosnia and Herzegovina,2048,0.002326073165574117
BIH,Bosnia and Herzegovina,2049,0.002326073165574117
BIH,Bosnia and Herzegovina,2050,0.002326073165574117
BLR,Belarus,2021,0.0013375242426268976
BLR,Belarus,2022,0.0013375242426268976
BLR,Belarus,2023,0.0013375242426268976
BLR,Belarus,2024,0.0013375242426268976
BLR,Belarus,2025,0.0013375242426268976
BLR,Belarus,2026,0.0013375242426268976
BLR,Belarus,2027,0.0013375242426268976
BLR,Belarus,2028,0.0013375242426268976
BLR,Belarus,2029,0.0013375242426268976
BLR,Belarus,2030,0.0013375242426268976
BLR,Belarus,2031,0.0013375242426268976
BLR,Belarus,2032,0.0013375242426268976
BLR,Belarus,2033,0.0013375242426268976
BLR,Belarus,2034,0.0013375242426268976
BLR,Belarus,2035,0.0013375242426268976
BLR,Belarus,2036,0.0013375242426268976
BLR,Belarus,2037,0.0013375242426268976
BLR,Belarus,2038,0.0013375242426268976
BLR,Belarus,2039,0.0013375242426268976
BLR,Belarus,2040,0.0013375242426268976
BLR,Belarus,2041,0.0013375242426268976
BLR,Belarus,2042,0.0013375242426268976
BLR,Belarus,2043,0.0013375242426268976
BLR,Belarus,2044,0.0013375242426268976
BLR,Belarus,2045,0.0013375242426268976
BLR,Belarus,2046,0.0013375242426268976
BLR,Belarus,2047,0.0013375242426268976
BLR,Belarus,2048,0.0013375242426268976
BLR,Belarus,2049,0.0013375242426268976
BLR,Belarus,2050,0.0013375242426268976
BLZ,Belize,2021,0.009748016139455746
BLZ,Belize,2022,0.009726457436336768
BLZ,Belize,2023,0.009705213649496839
BLZ,Belize,2024,0.009684277928812096
BLZ,Belize,2025,0.00966364362140228
BLZ,Belize,2026,0.009591179380103974
BLZ,Belize,2027,0.009520428595725073
BLZ,Belize,2028,0.009451331204931215
BLZ,Belize,2029,0.009383829919236513
BLZ,Belize,2030,0.009317870066590132
BLZ,Belize,2031,0.009237741577053161
BLZ,Belize,2032,0.009159588075449804
BLZ,Belize,2033,0.00908333743214846
BLZ,Belize,2034,0.009008920987654401
BLZ,Belize,2035,0.008936273346405696
BLZ,Belize,2036,0.008848450946958903
BLZ,Belize,2037,0.008762913700844975
BLZ,Belize,2038,0.008679573563431357
BLZ,Belize,2039,0.008598346955759666
BLZ,Belize,2040,0.008519154484963888
BLZ,Belize,2041,0.008426290133362605
BLZ,Belize,2042,0.008335940423176072
BLZ,Belize,2043,0.008248004579184993
BLZ,Belize,2044,0.008162387139993007
BLZ,Belize,2045,0.008078997612339874
BLZ,Belize,2046,0.007983933269958467
BLZ,Belize,2047,0.007891508571998704
BLZ,Belize,2048,0.007801615081726665
BLZ,Belize,2049,0.007714150221625236
BLZ,Belize,2050,0.0076290168829261365
BOL,Bolivia,2021,0.02721998509581051
BOL,Bolivia,2022,0.02704862615063531
BOL,Bolivia,2023,0.026881557542759865
BOL,Bolivia,2024,0.02671862013767947
BOL,Bolivia,2025,0.02655966257479765
BOL,Bolivia,2026,0.02606621097117559
BOL,Bolivia,2027,0.02559639808897922
BOL,Bolivia,2028,0.02514856504854767
BOL,Bolivia,2029,0.024721204641184626
BOL,Bolivia,2030,0.02431294438246699
BOL,Bolivia,2031,0.023841764883403886
BOL,Bolivia,2032,0.02339344375467294
BOL,Bolivia,2033,0.022966356993915776
BOL,Bolivia,2034,0.022559030878943315
BOL,Bolivia,2035,0.0221701249777078
BOL,Bolivia,2036,0.021707973274110604
BOL,Bolivia,2037,0.02126911818964478
BOL,Bolivia,2038,0.020851841491571085
BOL,Bolivia,2039,0.02045458986280409
BOL,Bolivia,2040,0.020075955579827557
BOL,Bolivia,2041,0.01963187898403709
BOL,Bolivia,2042,0.019210842708432697
BOL,Bolivia,2043,0.018811098969429025
BOL,Bolivia,2044,0.018431072400632662
BOL,Bolivia,2045,0.018069339303575113
BOL,Bolivia,2046,0.01765577428420709
BOL,Bolivia,2047,0.017263911067994495
BOL,Bolivia,2048,0.01689208512645146
BOL,Bolivia,2049,0.01653879791327886
BOL,Bolivia,2050,0.01620269667847787
BRA,Brazil,2021,0.04239301123629766
BRA,Brazil,2022,0.04239301123629766
BRA,Brazil,2023,0.04239301123629766
BRA,Brazil,2024,0.04239301123629766
