,Nation,iso_code3,Year,fuelefficiency_trns_rail_passenger_natural_gas_km_per_litre
101,Africa Western and Central,AFW,2040,0.00539956803
102,Africa Western and Central,AFW,2041,0.00539956803
103,Africa Western and Central,AFW,2042,0.00539956803
104,Africa Western and Central,AFW,2043,0.00539956803
105,Africa Western and Central,AFW,2044,0.00539956803
106,Africa Western and Central,AFW,2045,0.00539956803
107,Africa Western and Central,AFW,2046,0.00539956803
108,Africa Western and Central,AFW,2047,0.00539956803
109,Africa Western and Central,AFW,2048,0.00539956803
110,Africa Western and Central,AFW,2049,0.00539956803
111,Africa Western and Central,AFW,2050,0.00539956803
112,Angola,AGO,2023,0.00539956803
113,Angola,AGO,2024,0.00539956803
114,Angola,AGO,2025,0.00539956803
115,Angola,AGO,2026,0.00539956803
116,Angola,AGO,2027,0.00539956803
117,Angola,AGO,2028,0.00539956803
118,Angola,AGO,2029,0.00539956803
119,Angola,AGO,2030,0.00539956803
120,Angola,AGO,2031,0.00539956803
121,Angola,AGO,2032,0.00539956803
122,Angola,AGO,2033,0.00539956803
123,Angola,AGO,2034,0.00539956803
124,Angola,AGO,2035,0.00539956803
125,Angola,AGO,2036,0.00539956803
126,Angola,AGO,2037,0.00539956803
127,Angola,AGO,2038,0.00539956803
128,Angola,AGO,2039,0.00539956803
129,Angola,AGO,2040,0.00539956803
130,Angola,AGO,2041,0.00539956803
131,Angola,AGO,2042,0.00539956803
132,Angola,AGO,2043,0.00539956803
133,Angola,AGO,2044,0.00539956803
134,Angola,AGO,2045,0.00539956803
135,Angola,AGO,2046,0.00539956803
136,Angola,AGO,2047,0.00539956803
137,Angola,AGO,2048,0.00539956803
138,Angola,AGO,2049,0.00539956803
139,Angola,AGO,2050,0.00539956803
140,Albania,ALB,2023,0.00539956803
141,Albania,ALB,2024,0.00539956803
142,Albania,ALB,2025,0.00539956803
143,Albania,ALB,2026,0.00539956803
144,Albania,ALB,2027,0.00539956803
145,Albania,ALB,2028,0.00539956803
146,Albania,ALB,2029,0.00539956803
147,Albania,ALB,2030,0.00539956803
148,Albania,ALB,2031,0.00539956803
149,Albania,ALB,2032,0.00539956803
150,Albania,ALB,2033,0.00539956803
151,Albania,ALB,2034,0.00539956803
152,Albania,ALB,2035,0.00539956803
153,Albania,ALB,2036,0.00539956803
154,Albania,ALB,2037,0.00539956803
155,Albania,ALB,2038,0.00539956803
156,Albania,ALB,2039,0.00539956803
157,Albania,ALB,2040,0.00539956803
158,Albania,ALB,2041,0.00539956803
159,Albania,ALB,2042,0.00539956803
160,Albania,ALB,2043,0.00539956803
161,Albania,ALB,2044,0.00539956803
162,Albania,ALB,2045,0.00539956803
163,Albania,ALB,2046,0.00539956803
164,Albania,ALB,2047,0.00539956803
165,Albania,ALB,2048,0.00539956803
166,Albania,ALB,2049,0.00539956803
167,Albania,ALB,2050,0.00539956803
168,Andorra,AND,2023,0.00539956803
169,Andorra,AND,2024,0.00539956803
170,Andorra,AND,2025,0.00539956803
171,Andorra,AND,2026,0.00539956803
172,Andorra,AND,2027,0.00539956803
173,Andorra,AND,2028,0.00539956803
174,Andorra,AND,2029,0.00539956803
175,Andorra,AND,2030,0.00539956803
176,Andorra,AND,2031,0.00539956803
177,Andorra,AND,2032,0.00539956803
178,Andorra,AND,2033,0.00539956803
179,Andorra,AND,2034,0.00539956803
180,Andorra,AND,2035,0.00539956803
181,Andorra,AND,2036,0.00539956803
182,Andorra,AND,2037,0.00539956803
183,Andorra,AND,2038,0.00539956803
184,Andorra,AND,2039,0.00539956803
185,Andorra,AND,2040,0.00539956803
186,Andorra,AND,2041,0.00539956803
187,Andorra,AND,2042,0.00539956803
188,Andorra,AND,2043,0.00539956803
189,Andorra,AND,2044,0.00539956803
190,Andorra,AND,2045,0.00539956803
191,Andorra,AND,2046,0.00539956803
192,Andorra,AND,2047,0.00539956803
193,Andorra,AND,2048,0.00539956803
194,Andorra,AND,2049,0.00539956803
195,Andorra,AND,2050,0.00539956803
196,Arab World,ARB,2023,0.00539956803
197,Arab World,ARB,2024,0.00539956803
198,Arab World,ARB,2025,0.00539956803
199,Arab World,ARB,2026,0.00539956803
200,Arab World,ARB,2027,0.00539956803
201,Arab World,ARB,2028,0.00539956803
202,Arab World,ARB,2029,0.00539956803
203,Arab World,ARB,2030,0.00539956803
204,Arab World,ARB,2031,0.00539956803
205,Arab World,ARB,2032,0.00539956803
206,Arab World,ARB,2033,0.00539956803
207,Arab World,ARB,2034,0.00539956803
208,Arab World,ARB,2035,0.00539956803
209,Arab World,ARB,2036,0.00539956803
210,Arab World,ARB,2037,0.00539956803
211,Arab World,ARB,2038,0.00539956803
212,Arab World,ARB,2039,0.00539956803
213,Arab World,ARB,2040,0.00539956803
214,Arab World,ARB,2041,0.00539956803
215,Arab World,ARB,2042,0.00539956803
216,Arab World,ARB,2043,0.00539956803
217,Arab World,ARB,2044,0.00539956803
218,Arab World,ARB,2045,0.00539956803
219,Arab World,ARB,2046,0.00539956803
220,Arab World,ARB,2047,0.00539956803
221,Arab World,ARB,2048,0.00539956803
222,Arab World,ARB,2049,0.00539956803
223,Arab World,ARB,2050,0.00539956803
224,United Arab Emirates,ARE,2023,0.00539956803
225,United Arab Emirates,ARE,2024,0.00539956803
226,United Arab Emirates,ARE,2025,0.00539956803
227,United Arab Emirates,ARE,2026,0.00539956803
228,United Arab Emirates,ARE,2027,0.00539956803
229,United Arab Emirates,ARE,2028,0.00539956803
230,United Arab Emirates,ARE,2029,0.00539956803
231,United Arab Emirates,ARE,2030,0.00539956803
232,United Arab Emirates,ARE,2031,0.00539956803
233,United Arab Emirates,ARE,2032,0.00539956803
234,United Arab Emirates,ARE,2033,0.00539956803
235,United Arab Emirates,ARE,2034,0.00539956803
236,United Arab Emirates,ARE,2035,0.00539956803
237,United Arab Emirates,ARE,2036,0.00539956803
238,United Arab Emirates,ARE,2037,0.00539956803
239,United Arab Emirates,ARE,2038,0.00539956803
240,United Arab Emirates,ARE,2039,0.00539956803
241,United Arab Emirates,ARE,2040,0.00539956803
242,United Arab Emirates,ARE,2041,0.00539956803
243,United Arab Emirates,ARE,2042,0.00539956803
244,United Arab Emirates,ARE,2043,0.00539956803
245,United Arab Emirates,ARE,2044,0.00539956803
246,United Arab Emirates,ARE,2045,0.00539956803
247,United Arab Emirates,ARE,2046,0.00539956803
248,United Arab Emirates,ARE,2047,0.00539956803
249,United Arab Emirates,ARE,2048,0.00539956803
250,United Arab Emirates,ARE,2049,0.00539956803
251,United Arab Emirates,ARE,2050,0.00539956803
252,Argentina,ARG,2023,0.00539956803
253,Argentina,ARG,2024,0.00539956803
254,Argentina,ARG,2025,0.00539956803
255,Argentina,ARG,2026,0.00539956803
256,Argentina,ARG,2027,0.00539956803
257,Argentina,ARG,2028,0.00539956803
258,Argentina,ARG,2029,0.00539956803
259,Argentina,ARG,2030,0.00539956803
260,Argentina,ARG,2031,0.00539956803
261,Argentina,ARG,2032,0.00539956803
262,Argentina,ARG,2033,0.00539956803
263,Argentina,ARG,2034,0.00539956803
264,Argentina,ARG,2035,0.00539956803
265,Argentina,ARG,2036,0.00539956803
266,Argentina,ARG,2037,0.00539956803
267,Argentina,ARG,2038,0.00539956803
268,Argentina,ARG,2039,0.00539956803
269,Argentina,ARG,2040,0.00539956803
270,Argentina,ARG,2041,0.00539956803
271,Argentina,ARG,2042,0.00539956803
272,Argentina,ARG,2043,0.00539956803
273,Argentina,ARG,2044,0.00539956803
274,Argentina,ARG,2045,0.00539956803
275,Argentina,ARG,2046,0.00539956803
276,Argentina,ARG,2047,0.00539956803
277,Argentina,ARG,2048,0.00539956803
278,Argentina,ARG,2049,0.00539956803
279,Argentina,ARG,2050,0.00539956803
280,Armenia,ARM,2023,0.00539956803
281,Armenia,ARM,2024,0.00539956803
282,Armenia,ARM,2025,0.00539956803
283,Armenia,ARM,2026,0.00539956803
284,Armenia,ARM,2027,0.00539956803
285,Armenia,ARM,2028,0.00539956803
286,Armenia,ARM,2029,0.00539956803
287,Armenia,ARM,2030,0.00539956803
288,Armenia,ARM,2031,0.00539956803
289,Armenia,ARM,2032,0.00539956803
290,Armenia,ARM,2033,0.00539956803
291,Armenia,ARM,2034,0.00539956803
292,Armenia,ARM,2035,0.00539956803
293,Armenia,ARM,2036,0.00539956803
294,Armenia,ARM,2037,0.00539956803
295,Armenia,ARM,2038,0.00539956803
296,Armenia,ARM,2039,0.00539956803
297,Armenia,ARM,2040,0.00539956803
298,Armenia,ARM,2041,0.00539956803
299,Armenia,ARM,2042,0.00539956803
300,Armenia,ARM,2043,0.00539956803
301,Armenia,ARM,2044,0.00539956803
302,Armenia,ARM,2045,0.00539956803
303,Armenia,ARM,2046,0.00539956803
304,Armenia,ARM,2047,0.00539956803
305,Armenia,ARM,2048,0.00539956803
306,Armenia,ARM,2049,0.00539956803
307,Armenia,ARM,2050,0.00539956803
308,American Samoa,ASM,2023,0.00539956803
309,American Samoa,ASM,2024,0.00539956803
310,American Samoa,ASM,2025,0.00539956803
311,American Samoa,ASM,2026,0.00539956803
312,American Samoa,ASM,2027,0.00539956803
313,American Samoa,ASM,2028,0.00539956803
314,American Samoa,ASM,2029,0.00539956803
315,American Samoa,ASM,2030,0.00539956803
316,American Samoa,ASM,2031,0.00539956803
317,American Samoa,ASM,2032,0.00539956803
318,American Samoa,ASM,2033,0.00539956803
319,American Samoa,ASM,2034,0.00539956803
320,American Samoa,ASM,2035,0.00539956803
321,American Samoa,ASM,2036,0.00539956803
322,American Samoa,ASM,2037,0.00539956803
323,American Samoa,ASM,2038,0.00539956803
324,American Samoa,ASM,2039,0.00539956803
325,American Samoa,ASM,2040,0.00539956803
326,American Samoa,ASM,2041,0.00539956803
327,American Samoa,ASM,2042,0.00539956803
328,American Samoa,ASM,2043,0.00539956803
329,American Samoa,ASM,2044,0.00539956803
330,American Samoa,ASM,2045,0.00539956803
331,American Samoa,ASM,2046,0.00539956803
332,American Samoa,ASM,2047,0.00539956803
333,American Samoa,ASM,2048,0.00539956803
334,American Samoa,ASM,2049,0.00539956803
335,American Samoa,ASM,2050,0.00539956803
336,Antigua and Barbuda,ATG,2023,0.00539956803
337,Antigua and Barbuda,ATG,2024,0.00539956803
338,Antigua and Barbuda,ATG,2025,0.00539956803
339,Antigua and Barbuda,ATG,2026,0.00539956803
340,Antigua and Barbuda,ATG,2027,0.00539956803
341,Antigua and Barbuda,ATG,2028,0.00539956803
342,Antigua and Barbuda,ATG,2029,0.00539956803
343,Antigua and Barbuda,ATG,2030,0.00539956803
344,Antigua and Barbuda,ATG,2031,0.00539956803
345,Antigua and Barbuda,ATG,2032,0.00539956803
346,Antigua and Barbuda,ATG,2033,0.00539956803
347,Antigua and Barbuda,ATG,2034,0.00539956803
348,Antigua and Barbuda,ATG,2035,0.00539956803
349,Antigua and Barbuda,ATG,2036,0.00539956803
350,Antigua and Barbuda,ATG,2037,0.00539956803
351,Antigua and Barbuda,ATG,2038,0.00539956803
352,Antigua and Barbuda,ATG,2039,0.00539956803
353,Antigua and Barbuda,ATG,2040,0.00539956803
354,Antigua and Barbuda,ATG,2041,0.00539956803
355,Antigua and Barbuda,ATG,2042,0.00539956803
356,Antigua and Barbuda,ATG,2043,0.00539956803
357,Antigua and Barbuda,ATG,2044,0.00539956803
358,Antigua and Barbuda,ATG,2045,0.00539956803
359,Antigua and Barbuda,ATG,2046,0.00539956803
360,Antigua and Barbuda,ATG,2047,0.00539956803
361,Antigua and Barbuda,ATG,2048,0.00539956803
362,Antigua and Barbuda,ATG,2049,0.00539956803
363,Antigua and Barbuda,ATG,2050,0.00539956803
364,Australia,AUS,2023,0.00539956803
365,Australia,AUS,2024,0.00539956803
366,Australia,AUS,2025,0.00539956803
367,Australia,AUS,2026,0.00539956803
368,Australia,AUS,2027,0.00539956803
369,Australia,AUS,2028,0.00539956803
370,Australia,AUS,2029,0.00539956803
371,Australia,AUS,2030,0.00539956803
372,Australia,AUS,2031,0.00539956803
373,Australia,AUS,2032,0.00539956803
374,Australia,AUS,2033,0.00539956803
375,Australia,AUS,2034,0.00539956803
376,Australia,AUS,2035,0.00539956803
377,Australia,AUS,2036,0.00539956803
378,Australia,AUS,2037,0.00539956803
379,Australia,AUS,2038,0.00539956803
380,Australia,AUS,2039,0.00539956803
381,Australia,AUS,2040,0.00539956803
382,Australia,AUS,2041,0.00539956803
383,Australia,AUS,2042,0.00539956803
384,Australia,AUS,2043,0.00539956803
385,Australia,AUS,2044,0.00539956803
386,Australia,AUS,2045,0.00539956803
387,Australia,AUS,2046,0.00539956803
388,Australia,AUS,2047,0.00539956803
389,Australia,AUS,2048,0.00539956803
390,Australia,AUS,2049,0.00539956803
391,Australia,AUS,2050,0.00539956803
392,Austria,AUT,2023,0.00539956803
393,Austria,AUT,2024,0.00539956803
394,Austria,AUT,2025,0.00539956803
395,Austria,AUT,2026,0.00539956803
396,Austria,AUT,2027,0.00539956803
397,Austria,AUT,2028,0.00539956803
398,Austria,AUT,2029,0.00539956803
399,Austria,AUT,2030,0.00539956803
400,Austria,AUT,2031,0.00539956803
401,Austria,AUT,2032,0.00539956803
402,Austria,AUT,2033,0.00539956803
403,Austria,AUT,2034,0.00539956803
404,Austria,AUT,2035,0.00539956803
405,Austria,AUT,2036,0.00539956803
406,Austria,AUT,2037,0.00539956803
407,Austria,AUT,2038,0.00539956803
408,Austria,AUT,2039,0.00539956803
409,Austria,AUT,2040,0.00539956803
410,Austria,AUT,2041,0.00539956803
411,Austria,AUT,2042,0.00539956803
412,Austria,AUT,2043,0.00539956803
413,Austria,AUT,2044,0.00539956803
414,Austria,AUT,2045,0.00539956803
415,Austria,AUT,2046,0.00539956803
416,Austria,AUT,2047,0.00539956803
417,Austria,AUT,2048,0.00539956803
418,Austria,AUT,2049,0.00539956803
419,Austria,AUT,2050,0.00539956803
420,Azerbaijan,AZE,2023,0.00539956803
421,Azerbaijan,AZE,2024,0.00539956803
422,Azerbaijan,AZE,2025,0.00539956803
423,Azerbaijan,AZE,2026,0.00539956803
424,Azerbaijan,AZE,2027,0.00539956803
425,Azerbaijan,AZE,2028,0.00539956803
426,Azerbaijan,AZE,2029,0.00539956803
427,Azerbaijan,AZE,2030,0.00539956803
428,Azerbaijan,AZE,2031,0.00539956803
429,Azerbaijan,AZE,2032,0.00539956803
430,Azerbaijan,AZE,2033,0.00539956803
431,Azerbaijan,AZE,2034,0.00539956803
432,Azerbaijan,AZE,2035,0.00539956803
433,Azerbaijan,AZE,2036,0.00539956803
434,Azerbaijan,AZE,2037,0.00539956803
435,Azerbaijan,AZE,2038,0.00539956803
436,Azerbaijan,AZE,2039,0.00539956803
437,Azerbaijan,AZE,2040,0.00539956803
438,Azerbaijan,AZE,2041,0.00539956803
439,Azerbaijan,AZE,2042,0.00539956803
440,Azerbaijan,AZE,2043,0.00539956803
441,Azerbaijan,AZE,2044,0.00539956803
442,Azerbaijan,AZE,2045,0.00539956803
443,Azerbaijan,AZE,2046,0.00539956803
444,Azerbaijan,AZE,2047,0.00539956803
445,Azerbaijan,AZE,2048,0.00539956803
446,Azerbaijan,AZE,2049,0.00539956803
447,Azerbaijan,AZE,2050,0.00539956803
448,Burundi,BDI,2023,0.00539956803
449,Burundi,BDI,2024,0.00539956803
450,Burundi,BDI,2025,0.00539956803
451,Burundi,BDI,2026,0.00539956803
452,Burundi,BDI,2027,0.00539956803
453,Burundi,BDI,2028,0.00539956803
454,Burundi,BDI,2029,0.00539956803
455,Burundi,BDI,2030,0.00539956803
456,Burundi,BDI,2031,0.00539956803
457,Burundi,BDI,2032,0.00539956803
458,Burundi,BDI,2033,0.00539956803
459,Burundi,BDI,2034,0.00539956803
460,Burundi,BDI,2035,0.00539956803
461,Burundi,BDI,2036,0.00539956803
462,Burundi,BDI,2037,0.00539956803
463,Burundi,BDI,2038,0.00539956803
464,Burundi,BDI,2039,0.00539956803
465,Burundi,BDI,2040,0.00539956803
466,Burundi,BDI,2041,0.00539956803
467,Burundi,BDI,2042,0.00539956803
468,Burundi,BDI,2043,0.00539956803
469,Burundi,BDI,2044,0.00539956803
470,Burundi,BDI,2045,0.00539956803
471,Burundi,BDI,2046,0.00539956803
472,Burundi,BDI,2047,0.00539956803
473,Burundi,BDI,2048,0.00539956803
474,Burundi,BDI,2049,0.00539956803
475,Burundi,BDI,2050,0.00539956803
476,Belgium,BEL,2023,0.00539956803
477,Belgium,BEL,2024,0.00539956803
478,Belgium,BEL,2025,0.00539956803
479,Belgium,BEL,2026,0.00539956803
480,Belgium,BEL,2027,0.00539956803
481,Belgium,BEL,2028,0.00539956803
482,Belgium,BEL,2029,0.00539956803
483,Belgium,BEL,2030,0.00539956803
484,Belgium,BEL,2031,0.00539956803
485,Belgium,BEL,2032,0.00539956803
486,Belgium,BEL,2033,0.00539956803
487,Belgium,BEL,2034,0.00539956803
488,Belgium,BEL,2035,0.00539956803
489,Belgium,BEL,2036,0.00539956803
490,Belgium,BEL,2037,0.00539956803
491,Belgium,BEL,2038,0.00539956803
492,Belgium,BEL,2039,0.00539956803
493,Belgium,BEL,2040,0.00539956803
494,Belgium,BEL,2041,0.00539956803
495,Belgium,BEL,2042,0.00539956803
496,Belgium,BEL,2043,0.00539956803
497,Belgium,BEL,2044,0.00539956803
498,Belgium,BEL,2045,0.00539956803
499,Belgium,BEL,2046,0.00539956803
500,Belgium,BEL,2047,0.00539956803
501,Belgium,BEL,2048,0.00539956803
502,Belgium,BEL,2049,0.00539956803
503,Belgium,BEL,2050,0.00539956803
504,Benin,BEN,2023,0.00539956803
505,Benin,BEN,2024,0.00539956803
506,Benin,BEN,2025,0.00539956803
507,Benin,BEN,2026,0.00539956803
508,Benin,BEN,2027,0.00539956803
509,Benin,BEN,2028,0.00539956803
510,Benin,BEN,2029,0.00539956803
511,Benin,BEN,2030,0.00539956803
512,Benin,BEN,2031,0.00539956803
513,Benin,BEN,2032,0.00539956803
514,Benin,BEN,2033,0.00539956803
515,Benin,BEN,2034,0.00539956803
516,Benin,BEN,2035,0.00539956803
517,Benin,BEN,2036,0.00539956803
518,Benin,BEN,2037,0.00539956803
519,Benin,BEN,2038,0.00539956803
520,Benin,BEN,2039,0.00539956803
521,Benin,BEN,2040,0.00539956803
522,Benin,BEN,2041,0.00539956803
523,Benin,BEN,2042,0.00539956803
524,Benin,BEN,2043,0.00539956803
525,Benin,BEN,2044,0.00539956803
526,Benin,BEN,2045,0.00539956803
527,Benin,BEN,2046,0.00539956803
528,Benin,BEN,2047,0.00539956803
529,Benin,BEN,2048,0.00539956803
530,Benin,BEN,2049,0.00539956803
531,Benin,BEN,2050,0.00539956803
532,Burkina Faso,BFA,2023,0.00539956803
533,Burkina Faso,BFA,2024,0.00539956803
534,Burkina Faso,BFA,2025,0.00539956803
535,Burkina Faso,BFA,2026,0.00539956803
536,Burkina Faso,BFA,2027,0.00539956803
537,Burkina Faso,BFA,2028,0.00539956803
538,Burkina Faso,BFA,2029,0.00539956803
539,Burkina Faso,BFA,2030,0.00539956803
540,Burkina Faso,BFA,2031,0.00539956803
541,Burkina Faso,BFA,2032,0.00539956803
542,Burkina Faso,BFA,2033,0.00539956803
543,Burkina Faso,BFA,2034,0.00539956803
544,Burkina Faso,BFA,2035,0.00539956803
545,Burkina Faso,BFA,2036,0.00539956803
546,Burkina Faso,BFA,2037,0.00539956803
547,Burkina Faso,BFA,2038,0.00539956803
548,Burkina Faso,BFA,2039,0.00539956803
549,Burkina Faso,BFA,2040,0.00539956803
550,Burkina Faso,BFA,2041,0.00539956803
551,Burkina Faso,BFA,2042,0.00539956803
552,Burkina Faso,BFA,2043,0.00539956803
553,Burkina Faso,BFA,2044,0.00539956803
554,Burkina Faso,BFA,2045,0.00539956803
555,Burkina Faso,BFA,2046,0.00539956803
556,Burkina Faso,BFA,2047,0.00539956803
557,Burkina Faso,BFA,2048,0.00539956803
558,Burkina Faso,BFA,2049,0.00539956803
559,Burkina Faso,BFA,2050,0.00539956803
560,Bangladesh,BGD,2023,0.00539956803
561,Bangladesh,BGD,2024,0.00539956803
562,Bangladesh,BGD,2025,0.00539956803
563,Bangladesh,BGD,2026,0.00539956803
564,Bangladesh,BGD,2027,0.00539956803
565,Bangladesh,BGD,2028,0.00539956803
566,Bangladesh,BGD,2029,0.00539956803
567,Bangladesh,BGD,2030,0.00539956803
568,Bangladesh,BGD,2031,0.00539956803
569,Bangladesh,BGD,2032,0.00539956803
570,Bangladesh,BGD,2033,0.00539956803
571,Bangladesh,BGD,2034,0.00539956803
572,Bangladesh,BGD,2035,0.00539956803
573,Bangladesh,BGD,2036,0.00539956803
574,Bangladesh,BGD,2037,0.00539956803
575,Bangladesh,BGD,2038,0.00539956803
576,Bangladesh,BGD,2039,0.00539956803
577,Bangladesh,BGD,2040,0.00539956803
578,Bangladesh,BGD,2041,0.00539956803
579,Bangladesh,BGD,2042,0.00539956803
580,Bangladesh,BGD,2043,0.00539956803
581,Bangladesh,BGD,2044,0.00539956803
582,Bangladesh,BGD,2045,0.00539956803
583,Bangladesh,BGD,2046,0.00539956803
584,Bangladesh,BGD,2047,0.00539956803
585,Bangladesh,BGD,2048,0.00539956803
586,Bangladesh,BGD,2049,0.00539956803
587,Bangladesh,BGD,2050,0.00539956803
588,Bulgaria,BGR,2023,0.00539956803
589,Bulgaria,BGR,2024,0.00539956803
590,Bulgaria,BGR,2025,0.00539956803
591,Bulgaria,BGR,2026,0.00539956803
592,Bulgaria,BGR,2027,0.00539956803
593,Bulgaria,BGR,2028,0.00539956803
594,Bulgaria,BGR,2029,0.00539956803
595,Bulgaria,BGR,2030,0.00539956803
596,Bulgaria,BGR,2031,0.00539956803
597,Bulgaria,BGR,2032,0.00539956803
598,Bulgaria,BGR,2033,0.00539956803
599,Bulgaria,BGR,2034,0.00539956803
600,Bulgaria,BGR,2035,0.00539956803
601,Bulgaria,BGR,2036,0.00539956803
602,Bulgaria,BGR,2037,0.00539956803
603,Bulgaria,BGR,2038,0.00539956803
604,Bulgaria,BGR,2039,0.00539956803
605,Bulgaria,BGR,2040,0.00539956803
606,Bulgaria,BGR,2041,0.00539956803
607,Bulgaria,BGR,2042,0.00539956803
608,Bulgaria,BGR,2043,0.00539956803
609,Bulgaria,BGR,2044,0.00539956803
610,Bulgaria,BGR,2045,0.00539956803
611,Bulgaria,BGR,2046,0.00539956803
612,Bulgaria,BGR,2047,0.00539956803
613,Bulgaria,BGR,2048,0.00539956803
614,Bulgaria,BGR,2049,0.00539956803
615,Bulgaria,BGR,2050,0.00539956803
616,Bahrain,BHR,2023,0.00539956803
617,Bahrain,BHR,2024,0.00539956803
618,Bahrain,BHR,2025,0.00539956803
619,Bahrain,BHR,2026,0.00539956803
620,Bahrain,BHR,2027,0.00539956803
621,Bahrain,BHR,2028,0.00539956803
622,Bahrain,BHR,2029,0.00539956803
623,Bahrain,BHR,2030,0.00539956803
