iso_code3,Nation,Year,frac_inen_energy_wood_diesel
AZE,Azerbaijan,2008,0.0
AZE,Azerbaijan,2009,0.0
AZE,Azerbaijan,2010,0.0
AZE,Azerbaijan,2011,0.0
AZE,Azerbaijan,2012,0.0
AZE,Azerbaijan,2013,0.0
AZE,Azerbaijan,2014,0.0
AZE,Azerbaijan,2015,0.0
AZE,Azerbaijan,2016,0.0
AZE,Azerbaijan,2017,0.0
AZE,Azerbaijan,2018,0.0
AZE,Azerbaijan,2019,0.0
AZE,Azerbaijan,2020,0.0
BEL,Belgium,2000,0.0
BEL,Belgium,2001,0.0
BEL,Belgium,2002,0.0
BEL,Belgium,2003,0.0
BEL,Belgium,2004,0.0
BEL,Belgium,2005,0.0
BEL,Belgium,2006,0.0
BEL,Belgium,2007,0.0
BEL,Belgium,2008,0.0
BEL,Belgium,2009,0.0
BEL,Belgium,2010,0.0
BEL,Belgium,2011,0.0
BEL,Belgium,2012,0.0
BEL,Belgium,2013,0.0
BEL,Belgium,2014,0.0
BEL,Belgium,2015,0.0
BEL,Belgium,2016,0.0
BEL,Belgium,2017,0.0
BEL,Belgium,2018,0.0
BEL,Belgium,2019,0.0
BEL,Belgium,2020,0.0
BGR,Bulgaria,2000,0.09538461538461537
BGR,Bulgaria,2001,0.07785714285714287
BGR,Bulgaria,2002,0.07857142857142857
BGR,Bulgaria,2003,0.075
BGR,Bulgaria,2004,0.07233201581027668
BGR,Bulgaria,2005,0.06464435146443515
BGR,Bulgaria,2006,0.06116504854368932
BGR,Bulgaria,2007,0.02928286852589641
BGR,Bulgaria,2008,0.00923076923076923
BGR,Bulgaria,2009,0.005601659751037344
BGR,Bulgaria,2010,0.00298804780876494
BGR,Bulgaria,2011,0.0031645569620253164
BGR,Bulgaria,2012,0.0
BGR,Bulgaria,2013,0.0
BGR,Bulgaria,2014,0.0
BGR,Bulgaria,2015,0.0
BGR,Bulgaria,2016,0.0
BGR,Bulgaria,2017,0.0017241379310344827
BGR,Bulgaria,2018,0.002027027027027027
BGR,Bulgaria,2019,0.0015463917525773193
BGR,Bulgaria,2020,0.00219941348973607
BIH,Bosnia and Herzegovina,2000,0.0
BIH,Bosnia and Herzegovina,2001,0.0
BIH,Bosnia and Herzegovina,2002,0.0
BIH,Bosnia and Herzegovina,2003,0.0
BIH,Bosnia and Herzegovina,2004,0.0
BIH,Bosnia and Herzegovina,2005,0.0
BIH,Bosnia and Herzegovina,2006,0.0
BIH,Bosnia and Herzegovina,2007,0.0
BIH,Bosnia and Herzegovina,2008,0.0
BIH,Bosnia and Herzegovina,2009,0.0
BIH,Bosnia and Herzegovina,2010,0.0
BIH,Bosnia and Herzegovina,2011,0.0
BIH,Bosnia and Herzegovina,2012,0.0
BIH,Bosnia and Herzegovina,2013,0.03445945945945946
BIH,Bosnia and Herzegovina,2014,0.010169491525423728
BIH,Bosnia and Herzegovina,2015,0.03795180722891566
BIH,Bosnia and Herzegovina,2016,0.03035714285714286
BIH,Bosnia and Herzegovina,2017,0.04591836734693878
BIH,Bosnia and Herzegovina,2018,0.02758620689655172
BIH,Bosnia and Herzegovina,2019,0.015
BIH,Bosnia and Herzegovina,2020,0.01534090909090909
BLR,Belarus,2000,0.0012776831345826236
BLR,Belarus,2001,0.0
BLR,Belarus,2002,0.002156549520766773
BLR,Belarus,2003,0.0021496815286624208
BLR,Belarus,2004,0.0
BLR,Belarus,2005,0.0
BLR,Belarus,2006,0.0
BLR,Belarus,2007,0.0
BLR,Belarus,2008,0.0
BLR,Belarus,2009,0.007115749525616697
BLR,Belarus,2010,0.006648936170212765
BLR,Belarus,2011,0.007565217391304347
BLR,Belarus,2012,0.0061403508771929825
BLR,Belarus,2013,0.0051307847082494975
BLR,Belarus,2014,0.005000000000000001
BLR,Belarus,2015,0.0036448598130841125
BLR,Belarus,2016,0.004119547657512116
BLR,Belarus,2017,0.0030834340991535676
BLR,Belarus,2018,0.002171492204899777
BLR,Belarus,2019,0.0042207792207792205
BLR,Belarus,2020,0.0
BRA,Brazil,2000,0.0
BRA,Brazil,2001,0.0
BRA,Brazil,2002,0.0
BRA,Brazil,2003,0.0
BRA,Brazil,2004,0.0
BRA,Brazil,2005,0.0
BRA,Brazil,2006,0.0
BRA,Brazil,2007,0.0
BRA,Brazil,2008,0.0
BRA,Brazil,2009,0.0
BRA,Brazil,2010,0.0
BRA,Brazil,2011,0.0
BRA,Brazil,2012,0.0
BRA,Brazil,2013,0.0
BRA,Brazil,2014,0.0
BRA,Brazil,2015,0.0
BRA,Brazil,2016,0.0
BRA,Brazil,2017,0.0
BRA,Brazil,2018,0.0
BRA,Brazil,2019,0.0
BRA,Brazil,2020,0.0
CAN,Canada,2000,0.017632675239992755
CAN,Canada,2001,0.014198369565217387
CAN,Canada,2002,0.010987654320987653
CAN,Canada,2003,0.011952620244077531
CAN,Canada,2004,0.012879474399637518
CAN,Canada,2005,0.013440156965336821
CAN,Canada,2006,0.014661164205039096
CAN,Canada,2007,0.019425122749590833
CAN,Canada,2008,0.014755546828980953
CAN,Canada,2009,0.01492954596287184
CAN,Canada,2010,0.01123360058309038
CAN,Canada,2011,0.010248940677966101
CAN,Canada,2012,0.01238244514106583
CAN,Canada,2013,0.012172248803827751
CAN,Canada,2014,0.01603632278599513
CAN,Canada,2015,0.010280805468317014
CAN,Canada,2016,0.01027867913723993
CAN,Canada,2017,0.011265241208694116
CAN,Canada,2018,0.011893911775428362
CAN,Canada,2019,0.010945273631840795
CAN,Canada,2020,0.011360294117647057
CHE,Switzerland,2000,0.0
CHE,Switzerland,2001,0.0
CHE,Switzerland,2002,0.0
CHE,Switzerland,2003,0.0
CHE,Switzerland,2004,0.0
CHE,Switzerland,2005,0.0
CHE,Switzerland,2006,0.0
CHE,Switzerland,2007,0.0
CHE,Switzerland,2008,0.0
CHE,Switzerland,2009,0.0
CHE,Switzerland,2010,0.0
CHE,Switzerland,2011,0.0
CHE,Switzerland,2012,0.0
CHE,Switzerland,2013,0.0
CHE,Switzerland,2014,0.0
CHE,Switzerland,2015,0.0
CHE,Switzerland,2016,0.0
CHE,Switzerland,2017,0.0
CHE,Switzerland,2018,0.0
CHE,Switzerland,2019,0.0
CHE,Switzerland,2020,0.0
CHL,Chile,2000,0.0
CHL,Chile,2001,0.0
CHL,Chile,2002,0.0
CHL,Chile,2003,0.0
CHL,Chile,2004,0.0
CHL,Chile,2005,0.0
CHL,Chile,2006,0.0
CHL,Chile,2007,0.0
CHL,Chile,2008,0.0
CHL,Chile,2009,0.0
CHL,Chile,2010,0.0
CHL,Chile,2011,0.0
CHL,Chile,2012,0.0
CHL,Chile,2013,0.0
CHL,Chile,2014,0.0
CHL,Chile,2015,0.0
CHL,Chile,2016,0.0
CHL,Chile,2017,0.0
CHL,Chile,2018,0.0
CHL,Chile,2019,0.0
CHL,Chile,2020,0.0
COL,Colombia,2000,0.0
COL,Colombia,2001,0.0
COL,Colombia,2002,0.0
COL,Colombia,2003,0.0
COL,Colombia,2004,0.0
COL,Colombia,2005,0.0
COL,Colombia,2006,0.017763157894736842
COL,Colombia,2007,0.022641509433962263
COL,Colombia,2008,0.017010309278350514
COL,Colombia,2009,0.022058823529411763
COL,Colombia,2010,0.024375
COL,Colombia,2011,0.024657534246575342
COL,Colombia,2012,0.021686746987951807
COL,Colombia,2013,0.025657894736842105
COL,Colombia,2014,0.03043478260869565
COL,Colombia,2015,0.016901408450704227
COL,Colombia,2016,0.004838709677419354
COL,Colombia,2017,0.007258064516129032
COL,Colombia,2018,0.007894736842105262
COL,Colombia,2019,0.008035714285714287
COL,Colombia,2020,0.0
CYP,Cyprus,2000,0.0
CYP,Cyprus,2001,0.0
CYP,Cyprus,2002,0.0
CYP,Cyprus,2003,0.0
CYP,Cyprus,2004,0.0
CYP,Cyprus,2005,0.0
CYP,Cyprus,2006,0.0
CYP,Cyprus,2007,0.0
CYP,Cyprus,2008,0.0
CYP,Cyprus,2009,0.0
CYP,Cyprus,2010,0.0
CYP,Cyprus,2011,0.0
CYP,Cyprus,2012,0.0
CYP,Cyprus,2013,0.0
CYP,Cyprus,2014,0.0
CYP,Cyprus,2015,0.0
CYP,Cyprus,2016,0.0
CYP,Cyprus,2017,0.0
CYP,Cyprus,2018,0.0
CYP,Cyprus,2019,0.0
CYP,Cyprus,2020,0.0
DEU,Germany,2000,0.018531855955678668
DEU,Germany,2001,0.015133892345144713
DEU,Germany,2002,0.013194988253719654
DEU,Germany,2003,0.00709090909090909
DEU,Germany,2004,0.006443607735752181
DEU,Germany,2005,0.005702333773667988
DEU,Germany,2006,0.00663511187607573
DEU,Germany,2007,0.00631929046563193
DEU,Germany,2008,0.006066655094601631
DEU,Germany,2009,0.0039427312775330405
DEU,Germany,2010,0.005235028976175144
DEU,Germany,2011,0.002808032675289312
DEU,Germany,2012,0.002177978220217798
DEU,Germany,2013,0.001634254920337395
DEU,Germany,2014,0.0023959109785965283
DEU,Germany,2015,0.0034493979824275953
DEU,Germany,2016,0.0031720602371034926
DEU,Germany,2017,0.002592514049411515
DEU,Germany,2018,0.0029298751200768497
DEU,Germany,2019,0.002644750312819929
DEU,Germany,2020,0.0025194453838349676
DNK,Denmark,2000,0.017318435754189943
DNK,Denmark,2001,0.018787276341948312
DNK,Denmark,2002,0.02164179104477612
DNK,Denmark,2003,0.022790055248618785
DNK,Denmark,2004,0.02451523545706371
DNK,Denmark,2005,0.01900826446280992
DNK,Denmark,2006,0.02103896103896104
DNK,Denmark,2007,0.013317757009345794
DNK,Denmark,2008,0.01825775656324582
DNK,Denmark,2009,0.01685878962536023
DNK,Denmark,2010,0.019315068493150685
DNK,Denmark,2011,0.01282051282051282
DNK,Denmark,2012,0.0064285714285714285
DNK,Denmark,2013,0.0049180327868852455
DNK,Denmark,2014,0.009027777777777777
DNK,Denmark,2015,0.007926829268292683
DNK,Denmark,2016,0.005339805825242719
DNK,Denmark,2017,0.004700854700854701
DNK,Denmark,2018,0.004838709677419355
DNK,Denmark,2019,0.0058823529411764705
DNK,Denmark,2020,0.006232686980609419
ESP,Spain,2000,0.011060183339976088
ESP,Spain,2001,0.009618320610687025
ESP,Spain,2002,0.009510086455331412
ESP,Spain,2003,0.009679071355411403
ESP,Spain,2004,0.007006633499170813
ESP,Spain,2005,0.010993337371290128
ESP,Spain,2006,0.01202372393961179
ESP,Spain,2007,0.010143743874550798
ESP,Spain,2008,0.009009319986192614
ESP,Spain,2009,0.00831424644983967
ESP,Spain,2010,0.009401508011310086
ESP,Spain,2011,0.006527415143603133
ESP,Spain,2012,0.005520581113801453
ESP,Spain,2013,0.008530805687203791
ESP,Spain,2014,0.006762295081967213
ESP,Spain,2015,0.0067261330761812935
ESP,Spain,2016,0.005347196435202376
ESP,Spain,2017,0.005099778270509978
ESP,Spain,2018,0.005453523238380809
ESP,Spain,2019,0.005359136583550428
ESP,Spain,2020,0.004631416441528367
EST,Estonia,2000,0.03984375
EST,Estonia,2001,0.03710106382978724
EST,Estonia,2002,0.020394736842105264
EST,Estonia,2003,0.01628721541155867
EST,Estonia,2004,0.01940894568690096
EST,Estonia,2005,0.013493253373313342
EST,Estonia,2006,0.013663967611336033
EST,Estonia,2007,0.013380281690140845
EST,Estonia,2008,0.003693181818181818
EST,Estonia,2009,0.0035714285714285713
EST,Estonia,2010,0.00529045643153527
EST,Estonia,2011,0.007572815533980582
EST,Estonia,2012,0.009397590361445782
EST,Estonia,2013,0.008041237113402062
EST,Estonia,2014,0.0061764705882352946
EST,Estonia,2015,0.006830601092896175
EST,Estonia,2016,0.015432098765432098
EST,Estonia,2017,0.009883720930232558
EST,Estonia,2018,0.004821428571428571
EST,Estonia,2019,0.014215686274509802
EST,Estonia,2020,0.019452449567723344
FIN,Finland,2000,0.016422210581456258
FIN,Finland,2001,0.01602596105841238
FIN,Finland,2002,0.011229582577132486
FIN,Finland,2003,0.009354120267260579
FIN,Finland,2004,0.009322399654725939
FIN,Finland,2005,0.008731433159373747
FIN,Finland,2006,0.007179588607594936
FIN,Finland,2007,0.005551601423487544
FIN,Finland,2008,0.005746626033957336
FIN,Finland,2009,0.008065290446471437
FIN,Finland,2010,0.006303602058319039
FIN,Finland,2011,0.005330578512396694
FIN,Finland,2012,0.004946466809421841
FIN,Finland,2013,0.00475142982842059
FIN,Finland,2014,0.003927068723702665
FIN,Finland,2015,0.0034440644846116266
FIN,Finland,2016,0.0035318559556786703
FIN,Finland,2017,0.00264344262295082
FIN,Finland,2018,0.003126302626094206
FIN,Finland,2019,0.002518780380026513
FIN,Finland,2020,0.0016578249336870025
FRA,France,2000,0.0
FRA,France,2001,0.0
FRA,France,2002,0.0
FRA,France,2003,0.009054669703872436
FRA,France,2004,0.006100278551532033
FRA,France,2005,0.011532507739938082
FRA,France,2006,0.013968597726042233
FRA,France,2007,0.014711830131445903
FRA,France,2008,0.009627329192546583
FRA,France,2009,0.006839622641509434
FRA,France,2010,0.006604522015073383
FRA,France,2011,0.006903765690376569
FRA,France,2012,0.005380577427821521
FRA,France,2013,0.004019417475728155
FRA,France,2014,0.005748898678414096
FRA,France,2015,0.005479727017262144
FRA,France,2016,0.00647607934655776
FRA,France,2017,0.007981220657276996
FRA,France,2018,0.007066158642189124
FRA,France,2019,0.006434641845406718
FRA,France,2020,0.007211538461538461
GBR,United Kingdom,2000,0.0
GBR,United Kingdom,2001,0.0
GBR,United Kingdom,2002,0.0
GBR,United Kingdom,2003,0.0
GBR,United Kingdom,2004,0.0
GBR,United Kingdom,2005,0.0
GBR,United Kingdom,2006,0.0
GBR,United Kingdom,2007,0.0
GBR,United Kingdom,2008,0.0014872521246458922
GBR,United Kingdom,2009,0.0009787928221859706
GBR,United Kingdom,2010,0.006177745664739884
GBR,United Kingdom,2011,0.0010281797410510282
GBR,United Kingdom,2012,0.004337899543378995
GBR,United Kingdom,2013,0.003528072837632777
GBR,United Kingdom,2014,0.003389830508474576
GBR,United Kingdom,2015,0.0033496161898115837
GBR,United Kingdom,2016,0.0036274509803921567
GBR,United Kingdom,2017,0.003863936591809775
GBR,United Kingdom,2018,0.0036561898652982677
GBR,United Kingdom,2019,0.0035852713178294573
GBR,United Kingdom,2020,0.003916725476358503
GEO,Georgia,2000,0.0
GEO,Georgia,2001,0.0
GEO,Georgia,2002,0.0
GEO,Georgia,2003,0.0
GEO,Georgia,2004,0.0
GEO,Georgia,2005,0.0
GEO,Georgia,2006,0.0
GEO,Georgia,2007,0.0
GEO,Georgia,2008,0.0
GEO,Georgia,2009,0.0
GEO,Georgia,2010,0.0
GEO,Georgia,2011,0.0
GEO,Georgia,2012,0.0
GEO,Georgia,2013,0.0
GEO,Georgia,2014,0.0
GEO,Georgia,2015,0.0
GEO,Georgia,2016,0.0
GEO,Georgia,2017,0.0
GEO,Georgia,2018,0.0
GEO,Georgia,2019,0.0
GEO,Georgia,2020,0.0
GRC,Greece,2000,0.012750000000000001
GRC,Greece,2001,0.010465116279069766
GRC,Greece,2002,0.010843373493975902
GRC,Greece,2003,0.009
GRC,Greece,2004,0.006060606060606061
GRC,Greece,2005,0.005714285714285714
GRC,Greece,2006,0.008653846153846153
GRC,Greece,2007,0.007758620689655172
GRC,Greece,2008,0.008372093023255815
GRC,Greece,2009,0.006521739130434782
GRC,Greece,2010,0.005940594059405941
GRC,Greece,2011,0.002631578947368421
GRC,Greece,2012,0.0
GRC,Greece,2013,0.009917355371900827
GRC,Greece,2014,0.007211538461538461
GRC,Greece,2015,0.010546874999999999
GRC,Greece,2016,0.020103092783505156
GRC,Greece,2017,0.013157894736842103
GRC,Greece,2018,0.010344827586206895
GRC,Greece,2019,0.0108
GRC,Greece,2020,0.0075
HRV,Croatia,2000,0.011920529801324502
HRV,Croatia,2001,0.011180124223602485
HRV,Croatia,2002,0.015789473684210527
HRV,Croatia,2003,0.012341772151898734
HRV,Croatia,2004,0.022307692307692306
HRV,Croatia,2005,0.012814070351758794
HRV,Croatia,2006,0.008713692946058092
HRV,Croatia,2007,0.007853403141361256
HRV,Croatia,2008,0.013043478260869565
HRV,Croatia,2009,0.013461538461538462
HRV,Croatia,2010,0.01390728476821192
HRV,Croatia,2011,0.008132530120481927
HRV,Croatia,2012,0.005102040816326531
HRV,Croatia,2013,0.00588235294117647
HRV,Croatia,2014,0.005208333333333333
HRV,Croatia,2015,0.004591836734693877
HRV,Croatia,2016,0.003862660944206008
HRV,Croatia,2017,0.002857142857142857
HRV,Croatia,2018,0.004601226993865031
HRV,Croatia,2019,0.002792553191489362
HRV,Croatia,2020,0.0031746031746031746
HUN,Hungary,2000,0.0
HUN,Hungary,2001,0.0
HUN,Hungary,2002,0.0
HUN,Hungary,2003,0.0
HUN,Hungary,2004,0.0
HUN,Hungary,2005,0.0
HUN,Hungary,2006,0.0
HUN,Hungary,2007,0.0
HUN,Hungary,2008,0.0
HUN,Hungary,2009,0.0
HUN,Hungary,2010,0.005172413793103449
HUN,Hungary,2011,0.023353293413173652
HUN,Hungary,2012,0.012439024390243905
HUN,Hungary,2013,0.009732824427480916
HUN,Hungary,2014,0.008405172413793105
HUN,Hungary,2015,0.009922178988326848
HUN,Hungary,2016,0.00825242718446602
HUN,Hungary,2017,0.009653465346534653
HUN,Hungary,2018,0.008604206500956023
HUN,Hungary,2019,0.0100990099009901
HUN,Hungary,2020,0.011963190184049078
IRL,Ireland,2000,0.008727272727272728
IRL,Ireland,2001,0.007011686143572622
IRL,Ireland,2002,0.007894736842105263
IRL,Ireland,2003,0.012266355140186917
IRL,Ireland,2004,0.010925196850393702
IRL,Ireland,2005,0.0025466893039049233
IRL,Ireland,2006,0.0018453427065026364
IRL,Ireland,2007,0.006191369606003753
IRL,Ireland,2008,0.004979253112033195
IRL,Ireland,2009,0.004516129032258064
IRL,Ireland,2010,0.004588910133843212
IRL,Ireland,2011,0.002760736196319018
IRL,Ireland,2012,0.0035573122529644263
IRL,Ireland,2013,0.0025862068965517237
IRL,Ireland,2014,0.004639175257731959
IRL,Ireland,2015,0.0038461538461538464
IRL,Ireland,2016,0.0028546712802768165
IRL,Ireland,2017,0.002519083969465649
IRL,Ireland,2018,0.0027820710973724882
IRL,Ireland,2019,0.0028985507246376808
IRL,Ireland,2020,0.003321033210332103
ITA,Italy,2000,0.0
ITA,Italy,2001,0.0
ITA,Italy,2002,0.0
ITA,Italy,2003,0.0
ITA,Italy,2004,0.0
ITA,Italy,2005,0.0
ITA,Italy,2006,0.0
ITA,Italy,2007,0.0
ITA,Italy,2008,0.0
ITA,Italy,2009,0.0
ITA,Italy,2010,0.0
ITA,Italy,2011,0.0
ITA,Italy,2012,0.0
ITA,Italy,2013,0.0
ITA,Italy,2014,0.0
ITA,Italy,2015,0.0
ITA,Italy,2016,0.0
ITA,Italy,2017,0.0
ITA,Italy,2018,0.0
ITA,Italy,2019,0.0
ITA,Italy,2020,0.0
JPN,Japan,2000,0.05333486660533578
JPN,Japan,2001,0.05417435424354243
JPN,Japan,2002,0.045190457868410916
JPN,Japan,2003,0.04353741496598639
JPN,Japan,2004,0.038760080645161295
JPN,Japan,2005,0.03582233665915674
JPN,Japan,2006,0.03231907894736842
JPN,Japan,2007,0.02719188767550702
JPN,Japan,2008,0.02317929759704251
JPN,Japan,2009,0.025609756097560978
JPN,Japan,2010,0.02713062895422404
JPN,Japan,2011,0.026052948255114318
JPN,Japan,2012,0.026314733038940184
JPN,Japan,2013,0.025362887406826202
JPN,Japan,2014,0.03780487804878049
JPN,Japan,2015,0.038174273858921165
JPN,Japan,2016,0.041530054644808745
JPN,Japan,2017,0.045207956600361664
JPN,Japan,2018,0.03854700854700854
JPN,Japan,2019,0.03601648351648352
JPN,Japan,2020,0.03743676222596965
KAZ,Kazakhstan,2000,0.03529411764705882
KAZ,Kazakhstan,2001,0.03333333333333333
KAZ,Kazakhstan,2002,0.031578947368421054
KAZ,Kazakhstan,2003,0.03
KAZ,Kazakhstan,2004,0.02857142857142857
KAZ,Kazakhstan,2005,0.15000000000000002
KAZ,Kazakhstan,2006,0.15000000000000002
KAZ,Kazakhstan,2007,0.15000000000000002
KAZ,Kazakhstan,2008,0.017647058823529415
KAZ,Kazakhstan,2009,0.023076923076923078
KAZ,Kazakhstan,2010,0.02857142857142857
KAZ,Kazakhstan,2011,0.028571428571428574
KAZ,Kazakhstan,2012,0.02857142857142857
KAZ,Kazakhstan,2013,0.03
KAZ,Kazakhstan,2014,0.0375
KAZ,Kazakhstan,2015,0.019354838709677417
KAZ,Kazakhstan,2016,0.024
KAZ,Kazakhstan,2017,0.04354838709677419
KAZ,Kazakhstan,2018,0.02678571428571428
KAZ,Kazakhstan,2019,0.041666666666666664
KAZ,Kazakhstan,2020,0.0
LTU,Lithuania,2000,0.020134228187919462
LTU,Lithuania,2001,0.01206030150753769
LTU,Lithuania,2002,0.006299212598425198
LTU,Lithuania,2003,0.007142857142857143
LTU,Lithuania,2004,0.006423982869379015
LTU,Lithuania,2005,0.008895705521472392
LTU,Lithuania,2006,0.005161290322580645
LTU,Lithuania,2007,0.007514450867052024
LTU,Lithuania,2008,0.0030737704918032786
LTU,Lithuania,2009,0.004041916167664671
LTU,Lithuania,2010,0.003856041131105399
LTU,Lithuania,2011,0.002245508982035928
LTU,Lithuania,2012,0.001861042183622829
LTU,Lithuania,2013,0.0027061855670103096
LTU,Lithuania,2014,0.004285714285714286
LTU,Lithuania,2015,0.003802816901408451
LTU,Lithuania,2016,0.0031395348837209296
LTU,Lithuania,2017,0.00414572864321608
LTU,Lithuania,2018,0.004388297872340426
LTU,Lithuania,2019,0.004447439353099731
LTU,Lithuania,2020,0.003810623556581986
LUX,Luxembourg,2000,0.016666666666666666
LUX,Luxembourg,2001,0.03333333333333333
LUX,Luxembourg,2002,0.016666666666666666
LUX,Luxembourg,2003,0.013636363636363637
LUX,Luxembourg,2004,0.013636363636363637
LUX,Luxembourg,2005,0.0015151515151515152
LUX,Luxembourg,2006,0.0015789473684210528
LUX,Luxembourg,2007,0.0014851485148514852
LUX,Luxembourg,2008,0.0
LUX,Luxembourg,2009,0.0
LUX,Luxembourg,2010,0.001595744680851064
LUX,Luxembourg,2011,0.0
LUX,Luxembourg,2012,0.0
LUX,Luxembourg,2013,0.0
LUX,Luxembourg,2014,0.0
LUX,Luxembourg,2015,0.0
LUX,Luxembourg,2016,0.0
LUX,Luxembourg,2017,0.0
LUX,Luxembourg,2018,0.0
LUX,Luxembourg,2019,0.0
LUX,Luxembourg,2020,0.0
LVA,Latvia,2000,0.021613832853025938
LVA,Latvia,2001,0.012937062937062937
LVA,Latvia,2002,0.010026737967914437
LVA,Latvia,2003,0.01012987012987013
LVA,Latvia,2004,0.007942973523421588
LVA,Latvia,2005,0.005526315789473685
LVA,Latvia,2006,0.005685131195335277
LVA,Latvia,2007,0.00618066561014263
LVA,Latvia,2008,0.0062586926286509045
LVA,Latvia,2009,0.0031374501992031873
LVA,Latvia,2010,0.002627189324437031
LVA,Latvia,2011,0.002347242921013413
LVA,Latvia,2012,0.004051246537396122
LVA,Latvia,2013,0.003395472703062583
LVA,Latvia,2014,0.0036606129398410897
LVA,Latvia,2015,0.003108395324123273
LVA,Latvia,2016,0.003464017185821697
LVA,Latvia,2017,0.003470437017994859
LVA,Latvia,2018,0.003244837758112095
LVA,Latvia,2019,0.0031571218795888403
LVA,Latvia,2020,0.0030014292520247733
MAR,Morocco,2000,0.0
MAR,Morocco,2001,0.0
MAR,Morocco,2002,0.0
MAR,Morocco,2003,0.0
MAR,Morocco,2004,0.018750000000000003
MAR,Morocco,2005,0.016666666666666666
MAR,Morocco,2006,0.016666666666666666
MAR,Morocco,2007,0.015000000000000001
MAR,Morocco,2008,0.015000000000000001
MAR,Morocco,2009,0.015000000000000001
MAR,Morocco,2010,0.013636363636363637
MAR,Morocco,2011,0.0125
MAR,Morocco,2012,0.0125
MAR,Morocco,2013,0.0125
MAR,Morocco,2014,0.011538461538461539
MAR,Morocco,2015,0.011538461538461539
MAR,Morocco,2016,0.011538461538461539
MAR,Morocco,2017,0.010714285714285713
MAR,Morocco,2018,0.02
