,Nation,iso_code3,Year,frac_scoe_heat_energy_residential_coal
93,Africa Western and Central,AFW,2020,0.0259446705565533
94,Africa Western and Central,AFW,2021,0.0259446705565533
95,Africa Western and Central,AFW,2022,0.0259446705565533
96,Africa Western and Central,AFW,2023,0.0259446705565533
97,Africa Western and Central,AFW,2024,0.0259446705565533
98,Africa Western and Central,AFW,2025,0.0259446705565533
99,Africa Western and Central,AFW,2026,0.0259446705565533
100,Africa Western and Central,AFW,2027,0.0259446705565533
101,Africa Western and Central,AFW,2028,0.0259446705565533
102,Africa Western and Central,AFW,2029,0.0259446705565533
103,Africa Western and Central,AFW,2030,0.0259446705565533
104,Africa Western and Central,AFW,2031,0.0259446705565533
105,Africa Western and Central,AFW,2032,0.0259446705565533
106,Africa Western and Central,AFW,2033,0.0259446705565533
107,Africa Western and Central,AFW,2034,0.0259446705565533
108,Africa Western and Central,AFW,2035,0.0259446705565533
109,Africa Western and Central,AFW,2036,0.0259446705565533
110,Africa Western and Central,AFW,2037,0.0259446705565533
111,Africa Western and Central,AFW,2038,0.0259446705565533
112,Africa Western and Central,AFW,2039,0.0259446705565533
113,Africa Western and Central,AFW,2040,0.0259446705565533
114,Africa Western and Central,AFW,2041,0.0259446705565533
115,Africa Western and Central,AFW,2042,0.0259446705565533
116,Africa Western and Central,AFW,2043,0.0259446705565533
117,Africa Western and Central,AFW,2044,0.0259446705565533
118,Africa Western and Central,AFW,2045,0.0259446705565533
119,Africa Western and Central,AFW,2046,0.0259446705565533
120,Africa Western and Central,AFW,2047,0.0259446705565533
121,Africa Western and Central,AFW,2048,0.0259446705565533
122,Africa Western and Central,AFW,2049,0.0259446705565533
123,Africa Western and Central,AFW,2050,0.0259446705565533
124,Angola,AGO,2020,0.0259446705565533
125,Angola,AGO,2021,0.0259446705565533
126,Angola,AGO,2022,0.0259446705565533
127,Angola,AGO,2023,0.0259446705565533
128,Angola,AGO,2024,0.0259446705565533
129,Angola,AGO,2025,0.0259446705565533
130,Angola,AGO,2026,0.0259446705565533
131,Angola,AGO,2027,0.0259446705565533
132,Angola,AGO,2028,0.0259446705565533
133,Angola,AGO,2029,0.0259446705565533
134,Angola,AGO,2030,0.0259446705565533
135,Angola,AGO,2031,0.0259446705565533
136,Angola,AGO,2032,0.0259446705565533
137,Angola,AGO,2033,0.0259446705565533
138,Angola,AGO,2034,0.0259446705565533
139,Angola,AGO,2035,0.0259446705565533
140,Angola,AGO,2036,0.0259446705565533
141,Angola,AGO,2037,0.0259446705565533
142,Angola,AGO,2038,0.0259446705565533
143,Angola,AGO,2039,0.0259446705565533
144,Angola,AGO,2040,0.0259446705565533
145,Angola,AGO,2041,0.0259446705565533
146,Angola,AGO,2042,0.0259446705565533
147,Angola,AGO,2043,0.0259446705565533
148,Angola,AGO,2044,0.0259446705565533
149,Angola,AGO,2045,0.0259446705565533
150,Angola,AGO,2046,0.0259446705565533
151,Angola,AGO,2047,0.0259446705565533
152,Angola,AGO,2048,0.0259446705565533
153,Angola,AGO,2049,0.0259446705565533
154,Angola,AGO,2050,0.0259446705565533
155,Albania,ALB,2020,0.0259446705565533
156,Albania,ALB,2021,0.0259446705565533
157,Albania,ALB,2022,0.0259446705565533
158,Albania,ALB,2023,0.0259446705565533
159,Albania,ALB,2024,0.0259446705565533
160,Albania,ALB,2025,0.0259446705565533
161,Albania,ALB,2026,0.0259446705565533
162,Albania,ALB,2027,0.0259446705565533
163,Albania,ALB,2028,0.0259446705565533
164,Albania,ALB,2029,0.0259446705565533
165,Albania,ALB,2030,0.0259446705565533
166,Albania,ALB,2031,0.0259446705565533
167,Albania,ALB,2032,0.0259446705565533
168,Albania,ALB,2033,0.0259446705565533
169,Albania,ALB,2034,0.0259446705565533
170,Albania,ALB,2035,0.0259446705565533
171,Albania,ALB,2036,0.0259446705565533
172,Albania,ALB,2037,0.0259446705565533
173,Albania,ALB,2038,0.0259446705565533
174,Albania,ALB,2039,0.0259446705565533
175,Albania,ALB,2040,0.0259446705565533
176,Albania,ALB,2041,0.0259446705565533
177,Albania,ALB,2042,0.0259446705565533
178,Albania,ALB,2043,0.0259446705565533
179,Albania,ALB,2044,0.0259446705565533
180,Albania,ALB,2045,0.0259446705565533
181,Albania,ALB,2046,0.0259446705565533
182,Albania,ALB,2047,0.0259446705565533
183,Albania,ALB,2048,0.0259446705565533
184,Albania,ALB,2049,0.0259446705565533
185,Albania,ALB,2050,0.0259446705565533
186,Andorra,AND,2020,0.0259446705565533
187,Andorra,AND,2021,0.0259446705565533
188,Andorra,AND,2022,0.0259446705565533
189,Andorra,AND,2023,0.0259446705565533
190,Andorra,AND,2024,0.0259446705565533
191,Andorra,AND,2025,0.0259446705565533
192,Andorra,AND,2026,0.0259446705565533
193,Andorra,AND,2027,0.0259446705565533
194,Andorra,AND,2028,0.0259446705565533
195,Andorra,AND,2029,0.0259446705565533
196,Andorra,AND,2030,0.0259446705565533
197,Andorra,AND,2031,0.0259446705565533
198,Andorra,AND,2032,0.0259446705565533
199,Andorra,AND,2033,0.0259446705565533
200,Andorra,AND,2034,0.0259446705565533
201,Andorra,AND,2035,0.0259446705565533
202,Andorra,AND,2036,0.0259446705565533
203,Andorra,AND,2037,0.0259446705565533
204,Andorra,AND,2038,0.0259446705565533
205,Andorra,AND,2039,0.0259446705565533
206,Andorra,AND,2040,0.0259446705565533
207,Andorra,AND,2041,0.0259446705565533
208,Andorra,AND,2042,0.0259446705565533
209,Andorra,AND,2043,0.0259446705565533
210,Andorra,AND,2044,0.0259446705565533
211,Andorra,AND,2045,0.0259446705565533
212,Andorra,AND,2046,0.0259446705565533
213,Andorra,AND,2047,0.0259446705565533
214,Andorra,AND,2048,0.0259446705565533
215,Andorra,AND,2049,0.0259446705565533
216,Andorra,AND,2050,0.0259446705565533
217,Arab World,ARB,2020,0.0259446705565533
218,Arab World,ARB,2021,0.0259446705565533
219,Arab World,ARB,2022,0.0259446705565533
220,Arab World,ARB,2023,0.0259446705565533
221,Arab World,ARB,2024,0.0259446705565533
222,Arab World,ARB,2025,0.0259446705565533
223,Arab World,ARB,2026,0.0259446705565533
224,Arab World,ARB,2027,0.0259446705565533
225,Arab World,ARB,2028,0.0259446705565533
226,Arab World,ARB,2029,0.0259446705565533
227,Arab World,ARB,2030,0.0259446705565533
228,Arab World,ARB,2031,0.0259446705565533
229,Arab World,ARB,2032,0.0259446705565533
230,Arab World,ARB,2033,0.0259446705565533
231,Arab World,ARB,2034,0.0259446705565533
232,Arab World,ARB,2035,0.0259446705565533
233,Arab World,ARB,2036,0.0259446705565533
234,Arab World,ARB,2037,0.0259446705565533
235,Arab World,ARB,2038,0.0259446705565533
236,Arab World,ARB,2039,0.0259446705565533
237,Arab World,ARB,2040,0.0259446705565533
238,Arab World,ARB,2041,0.0259446705565533
239,Arab World,ARB,2042,0.0259446705565533
240,Arab World,ARB,2043,0.0259446705565533
241,Arab World,ARB,2044,0.0259446705565533
242,Arab World,ARB,2045,0.0259446705565533
243,Arab World,ARB,2046,0.0259446705565533
244,Arab World,ARB,2047,0.0259446705565533
245,Arab World,ARB,2048,0.0259446705565533
246,Arab World,ARB,2049,0.0259446705565533
247,Arab World,ARB,2050,0.0259446705565533
248,United Arab Emirates,ARE,2020,0.0259446705565533
249,United Arab Emirates,ARE,2021,0.0259446705565533
250,United Arab Emirates,ARE,2022,0.0259446705565533
251,United Arab Emirates,ARE,2023,0.0259446705565533
252,United Arab Emirates,ARE,2024,0.0259446705565533
253,United Arab Emirates,ARE,2025,0.0259446705565533
254,United Arab Emirates,ARE,2026,0.0259446705565533
255,United Arab Emirates,ARE,2027,0.0259446705565533
256,United Arab Emirates,ARE,2028,0.0259446705565533
257,United Arab Emirates,ARE,2029,0.0259446705565533
258,United Arab Emirates,ARE,2030,0.0259446705565533
259,United Arab Emirates,ARE,2031,0.0259446705565533
260,United Arab Emirates,ARE,2032,0.0259446705565533
261,United Arab Emirates,ARE,2033,0.0259446705565533
262,United Arab Emirates,ARE,2034,0.0259446705565533
263,United Arab Emirates,ARE,2035,0.0259446705565533
264,United Arab Emirates,ARE,2036,0.0259446705565533
265,United Arab Emirates,ARE,2037,0.0259446705565533
266,United Arab Emirates,ARE,2038,0.0259446705565533
267,United Arab Emirates,ARE,2039,0.0259446705565533
268,United Arab Emirates,ARE,2040,0.0259446705565533
269,United Arab Emirates,ARE,2041,0.0259446705565533
270,United Arab Emirates,ARE,2042,0.0259446705565533
271,United Arab Emirates,ARE,2043,0.0259446705565533
272,United Arab Emirates,ARE,2044,0.0259446705565533
273,United Arab Emirates,ARE,2045,0.0259446705565533
274,United Arab Emirates,ARE,2046,0.0259446705565533
275,United Arab Emirates,ARE,2047,0.0259446705565533
276,United Arab Emirates,ARE,2048,0.0259446705565533
277,United Arab Emirates,ARE,2049,0.0259446705565533
278,United Arab Emirates,ARE,2050,0.0259446705565533
279,Argentina,ARG,2020,0.0259446705565533
280,Argentina,ARG,2021,0.0259446705565533
281,Argentina,ARG,2022,0.0259446705565533
282,Argentina,ARG,2023,0.0259446705565533
283,Argentina,ARG,2024,0.0259446705565533
284,Argentina,ARG,2025,0.0259446705565533
285,Argentina,ARG,2026,0.0259446705565533
286,Argentina,ARG,2027,0.0259446705565533
287,Argentina,ARG,2028,0.0259446705565533
288,Argentina,ARG,2029,0.0259446705565533
289,Argentina,ARG,2030,0.0259446705565533
290,Argentina,ARG,2031,0.0259446705565533
291,Argentina,ARG,2032,0.0259446705565533
292,Argentina,ARG,2033,0.0259446705565533
293,Argentina,ARG,2034,0.0259446705565533
294,Argentina,ARG,2035,0.0259446705565533
295,Argentina,ARG,2036,0.0259446705565533
296,Argentina,ARG,2037,0.0259446705565533
297,Argentina,ARG,2038,0.0259446705565533
298,Argentina,ARG,2039,0.0259446705565533
299,Argentina,ARG,2040,0.0259446705565533
300,Argentina,ARG,2041,0.0259446705565533
301,Argentina,ARG,2042,0.0259446705565533
302,Argentina,ARG,2043,0.0259446705565533
303,Argentina,ARG,2044,0.0259446705565533
304,Argentina,ARG,2045,0.0259446705565533
305,Argentina,ARG,2046,0.0259446705565533
306,Argentina,ARG,2047,0.0259446705565533
307,Argentina,ARG,2048,0.0259446705565533
308,Argentina,ARG,2049,0.0259446705565533
309,Argentina,ARG,2050,0.0259446705565533
310,Armenia,ARM,2020,0.0259446705565533
311,Armenia,ARM,2021,0.0259446705565533
312,Armenia,ARM,2022,0.0259446705565533
313,Armenia,ARM,2023,0.0259446705565533
314,Armenia,ARM,2024,0.0259446705565533
315,Armenia,ARM,2025,0.0259446705565533
316,Armenia,ARM,2026,0.0259446705565533
317,Armenia,ARM,2027,0.0259446705565533
318,Armenia,ARM,2028,0.0259446705565533
319,Armenia,ARM,2029,0.0259446705565533
320,Armenia,ARM,2030,0.0259446705565533
321,Armenia,ARM,2031,0.0259446705565533
322,Armenia,ARM,2032,0.0259446705565533
323,Armenia,ARM,2033,0.0259446705565533
324,Armenia,ARM,2034,0.0259446705565533
325,Armenia,ARM,2035,0.0259446705565533
326,Armenia,ARM,2036,0.0259446705565533
327,Armenia,ARM,2037,0.0259446705565533
328,Armenia,ARM,2038,0.0259446705565533
329,Armenia,ARM,2039,0.0259446705565533
330,Armenia,ARM,2040,0.0259446705565533
331,Armenia,ARM,2041,0.0259446705565533
332,Armenia,ARM,2042,0.0259446705565533
333,Armenia,ARM,2043,0.0259446705565533
334,Armenia,ARM,2044,0.0259446705565533
335,Armenia,ARM,2045,0.0259446705565533
336,Armenia,ARM,2046,0.0259446705565533
337,Armenia,ARM,2047,0.0259446705565533
338,Armenia,ARM,2048,0.0259446705565533
339,Armenia,ARM,2049,0.0259446705565533
340,Armenia,ARM,2050,0.0259446705565533
341,American Samoa,ASM,2020,0.0259446705565533
342,American Samoa,ASM,2021,0.0259446705565533
343,American Samoa,ASM,2022,0.0259446705565533
344,American Samoa,ASM,2023,0.0259446705565533
345,American Samoa,ASM,2024,0.0259446705565533
346,American Samoa,ASM,2025,0.0259446705565533
347,American Samoa,ASM,2026,0.0259446705565533
348,American Samoa,ASM,2027,0.0259446705565533
349,American Samoa,ASM,2028,0.0259446705565533
350,American Samoa,ASM,2029,0.0259446705565533
351,American Samoa,ASM,2030,0.0259446705565533
352,American Samoa,ASM,2031,0.0259446705565533
353,American Samoa,ASM,2032,0.0259446705565533
354,American Samoa,ASM,2033,0.0259446705565533
355,American Samoa,ASM,2034,0.0259446705565533
356,American Samoa,ASM,2035,0.0259446705565533
357,American Samoa,ASM,2036,0.0259446705565533
358,American Samoa,ASM,2037,0.0259446705565533
359,American Samoa,ASM,2038,0.0259446705565533
360,American Samoa,ASM,2039,0.0259446705565533
361,American Samoa,ASM,2040,0.0259446705565533
362,American Samoa,ASM,2041,0.0259446705565533
363,American Samoa,ASM,2042,0.0259446705565533
364,American Samoa,ASM,2043,0.0259446705565533
365,American Samoa,ASM,2044,0.0259446705565533
366,American Samoa,ASM,2045,0.0259446705565533
367,American Samoa,ASM,2046,0.0259446705565533
368,American Samoa,ASM,2047,0.0259446705565533
369,American Samoa,ASM,2048,0.0259446705565533
370,American Samoa,ASM,2049,0.0259446705565533
371,American Samoa,ASM,2050,0.0259446705565533
372,Antigua and Barbuda,ATG,2020,0.0259446705565533
373,Antigua and Barbuda,ATG,2021,0.0259446705565533
374,Antigua and Barbuda,ATG,2022,0.0259446705565533
375,Antigua and Barbuda,ATG,2023,0.0259446705565533
376,Antigua and Barbuda,ATG,2024,0.0259446705565533
377,Antigua and Barbuda,ATG,2025,0.0259446705565533
378,Antigua and Barbuda,ATG,2026,0.0259446705565533
379,Antigua and Barbuda,ATG,2027,0.0259446705565533
380,Antigua and Barbuda,ATG,2028,0.0259446705565533
381,Antigua and Barbuda,ATG,2029,0.0259446705565533
382,Antigua and Barbuda,ATG,2030,0.0259446705565533
383,Antigua and Barbuda,ATG,2031,0.0259446705565533
384,Antigua and Barbuda,ATG,2032,0.0259446705565533
385,Antigua and Barbuda,ATG,2033,0.0259446705565533
386,Antigua and Barbuda,ATG,2034,0.0259446705565533
387,Antigua and Barbuda,ATG,2035,0.0259446705565533
388,Antigua and Barbuda,ATG,2036,0.0259446705565533
389,Antigua and Barbuda,ATG,2037,0.0259446705565533
390,Antigua and Barbuda,ATG,2038,0.0259446705565533
391,Antigua and Barbuda,ATG,2039,0.0259446705565533
392,Antigua and Barbuda,ATG,2040,0.0259446705565533
393,Antigua and Barbuda,ATG,2041,0.0259446705565533
394,Antigua and Barbuda,ATG,2042,0.0259446705565533
395,Antigua and Barbuda,ATG,2043,0.0259446705565533
396,Antigua and Barbuda,ATG,2044,0.0259446705565533
397,Antigua and Barbuda,ATG,2045,0.0259446705565533
398,Antigua and Barbuda,ATG,2046,0.0259446705565533
399,Antigua and Barbuda,ATG,2047,0.0259446705565533
400,Antigua and Barbuda,ATG,2048,0.0259446705565533
401,Antigua and Barbuda,ATG,2049,0.0259446705565533
402,Antigua and Barbuda,ATG,2050,0.0259446705565533
403,Australia,AUS,2020,4.261915424153137e-05
404,Australia,AUS,2021,4.261915424153137e-05
405,Australia,AUS,2022,4.261915424153137e-05
406,Australia,AUS,2023,4.261915424153137e-05
407,Australia,AUS,2024,4.261915424153137e-05
408,Australia,AUS,2025,4.261915424153137e-05
409,Australia,AUS,2026,4.261915424153137e-05
410,Australia,AUS,2027,4.261915424153137e-05
411,Australia,AUS,2028,4.261915424153137e-05
412,Australia,AUS,2029,4.261915424153137e-05
413,Australia,AUS,2030,4.261915424153137e-05
414,Australia,AUS,2031,4.261915424153137e-05
415,Australia,AUS,2032,4.261915424153137e-05
416,Australia,AUS,2033,4.261915424153137e-05
417,Australia,AUS,2034,4.261915424153137e-05
418,Australia,AUS,2035,4.261915424153137e-05
419,Australia,AUS,2036,4.261915424153137e-05
420,Australia,AUS,2037,4.261915424153137e-05
421,Australia,AUS,2038,4.261915424153137e-05
422,Australia,AUS,2039,4.261915424153137e-05
423,Australia,AUS,2040,4.261915424153137e-05
424,Australia,AUS,2041,4.261915424153137e-05
425,Australia,AUS,2042,4.261915424153137e-05
426,Australia,AUS,2043,4.261915424153137e-05
427,Australia,AUS,2044,4.261915424153137e-05
428,Australia,AUS,2045,4.261915424153137e-05
429,Australia,AUS,2046,4.261915424153137e-05
430,Australia,AUS,2047,4.261915424153137e-05
431,Australia,AUS,2048,4.261915424153137e-05
432,Australia,AUS,2049,4.261915424153137e-05
433,Australia,AUS,2050,4.261915424153137e-05
434,Austria,AUT,2020,0.0026526140722717
435,Austria,AUT,2021,0.0026526140722717
436,Austria,AUT,2022,0.0026526140722717
437,Austria,AUT,2023,0.0026526140722717
438,Austria,AUT,2024,0.0026526140722717
439,Austria,AUT,2025,0.0026526140722717
440,Austria,AUT,2026,0.0026526140722717
441,Austria,AUT,2027,0.0026526140722717
442,Austria,AUT,2028,0.0026526140722717
443,Austria,AUT,2029,0.0026526140722717
444,Austria,AUT,2030,0.0026526140722717
445,Austria,AUT,2031,0.0026526140722717
446,Austria,AUT,2032,0.0026526140722717
447,Austria,AUT,2033,0.0026526140722717
448,Austria,AUT,2034,0.0026526140722717
449,Austria,AUT,2035,0.0026526140722717
450,Austria,AUT,2036,0.0026526140722717
451,Austria,AUT,2037,0.0026526140722717
452,Austria,AUT,2038,0.0026526140722717
453,Austria,AUT,2039,0.0026526140722717
454,Austria,AUT,2040,0.0026526140722717
455,Austria,AUT,2041,0.0026526140722717
456,Austria,AUT,2042,0.0026526140722717
457,Austria,AUT,2043,0.0026526140722717
458,Austria,AUT,2044,0.0026526140722717
459,Austria,AUT,2045,0.0026526140722717
460,Austria,AUT,2046,0.0026526140722717
461,Austria,AUT,2047,0.0026526140722717
462,Austria,AUT,2048,0.0026526140722717
463,Austria,AUT,2049,0.0026526140722717
464,Austria,AUT,2050,0.0026526140722717
465,Azerbaijan,AZE,2020,0.0259446705565533
466,Azerbaijan,AZE,2021,0.0259446705565533
467,Azerbaijan,AZE,2022,0.0259446705565533
468,Azerbaijan,AZE,2023,0.0259446705565533
469,Azerbaijan,AZE,2024,0.0259446705565533
470,Azerbaijan,AZE,2025,0.0259446705565533
471,Azerbaijan,AZE,2026,0.0259446705565533
472,Azerbaijan,AZE,2027,0.0259446705565533
473,Azerbaijan,AZE,2028,0.0259446705565533
474,Azerbaijan,AZE,2029,0.0259446705565533
475,Azerbaijan,AZE,2030,0.0259446705565533
476,Azerbaijan,AZE,2031,0.0259446705565533
477,Azerbaijan,AZE,2032,0.0259446705565533
478,Azerbaijan,AZE,2033,0.0259446705565533
479,Azerbaijan,AZE,2034,0.0259446705565533
480,Azerbaijan,AZE,2035,0.0259446705565533
481,Azerbaijan,AZE,2036,0.0259446705565533
482,Azerbaijan,AZE,2037,0.0259446705565533
483,Azerbaijan,AZE,2038,0.0259446705565533
484,Azerbaijan,AZE,2039,0.0259446705565533
485,Azerbaijan,AZE,2040,0.0259446705565533
486,Azerbaijan,AZE,2041,0.0259446705565533
487,Azerbaijan,AZE,2042,0.0259446705565533
488,Azerbaijan,AZE,2043,0.0259446705565533
489,Azerbaijan,AZE,2044,0.0259446705565533
490,Azerbaijan,AZE,2045,0.0259446705565533
491,Azerbaijan,AZE,2046,0.0259446705565533
492,Azerbaijan,AZE,2047,0.0259446705565533
493,Azerbaijan,AZE,2048,0.0259446705565533
494,Azerbaijan,AZE,2049,0.0259446705565533
495,Azerbaijan,AZE,2050,0.0259446705565533
496,Burundi,BDI,2020,0.0259446705565533
497,Burundi,BDI,2021,0.0259446705565533
498,Burundi,BDI,2022,0.0259446705565533
499,Burundi,BDI,2023,0.0259446705565533
500,Burundi,BDI,2024,0.0259446705565533
501,Burundi,BDI,2025,0.0259446705565533
502,Burundi,BDI,2026,0.0259446705565533
503,Burundi,BDI,2027,0.0259446705565533
504,Burundi,BDI,2028,0.0259446705565533
505,Burundi,BDI,2029,0.0259446705565533
506,Burundi,BDI,2030,0.0259446705565533
507,Burundi,BDI,2031,0.0259446705565533
508,Burundi,BDI,2032,0.0259446705565533
509,Burundi,BDI,2033,0.0259446705565533
510,Burundi,BDI,2034,0.0259446705565533
511,Burundi,BDI,2035,0.0259446705565533
512,Burundi,BDI,2036,0.0259446705565533
513,Burundi,BDI,2037,0.0259446705565533
514,Burundi,BDI,2038,0.0259446705565533
515,Burundi,BDI,2039,0.0259446705565533
516,Burundi,BDI,2040,0.0259446705565533
517,Burundi,BDI,2041,0.0259446705565533
518,Burundi,BDI,2042,0.0259446705565533
519,Burundi,BDI,2043,0.0259446705565533
520,Burundi,BDI,2044,0.0259446705565533
521,Burundi,BDI,2045,0.0259446705565533
522,Burundi,BDI,2046,0.0259446705565533
523,Burundi,BDI,2047,0.0259446705565533
524,Burundi,BDI,2048,0.0259446705565533
525,Burundi,BDI,2049,0.0259446705565533
526,Burundi,BDI,2050,0.0259446705565533
527,Belgium,BEL,2020,0.0052951401661822
528,Belgium,BEL,2021,0.0052951401661822
529,Belgium,BEL,2022,0.0052951401661822
530,Belgium,BEL,2023,0.0052951401661822
531,Belgium,BEL,2024,0.0052951401661822
532,Belgium,BEL,2025,0.0052951401661822
533,Belgium,BEL,2026,0.0052951401661822
534,Belgium,BEL,2027,0.0052951401661822
535,Belgium,BEL,2028,0.0052951401661822
536,Belgium,BEL,2029,0.0052951401661822
537,Belgium,BEL,2030,0.0052951401661822
538,Belgium,BEL,2031,0.0052951401661822
539,Belgium,BEL,2032,0.0052951401661822
540,Belgium,BEL,2033,0.0052951401661822
541,Belgium,BEL,2034,0.0052951401661822
542,Belgium,BEL,2035,0.0052951401661822
543,Belgium,BEL,2036,0.0052951401661822
544,Belgium,BEL,2037,0.0052951401661822
545,Belgium,BEL,2038,0.0052951401661822
546,Belgium,BEL,2039,0.0052951401661822
547,Belgium,BEL,2040,0.0052951401661822
548,Belgium,BEL,2041,0.0052951401661822
549,Belgium,BEL,2042,0.0052951401661822
550,Belgium,BEL,2043,0.0052951401661822
551,Belgium,BEL,2044,0.0052951401661822
552,Belgium,BEL,2045,0.0052951401661822
553,Belgium,BEL,2046,0.0052951401661822
554,Belgium,BEL,2047,0.0052951401661822
555,Belgium,BEL,2048,0.0052951401661822
556,Belgium,BEL,2049,0.0052951401661822
557,Belgium,BEL,2050,0.0052951401661822
558,Benin,BEN,2020,0.0259446705565533
559,Benin,BEN,2021,0.0259446705565533
560,Benin,BEN,2022,0.0259446705565533
561,Benin,BEN,2023,0.0259446705565533
562,Benin,BEN,2024,0.0259446705565533
563,Benin,BEN,2025,0.0259446705565533
564,Benin,BEN,2026,0.0259446705565533
565,Benin,BEN,2027,0.0259446705565533
566,Benin,BEN,2028,0.0259446705565533
567,Benin,BEN,2029,0.0259446705565533
568,Benin,BEN,2030,0.0259446705565533
569,Benin,BEN,2031,0.0259446705565533
570,Benin,BEN,2032,0.0259446705565533
571,Benin,BEN,2033,0.0259446705565533
572,Benin,BEN,2034,0.0259446705565533
573,Benin,BEN,2035,0.0259446705565533
