,Country,ISO3,Year,frac_trns_fuelmix_rail_freight_electricity
50,Africa Eastern and Southern,AFE,2045,0.0
51,Africa Eastern and Southern,AFE,2046,0.0
52,Africa Eastern and Southern,AFE,2047,0.0
53,Africa Eastern and Southern,AFE,2048,0.0
54,Africa Eastern and Southern,AFE,2049,0.0
55,Africa Eastern and Southern,AFE,2050,0.0
56,Afghanistan,AFG,2023,0.0
57,Afghanistan,AFG,2024,0.0
58,Afghanistan,AFG,2025,0.0
59,Afghanistan,AFG,2026,0.0
60,Afghanistan,AFG,2027,0.0
61,Afghanistan,AFG,2028,0.0
62,Afghanistan,AFG,2029,0.0
63,Afghanistan,AFG,2030,0.0
64,Afghanistan,AFG,2031,0.0
65,Afghanistan,AFG,2032,0.0
66,Afghanistan,AFG,2033,0.0
67,Afghanistan,AFG,2034,0.0
68,Afghanistan,AFG,2035,0.0
69,Afghanistan,AFG,2036,0.0
70,Afghanistan,AFG,2037,0.0
71,Afghanistan,AFG,2038,0.0
72,Afghanistan,AFG,2039,0.0
73,Afghanistan,AFG,2040,0.0
74,Afghanistan,AFG,2041,0.0
75,Afghanistan,AFG,2042,0.0
76,Afghanistan,AFG,2043,0.0
77,Afghanistan,AFG,2044,0.0
78,Afghanistan,AFG,2045,0.0
79,Afghanistan,AFG,2046,0.0
80,Afghanistan,AFG,2047,0.0
81,Afghanistan,AFG,2048,0.0
82,Afghanistan,AFG,2049,0.0
83,Afghanistan,AFG,2050,0.0
84,Africa Western and Central,AFW,2023,0.0
85,Africa Western and Central,AFW,2024,0.0
86,Africa Western and Central,AFW,2025,0.0
87,Africa Western and Central,AFW,2026,0.0
88,Africa Western and Central,AFW,2027,0.0
89,Africa Western and Central,AFW,2028,0.0
90,Africa Western and Central,AFW,2029,0.0
91,Africa Western and Central,AFW,2030,0.0
92,Africa Western and Central,AFW,2031,0.0
93,Africa Western and Central,AFW,2032,0.0
94,Africa Western and Central,AFW,2033,0.0
95,Africa Western and Central,AFW,2034,0.0
96,Africa Western and Central,AFW,2035,0.0
97,Africa Western and Central,AFW,2036,0.0
98,Africa Western and Central,AFW,2037,0.0
99,Africa Western and Central,AFW,2038,0.0
100,Africa Western and Central,AFW,2039,0.0
101,Africa Western and Central,AFW,2040,0.0
102,Africa Western and Central,AFW,2041,0.0
103,Africa Western and Central,AFW,2042,0.0
104,Africa Western and Central,AFW,2043,0.0
105,Africa Western and Central,AFW,2044,0.0
106,Africa Western and Central,AFW,2045,0.0
107,Africa Western and Central,AFW,2046,0.0
108,Africa Western and Central,AFW,2047,0.0
109,Africa Western and Central,AFW,2048,0.0
110,Africa Western and Central,AFW,2049,0.0
111,Africa Western and Central,AFW,2050,0.0
112,Angola,AGO,2023,0.0
113,Angola,AGO,2024,0.0
114,Angola,AGO,2025,0.0
115,Angola,AGO,2026,0.0
116,Angola,AGO,2027,0.0
117,Angola,AGO,2028,0.0
118,Angola,AGO,2029,0.0
119,Angola,AGO,2030,0.0
120,Angola,AGO,2031,0.0
121,Angola,AGO,2032,0.0
122,Angola,AGO,2033,0.0
123,Angola,AGO,2034,0.0
124,Angola,AGO,2035,0.0
125,Angola,AGO,2036,0.0
126,Angola,AGO,2037,0.0
127,Angola,AGO,2038,0.0
128,Angola,AGO,2039,0.0
129,Angola,AGO,2040,0.0
130,Angola,AGO,2041,0.0
131,Angola,AGO,2042,0.0
132,Angola,AGO,2043,0.0
133,Angola,AGO,2044,0.0
134,Angola,AGO,2045,0.0
135,Angola,AGO,2046,0.0
136,Angola,AGO,2047,0.0
137,Angola,AGO,2048,0.0
138,Angola,AGO,2049,0.0
139,Angola,AGO,2050,0.0
140,Albania,ALB,2023,0.0
141,Albania,ALB,2024,0.0
142,Albania,ALB,2025,0.0
143,Albania,ALB,2026,0.0
144,Albania,ALB,2027,0.0
145,Albania,ALB,2028,0.0
146,Albania,ALB,2029,0.0
147,Albania,ALB,2030,0.0
148,Albania,ALB,2031,0.0
149,Albania,ALB,2032,0.0
150,Albania,ALB,2033,0.0
151,Albania,ALB,2034,0.0
152,Albania,ALB,2035,0.0
153,Albania,ALB,2036,0.0
154,Albania,ALB,2037,0.0
155,Albania,ALB,2038,0.0
156,Albania,ALB,2039,0.0
157,Albania,ALB,2040,0.0
158,Albania,ALB,2041,0.0
159,Albania,ALB,2042,0.0
160,Albania,ALB,2043,0.0
161,Albania,ALB,2044,0.0
162,Albania,ALB,2045,0.0
163,Albania,ALB,2046,0.0
164,Albania,ALB,2047,0.0
165,Albania,ALB,2048,0.0
166,Albania,ALB,2049,0.0
167,Albania,ALB,2050,0.0
168,Andorra,AND,2023,0.0
169,Andorra,AND,2024,0.0
170,Andorra,AND,2025,0.0
171,Andorra,AND,2026,0.0
172,Andorra,AND,2027,0.0
173,Andorra,AND,2028,0.0
174,Andorra,AND,2029,0.0
175,Andorra,AND,2030,0.0
176,Andorra,AND,2031,0.0
177,Andorra,AND,2032,0.0
178,Andorra,AND,2033,0.0
179,Andorra,AND,2034,0.0
180,Andorra,AND,2035,0.0
181,Andorra,AND,2036,0.0
182,Andorra,AND,2037,0.0
183,Andorra,AND,2038,0.0
184,Andorra,AND,2039,0.0
185,Andorra,AND,2040,0.0
186,Andorra,AND,2041,0.0
187,Andorra,AND,2042,0.0
188,Andorra,AND,2043,0.0
189,Andorra,AND,2044,0.0
190,Andorra,AND,2045,0.0
191,Andorra,AND,2046,0.0
192,Andorra,AND,2047,0.0
193,Andorra,AND,2048,0.0
194,Andorra,AND,2049,0.0
195,Andorra,AND,2050,0.0
196,Arab World,ARB,2023,0.0
197,Arab World,ARB,2024,0.0
198,Arab World,ARB,2025,0.0
199,Arab World,ARB,2026,0.0
200,Arab World,ARB,2027,0.0
201,Arab World,ARB,2028,0.0
202,Arab World,ARB,2029,0.0
203,Arab World,ARB,2030,0.0
204,Arab World,ARB,2031,0.0
205,Arab World,ARB,2032,0.0
206,Arab World,ARB,2033,0.0
207,Arab World,ARB,2034,0.0
208,Arab World,ARB,2035,0.0
209,Arab World,ARB,2036,0.0
210,Arab World,ARB,2037,0.0
211,Arab World,ARB,2038,0.0
212,Arab World,ARB,2039,0.0
213,Arab World,ARB,2040,0.0
214,Arab World,ARB,2041,0.0
215,Arab World,ARB,2042,0.0
216,Arab World,ARB,2043,0.0
217,Arab World,ARB,2044,0.0
218,Arab World,ARB,2045,0.0
219,Arab World,ARB,2046,0.0
220,Arab World,ARB,2047,0.0
221,Arab World,ARB,2048,0.0
222,Arab World,ARB,2049,0.0
223,Arab World,ARB,2050,0.0
224,United Arab Emirates,ARE,2023,0.0
225,United Arab Emirates,ARE,2024,0.0
226,United Arab Emirates,ARE,2025,0.0
227,United Arab Emirates,ARE,2026,0.0
228,United Arab Emirates,ARE,2027,0.0
229,United Arab Emirates,ARE,2028,0.0
230,United Arab Emirates,ARE,2029,0.0
231,United Arab Emirates,ARE,2030,0.0
232,United Arab Emirates,ARE,2031,0.0
233,United Arab Emirates,ARE,2032,0.0
234,United Arab Emirates,ARE,2033,0.0
235,United Arab Emirates,ARE,2034,0.0
236,United Arab Emirates,ARE,2035,0.0
237,United Arab Emirates,ARE,2036,0.0
238,United Arab Emirates,ARE,2037,0.0
239,United Arab Emirates,ARE,2038,0.0
240,United Arab Emirates,ARE,2039,0.0
241,United Arab Emirates,ARE,2040,0.0
242,United Arab Emirates,ARE,2041,0.0
243,United Arab Emirates,ARE,2042,0.0
244,United Arab Emirates,ARE,2043,0.0
245,United Arab Emirates,ARE,2044,0.0
246,United Arab Emirates,ARE,2045,0.0
247,United Arab Emirates,ARE,2046,0.0
248,United Arab Emirates,ARE,2047,0.0
249,United Arab Emirates,ARE,2048,0.0
250,United Arab Emirates,ARE,2049,0.0
251,United Arab Emirates,ARE,2050,0.0
252,Argentina,ARG,2023,0.0
253,Argentina,ARG,2024,0.0
254,Argentina,ARG,2025,0.0
255,Argentina,ARG,2026,0.0
256,Argentina,ARG,2027,0.0
257,Argentina,ARG,2028,0.0
258,Argentina,ARG,2029,0.0
259,Argentina,ARG,2030,0.0
260,Argentina,ARG,2031,0.0
261,Argentina,ARG,2032,0.0
262,Argentina,ARG,2033,0.0
263,Argentina,ARG,2034,0.0
264,Argentina,ARG,2035,0.0
265,Argentina,ARG,2036,0.0
266,Argentina,ARG,2037,0.0
267,Argentina,ARG,2038,0.0
268,Argentina,ARG,2039,0.0
269,Argentina,ARG,2040,0.0
270,Argentina,ARG,2041,0.0
271,Argentina,ARG,2042,0.0
272,Argentina,ARG,2043,0.0
273,Argentina,ARG,2044,0.0
274,Argentina,ARG,2045,0.0
275,Argentina,ARG,2046,0.0
276,Argentina,ARG,2047,0.0
277,Argentina,ARG,2048,0.0
278,Argentina,ARG,2049,0.0
279,Argentina,ARG,2050,0.0
280,Armenia,ARM,2023,0.0
281,Armenia,ARM,2024,0.0
282,Armenia,ARM,2025,0.0
283,Armenia,ARM,2026,0.0
284,Armenia,ARM,2027,0.0
285,Armenia,ARM,2028,0.0
286,Armenia,ARM,2029,0.0
287,Armenia,ARM,2030,0.0
288,Armenia,ARM,2031,0.0
289,Armenia,ARM,2032,0.0
290,Armenia,ARM,2033,0.0
291,Armenia,ARM,2034,0.0
292,Armenia,ARM,2035,0.0
293,Armenia,ARM,2036,0.0
294,Armenia,ARM,2037,0.0
295,Armenia,ARM,2038,0.0
296,Armenia,ARM,2039,0.0
297,Armenia,ARM,2040,0.0
298,Armenia,ARM,2041,0.0
299,Armenia,ARM,2042,0.0
300,Armenia,ARM,2043,0.0
301,Armenia,ARM,2044,0.0
302,Armenia,ARM,2045,0.0
303,Armenia,ARM,2046,0.0
304,Armenia,ARM,2047,0.0
305,Armenia,ARM,2048,0.0
306,Armenia,ARM,2049,0.0
307,Armenia,ARM,2050,0.0
308,American Samoa,ASM,2023,0.0
309,American Samoa,ASM,2024,0.0
310,American Samoa,ASM,2025,0.0
311,American Samoa,ASM,2026,0.0
312,American Samoa,ASM,2027,0.0
313,American Samoa,ASM,2028,0.0
314,American Samoa,ASM,2029,0.0
315,American Samoa,ASM,2030,0.0
316,American Samoa,ASM,2031,0.0
317,American Samoa,ASM,2032,0.0
318,American Samoa,ASM,2033,0.0
319,American Samoa,ASM,2034,0.0
320,American Samoa,ASM,2035,0.0
321,American Samoa,ASM,2036,0.0
322,American Samoa,ASM,2037,0.0
323,American Samoa,ASM,2038,0.0
324,American Samoa,ASM,2039,0.0
325,American Samoa,ASM,2040,0.0
326,American Samoa,ASM,2041,0.0
327,American Samoa,ASM,2042,0.0
328,American Samoa,ASM,2043,0.0
329,American Samoa,ASM,2044,0.0
330,American Samoa,ASM,2045,0.0
331,American Samoa,ASM,2046,0.0
332,American Samoa,ASM,2047,0.0
333,American Samoa,ASM,2048,0.0
334,American Samoa,ASM,2049,0.0
335,American Samoa,ASM,2050,0.0
336,Antigua and Barbuda,ATG,2023,0.0
337,Antigua and Barbuda,ATG,2024,0.0
338,Antigua and Barbuda,ATG,2025,0.0
339,Antigua and Barbuda,ATG,2026,0.0
340,Antigua and Barbuda,ATG,2027,0.0
341,Antigua and Barbuda,ATG,2028,0.0
342,Antigua and Barbuda,ATG,2029,0.0
343,Antigua and Barbuda,ATG,2030,0.0
344,Antigua and Barbuda,ATG,2031,0.0
345,Antigua and Barbuda,ATG,2032,0.0
346,Antigua and Barbuda,ATG,2033,0.0
347,Antigua and Barbuda,ATG,2034,0.0
348,Antigua and Barbuda,ATG,2035,0.0
349,Antigua and Barbuda,ATG,2036,0.0
350,Antigua and Barbuda,ATG,2037,0.0
351,Antigua and Barbuda,ATG,2038,0.0
352,Antigua and Barbuda,ATG,2039,0.0
353,Antigua and Barbuda,ATG,2040,0.0
354,Antigua and Barbuda,ATG,2041,0.0
355,Antigua and Barbuda,ATG,2042,0.0
356,Antigua and Barbuda,ATG,2043,0.0
357,Antigua and Barbuda,ATG,2044,0.0
358,Antigua and Barbuda,ATG,2045,0.0
359,Antigua and Barbuda,ATG,2046,0.0
360,Antigua and Barbuda,ATG,2047,0.0
361,Antigua and Barbuda,ATG,2048,0.0
362,Antigua and Barbuda,ATG,2049,0.0
363,Antigua and Barbuda,ATG,2050,0.0
364,Australia,AUS,2023,0.0
365,Australia,AUS,2024,0.0
366,Australia,AUS,2025,0.0
367,Australia,AUS,2026,0.0
368,Australia,AUS,2027,0.0
369,Australia,AUS,2028,0.0
370,Australia,AUS,2029,0.0
371,Australia,AUS,2030,0.0
372,Australia,AUS,2031,0.0
373,Australia,AUS,2032,0.0
374,Australia,AUS,2033,0.0
375,Australia,AUS,2034,0.0
376,Australia,AUS,2035,0.0
377,Australia,AUS,2036,0.0
378,Australia,AUS,2037,0.0
379,Australia,AUS,2038,0.0
380,Australia,AUS,2039,0.0
381,Australia,AUS,2040,0.0
382,Australia,AUS,2041,0.0
383,Australia,AUS,2042,0.0
384,Australia,AUS,2043,0.0
385,Australia,AUS,2044,0.0
386,Australia,AUS,2045,0.0
387,Australia,AUS,2046,0.0
388,Australia,AUS,2047,0.0
389,Australia,AUS,2048,0.0
390,Australia,AUS,2049,0.0
391,Australia,AUS,2050,0.0
392,Austria,AUT,2023,0.0
393,Austria,AUT,2024,0.0
394,Austria,AUT,2025,0.0
395,Austria,AUT,2026,0.0
396,Austria,AUT,2027,0.0
397,Austria,AUT,2028,0.0
398,Austria,AUT,2029,0.0
399,Austria,AUT,2030,0.0
400,Austria,AUT,2031,0.0
401,Austria,AUT,2032,0.0
402,Austria,AUT,2033,0.0
403,Austria,AUT,2034,0.0
404,Austria,AUT,2035,0.0
405,Austria,AUT,2036,0.0
406,Austria,AUT,2037,0.0
407,Austria,AUT,2038,0.0
408,Austria,AUT,2039,0.0
409,Austria,AUT,2040,0.0
410,Austria,AUT,2041,0.0
411,Austria,AUT,2042,0.0
412,Austria,AUT,2043,0.0
413,Austria,AUT,2044,0.0
414,Austria,AUT,2045,0.0
415,Austria,AUT,2046,0.0
416,Austria,AUT,2047,0.0
417,Austria,AUT,2048,0.0
418,Austria,AUT,2049,0.0
419,Austria,AUT,2050,0.0
420,Azerbaijan,AZE,2023,0.0
421,Azerbaijan,AZE,2024,0.0
422,Azerbaijan,AZE,2025,0.0
423,Azerbaijan,AZE,2026,0.0
424,Azerbaijan,AZE,2027,0.0
425,Azerbaijan,AZE,2028,0.0
426,Azerbaijan,AZE,2029,0.0
427,Azerbaijan,AZE,2030,0.0
428,Azerbaijan,AZE,2031,0.0
429,Azerbaijan,AZE,2032,0.0
430,Azerbaijan,AZE,2033,0.0
431,Azerbaijan,AZE,2034,0.0
432,Azerbaijan,AZE,2035,0.0
433,Azerbaijan,AZE,2036,0.0
434,Azerbaijan,AZE,2037,0.0
435,Azerbaijan,AZE,2038,0.0
436,Azerbaijan,AZE,2039,0.0
437,Azerbaijan,AZE,2040,0.0
438,Azerbaijan,AZE,2041,0.0
439,Azerbaijan,AZE,2042,0.0
440,Azerbaijan,AZE,2043,0.0
441,Azerbaijan,AZE,2044,0.0
442,Azerbaijan,AZE,2045,0.0
443,Azerbaijan,AZE,2046,0.0
444,Azerbaijan,AZE,2047,0.0
445,Azerbaijan,AZE,2048,0.0
446,Azerbaijan,AZE,2049,0.0
447,Azerbaijan,AZE,2050,0.0
448,Burundi,BDI,2023,0.0
449,Burundi,BDI,2024,0.0
450,Burundi,BDI,2025,0.0
451,Burundi,BDI,2026,0.0
452,Burundi,BDI,2027,0.0
453,Burundi,BDI,2028,0.0
454,Burundi,BDI,2029,0.0
455,Burundi,BDI,2030,0.0
456,Burundi,BDI,2031,0.0
457,Burundi,BDI,2032,0.0
458,Burundi,BDI,2033,0.0
459,Burundi,BDI,2034,0.0
460,Burundi,BDI,2035,0.0
461,Burundi,BDI,2036,0.0
462,Burundi,BDI,2037,0.0
463,Burundi,BDI,2038,0.0
464,Burundi,BDI,2039,0.0
465,Burundi,BDI,2040,0.0
466,Burundi,BDI,2041,0.0
467,Burundi,BDI,2042,0.0
468,Burundi,BDI,2043,0.0
469,Burundi,BDI,2044,0.0
470,Burundi,BDI,2045,0.0
471,Burundi,BDI,2046,0.0
472,Burundi,BDI,2047,0.0
473,Burundi,BDI,2048,0.0
474,Burundi,BDI,2049,0.0
475,Burundi,BDI,2050,0.0
476,Belgium,BEL,2023,0.0
477,Belgium,BEL,2024,0.0
478,Belgium,BEL,2025,0.0
479,Belgium,BEL,2026,0.0
480,Belgium,BEL,2027,0.0
481,Belgium,BEL,2028,0.0
482,Belgium,BEL,2029,0.0
483,Belgium,BEL,2030,0.0
484,Belgium,BEL,2031,0.0
485,Belgium,BEL,2032,0.0
486,Belgium,BEL,2033,0.0
487,Belgium,BEL,2034,0.0
488,Belgium,BEL,2035,0.0
489,Belgium,BEL,2036,0.0
490,Belgium,BEL,2037,0.0
491,Belgium,BEL,2038,0.0
492,Belgium,BEL,2039,0.0
493,Belgium,BEL,2040,0.0
494,Belgium,BEL,2041,0.0
495,Belgium,BEL,2042,0.0
496,Belgium,BEL,2043,0.0
497,Belgium,BEL,2044,0.0
498,Belgium,BEL,2045,0.0
499,Belgium,BEL,2046,0.0
500,Belgium,BEL,2047,0.0
501,Belgium,BEL,2048,0.0
502,Belgium,BEL,2049,0.0
503,Belgium,BEL,2050,0.0
504,Benin,BEN,2023,0.0
505,Benin,BEN,2024,0.0
506,Benin,BEN,2025,0.0
507,Benin,BEN,2026,0.0
508,Benin,BEN,2027,0.0
509,Benin,BEN,2028,0.0
510,Benin,BEN,2029,0.0
511,Benin,BEN,2030,0.0
512,Benin,BEN,2031,0.0
513,Benin,BEN,2032,0.0
514,Benin,BEN,2033,0.0
515,Benin,BEN,2034,0.0
516,Benin,BEN,2035,0.0
517,Benin,BEN,2036,0.0
518,Benin,BEN,2037,0.0
519,Benin,BEN,2038,0.0
520,Benin,BEN,2039,0.0
521,Benin,BEN,2040,0.0
522,Benin,BEN,2041,0.0
523,Benin,BEN,2042,0.0
524,Benin,BEN,2043,0.0
525,Benin,BEN,2044,0.0
526,Benin,BEN,2045,0.0
527,Benin,BEN,2046,0.0
528,Benin,BEN,2047,0.0
529,Benin,BEN,2048,0.0
530,Benin,BEN,2049,0.0
531,Benin,BEN,2050,0.0
532,Burkina Faso,BFA,2023,0.0
533,Burkina Faso,BFA,2024,0.0
534,Burkina Faso,BFA,2025,0.0
535,Burkina Faso,BFA,2026,0.0
536,Burkina Faso,BFA,2027,0.0
537,Burkina Faso,BFA,2028,0.0
538,Burkina Faso,BFA,2029,0.0
539,Burkina Faso,BFA,2030,0.0
540,Burkina Faso,BFA,2031,0.0
541,Burkina Faso,BFA,2032,0.0
542,Burkina Faso,BFA,2033,0.0
543,Burkina Faso,BFA,2034,0.0
544,Burkina Faso,BFA,2035,0.0
545,Burkina Faso,BFA,2036,0.0
546,Burkina Faso,BFA,2037,0.0
547,Burkina Faso,BFA,2038,0.0
548,Burkina Faso,BFA,2039,0.0
549,Burkina Faso,BFA,2040,0.0
550,Burkina Faso,BFA,2041,0.0
551,Burkina Faso,BFA,2042,0.0
552,Burkina Faso,BFA,2043,0.0
553,Burkina Faso,BFA,2044,0.0
554,Burkina Faso,BFA,2045,0.0
555,Burkina Faso,BFA,2046,0.0
556,Burkina Faso,BFA,2047,0.0
557,Burkina Faso,BFA,2048,0.0
558,Burkina Faso,BFA,2049,0.0
559,Burkina Faso,BFA,2050,0.0
560,Bangladesh,BGD,2023,0.0
561,Bangladesh,BGD,2024,0.0
562,Bangladesh,BGD,2025,0.0
563,Bangladesh,BGD,2026,0.0
564,Bangladesh,BGD,2027,0.0
565,Bangladesh,BGD,2028,0.0
566,Bangladesh,BGD,2029,0.0
567,Bangladesh,BGD,2030,0.0
568,Bangladesh,BGD,2031,0.0
569,Bangladesh,BGD,2032,0.0
570,Bangladesh,BGD,2033,0.0
571,Bangladesh,BGD,2034,0.0
572,Bangladesh,BGD,2035,0.0
573,Bangladesh,BGD,2036,0.0
574,Bangladesh,BGD,2037,0.0
575,Bangladesh,BGD,2038,0.0
576,Bangladesh,BGD,2039,0.0
577,Bangladesh,BGD,2040,0.0
578,Bangladesh,BGD,2041,0.0
579,Bangladesh,BGD,2042,0.0
580,Bangladesh,BGD,2043,0.0
581,Bangladesh,BGD,2044,0.0
582,Bangladesh,BGD,2045,0.0
583,Bangladesh,BGD,2046,0.0
584,Bangladesh,BGD,2047,0.0
585,Bangladesh,BGD,2048,0.0
586,Bangladesh,BGD,2049,0.0
587,Bangladesh,BGD,2050,0.0
588,Bulgaria,BGR,2023,0.0
589,Bulgaria,BGR,2024,0.0
590,Bulgaria,BGR,2025,0.0
591,Bulgaria,BGR,2026,0.0
592,Bulgaria,BGR,2027,0.0
593,Bulgaria,BGR,2028,0.0
594,Bulgaria,BGR,2029,0.0
595,Bulgaria,BGR,2030,0.0
596,Bulgaria,BGR,2031,0.0
597,Bulgaria,BGR,2032,0.0
598,Bulgaria,BGR,2033,0.0
599,Bulgaria,BGR,2034,0.0
600,Bulgaria,BGR,2035,0.0
601,Bulgaria,BGR,2036,0.0
602,Bulgaria,BGR,2037,0.0
603,Bulgaria,BGR,2038,0.0
604,Bulgaria,BGR,2039,0.0
605,Bulgaria,BGR,2040,0.0
606,Bulgaria,BGR,2041,0.0
607,Bulgaria,BGR,2042,0.0
608,Bulgaria,BGR,2043,0.0
609,Bulgaria,BGR,2044,0.0
610,Bulgaria,BGR,2045,0.0
611,Bulgaria,BGR,2046,0.0
612,Bulgaria,BGR,2047,0.0
613,Bulgaria,BGR,2048,0.0
614,Bulgaria,BGR,2049,0.0
615,Bulgaria,BGR,2050,0.0
616,Bahrain,BHR,2023,0.0
617,Bahrain,BHR,2024,0.0
618,Bahrain,BHR,2025,0.0
619,Bahrain,BHR,2026,0.0
620,Bahrain,BHR,2027,0.0
621,Bahrain,BHR,2028,0.0
622,Bahrain,BHR,2029,0.0
623,Bahrain,BHR,2030,0.0
624,Bahrain,BHR,2031,0.0
625,Bahrain,BHR,2032,0.0
626,Bahrain,BHR,2033,0.0
627,Bahrain,BHR,2034,0.0
628,Bahrain,BHR,2035,0.0
629,Bahrain,BHR,2036,0.0
630,Bahrain,BHR,2037,0.0
631,Bahrain,BHR,2038,0.0
632,Bahrain,BHR,2039,0.0
633,Bahrain,BHR,2040,0.0
634,Bahrain,BHR,2041,0.0
635,Bahrain,BHR,2042,0.0
636,Bahrain,BHR,2043,0.0
637,Bahrain,BHR,2044,0.0
638,Bahrain,BHR,2045,0.0
639,Bahrain,BHR,2046,0.0
640,Bahrain,BHR,2047,0.0
641,Bahrain,BHR,2048,0.0
642,Bahrain,BHR,2049,0.0
643,Bahrain,BHR,2050,0.0
644,"Bahamas, The",BHS,2023,0.0
645,"Bahamas, The",BHS,2024,0.0
646,"Bahamas, The",BHS,2025,0.0
647,"Bahamas, The",BHS,2026,0.0
648,"Bahamas, The",BHS,2027,0.0
649,"Bahamas, The",BHS,2028,0.0
650,"Bahamas, The",BHS,2029,0.0
651,"Bahamas, The",BHS,2030,0.0
652,"Bahamas, The",BHS,2031,0.0
653,"Bahamas, The",BHS,2032,0.0
654,"Bahamas, The",BHS,2033,0.0
655,"Bahamas, The",BHS,2034,0.0
656,"Bahamas, The",BHS,2035,0.0
657,"Bahamas, The",BHS,2036,0.0
658,"Bahamas, The",BHS,2037,0.0
659,"Bahamas, The",BHS,2038,0.0
660,"Bahamas, The",BHS,2039,0.0
661,"Bahamas, The",BHS,2040,0.0
662,"Bahamas, The",BHS,2041,0.0
663,"Bahamas, The",BHS,2042,0.0
664,"Bahamas, The",BHS,2043,0.0
665,"Bahamas, The",BHS,2044,0.0
666,"Bahamas, The",BHS,2045,0.0
667,"Bahamas, The",BHS,2046,0.0
668,"Bahamas, The",BHS,2047,0.0
669,"Bahamas, The",BHS,2048,0.0
670,"Bahamas, The",BHS,2049,0.0
671,"Bahamas, The",BHS,2050,0.0
672,Bosnia and Herzegovina,BIH,2023,0.0
673,Bosnia and Herzegovina,BIH,2024,0.0
674,Bosnia and Herzegovina,BIH,2025,0.0
675,Bosnia and Herzegovina,BIH,2026,0.0
676,Bosnia and Herzegovina,BIH,2027,0.0
677,Bosnia and Herzegovina,BIH,2028,0.0
678,Bosnia and Herzegovina,BIH,2029,0.0
679,Bosnia and Herzegovina,BIH,2030,0.0
680,Bosnia and Herzegovina,BIH,2031,0.0
681,Bosnia and Herzegovina,BIH,2032,0.0
682,Bosnia and Herzegovina,BIH,2033,0.0
683,Bosnia and Herzegovina,BIH,2034,0.0
684,Bosnia and Herzegovina,BIH,2035,0.0
685,Bosnia and Herzegovina,BIH,2036,0.0
686,Bosnia and Herzegovina,BIH,2037,0.0
687,Bosnia and Herzegovina,BIH,2038,0.0
688,Bosnia and Herzegovina,BIH,2039,0.0
689,Bosnia and Herzegovina,BIH,2040,0.0
690,Bosnia and Herzegovina,BIH,2041,0.0
691,Bosnia and Herzegovina,BIH,2042,0.0
692,Bosnia and Herzegovina,BIH,2043,0.0
693,Bosnia and Herzegovina,BIH,2044,0.0
694,Bosnia and Herzegovina,BIH,2045,0.0
695,Bosnia and Herzegovina,BIH,2046,0.0
696,Bosnia and Herzegovina,BIH,2047,0.0
697,Bosnia and Herzegovina,BIH,2048,0.0
698,Bosnia and Herzegovina,BIH,2049,0.0
699,Bosnia and Herzegovina,BIH,2050,0.0
700,Belarus,BLR,2023,0.0
701,Belarus,BLR,2024,0.0
702,Belarus,BLR,2025,0.0
703,Belarus,BLR,2026,0.0
704,Belarus,BLR,2027,0.0
705,Belarus,BLR,2028,0.0
706,Belarus,BLR,2029,0.0
707,Belarus,BLR,2030,0.0
708,Belarus,BLR,2031,0.0
709,Belarus,BLR,2032,0.0
