"SUBJECT","LOCATION","TIME","Value","INDICATOR","MEASURE","FREQUENCY"
"COAST","MKD",2013,2366.1,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","COM",2013,8359.92414809045,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","NLD",2020,26381.6711056843,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","NOR",2019,21207,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CYP",2021,10100.0971673103,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AGO",2021,26040.0408333873,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","HTI",2019,7264.72599008485,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","DEU",2021,149758.265965538,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","TON",2017,8408.43127587347,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BHR",2020,11492.0535431526,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BFA",2013,8006.65888207819,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CAN",2011,31735,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","COM",2016,8358.30511972953,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","TGO",2012,7874.5576903803,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","MEX",2018,192820.061869331,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GNB",2017,8243.94946979591,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BRA",2017,667356.949114225,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BIH",2011,820.8,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CUB",2015,18963.4033257867,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BLZ",2020,8447.21731221975,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GAB",2013,9007.94466307119,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GNB",2019,8233.5114633152,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BFA",2015,7977.0138959603,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","LBY",2018,27667.8219081756,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BLZ",2012,8449.86127602835,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AUT",2011,14106.9402878414,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","SLE",2015,7840.99710652745,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BIH",2014,1331.4,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","JOR",2016,8257.28546883607,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ROU",2012,14935.95,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GAB",2015,9080.39936095268,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ESP",2021,280535.801689216,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","NCL",2021,4355.53774045496,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","TGO",2018,7746.60077655253,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BWA",2018,9705.43390829448,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CHL",2015,39476.3673281731,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","POL",2019,137976,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AZE",2013,4632,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","FIN",2020,2519,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","KAZ",2018,1406.3,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","KWT",2015,14254.9196318465,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","DJI",2018,8298.32685829227,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ABW",2012,9517.242086965,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AZE",2015,2937,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","IRQ",2014,31678.0049513304,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","JOR",2020,8191.63390301638,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AFG",2012,7916.1441995293,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GNQ",2014,9240.49177478524,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BWA",2021,10042.6707399809,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","SAU",2015,180587.981349323,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","KEN",2018,10278.7172132078,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GAB",2021,9254.85950994388,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","PHL",2015,91770.9647130263,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","SAU",2016,179595.489651714,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ABW",2015,12602.3730191383,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BEN",2015,7695.02299957476,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","PRY",2012,8543.42297013171,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ARE",2012,41977.013248202,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CHE",2021,38969.1897703214,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","LBN",2018,17261.9031659376,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AZE",2018,4576,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","NZL",2011,7725.483,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","LUX",2014,3480.2181828802,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","LBR",2018,7774.38986054679,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","MWI",2021,8242.38838326934,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","NPL",2013,8577.93322626202,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BLR",2012,30304.8,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ECU",2011,14924.4363252298,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CMR",2021,10058.4401114063,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","PYF",2014,8697.2440878457,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","HTI",2015,7463.47942934038,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","JPN",2015,180381,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","SAU",2020,186864.172853058,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CAF",2017,8015.6143981575,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","IRQ",2012,27208.7641811216,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BFA",2019,7869.84525477797,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","DNK",2016,6850.06180976082,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GUY",2019,8547.31545370824,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BDI",2012,8250.60595984705,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CPV",2011,8377.68618555833,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BWA",2019,9568.28632756593,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GUY",2020,8562.20444131163,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ETH",2012,16897.0908265917,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ECU",2015,16161.2924051423,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","NAM",2014,8781.21867485339,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CRI",2012,10573.3750385746,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","FRA",2011,67402.7145399,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ISL",2014,13,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BLR",2017,31318.5,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AGO",2012,18276.4068521384,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CHL",2019,12442,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ISL",2015,30,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BTN",2013,8501.35128155262,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BDI",2015,8224.10539224278,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AUS",2019,203585.227857848,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BHR",2011,9612.95852364862,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GHA",2020,15586.9332018651,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","PRT",2013,12626.7,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","STP",2019,8358.53489104245,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ZWE",2017,7365.54150838641,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BDI",2018,8160.55479391232,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AUS",2021,209667.144702281,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CAN",2013,227070.163597287,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BOL",2020,8502.22539940137,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","COL",2020,119559.177113985,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","LKA",2017,28738.0976057553,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","NAM",2020,8742.27628859909,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GEO",2013,925.8,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","STP",2021,8364.81216507655,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BHR",2014,10719.278797255,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","SOM",2014,7128.62072786609,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GEO",2014,846.45,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","PER",2011,49155.5510178571,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","MOZ",2016,6987.50027411429,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ARG",2015,133452.233556736,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","HRV",2017,208,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BTN",2019,8546.95436693965,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ISL",2021,9087.29924431428,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","HND",2019,8603.40661009557,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BHR",2017,11250.1571470946,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AFG",2020,7700.59266331784,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","DOM",2016,18716.3470861026,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AGO",2020,27360.8876831737,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GEO",2016,614.67,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ESP",2013,40773,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CUB",2011,16413.8547538778,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","HUN",2018,15939.0932943,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","KAZ",2019,404,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","COM",2014,8359.57240026523,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","DOM",2018,20609.5138171435,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","PRT",2021,39094.8373153054,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","SEN",2013,7691.84788337075,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","KWT",2017,10828.0800157596,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","HUN",2020,14455.926457005,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","NCL",2016,4224.8354626672,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","HRV",2011,217,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","SOM",2020,6725.6982928066,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CHE",2011,10554.8359741611,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ESP",2017,49698,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BGD",2014,84377.3066709457,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","JOR",2014,8256.94473562287,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","OMN",2020,21181.6492204598,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","SUR",2019,8524.97470453991,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","FRA",2014,60144.98751225,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","MLI",2019,7084.77190131127,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CAN",2014,239125.363597287,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BEL",2018,67400.2727792083,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CUB",2016,19030.1764694125,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","IDN",2013,341056.790475239,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","UGA",2019,8135.40001538409,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","POL",2018,134464.05,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CHE",2014,10836.9900904869,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","COM",2020,8354.21509645171,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BWA",2017,9689.60360616908,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","GHA",2014,10737.5633202648,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ARE",2017,54876.3637827926,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ABW",2020,12602.7493124944,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","EST",2011,1,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ARM",2016,782.55,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","KEN",2016,10697.2295097979,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AUT",2015,14429.8639983905,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CHE",2017,10550.1717323928,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BEN",2011,7772.8563609238,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BIH",2018,1647.3,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","EST",2013,1,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","NER",2013,8077.64860701746,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","SRB",2017,2661.3,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CMR",2016,8853.98321130453,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","CPV",2013,8382.60500554934,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ALB",2020,1061.30585,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","EST",2014,1,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","MAR",2019,31226.9012554927,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","AFG",2013,7940.35438924479,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","BIH",2019,1695,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","MAR",2020,32274.9362614672,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","SVN",2016,1948.5,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","ARM",2020,9474.51009339539,"FREIGHTTRANSP","MLN_TONNEKM","A"
"COAST","MRT",2021,8138.6576319825,"FREIGHTTRANSP","MLN_TONNEKM","A"
