iso_code3,Nation,Year,frac_trns_fuelmix_road_heavy_regional_natural_gas
ARM,Armenia,2034,0.48735495388277295
ARM,Armenia,2035,0.48735495388277295
ARM,Armenia,2036,0.48735495388277295
ARM,Armenia,2037,0.48735495388277295
ARM,Armenia,2038,0.48735495388277295
ARM,Armenia,2039,0.48735495388277295
ARM,Armenia,2040,0.48735495388277295
ARM,Armenia,2041,0.48735495388277295
ARM,Armenia,2042,0.48735495388277295
ARM,Armenia,2043,0.48735495388277295
ARM,Armenia,2044,0.48735495388277295
ARM,Armenia,2045,0.48735495388277295
ARM,Armenia,2046,0.48735495388277295
ARM,Armenia,2047,0.48735495388277295
ARM,Armenia,2048,0.48735495388277295
ARM,Armenia,2049,0.48735495388277295
ARM,Armenia,2050,0.48735495388277295
AUS,Australia,2021,0.0023123169415754587
AUS,Australia,2022,0.0023123169415754587
AUS,Australia,2023,0.0023123169415754587
AUS,Australia,2024,0.0023123169415754587
AUS,Australia,2025,0.0023123169415754587
AUS,Australia,2026,0.0023123169415754587
AUS,Australia,2027,0.0023123169415754587
AUS,Australia,2028,0.0023123169415754587
AUS,Australia,2029,0.0023123169415754587
AUS,Australia,2030,0.0023123169415754587
AUS,Australia,2031,0.0023123169415754587
AUS,Australia,2032,0.0023123169415754587
AUS,Australia,2033,0.0023123169415754587
AUS,Australia,2034,0.0023123169415754587
AUS,Australia,2035,0.0023123169415754587
AUS,Australia,2036,0.0023123169415754587
AUS,Australia,2037,0.0023123169415754587
AUS,Australia,2038,0.0023123169415754587
AUS,Australia,2039,0.0023123169415754587
AUS,Australia,2040,0.0023123169415754587
AUS,Australia,2041,0.0023123169415754587
AUS,Australia,2042,0.0023123169415754587
AUS,Australia,2043,0.0023123169415754587
AUS,Australia,2044,0.0023123169415754587
AUS,Australia,2045,0.0023123169415754587
AUS,Australia,2046,0.0023123169415754587
AUS,Australia,2047,0.0023123169415754587
AUS,Australia,2048,0.0023123169415754587
AUS,Australia,2049,0.0023123169415754587
AUS,Australia,2050,0.0023123169415754587
AUT,Austria,2021,0.0021000925464512
AUT,Austria,2022,0.0021000925464512
AUT,Austria,2023,0.0021000925464512
AUT,Austria,2024,0.0021000925464512
AUT,Austria,2025,0.0021000925464512
AUT,Austria,2026,0.0021000925464512
AUT,Austria,2027,0.0021000925464512
AUT,Austria,2028,0.0021000925464512
AUT,Austria,2029,0.0021000925464512
AUT,Austria,2030,0.0021000925464512
AUT,Austria,2031,0.0021000925464512
AUT,Austria,2032,0.0021000925464512
AUT,Austria,2033,0.0021000925464512
AUT,Austria,2034,0.0021000925464512
AUT,Austria,2035,0.0021000925464512
AUT,Austria,2036,0.0021000925464512
AUT,Austria,2037,0.0021000925464512
AUT,Austria,2038,0.0021000925464512
AUT,Austria,2039,0.0021000925464512
AUT,Austria,2040,0.0021000925464512
AUT,Austria,2041,0.0021000925464512
AUT,Austria,2042,0.0021000925464512
AUT,Austria,2043,0.0021000925464512
AUT,Austria,2044,0.0021000925464512
AUT,Austria,2045,0.0021000925464512
AUT,Austria,2046,0.0021000925464512
AUT,Austria,2047,0.0021000925464512
AUT,Austria,2048,0.0021000925464512
AUT,Austria,2049,0.0021000925464512
AUT,Austria,2050,0.0021000925464512
AZE,Azerbaijan,2021,0.00019413706076490004
AZE,Azerbaijan,2022,0.00019413706076490004
AZE,Azerbaijan,2023,0.00019413706076490004
AZE,Azerbaijan,2024,0.00019413706076490004
AZE,Azerbaijan,2025,0.00019413706076490004
AZE,Azerbaijan,2026,0.00019413706076490004
AZE,Azerbaijan,2027,0.00019413706076490004
AZE,Azerbaijan,2028,0.00019413706076490004
AZE,Azerbaijan,2029,0.00019413706076490004
AZE,Azerbaijan,2030,0.00019413706076490004
AZE,Azerbaijan,2031,0.00019413706076490004
AZE,Azerbaijan,2032,0.00019413706076490004
AZE,Azerbaijan,2033,0.00019413706076490004
AZE,Azerbaijan,2034,0.00019413706076490004
AZE,Azerbaijan,2035,0.00019413706076490004
AZE,Azerbaijan,2036,0.00019413706076490004
AZE,Azerbaijan,2037,0.00019413706076490004
AZE,Azerbaijan,2038,0.00019413706076490004
AZE,Azerbaijan,2039,0.00019413706076490004
AZE,Azerbaijan,2040,0.00019413706076490004
AZE,Azerbaijan,2041,0.00019413706076490004
AZE,Azerbaijan,2042,0.00019413706076490004
AZE,Azerbaijan,2043,0.00019413706076490004
AZE,Azerbaijan,2044,0.00019413706076490004
AZE,Azerbaijan,2045,0.00019413706076490004
AZE,Azerbaijan,2046,0.00019413706076490004
AZE,Azerbaijan,2047,0.00019413706076490004
AZE,Azerbaijan,2048,0.00019413706076490004
AZE,Azerbaijan,2049,0.00019413706076490004
AZE,Azerbaijan,2050,0.00019413706076490004
BDI,Burundi,2021,0.003143453750684149
BDI,Burundi,2022,0.00320454057727841
BDI,Burundi,2023,0.0032636872983132755
BDI,Burundi,2024,0.003320984895069617
BDI,Burundi,2025,0.0033765187476263196
BDI,Burundi,2026,0.0034324501610612616
BDI,Burundi,2027,0.0034865902034824617
BDI,Burundi,2028,0.003539023579463172
BDI,Burundi,2029,0.003589829736126876
BDI,Burundi,2030,0.0036390832648145175
BDI,Burundi,2031,0.003692867122831592
BDI,Burundi,2032,0.003745036401642252
BDI,Burundi,2033,0.0037956627300579074
BDI,Burundi,2034,0.0038448135616679633
BDI,Burundi,2035,0.0038925524746857777
BDI,Burundi,2036,0.003941458050388922
BDI,Burundi,2037,0.003988899494745115
BDI,Burundi,2038,0.004034941587643417
BDI,Burundi,2039,0.004079645342968581
BDI,Burundi,2040,0.004123068278353298
BDI,Burundi,2041,0.004165075983755968
BDI,Burundi,2042,0.004205821079023299
BDI,Burundi,2043,0.004245359646050877
BDI,Burundi,2044,0.004283744493840559
BDI,Burundi,2045,0.004321025393821667
BDI,Burundi,2046,0.004354129207476259
BDI,Burundi,2047,0.004386229623300681
BDI,Burundi,2048,0.0044173715806722766
BDI,Burundi,2049,0.004447597374831061
BDI,Burundi,2050,0.004476946848530117
BEL,Belgium,2021,0.00702441660193847
BEL,Belgium,2022,0.00702441660193847
BEL,Belgium,2023,0.00702441660193847
BEL,Belgium,2024,0.00702441660193847
BEL,Belgium,2025,0.00702441660193847
BEL,Belgium,2026,0.00702441660193847
BEL,Belgium,2027,0.00702441660193847
BEL,Belgium,2028,0.00702441660193847
BEL,Belgium,2029,0.00702441660193847
BEL,Belgium,2030,0.00702441660193847
BEL,Belgium,2031,0.00702441660193847
BEL,Belgium,2032,0.00702441660193847
BEL,Belgium,2033,0.00702441660193847
BEL,Belgium,2034,0.00702441660193847
BEL,Belgium,2035,0.00702441660193847
BEL,Belgium,2036,0.00702441660193847
BEL,Belgium,2037,0.00702441660193847
BEL,Belgium,2038,0.00702441660193847
BEL,Belgium,2039,0.00702441660193847
BEL,Belgium,2040,0.00702441660193847
BEL,Belgium,2041,0.00702441660193847
BEL,Belgium,2042,0.00702441660193847
BEL,Belgium,2043,0.00702441660193847
BEL,Belgium,2044,0.00702441660193847
BEL,Belgium,2045,0.00702441660193847
BEL,Belgium,2046,0.00702441660193847
BEL,Belgium,2047,0.00702441660193847
BEL,Belgium,2048,0.00702441660193847
BEL,Belgium,2049,0.00702441660193847
BEL,Belgium,2050,0.00702441660193847
BEN,Benin,2021,0.013547950662466586
BEN,Benin,2022,0.013598067235373957
BEN,Benin,2023,0.0136458579050584
BEN,Benin,2024,0.013691480916721673
BEN,Benin,2025,0.013735080478736917
BEN,Benin,2026,0.013788869279312279
BEN,Benin,2027,0.01384032266014574
BEN,Benin,2028,0.013889589489460378
BEN,Benin,2029,0.01393680624618333
BEN,Benin,2030,0.013982098282523553
BEN,Benin,2031,0.014004482342448922
BEN,Benin,2032,0.014025879726364786
BEN,Benin,2033,0.014046354265583002
BEN,Benin,2034,0.014065964401698617
BEN,Benin,2035,0.014084763743693442
BEN,Benin,2036,0.014053123984593756
BEN,Benin,2037,0.01402300384507935
BEN,Benin,2038,0.013994296414297868
BEN,Benin,2039,0.013966904580363747
BEN,Benin,2040,0.01394073993284508
BEN,Benin,2041,0.013849629322361416
BEN,Benin,2042,0.013763334617006271
BEN,Benin,2043,0.013681483811349312
BEN,Benin,2044,0.013603742252361216
BEN,Benin,2045,0.013529808066104081
BEN,Benin,2046,0.013380719601634367
BEN,Benin,2047,0.013240244422429147
BEN,Benin,2048,0.013107657061902814
BEN,Benin,2049,0.012982311299904124
BEN,Benin,2050,0.012863629629740395
BFA,Burkina Faso,2021,0.008959808731715983
BFA,Burkina Faso,2022,0.009051625617067557
BFA,Burkina Faso,2023,0.009139867410561801
BFA,Burkina Faso,2024,0.009224738930735821
BFA,Burkina Faso,2025,0.009306429643785682
BFA,Burkina Faso,2026,0.009370137058221463
BFA,Burkina Faso,2027,0.00943093547819871
BFA,Burkina Faso,2028,0.009489019701150741
BFA,Burkina Faso,2029,0.009544567511745776
BFA,Burkina Faso,2030,0.009597741499478644
BFA,Burkina Faso,2031,0.009654166396571805
BFA,Burkina Faso,2032,0.009708055729364378
BFA,Burkina Faso,2033,0.009759576653024224
BFA,Burkina Faso,2034,0.009808881945875265
BFA,Burkina Faso,2035,0.009856111522533588
BFA,Burkina Faso,2036,0.009890167867904821
BFA,Burkina Faso,2037,0.009922645327812687
BFA,Burkina Faso,2038,0.009953651212757722
BFA,Burkina Faso,2039,0.009983283324055856
BFA,Burkina Faso,2040,0.010011630984315817
BFA,Burkina Faso,2041,0.010013751220022002
BFA,Burkina Faso,2042,0.010015768092896567
BFA,Burkina Faso,2043,0.01001768898158767
BFA,Burkina Faso,2044,0.010019520578758396
BFA,Burkina Faso,2045,0.01002126896899467
BFA,Burkina Faso,2046,0.009986417001591578
BFA,Burkina Faso,2047,0.00995338824676369
BFA,Burkina Faso,2048,0.00992204328454756
BFA,Burkina Faso,2049,0.009892256556791768
BFA,Burkina Faso,2050,0.009863914686179092
BGD,Bangladesh,2021,0.007811486957534263
BGD,Bangladesh,2022,0.007894146374424855
BGD,Bangladesh,2023,0.007973876417465017
BGD,Bangladesh,2024,0.008050830096864166
BGD,Bangladesh,2025,0.00812514994893412
BGD,Bangladesh,2026,0.008193496477187666
BGD,Bangladesh,2027,0.008259502857191361
BGD,Bangladesh,2028,0.00832328725410966
BGD,Bangladesh,2029,0.008384960009171308
BGD,Bangladesh,2030,0.008444624276671867
BGD,Bangladesh,2031,0.008492190534479555
BGD,Bangladesh,2032,0.00853816904149776
BGD,Bangladesh,2033,0.008582637990829027
BGD,Bangladesh,2034,0.00862567052405868
BGD,Bangladesh,2035,0.008667335132700781
BGD,Bangladesh,2036,0.008681245545304035
BGD,Bangladesh,2037,0.00869465951753412
BGD,Bangladesh,2038,0.008707603159226052
BGD,Bangladesh,2039,0.008720100780796682
BGD,Bangladesh,2040,0.008732175045632994
BGD,Bangladesh,2041,0.008715914671773784
BGD,Bangladesh,2042,0.008700260428062474
BGD,Bangladesh,2043,0.008685179042988298
BGD,Bangladesh,2044,0.008670639636391812
BGD,Bangladesh,2045,0.008656613508412087
BGD,Bangladesh,2046,0.008614006004716821
BGD,Bangladesh,2047,0.00857304032308883
BGD,Bangladesh,2048,0.008533623359287906
BGD,Bangladesh,2049,0.008495668918132884
BGD,Bangladesh,2050,0.008459097084291765
BGR,Bulgaria,2021,0.03129605548331166
BGR,Bulgaria,2022,0.03129605548331166
BGR,Bulgaria,2023,0.03129605548331166
BGR,Bulgaria,2024,0.03129605548331166
BGR,Bulgaria,2025,0.03129605548331166
BGR,Bulgaria,2026,0.03129605548331166
BGR,Bulgaria,2027,0.03129605548331166
BGR,Bulgaria,2028,0.03129605548331166
BGR,Bulgaria,2029,0.03129605548331166
BGR,Bulgaria,2030,0.03129605548331166
BGR,Bulgaria,2031,0.03129605548331166
BGR,Bulgaria,2032,0.03129605548331166
BGR,Bulgaria,2033,0.03129605548331166
BGR,Bulgaria,2034,0.03129605548331166
BGR,Bulgaria,2035,0.03129605548331166
BGR,Bulgaria,2036,0.03129605548331166
BGR,Bulgaria,2037,0.03129605548331166
BGR,Bulgaria,2038,0.03129605548331166
BGR,Bulgaria,2039,0.03129605548331166
BGR,Bulgaria,2040,0.03129605548331166
BGR,Bulgaria,2041,0.03129605548331166
BGR,Bulgaria,2042,0.03129605548331166
BGR,Bulgaria,2043,0.03129605548331166
BGR,Bulgaria,2044,0.03129605548331166
BGR,Bulgaria,2045,0.03129605548331166
BGR,Bulgaria,2046,0.03129605548331166
BGR,Bulgaria,2047,0.03129605548331166
BGR,Bulgaria,2048,0.03129605548331166
BGR,Bulgaria,2049,0.03129605548331166
BGR,Bulgaria,2050,0.03129605548331166
BHR,Bahrain,2021,0.0061921703616402085
BHR,Bahrain,2022,0.006219769303366376
BHR,Bahrain,2023,0.006246253470542934
BHR,Bahrain,2024,0.006271689067945533
BHR,Bahrain,2025,0.006296137159712631
BHR,Bahrain,2026,0.006187797916293508
BHR,Bahrain,2027,0.00608757654825638
BHR,Bahrain,2028,0.005994593594295859
BHR,Bahrain,2029,0.005908092202310017
BHR,Bahrain,2030,0.0058274174822295095
BHR,Bahrain,2031,0.005730164735484671
BHR,Bahrain,2032,0.005639685230252103
BHR,Bahrain,2033,0.005555295186391051
BHR,Bahrain,2034,0.00547639986704912
BHR,Bahrain,2035,0.005402479541397407
BHR,Bahrain,2036,0.0053247301787855104
BHR,Bahrain,2037,0.0052518233424957775
BHR,Bahrain,2038,0.0051833202796629
BHR,Bahrain,2039,0.005118833687323637
BHR,Bahrain,2040,0.005058020385682756
BHR,Bahrain,2041,0.004998668883467125
BHR,Bahrain,2042,0.004942512733401864
BHR,Bahrain,2043,0.004889300653788385
BHR,Bahrain,2044,0.00483880703755317
BHR,Bahrain,2045,0.004790828754801689
BHR,Bahrain,2046,0.004740384208907291
BHR,Bahrain,2047,0.004692331294534513
BHR,Bahrain,2048,0.004646503865441805
BHR,Bahrain,2049,0.004602750816619071
BHR,Bahrain,2050,0.004560934419853397
BHS,"Bahamas, The",2021,0.005703468057375985
BHS,"Bahamas, The",2022,0.005673115196471949
BHS,"Bahamas, The",2023,0.005643518173075123
BHS,"Bahamas, The",2024,0.005614649101934446
BHS,"Bahamas, The",2025,0.005586481452835861
BHS,"Bahamas, The",2026,0.005544842310900727
BHS,"Bahamas, The",2027,0.005504357704702672
BHS,"Bahamas, The",2028,0.005464980272820824
BHS,"Bahamas, The",2029,0.005426665209373164
BHS,"Bahamas, The",2030,0.005389370093945249
BHS,"Bahamas, The",2031,0.005351429991190101
BHS,"Bahamas, The",2032,0.005314454082166217
BHS,"Bahamas, The",2033,0.00527840607263899
BHS,"Bahamas, The",2034,0.005243251467387122
BHS,"Bahamas, The",2035,0.005208957460101307
BHS,"Bahamas, The",2036,0.005171121427788613
BHS,"Bahamas, The",2037,0.005134205583310676
BHS,"Bahamas, The",2038,0.005098176760950698
BHS,"Bahamas, The",2039,0.0050630033698972335
BHS,"Bahamas, The",2040,0.005028655301858598
BHS,"Bahamas, The",2041,0.004989199863606778
BHS,"Bahamas, The",2042,0.004950689017698769
BHS,"Bahamas, The",2043,0.004913089244024722
BHS,"Bahamas, The",2044,0.00487636858994088
BHS,"Bahamas, The",2045,0.00484049657970608
BHS,"Bahamas, The",2046,0.004805150016981069
BHS,"Bahamas, The",2047,0.004770571882682319
BHS,"Bahamas, The",2048,0.004736737388001824
BHS,"Bahamas, The",2049,0.004703622799007909
BHS,"Bahamas, The",2050,0.004671205381123689
BIH,Bosnia and Herzegovina,2021,0.002326073165574117
BIH,Bosnia and Herzegovina,2022,0.002326073165574117
BIH,Bosnia and Herzegovina,2023,0.002326073165574117
BIH,Bosnia and Herzegovina,2024,0.002326073165574117
BIH,Bosnia and Herzegovina,2025,0.002326073165574117
BIH,Bosnia and Herzegovina,2026,0.002326073165574117
BIH,Bosnia and Herzegovina,2027,0.002326073165574117
BIH,Bosnia and Herzegovina,2028,0.002326073165574117
BIH,Bosnia and Herzegovina,2029,0.002326073165574117
BIH,Bosnia and Herzegovina,2030,0.002326073165574117
BIH,Bosnia and Herzegovina,2031,0.002326073165574117
BIH,Bosnia and Herzegovina,2032,0.002326073165574117
BIH,Bosnia and Herzegovina,2033,0.002326073165574117
BIH,Bosnia and Herzegovina,2034,0.002326073165574117
BIH,Bosnia and Herzegovina,2035,0.002326073165574117
BIH,Bosnia and Herzegovina,2036,0.002326073165574117
BIH,Bosnia and Herzegovina,2037,0.002326073165574117
BIH,Bosnia and Herzegovina,2038,0.002326073165574117
BIH,Bosnia and Herzegovina,2039,0.002326073165574117
BIH,Bosnia and Herzegovina,2040,0.002326073165574117
BIH,Bosnia and Herzegovina,2041,0.002326073165574117
BIH,Bosnia and Herzegovina,2042,0.002326073165574117
BIH,Bosnia and Herzegovina,2043,0.002326073165574117
BIH,Bosnia and Herzegovina,2044,0.002326073165574117
BIH,Bosnia and Herzegovina,2045,0.002326073165574117
BIH,Bosnia and Herzegovina,2046,0.002326073165574117
BIH,Bosnia and Herzegovina,2047,0.002326073165574117
BIH,Bosnia and Herzegovina,2048,0.002326073165574117
BIH,Bosnia and Herzegovina,2049,0.002326073165574117
BIH,Bosnia and Herzegovina,2050,0.002326073165574117
BLR,Belarus,2021,0.0013375242426268976
BLR,Belarus,2022,0.0013375242426268976
BLR,Belarus,2023,0.0013375242426268976
BLR,Belarus,2024,0.0013375242426268976
BLR,Belarus,2025,0.0013375242426268976
BLR,Belarus,2026,0.0013375242426268976
BLR,Belarus,2027,0.0013375242426268976
BLR,Belarus,2028,0.0013375242426268976
BLR,Belarus,2029,0.0013375242426268976
BLR,Belarus,2030,0.0013375242426268976
BLR,Belarus,2031,0.0013375242426268976
BLR,Belarus,2032,0.0013375242426268976
BLR,Belarus,2033,0.0013375242426268976
BLR,Belarus,2034,0.0013375242426268976
BLR,Belarus,2035,0.0013375242426268976
BLR,Belarus,2036,0.0013375242426268976
BLR,Belarus,2037,0.0013375242426268976
BLR,Belarus,2038,0.0013375242426268976
BLR,Belarus,2039,0.0013375242426268976
BLR,Belarus,2040,0.0013375242426268976
BLR,Belarus,2041,0.0013375242426268976
BLR,Belarus,2042,0.0013375242426268976
BLR,Belarus,2043,0.0013375242426268976
BLR,Belarus,2044,0.0013375242426268976
BLR,Belarus,2045,0.0013375242426268976
BLR,Belarus,2046,0.0013375242426268976
BLR,Belarus,2047,0.0013375242426268976
BLR,Belarus,2048,0.0013375242426268976
BLR,Belarus,2049,0.0013375242426268976
BLR,Belarus,2050,0.0013375242426268976
BLZ,Belize,2021,0.009907596725492109
BLZ,Belize,2022,0.0098821363812579
BLZ,Belize,2023,0.009857054560456798
BLZ,Belize,2024,0.009832342884013336
BLZ,Belize,2025,0.009807993218348587
BLZ,Belize,2026,0.009731334590808332
BLZ,Belize,2027,0.009656507265140717
BLZ,Belize,2028,0.009583446393822541
BLZ,Belize,2029,0.009512090155333853
BLZ,Belize,2030,0.00944237957968894
BLZ,Belize,2031,0.009358696450044654
BLZ,Belize,2032,0.00927709215372813
BLZ,Belize,2033,0.009197490178378858
BLZ,Belize,2034,0.009119817720890148
BLZ,Belize,2035,0.009044005465323968
BLZ,Belize,2036,0.00895315233474577
BLZ,Belize,2037,0.008864677235746384
BLZ,Belize,2038,0.008778488008900817
BLZ,Belize,2039,0.008694497196173986
BLZ,Belize,2040,0.008612621744902078
BLZ,Belize,2041,0.008517223147147451
BLZ,Belize,2042,0.008424419129661654
BLZ,Belize,2043,0.008334105264320824
BLZ,Belize,2044,0.00824618265291972
BLZ,Belize,2045,0.008160557565913024
BLZ,Belize,2046,0.008063406383441628
BLZ,Belize,2047,0.007968961347240747
BLZ,Belize,2048,0.007877110940895285
