Year,Nation,iso_code3,pij_lndu_settlements_to_croplands
2039,Bangladesh,BGD,0.023412164626740624
2040,Bangladesh,BGD,0.022234066941629837
2041,Bangladesh,BGD,0.021055969256519043
2042,Bangladesh,BGD,0.019877871571408256
2043,Bangladesh,BGD,0.018699773886297462
2044,Bangladesh,BGD,0.017521676201186682
2045,Bangladesh,BGD,0.016343578516075888
2046,Bangladesh,BGD,0.015165480830965097
2047,Bangladesh,BGD,0.013987383145854309
2048,Bangladesh,BGD,0.012809285460743516
2049,Bangladesh,BGD,0.011631187775632726
2050,Bangladesh,BGD,0.010453090090521934
2021,Barbados,BRB,8.993601312708236e-20
2022,Barbados,BRB,1.1242001640885296e-19
2023,Barbados,BRB,1.3490401969062354e-19
2024,Barbados,BRB,1.5738802297239412e-19
2025,Barbados,BRB,1.7987202625416472e-19
2026,Barbados,BRB,2.0235602953593527e-19
2027,Barbados,BRB,2.2484003281770587e-19
2028,Barbados,BRB,2.4732403609947647e-19
2029,Barbados,BRB,2.6980803938124708e-19
2030,Barbados,BRB,2.922920426630177e-19
2031,Barbados,BRB,3.1477604594478823e-19
2032,Barbados,BRB,3.3726004922655883e-19
2033,Barbados,BRB,3.5974405250832943e-19
2034,Barbados,BRB,3.822280557901e-19
2035,Barbados,BRB,4.0471205907187054e-19
2036,Barbados,BRB,4.2719606235364114e-19
2037,Barbados,BRB,4.496800656354117e-19
2038,Barbados,BRB,4.721640689171824e-19
2039,Barbados,BRB,4.9464807219895295e-19
2040,Barbados,BRB,5.171320754807236e-19
2041,Barbados,BRB,5.3961607876249415e-19
2042,Barbados,BRB,5.621000820442647e-19
2043,Barbados,BRB,5.845840853260354e-19
2044,Barbados,BRB,6.070680886078059e-19
2045,Barbados,BRB,6.295520918895765e-19
2046,Barbados,BRB,6.520360951713471e-19
2047,Barbados,BRB,6.745200984531177e-19
2048,Barbados,BRB,6.970041017348882e-19
2049,Barbados,BRB,7.194881050166589e-19
2050,Barbados,BRB,7.419721082984293e-19
2021,Belgium,BEL,0.012428343266389513
2022,Belgium,BEL,0.01208658383157879
2023,Belgium,BEL,0.011744824396768069
2024,Belgium,BEL,0.011403064961957345
2025,Belgium,BEL,0.011061305527146624
2026,Belgium,BEL,0.010719546092335904
2027,Belgium,BEL,0.01037778665752518
2028,Belgium,BEL,0.01003602722271446
2029,Belgium,BEL,0.009694267787903737
2030,Belgium,BEL,0.009352508353093016
2031,Belgium,BEL,0.009010748918282293
2032,Belgium,BEL,0.00866898948347157
2033,Belgium,BEL,0.00832723004866085
2034,Belgium,BEL,0.007985470613850128
2035,Belgium,BEL,0.007643711179039407
2036,Belgium,BEL,0.007301951744228684
2037,Belgium,BEL,0.006960192309417961
2038,Belgium,BEL,0.0066184328746072395
2039,Belgium,BEL,0.006276673439796518
2040,Belgium,BEL,0.005934914004985796
2041,Belgium,BEL,0.0055931545701750724
2042,Belgium,BEL,0.005251395135364352
2043,Belgium,BEL,0.00490963570055363
2044,Belgium,BEL,0.00456787626574291
2045,Belgium,BEL,0.004226116830932186
2046,Belgium,BEL,0.003884357396121465
2047,Belgium,BEL,0.003542597961310742
2048,Belgium,BEL,0.0032008385265000217
2049,Belgium,BEL,0.002859079091689299
2050,Belgium,BEL,0.0025173196568785768
2021,Belize,BLZ,0.0009353409090908094
2022,Belize,BLZ,0.0009348011363635368
2023,Belize,BLZ,0.000934261363636264
2024,Belize,BLZ,0.0009337215909089912
2025,Belize,BLZ,0.0009331818181817186
2026,Belize,BLZ,0.0009326420454544461
2027,Belize,BLZ,0.0009321022727271733
2028,Belize,BLZ,0.0009315624999999008
2029,Belize,BLZ,0.000931022727272628
2030,Belize,BLZ,0.0009304829545453555
2031,Belize,BLZ,0.0009299431818180826
2032,Belize,BLZ,0.0009294034090908099
2033,Belize,BLZ,0.0009288636363635373
2034,Belize,BLZ,0.0009283238636362646
2035,Belize,BLZ,0.000927784090908992
2036,Belize,BLZ,0.0009272443181817194
2037,Belize,BLZ,0.0009267045454544467
2038,Belize,BLZ,0.0009261647727271741
2039,Belize,BLZ,0.0009256249999999011
2040,Belize,BLZ,0.0009250852272726287
2041,Belize,BLZ,0.000924545454545356
2042,Belize,BLZ,0.0009240056818180832
2043,Belize,BLZ,0.0009234659090908106
2044,Belize,BLZ,0.0009229261363635381
2045,Belize,BLZ,0.0009223863636362653
2046,Belize,BLZ,0.0009218465909089926
2047,Belize,BLZ,0.00092130681818172
2048,Belize,BLZ,0.0009207670454544472
2049,Belize,BLZ,0.0009202272727271746
2050,Belize,BLZ,0.0009196874999999019
2021,Benin,BEN,0.00018169943934685464
2022,Benin,BEN,0.00022712429918356832
2023,Benin,BEN,0.000272549159020282
2024,Benin,BEN,0.0003179740188569956
2025,Benin,BEN,0.00036339887869370934
2026,Benin,BEN,0.00040882373853042296
2027,Benin,BEN,0.00045424859836713663
2028,Benin,BEN,0.0004996734582038503
2029,Benin,BEN,0.0005450983180405639
2030,Benin,BEN,0.0005905231778772776
2031,Benin,BEN,0.0006359480377139912
2032,Benin,BEN,0.000681372897550705
2033,Benin,BEN,0.0007267977573874187
2034,Benin,BEN,0.0007722226172241322
2035,Benin,BEN,0.0008176474770608459
2036,Benin,BEN,0.0008630723368975594
2037,Benin,BEN,0.0009084971967342733
2038,Benin,BEN,0.0009539220565709867
2039,Benin,BEN,0.0009993469164077003
2040,Benin,BEN,0.0010447717762444141
2041,Benin,BEN,0.0010901966360811275
2042,Benin,BEN,0.0011356214959178414
2043,Benin,BEN,0.0011810463557545552
2044,Benin,BEN,0.0012264712155912688
2045,Benin,BEN,0.0012718960754279824
2046,Benin,BEN,0.001317320935264696
2047,Benin,BEN,0.00136274579510141
2048,Benin,BEN,0.0014081706549381235
2049,Benin,BEN,0.0014535955147748374
2050,Benin,BEN,0.0014990203746115508
2021,Bolivia (Plurinational State of),BOL,0.0023786363636362664
2022,Bolivia (Plurinational State of),BOL,0.0023482954545453578
2023,Bolivia (Plurinational State of),BOL,0.0023179545454544486
2024,Bolivia (Plurinational State of),BOL,0.002287613636363541
2025,Bolivia (Plurinational State of),BOL,0.002257272727272633
2026,Bolivia (Plurinational State of),BOL,0.0022269318181817248
2027,Bolivia (Plurinational State of),BOL,0.002196590909090816
2028,Bolivia (Plurinational State of),BOL,0.002166249999999908
2029,Bolivia (Plurinational State of),BOL,0.002135909090909
2030,Bolivia (Plurinational State of),BOL,0.0021055681818180913
2031,Bolivia (Plurinational State of),BOL,0.0020752272727271827
2032,Bolivia (Plurinational State of),BOL,0.0020448863636362744
2033,Bolivia (Plurinational State of),BOL,0.002014545454545366
2034,Bolivia (Plurinational State of),BOL,0.0019842045454544575
2035,Bolivia (Plurinational State of),BOL,0.001953863636363549
2036,Bolivia (Plurinational State of),BOL,0.001923522727272641
2037,Bolivia (Plurinational State of),BOL,0.0018931818181817325
2038,Bolivia (Plurinational State of),BOL,0.0018628409090908238
2039,Bolivia (Plurinational State of),BOL,0.001832499999999916
2040,Bolivia (Plurinational State of),BOL,0.0018021590909090073
2041,Bolivia (Plurinational State of),BOL,0.0017718181818180989
2042,Bolivia (Plurinational State of),BOL,0.0017414772727271904
2043,Bolivia (Plurinational State of),BOL,0.0017111363636362824
2044,Bolivia (Plurinational State of),BOL,0.0016807954545453741
2045,Bolivia (Plurinational State of),BOL,0.0016504545454544654
2046,Bolivia (Plurinational State of),BOL,0.0016201136363635572
2047,Bolivia (Plurinational State of),BOL,0.001589772727272649
2048,Bolivia (Plurinational State of),BOL,0.0015594318181817405
2049,Bolivia (Plurinational State of),BOL,0.001529090909090832
2050,Bolivia (Plurinational State of),BOL,0.0014987499999999238
2021,Bosnia and Herzegovina,BIH,0.0006420247060250787
2022,Bosnia and Herzegovina,BIH,0.0008025308825313483
2023,Bosnia and Herzegovina,BIH,0.0009630370590376179
2024,Bosnia and Herzegovina,BIH,0.0011235432355438876
2025,Bosnia and Herzegovina,BIH,0.0012840494120501574
2026,Bosnia and Herzegovina,BIH,0.001444555588556427
2027,Bosnia and Herzegovina,BIH,0.0016050617650626966
2028,Bosnia and Herzegovina,BIH,0.0017655679415689665
2029,Bosnia and Herzegovina,BIH,0.0019260741180752358
2030,Bosnia and Herzegovina,BIH,0.0020865802945815057
2031,Bosnia and Herzegovina,BIH,0.002247086471087776
2032,Bosnia and Herzegovina,BIH,0.002407592647594045
2033,Bosnia and Herzegovina,BIH,0.002568098824100315
2034,Bosnia and Herzegovina,BIH,0.0027286050006065845
2035,Bosnia and Herzegovina,BIH,0.002889111177112854
2036,Bosnia and Herzegovina,BIH,0.0030496173536191237
2037,Bosnia and Herzegovina,BIH,0.0032101235301253933
2038,Bosnia and Herzegovina,BIH,0.0033706297066316638
2039,Bosnia and Herzegovina,BIH,0.003531135883137933
2040,Bosnia and Herzegovina,BIH,0.0036916420596442025
2041,Bosnia and Herzegovina,BIH,0.0038521482361504717
2042,Bosnia and Herzegovina,BIH,0.004012654412656742
2043,Bosnia and Herzegovina,BIH,0.004173160589163011
2044,Bosnia and Herzegovina,BIH,0.004333666765669281
2045,Bosnia and Herzegovina,BIH,0.0044941729421755505
2046,Bosnia and Herzegovina,BIH,0.004654679118681821
2047,Bosnia and Herzegovina,BIH,0.004815185295188091
2048,Bosnia and Herzegovina,BIH,0.00497569147169436
2049,Bosnia and Herzegovina,BIH,0.00513619764820063
2050,Bosnia and Herzegovina,BIH,0.0052967038247069
2021,Botswana,BWA,0.0023919806060605057
2022,Botswana,BWA,0.0023649757575756572
2023,Botswana,BWA,0.002337970909090809
2024,Botswana,BWA,0.002310966060605961
2025,Botswana,BWA,0.0022839612121211125
2026,Botswana,BWA,0.002256956363636264
2027,Botswana,BWA,0.0022299515151514154
2028,Botswana,BWA,0.0022029466666665678
2029,Botswana,BWA,0.0021759418181817192
2030,Botswana,BWA,0.0021489369696968703
2031,Botswana,BWA,0.0021219321212120213
2032,Botswana,BWA,0.0020949272727271736
2033,Botswana,BWA,0.002067922424242325
2034,Botswana,BWA,0.0020409175757574766
2035,Botswana,BWA,0.002013912727272628
2036,Botswana,BWA,0.00198690787878778
2037,Botswana,BWA,0.0019599030303029314
2038,Botswana,BWA,0.001932898181818083
2039,Botswana,BWA,0.0019058933333332344
2040,Botswana,BWA,0.0018788884848483858
2041,Botswana,BWA,0.0018518836363635375
2042,Botswana,BWA,0.0018248787878786888
2043,Botswana,BWA,0.0017978739393938407
2044,Botswana,BWA,0.0017708690909089926
2045,Botswana,BWA,0.001743864242424144
2046,Botswana,BWA,0.0017168593939392955
2047,Botswana,BWA,0.001689854545454447
2048,Botswana,BWA,0.0016628496969695989
2049,Botswana,BWA,0.0016358448484847506
2050,Botswana,BWA,0.0016088399999999018
2021,Brazil,BRA,0.002492149526378121
2022,Brazil,BRA,0.0024901869079726763
2023,Brazil,BRA,0.002488224289567232
2024,Brazil,BRA,0.002486261671161787
2025,Brazil,BRA,0.0024842990527563424
2026,Brazil,BRA,0.0024823364343508976
2027,Brazil,BRA,0.0024803738159454533
2028,Brazil,BRA,0.0024784111975400076
2029,Brazil,BRA,0.002476448579134564
2030,Brazil,BRA,0.0024744859607291193
2031,Brazil,BRA,0.0024725233423236737
2032,Brazil,BRA,0.002470560723918229
2033,Brazil,BRA,0.0024685981055127845
2034,Brazil,BRA,0.0024666354871073397
2035,Brazil,BRA,0.0024646728687018954
2036,Brazil,BRA,0.0024627102502964506
2037,Brazil,BRA,0.0024607476318910053
2038,Brazil,BRA,0.002458785013485561
2039,Brazil,BRA,0.002456822395080117
2040,Brazil,BRA,0.002454859776674672
2041,Brazil,BRA,0.002452897158269227
2042,Brazil,BRA,0.0024509345398637822
2043,Brazil,BRA,0.002448971921458338
2044,Brazil,BRA,0.002447009303052893
2045,Brazil,BRA,0.0024450466846474483
2046,Brazil,BRA,0.0024430840662420035
2047,Brazil,BRA,0.002441121447836559
2048,Brazil,BRA,0.0024391588294311144
2049,Brazil,BRA,0.0024371962110256696
2050,Brazil,BRA,0.002435233592620225
2021,Brunei Darussalam,BRN,3.963636363635967e-05
2022,Brunei Darussalam,BRN,4.954545454544959e-05
2023,Brunei Darussalam,BRN,5.9454545454539504e-05
2024,Brunei Darussalam,BRN,6.936363636362943e-05
2025,Brunei Darussalam,BRN,7.927272727271934e-05
2026,Brunei Darussalam,BRN,8.918181818180925e-05
2027,Brunei Darussalam,BRN,9.909090909089916e-05
2028,Brunei Darussalam,BRN,0.0001089999999999891
2029,Brunei Darussalam,BRN,0.00011890909090907901
2030,Brunei Darussalam,BRN,0.00012881818181816892
2031,Brunei Darussalam,BRN,0.00013872727272725886
2032,Brunei Darussalam,BRN,0.00014863636363634877
2033,Brunei Darussalam,BRN,0.00015854545454543868
2034,Brunei Darussalam,BRN,0.0001684545454545286
2035,Brunei Darussalam,BRN,0.0001783636363636185
2036,Brunei Darussalam,BRN,0.00018827272727270844
2037,Brunei Darussalam,BRN,0.00019818181818179837
2038,Brunei Darussalam,BRN,0.00020809090909088823
2039,Brunei Darussalam,BRN,0.0002179999999999782
2040,Brunei Darussalam,BRN,0.0002279090909090681
2041,Brunei Darussalam,BRN,0.00023781818181815801
2042,Brunei Darussalam,BRN,0.00024772727272724795
2043,Brunei Darussalam,BRN,0.00025763636363633784
2044,Brunei Darussalam,BRN,0.00026754545454542783
2045,Brunei Darussalam,BRN,0.00027745454545451766
2046,Brunei Darussalam,BRN,0.0002873636363636076
2047,Brunei Darussalam,BRN,0.00029727272727269753
2048,Brunei Darussalam,BRN,0.00030718181818178736
2049,Brunei Darussalam,BRN,0.00031709090909087735
2050,Brunei Darussalam,BRN,0.00032699999999996734
2021,Bulgaria,BGR,0.0008159139091166993
2022,Bulgaria,BGR,0.0010198923863958742
2023,Bulgaria,BGR,0.001223870863675049
2024,Bulgaria,BGR,0.0014278493409542238
2025,Bulgaria,BGR,0.0016318278182333985
2026,Bulgaria,BGR,0.0018358062955125733
2027,Bulgaria,BGR,0.0020397847727917483
2028,Bulgaria,BGR,0.002243763250070923
2029,Bulgaria,BGR,0.002447741727350098
2030,Bulgaria,BGR,0.0026517202046292725
2031,Bulgaria,BGR,0.0028556986819084475
2032,Bulgaria,BGR,0.003059677159187622
2033,Bulgaria,BGR,0.003263655636466797
2034,Bulgaria,BGR,0.0034676341137459717
2035,Bulgaria,BGR,0.0036716125910251467
2036,Bulgaria,BGR,0.0038755910683043217
2037,Bulgaria,BGR,0.004079569545583497
2038,Bulgaria,BGR,0.004283548022862671
2039,Bulgaria,BGR,0.004487526500141846
2040,Bulgaria,BGR,0.004691504977421021
2041,Bulgaria,BGR,0.004895483454700196
2042,Bulgaria,BGR,0.005099461931979371
2043,Bulgaria,BGR,0.005303440409258545
2044,Bulgaria,BGR,0.00550741888653772
2045,Bulgaria,BGR,0.005711397363816895
2046,Bulgaria,BGR,0.00591537584109607
2047,Bulgaria,BGR,0.006119354318375244
2048,Bulgaria,BGR,0.006323332795654419
2049,Bulgaria,BGR,0.006527311272933594
2050,Bulgaria,BGR,0.006731289750212768
2021,Burkina Faso,BFA,0.00310667115296856
2022,Burkina Faso,BFA,0.003283338941210725
2023,Burkina Faso,BFA,0.003460006729452889
2024,Burkina Faso,BFA,0.0036366745176950547
2025,Burkina Faso,BFA,0.0038133423059372186
2026,Burkina Faso,BFA,0.003990010094179384
2027,Burkina Faso,BFA,0.00416667788242155
2028,Burkina Faso,BFA,0.004343345670663714
2029,Burkina Faso,BFA,0.004520013458905878
2030,Burkina Faso,BFA,0.004696681247148044
2031,Burkina Faso,BFA,0.00487334903539021
2032,Burkina Faso,BFA,0.005050016823632372
2033,Burkina Faso,BFA,0.0052266846118745386
2034,Burkina Faso,BFA,0.005403352400116704
2035,Burkina Faso,BFA,0.005580020188358868
2036,Burkina Faso,BFA,0.005756687976601034
2037,Burkina Faso,BFA,0.0059333557648432
2038,Burkina Faso,BFA,0.006110023553085363
2039,Burkina Faso,BFA,0.006286691341327528
2040,Burkina Faso,BFA,0.006463359129569694
2041,Burkina Faso,BFA,0.006640026917811858
2042,Burkina Faso,BFA,0.0068166947060540216
2043,Burkina Faso,BFA,0.006993362494296187
2044,Burkina Faso,BFA,0.007170030282538353
2045,Burkina Faso,BFA,0.007346698070780517
2046,Burkina Faso,BFA,0.007523365859022681
2047,Burkina Faso,BFA,0.007700033647264849
2048,Burkina Faso,BFA,0.007876701435507012
